L_id	k1	hom	headword_iast	base_slp1	base_iast	cue	base_type	deriv_kind	suffix	citation
35345	drAvaRa		drāvaṇa	dru	dru	von	root	krt		MBH. 8,1523
35346	drAvayatsaKa		drāvayatsakha	dru	dru	von	root	krt		ṚV. 10,39,10
35347	drAvayitnu		drāvayitnu	dru	dru	von	root	krt		ṚV. 9,69,6
35349	drAviqa		drāviḍa	draviqa	draviḍa	von	nominal	denominal-other		MED. ḍ. 30
35349	drAviqa		drāviḍa	veDamuKya	vedhamukhya	von	nominal	denominal-other		MED. ḍ. 30
35350	drAviqaka		drāviḍaka	draviqa	draviḍa	von	nominal	taddhita	ka	AK. 2,4,4,23
35352	drAviRodasa		drāviṇodasa	draviRodas	draviṇodas	von	nominal	denominal-other		ṚV. 2,37,4
35354	drAhyAyaRa		drāhyāyaṇa	drahya	drahya	von	nominal	denominal-other		Verz. d. B. H. No. 311
35356	drAhyAyaRi		drāhyāyaṇi	drAhyAyaRa	drāhyāyaṇa	von	nominal	denominal-other		Ind. St. 4,372,3
35365	druGana		drughana	druGaRa	drughaṇa	von	nominal	denominal-other		P. 3,3,82
35366	druGnI		drughnī	han	han	von	root	krt		KAUŚ. 14
35373	druta		druta	dru	dru	von	root	krt		H. 1211
35374	drutatva		drutatva	druta	druta	von	nominal	taddhita	tva	SĀH. D. 38
35379	druti		druti	dru	dru	von	root	krt		BHĀG. P. 5,15,5
35384	druma		druma	dru	dru	von	root	krt		P. 5,2,108
35388	drumant		drumant	dru	dru	von	root	krt		P. 8,2,9
35389	drumamaya		drumamaya	druma	druma	von	nominal	taddhita	maya	NIR. 4,19
35390	drumara		drumara	druma	druma	von	nominal	denominal-other		HĀR. 91
35400	drumAy		drumāy	druma	druma	von	nominal	denominal-other		HIT. I. 63
35403	drumiRI		drumiṇī	druma	druma	von	nominal	denominal-other		
35403	drumiRI		drumiṇī	drumin	drumin	von	nominal	denominal-other		
35408	druvaya		druvaya	dru	dru	von	root	krt		AV. 5,20,2
35416	druhaMtara		druhaṃtara	druh	druh	von	root	krt		ṚV. 1,127,3
35417	druhA		druhā	druh	druh	von	root	krt		ṚV. 7,104,17
35419	druhu		druhu	druh	druh	von	root	krt		AV. 8,4,7
35422	druhvan		druhvan	druh	druh	von	root	krt		ṚV. 1,25,14
35433	drogDar		drogdhar	druh	druh	von	root	krt		MBH. 5,2124
35435	droGa		drogha	druG	drugh	von	nominal	denominal-other		
35444	droRaganDikA		droṇagandhikā	droRa	droṇa	von	nominal	denominal-other		JAṬĀDH.
35452	droRamaya		droṇamaya	droRa	droṇa	von	nominal	taddhita	maya	MBH. 7,936
35456	droRaMpaca		droṇaṃpaca	droRa	droṇa	von	nominal	denominal-other		VOP. 26,55
35473	droRya		droṇya	droRa	droṇa	von	nominal	taddhita	ya	ṚV. 5,50,4
35475	droRyAmaya		droṇyāmaya	arizwyAmaya	ariṣṭyāmaya	von	nominal	denominal-other		KĀTY. ŚR. 20,3,16
35477	droha		droha	druh	druh	von	root	krt		P. 1,4,37
35480	drohita		drohita	droha	droha	von	nominal	denominal-other		P. 5,2,36
35481	drohin		drohin	druh	druh	von	root	krt		P. 3,2,142
35482	drOGaRa		draughaṇa	druGaRa	drughaṇa	von	nominal	denominal-other		BṚHADD.
35483	drOGaRaka		draughaṇaka	druGaRa	drughaṇa	von	nominal	taddhita	ka	P. 4,2,80
35485	drORAyana		drauṇāyana	droRa	droṇa	von	nominal	denominal-other		P. 4,1,103
35486	drORAyani		drauṇāyani	droRa	droṇa	von	nominal	denominal-other		MBH. 1,7019
35490	drOpada		draupada	drupada	drupada	von	nominal	denominal-other		TRIK. 2,8,17
35491	drOpadAyani		draupadāyani	drupada	drupada	von	nominal	denominal-other		P. 4,2,80
35492	drOpadeya		draupadeya	drOpadI	draupadī	von	nominal	taddhita	eya	MBH. 1,429
35494	drOhya		drauhya	druhya	druhya	von	nominal	denominal-other		P. 4,1,112
35495	drOhyava		drauhyava	druhyu	druhyu	von	nominal	denominal-other		P. 4,1,168
35506	dvaMdvaSas		dvaṃdvaśas	dvaMdva	dvaṃdva	von	nominal	taddhita	Sas	MBH. 2,2053
35509	dvaya		dvaya	dvi	dvi	von	nominal	denominal-other		P. 5,2,43
35516	dvayAvin		dvayāvin	dvaya	dvaya	von	nominal	denominal-other		ṚV. 1,42,4
35517	dvayu		dvayu	dvi	dvi	von	nominal	denominal-other		ṚV. 8,18,14
35522	dvA		dvā	dva	dva	von	nominal	denominal-other		
35530	dvAdaSa		dvādaśa	dvAdaSan	dvādaśan	von	nominal	denominal-other		P. 5,2,48
35533	dvAdaSatA		dvādaśatā	dvAdaSan	dvādaśan	von	nominal	denominal-other		KĀTY. ŚR. 22,8,14
35539	dvAdaSama		dvādaśama	dvAdaSan	dvādaśan	von	nominal	denominal-other		MBH. 1,6597
35565	dvAdaSAhika		dvādaśāhika	dvAdaSAha	dvādaśāha	von	nominal	taddhita	ika	KĀTY. ŚR. 12,6,25
35566	dvAdaSika		dvādaśika	dvAdaSa	dvādaśa	von	nominal	taddhita	ika	R. GORR. 2,86,1
35567	dvAdaSin		dvādaśin	dvAdaSan	dvādaśan	von	nominal	denominal-other		ṚV. PRĀT. 9,15
35581	dvAratA		dvāratā	dvAra	dvāra	von	nominal	taddhita	tA	RAGH. 11,18
35591	dvArapAlika		dvārapālika	dvArapAlI	dvārapālī	von	nominal	taddhita	ika	P. 4,1,146
35597	dvAravant		dvāravant	dvAra	dvāra	von	nominal	denominal-other		TRIK. 2,1,15
35606	dvArika		dvārika	dvAra	dvāra	von	nominal	taddhita	ika	SĀRAS.
35608	dvArya		dvārya	dvAr	dvār	von	nominal	taddhita	ya	ĀŚV. ŚR. 4,13
35609	dvArvant		dvārvant	dvAr	dvār	von	nominal	denominal-other		BHĀG. P. 3,3,19
35614	dvAviMSatiSata		dvāviṃśatiśata	˚tama	˚tama	von	nominal	denominal-other		R. GORR. 2
35624	dvika	1	dvika	dvi	dvi	von	nominal	taddhita	ika	LĀṬY. 6,5,16
35639	dviguRita		dviguṇita	dviguRa	dviguṇa	von	nominal	denominal-other		KIR. 5,46
35645	dvicAtvAriMSika		dvicātvāriṃśika	dvicatvAriMSat	dvicatvāriṃśat	von	nominal	denominal-other		Ind. St. 3
35651	dvijatva		dvijatva	dvija	dvija	von	nominal	taddhita	tva	RĀJA-TAR. 4,105
35678	dvijAtisAt		dvijātisāt	dvijAti	dvijāti	von	nominal	denominal-other		RĀJA-TAR. 5,120
35681	dvijAyanI		dvijāyanī	dvija	dvija	von	nominal	denominal-other		TRIK. 2,7,12
35683	dvijihva		dvijihva	˚tA	˚tā	von	nominal	denominal-other		AV. 5,19,7
35693	dvita		dvita	dvi	dvi	von	nominal	denominal-other		ṚV. 8,47,16
35697	dvitIya	1	dvitīya	dvi	dvi	von	nominal	denominal-other		P. 5,2,54
35701	dvitIyatva		dvitīyatva	dvitIya	dvitīya	von	nominal	taddhita	tva	KĀṬH. 11,5
35702	dvitIyavant		dvitīyavant	dvitIya	dvitīya	von	nominal	denominal-other		ŚAT. BR. 3,7,3,8
35706	dvitIyika		dvitīyika	dvitIya	dvitīya	von	nominal	taddhita	ika	P. 5,1,48
35709	dvitva		dvitva	dvi	dvi	von	nominal	taddhita	tva	KAṆĀDA 1,25
35725	dviDAgati		dvidhāgati	kulIra	kulīra	von	nominal	denominal-other		H. 1352
35756	dvipAdya		dvipādya	dvi	dvi	von	nominal	denominal-other		P. 5,1,34
35767	dviBAva		dvibhāva	dvEBAvya	dvaibhāvya	von	nominal	denominal-other		P. 5,1,124
35795	dvirAtrIRa		dvirātrīṇa	dvirAtra	dvirātra	von	nominal	denominal-other		LĀṬY. 8,4,11
35804	dvirUpatA		dvirūpatā	dvirUpa	dvirūpa	von	nominal	taddhita	tA	AK. 2,9,7
35823	dviviMSatikIna		dviviṃśatikīna	dvi	dvi	von	nominal	denominal-other		P. 5,1,32
35833	dviSataka		dviśataka	dviSata	dviśata	von	nominal	taddhita	ka	P. 5,1,21
35839	dviSas		dviśas	dvi	dvi	von	nominal	taddhita	Sas	P. 5,4,43
35848	dviza		dviṣa	dviz	dviṣ	von	root	krt		VARĀH. BṚH. S. 77,6
35848	dviza		dviṣa	dvizatA	dviṣatā	von	nominal	denominal-other		VARĀH. BṚH. S. 77,6
35853	dvizaMtapa		dviṣaṃtapa	dviz	dviṣ	von	root	krt		P. 3,2,39
35856	dvizazwa		dviṣaṣṭa	dvizazwi	dviṣaṣṭi	von	nominal	denominal-other		MBH. 1
35860	dvizAzwika		dviṣāṣṭika	dvizazwi	dviṣaṣṭi	von	nominal	denominal-other		P. 5,1,57
35863	dvizeRya		dviṣeṇya	dviz	dviṣ	von	root	krt		
35865	dvizwamAm		dviṣṭamām	dvis	dvis	von	nominal	denominal-other		P. 8,2,27
35867	dvis		dvis	dvi	dvi	von	nominal	denominal-other		P. 5,4,18
35872	dvisaptaDA		dvisaptadhā	dvi	dvi	von	nominal	denominal-other		BHĀG. P. 3,10,8
35877	dvisAptatika		dvisāptatika	dvisaptati	dvisaptati	von	nominal	denominal-other		P. 7,3,15
35878	dvisAhasra		dvisāhasra	dvisahasra	dvisahasra	von	nominal	denominal-other		P. 4,3,156
35889	dvihfdayA		dvihṛdayā	dOhfdinI	dauhṛdinī	von	nominal	denominal-other		SUŚR. 1,322,12
35893	dvIpa		dvīpa	dvIpin	dvīpin	von	nominal	denominal-other		P. 5,4,74
35898	dvIpavant		dvīpavant	dvIpa	dvīpa	von	nominal	denominal-other		MBH. 1,2872
35903	dvIpin		dvīpin	dvIpa	dvīpa	von	nominal	taddhita	in	AK. 2,5,1
35906	dvIpya		dvīpya	dIpin	dīpin	von	nominal	denominal-other		VS. 16,31
35906	dvIpya		dvīpya	dvIpa	dvīpa	von	nominal	taddhita	ya	VS. 16,31
35909	dveDA		dvedhā	dvaya	dvaya	von	nominal	denominal-other		P. 5,3,46
35910	dveza		dveṣa	dviz	dviṣ	von	root	krt		ŚABDAR.
35912	dvezaRIya		dveṣaṇīya	dviz	dviṣ	von	root	krt		
35913	dvezas		dveṣas	dviz	dviṣ	von	root	krt		ṚV. 1,167,9
35916	dvezwar		dveṣṭar	dviz	dviṣ	von	root	krt		KAUŚ. 90
35917	dvezwftva		dveṣṭṛtva	dvezwar	dveṣṭar	von	nominal	denominal-other		VEDĀNTAS. (Allah.) No. 148
35918	dvezya		dveṣya	dviz	dviṣ	von	root	krt		AK. 3,1,45
35919	dvezyatA		dveṣyatā	dvezya	dveṣya	von	nominal	taddhita	tA	PAÑCAT. I, 147
35922	dvEgata		dvaigata	dvigat	dvigat	von	nominal	denominal-other		PAÑCAV. BR. 14,9
35923	dvEguRika		dvaiguṇika	dviguRa	dviguṇa	von	nominal	taddhita	ika	P. 4,4,30
35925	dvEjAta		dvaijāta	dvijAti	dvijāti	von	nominal	denominal-other		M. 8
35926	dvEta		dvaita	dEvata	daivata	von	nominal	denominal-other		H. 1424
35926	dvEta		dvaita	dvi	dvi	von	nominal	denominal-other		H. 1424
35928	dvEtavana	1	dvaitavana	dvitavana	dvitavana	von	nominal	denominal-other		ŚAT. BR. 13,5,4,9
35929	dvEtavana	2	dvaitavana	vana	vana	von	nominal	denominal-other		ŚAT. BR. 13,5,4,9
35931	dvEtIyaka		dvaitīyaka	dvitIya	dvitīya	von	nominal	taddhita	ka	VYUTP. 220
35933	dvEDa		dvaidha	dviDA	dvidhā	von	nominal	denominal-other		P. 5,3,45
35934	dvEDIkaraRa		dvaidhīkaraṇa	dvEDa	dvaidha	von	nominal	denominal-other		DHĀTUP. 29,3
35935	dvEDIBAva		dvaidhībhāva	dvEDIBU	dvaidhībhū	von	nominal	denominal-other		MBH. 14,809
35937	dvEDya		dvaidhya	dviDA	dvidhā	von	nominal	taddhita	ya	KĀM. NĪTIS. 4,67
35938	dvEpa	1	dvaipa	dvIpa	dvīpa	von	nominal	denominal-other		P. 4,2,133
35939	dvEpa	2	dvaipa	dvE/pa	dvai/pa	von	nominal	denominal-other		SUŚR. 2,66,15
35939	dvEpa	2	dvaipa	dvIpin	dvīpin	von	nominal	denominal-other		SUŚR. 2,66,15
35940	dvEpaka		dvaipaka	dvIpa	dvīpa	von	nominal	taddhita	ka	P. 4,2,127
35941	dvEpakza		dvaipakṣa	dvi	dvi	von	nominal	denominal-other		MBH. 8,4432
35942	dvEpada	1	dvaipada	dvipada	dvipada	von	nominal	denominal-other		ṚV. PRĀT. 8,2
35943	dvEpada	2	dvaipada	dvipadA	dvipadā	von	nominal	denominal-other		ŚĀṄKH. BR. 30,3
35945	dvEparAka		dvaiparāka	dvi	dvi	von	nominal	denominal-other		ŚĀṄKH. ŚR. 16,22,11
35946	dvEpAyana	1	dvaipāyana	dvIpa	dvīpa	von	nominal	denominal-other		P. 4,1,99
35949	dvEpya		dvaipya	dvIpa	dvīpa	von	nominal	taddhita	ya	P. 4,3,10
35950	dvEBAvya		dvaibhāvya	dviBAva	dvibhāva	von	nominal	taddhita	ya	P. 5,1,124
35951	dvEmAtura		dvaimātura	dvi	dvi	von	nominal	denominal-other		P. 4,1,115
35953	dvEmitri		dvaimitri	dvi	dvi	von	nominal	denominal-other		WILS.
35954	dvEyahnika		dvaiyahnika	dvi	dvi	von	nominal	denominal-other		WILS.
35955	dvEyAhAvaka		dvaiyāhāvaka	dvyAhAva	dvyāhāva	von	nominal	denominal-other		P. 4,2,127
35956	dvEyogya		dvaiyogya	dvi	dvi	von	nominal	denominal-other		
35957	dvEraTa		dvairatha	dvi	dvi	von	nominal	denominal-other		MBH. 1,545
35957	dvEraTa		dvairatha	yudDa	yuddha	von	nominal	denominal-other		MBH. 1,545
35958	dvErAjya		dvairājya	dvi	dvi	von	nominal	denominal-other		MĀLAV. 69
35960	dvEvarzika		dvaivarṣika	dvi	dvi	von	nominal	denominal-other		WILS.
35961	dvEviDya		dvaividhya	dviviDa	dvividha	von	nominal	taddhita	ya	MBH. 15,236
35963	dvEzaRIyA		dvaiṣaṇīyā	dvezaRIya	dveṣaṇīya	von	nominal	denominal-other		RĀJAN.
35965	dvEhAyana		dvaihāyana	dvihAyana	dvihāyana	von	nominal	denominal-other		WILS.
35981	dvyahIna		dvyahīna	dvyaha	dvyaha	von	nominal	denominal-other		P. 6,4,145
35982	dvyAkzAyaRa		dvyākṣāyaṇa	dvyakza	dvyakṣa	von	nominal	denominal-other		P. 4,2,54
35983	dvyAtmaka		dvyātmaka	dvi	dvi	von	nominal	denominal-other		JYOTIST.
35985	dvyAyuza		dvyāyuṣa	dvi	dvi	von	nominal	denominal-other		P. 5,4,77
35987	dvyAhika		dvyāhika	dvyaha	dvyaha	von	nominal	taddhita	ika	NIGH. PR.
35992	Da	1	dha	DA	dhā	von	root	krt		
35993	Da	2	dha	DA	dhā	Wurzel	root	krt		
36007	Dana		dhana	DA	dhā	von	root	krt		UJJVAL.
36008	Danaka		dhanaka	Dana	dhana	von	nominal	taddhita	ka	P. 5,2,65
36018	DanaMjaya		dhanaṃjaya	Dana	dhana	von	nominal	denominal-other		VOP. 26,60
36033	DanaMdadA		dhanaṃdadā	Dana	dhana	von	nominal	denominal-other		TRIK. 1,1,19
36044	Danarca		dhanarca	arj	arj	von	root	krt		ṚV. 10,46,5
36046	Danavant		dhanavant	Dana	dhana	von	nominal	denominal-other		HALĀY.
36047	DanasaMcaya		dhanasaṃcaya	˚saMcayin	˚saṃcayin	von	nominal	denominal-other		M. 4,3
36054	Danaspft		dhanaspṛt	spar	spar	von	nominal	denominal-other		ṚV. 1,36,10
36067	DanAy		dhanāy	Dana	dhana	von	nominal	denominal-other		P. 7,4,34
36073	Danika		dhanika	Dana	dhana	von	nominal	taddhita	ika	H. an. 3,53. fg.
36075	DanizWa	1	dhaniṣṭha	Dan	dhan	von	root	krt		ṚV. 10,73,1
36076	DanizWa	2	dhaniṣṭha	Dana	dhana	von	nominal	denominal-other		ŚĀṄKH. ŚR. 8,20,4
36078	DanIy		dhanīy	Dana	dhana	von	nominal	denominal-other		P. 7,4,34
36083	DanuHKAtA		dhanuḥkhātā	Kan	khan	von	root	krt		P. 6,2,146
36087	Danutar		dhanutar	Danv	dhanv	von	root	krt		ṚV. 4,35,5
36112	Danuza		dhanuṣa	Danus	dhanus	von	nominal	denominal-other		MBH. 12,12758
36113	DanuzAkza		dhanuṣākṣa	Danus	dhanus	von	nominal	denominal-other		MBH. 3,10741. fgg.
36114	Danuzka		dhanuṣka	Danus	dhanus	von	nominal	denominal-other		MBH. 2,2699
36122	Danuzmant		dhanuṣmant	Danus	dhanus	von	nominal	denominal-other		AK. 2,8,2,37
36128	Daneyu		dhaneyu	Dana	dhana	von	nominal	denominal-other		HARIV. LANGL. I, 139
36135	Danya		dhanya	Dana	dhana	von	nominal	taddhita	ya	ṚV. 9,86,34
36136	Danyaka		dhanyaka	Danya	dhanya	von	nominal	taddhita	ka	DAŚAK. 150,18
36138	DanyaMmanya		dhanyaṃmanya	Danya	dhanya	von	nominal	denominal-other		DAŚAK.
36155	Danvantara	2	dhanvantara	Danvantari	dhanvantari	von	nominal	denominal-other		MBH. 13,4662
36159	Danvanya		dhanvanya	Danvan	dhanvan	von	nominal	taddhita	ya	AV. 1,6,4
36163	DanvAyana		dhanvāyana	Danvan	dhanvan	von	nominal	denominal-other		MBH. 5,7633
36164	DanvAyin		dhanvāyin	Danvan	dhanvan	von	nominal	denominal-other		VS. 16,22
36167	Danvin		dhanvin	Danvan	dhanvan	von	nominal	denominal-other		AK. 2,8,2,37
36169	Dam		dham	kzOma	kṣauma	von	nominal	denominal-other		DHĀTUP. 22,29
36170	Dama		dhama	Dam	dham	von	root	krt		P. 3,1,137
36172	DamaDama		dhamadhama	Dam	dham	von	root	krt		HARIV. 9559
36173	Damana		dhamana	Dam	dham	von	root	krt		H. an. 3,384
36174	Damani		dhamani	Dam	dham	von	root	krt		UṆĀDIS. 2,103
36175	DamanIla		dhamanīla	DamanI	dhamanī	von	nominal	denominal-other		P. 5,2,97
36178	Dami		dhami	Dam	dham	von	root	krt		
36186	Dar		dhar	AtmAnam	ātmānam	von	nominal	denominal-other		DHĀTUP. 22,3
36186	Dar		dhar	har	har	von	root	krt		DHĀTUP. 22,3
36186	Dar		dhar	udDar	uddhar	von	nominal	denominal-other		DHĀTUP. 22,3
36187	Dara		dhara	Dar	dhar	von	nominal	denominal-other		VOP. 26,171
36204	DaraRIya		dharaṇīya	Dar	dhar	von	nominal	denominal-other		DHŪRTAS. 67,14
36223	DaritrI		dharitrī	Daritar	dharitar	von	nominal	denominal-other		VS. 14,22
36224	Dariman		dhariman	Dar	dhar	von	nominal	denominal-other		UṆĀDIS. 4,147
36225	DarItu		dharītu	Dar	dhar	von	nominal	denominal-other		
36227	DaruRa	1	dharuṇa	Dar	dhar	von	nominal	denominal-other		AV. 16,3,3
36228	DaruRa	2	dharuṇa	DA	dhā	Von	root	krt		VS. 8,51
36228	DaruRa	2	dharuṇa	Dar	dhar	Wurzel	root	krt		VS. 8,51
36232	DarRasi		dharṇasi	Dar	dhar	von	nominal	denominal-other		NAIGH. 2
36232	DarRasi		dharṇasi	bala	bala	von	nominal	denominal-other		NAIGH. 2
36234	Dartar		dhartar	Dar	dhar	von	nominal	denominal-other		ṚV. 1,11,4
36235	Dartavya		dhartavya	Dar	dhar	von	nominal	taddhita	tavya	ŚKDR.
36236	Dartu		dhartu	Dar	dhar	von	nominal	denominal-other		
36238	Dartra		dhartra	Dar	dhar	von	nominal	denominal-other		UṆĀDIS. 4,166
36240	Darm		dharm	Darma	dharma	von	nominal	denominal-other		VOP. 21,9
36241	Darma		dharma	Dar	dhar	von	nominal	denominal-other		UṆĀDIS. 1,139
36241	Darma		dharma	Darman	dharman	von	nominal	denominal-other		UṆĀDIS. 1,139
36279	Darmatas		dharmatas	Darma	dharma	von	nominal	taddhita	tas	M. 1,93
36303	Darman	1	dharman	Dar	dhar	von	nominal	denominal-other		NIR. 9,25
36344	Darmamaya		dharmamaya	Darma	dharma	von	nominal	taddhita	maya	ŚAT. BR. 14,7,2,6
36349	Darmayu		dharmayu	Darma	dharma	von	nominal	denominal-other		ŚABDAC.
36362	Darmavant		dharmavant	Darma	dharma	von	nominal	denominal-other		ŚABDAR.
36411	DarmAtmatA		dharmātmatā	DarmAtman	dharmātman	von	nominal	denominal-other		MBH. 2,1361
36418	DarmADikaraRika		dharmādhikaraṇika	DarmADikaraRa	dharmādhikaraṇa	von	nominal	taddhita	ika	PAÑCAT. 97,18
36421	DarmADikArin		dharmādhikārin	DarmADikAra	dharmādhikāra	von	nominal	taddhita	in	PAÑCAT. 101,2
36430	DarmAy		dharmāy	Darma	dharma	von	nominal	denominal-other		VOP. 21,9
36433	DarmArTIya		dharmārthīya	Darma	dharma	von	nominal	denominal-other		MBH. 1,600
36440	Darmin		dharmin	Darma	dharma	von	nominal	taddhita	in	ŚABDAR.
36445	Darmeyu		dharmeyu	Darma	dharma	von	nominal	denominal-other		MBH. 1,3701
36453	Darmya		dharmya	Darma	dharma	von	nominal	taddhita	ya	P. 4,4,91
36455	Darza		dharṣa	Darz	dharṣ	von	nominal	denominal-other		MBH. 1,7040
36460	Darzita		dharṣita	Darz	dharṣ	von	nominal	denominal-other		ŚABDAR.
36471	Davalatva		dhavalatva	Davala	dhavala	von	nominal	taddhita	tva	Journ. of the Am. Or. S. 7,26,19
36477	Davalita		dhavalita	Davala	dhavala	von	nominal	denominal-other		BHARTṚ. 3,85
36480	DavARaka		dhavāṇaka	DU	dhū	von	root	krt		UṆĀDIS. 3,83
36483	Das		dhas	DA	dhā	von	root	krt		
36484	DA	1	dhā	aBisaMDay	abhisaṃdhay	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	izu	iṣu	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	manas	manas	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	nABinandati	nābhinandati	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	upahita	upahita	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	upasaMhita	upasaṃhita	von	nominal	denominal-other		DHĀTUP. 25,10
36484	DA	1	dhā	vAsaH	vāsaḥ	von	nominal	denominal-other		DHĀTUP. 25,10
36485	DA	2	dhā	DAtu	dhātu	von	nominal	denominal-other		MED. dh. 1
36491	DAtaki		dhātaki	DAtaka	dhātaka	von	nominal	denominal-other		VP.
36492	DAtar		dhātar	DA	dhā	von	root	krt		AK. 3,4,14,62
36493	DAtu	1	dhātu	DA	dhā	von	root	krt		UṆĀDIS. 1,70
36494	DAtu	2	dhātu	DA	dhā	von	root	krt		SĀY.
36519	DAtumant		dhātumant	DAtu	dhātu	von	nominal	denominal-other		BHĀG. P. 2,8,7
36519	DAtumant		dhātumant	DAtumattA	dhātumattā	von	nominal	denominal-other		BHĀG. P. 2,8,7
36528	DAtuvAda		dhātuvāda	˚vAdin	˚vādin	von	nominal	denominal-other		TRIK. 3,3
36540	DAtra	1	dhātra	DA	dhā	von	root	krt		UṆĀDIVṚ.
36542	DAtrikA		dhātrikā	DAtrI	dhātrī	von	nominal	denominal-other		RĀJAN.
36546	DAtreyikA		dhātreyikā	DAtreyI	dhātreyī	von	nominal	denominal-other		MBH. 1,4212
36547	DAtreyI		dhātreyī	DAtrI	dhātrī	von	nominal	denominal-other		ŚABDĀRTHAK.
36549	DAna	2	dhāna	DA	dhā	von	root	krt		KAUŚ. 6
36553	DAnapata		dhānapata	Danapati	dhanapati	von	nominal	denominal-other		P. 4,1,84
36555	DAnAka		dhānāka	DanAka	dhanāka	von	nominal	denominal-other		ṚV. ANUKR.
36556	DAnAntarvant		dhānāntarvant	DAnA	dhānā	von	nominal	denominal-other		ŚAT. BR. 11,2,3,9
36557	DAnAvant		dhānāvant	DAnA	dhānā	von	nominal	denominal-other		ṚV. 3,43,4
36559	DAnikA		dhānikā	DAnI	dhānī	von	nominal	denominal-other		
36560	DAnurdaRqika		dhānurdaṇḍika	Danus	dhanus	von	nominal	denominal-other		P. 4,4,12
36561	DAnuzka		dhānuṣka	Danus	dhanus	von	nominal	denominal-other		P. 4,4,12
36563	DAnuzya		dhānuṣya	Danus	dhanus	von	nominal	denominal-other		RĀJAN.
36568	DAnya		dhānya	DAnA	dhānā	von	nominal	taddhita	ya	UṆĀDIS. 5,48
36569	DAnyaka		dhānyaka	DAnya	dhānya	von	nominal	taddhita	ka	M. 4,7
36579	DAnyavant		dhānyavant	DAnya	dhānya	von	nominal	denominal-other		MBH. 12,3526
36586	DAnyAkft		dhānyākṛt	kar	kar	von	nominal	denominal-other		ṚV. 10,94,13
36589	DAnyAyana		dhānyāyana	Danya	dhanya	von	nominal	denominal-other		P. 4,1,110
36593	DAnva		dhānva	Danvan	dhanvan	von	nominal	denominal-other		ŚAT. BR. 13,4,3,11
36594	DAnvana	1	dhānvana	Danvan	dhanvan	von	nominal	denominal-other		ŚĀṄKH. ŚR. 16,2,20
36595	DAnvana	2	dhānvana	Danvan	dhanvan	von	nominal	denominal-other		KĀM. NĪTIS. 4,59
36596	DAnvana	3	dhānvana	Danvana	dhanvana	von	nominal	denominal-other		SUŚR. 1,212,5
36597	DAnvantara		dhānvantara	Danu	dhanu	Stamm	root	krt		SUŚR. 2,80,19
36597	DAnvantara		dhānvantara	Danvantari	dhanvantari	von	nominal	denominal-other		SUŚR. 2,80,19
36599	DAnvantarya		dhānvantarya	Danvantari	dhanvantari	von	nominal	taddhita	ya	MBH. 13,4660
36600	DAnvapata		dhānvapata	Danvapati	dhanvapati	von	nominal	denominal-other		P. 4,1,84
36603	DAmakeSin		dhāmakeśin	DAman	dhāman	von	nominal	denominal-other		MBH. 3,193
36606	DAman	1	dhāman	DA	dhā	von	root	krt		UJJVAL.
36608	DAmanikA		dhāmanikā	DamanI	dhamanī	von	nominal	denominal-other		RATNAM. 7
36612	DAmaSas		dhāmaśas	DAman	dhāman	von	nominal	denominal-other		ṚV. 1,164,15
36615	DAya		dhāya	DA	dhā	von	root	krt		P. 3,1,141
36616	DAyaka		dhāyaka	DA	dhā	von	root	krt		P. 7,3,33
36617	DAyas		dhāyas	DA	dhā	von	root	krt		TAITT. ĀR. 1,21,3
36618	DAyu	1	dhāyu	DA	dhā	von	root	krt		ṚV. 3,30,7
36619	DAyu	2	dhāyu	DA	dhā	von	root	krt		SĀY.
36620	DAyya		dhāyya	DA	dhā	von	root	krt		P. 4,3,54
36620	DAyya		dhāyya	DA/yya	dhā/yya	von	nominal	denominal-other		P. 4,3,54
36621	DAra	1	dhāra	Dar	dhar	von	nominal	denominal-other		MBH. 1,1690
36622	DAra	2	dhāra	DArA	dhārā	von	nominal	denominal-other		SUŚR. 1,170,1
36624	DAraka	1	dhāraka	Dar	dhar	von	nominal	denominal-other		MBH. 1,1691
36625	DAraka	2	dhāraka	DArA	dhārā	von	nominal	denominal-other		
36627	DAraRa		dhāraṇa	Dar	dhar	von	nominal	denominal-other		TAITT. ĀR. 10,1,8
36628	DAraRaka		dhāraṇaka	DAraRa	dhāraṇa	von	nominal	taddhita	ka	MBH. 12,6889
36631	DAraRAmaya		dhāraṇāmaya	DAraRA	dhāraṇā	von	nominal	taddhita	maya	BHĀG. P. 4,18,20
36633	DAraRi		dhāraṇi	DAraRa	dhāraṇa	von	nominal	denominal-other		P. 2,4,61
36636	DAraRIya		dhāraṇīya	Dar	dhar	von	nominal	denominal-other		RĀJAN.
36639	DAraya		dhāraya	Dar	dhar	von	nominal	denominal-other		P. 3,1,138
36640	DArayatkavi		dhārayatkavi	Dar	dhar	von	nominal	denominal-other		ṚV. 1,160,1
