L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
13750	Ehika	aihika	iha	iha	ika	относит./vṛddhi	adj.	7	24	True	VOP. 7,15; BHĀG. P. 5,14,32; ŚAṂK.; PRAŚNOP. 3,11; VEDĀNTAS. 2, ult.; DAŚAK.; BENF. Chr. 179,19
16725	kArzRya	kārṣṇya	kfzRa	kṛṣṇa	ya	относит./vṛddhi	n.	4	24	True	MBH. 1,4236; SUŚR. 1,49,19; RĀJA-TAR. 5,94; P. 4,1,105
56397	maRika	maṇika	maRi	maṇi	ika	относит./vṛddhi	m.	14	24	True	P. 5,4,3; AK. 2,9,31; H. 1022; HALĀY. 2,162; ĀŚV. GṚHY. 2,9,3; GOBH. 3,9,6; ŚĀṄKH. GṚHY. 2,14; PĀR. GṚHY. 2,9
108804	sArvakAmika	sārvakāmika	sarvakAma	sarvakāma	ika	относит./vṛddhi	adj.	10	24	True	ĀŚV. ŚR. 11,2,4; ŚĀṄKH. ŚR. 3,3,30; GṚHYAS. 2,13; NṚS. TĀP. UP.; Ind. St. 9,109; MBH. 3,1003; HARIV. 7689; KIR. 18,25
9812	Astikya	āstikya	Astika	āstika	ya	относит./vṛddhi	n.	3	24	True	P. 5,1,128; BHAG. 18,42; MBH. 1,235
25099	cAYcalya	cāñcalya	caYcala	cañcala	ya	относит./vṛddhi	f.	2	23	True	ŚKDR.; KAVACA.
20618	kzetrika	kṣetrika	kzetra	kṣetra	ika	относит./vṛddhi	m.	4	23	True	M. 8,241; NĀRADA; DĀY. 8,2; M. 9,145
47583	pOzwika	pauṣṭika	puzwi	puṣṭi	ika	относит./vṛddhi	adj.	13	23	True	GṚHYASAṂGR. 1,10; MBH. 12,10889; KĀM. NĪTIS. 4,32; VARĀH. BṚH. S. 8,5; MĀRK. P. 102,11; Verz. d. Oxf. H. 97,b,8; MADHUS.; Ind. St. 1,16,10
50335	prAkAmya	prākāmya	prakAma	prakāma	ya	относит./vṛddhi	n.	9	23	True	TRIK. 3,2,27; H. 202; MBH. 14,1072; KUMĀRAS. 2,11; GAUḌAP.; SĀṂKHYAK. 23; MĀRK. P. 40,29; Verz. d. Oxf. H. 51,a,16
31338	trEviDya	traividhya	triviDa	trividha	ya	относит./vṛddhi	n.	7	23	True	BRAHMAS. 1,31; KAP. 1,70 (71); SUŚR. 2,291,12; BHĀG. P. 6,1,46; BHĀṢĀP. 12; SĀH. D. 29; KĀTY. ŚR. S. 44, Z. 9
96924	vratya	vratya	vrata	vrata	ya	относит./vṛddhi	adj.	1	23	True	ṚV. 8,48,8
24607	caturviMSatika	caturviṃśatika	caturviMSati	caturviṃśati	ika	относит./vṛddhi	adj.	1	22	True	BHĀG. P. 3,26,11
25112	cARakya	cāṇakya	caRaka	caṇaka	ya	относит./vṛddhi	adj.	13	22	True	P. 4,1,105; TRIK. 2,7,22; H. 853; LIA. II, 199. fgg.; PAÑCAT. Pr. 2; KATHĀS. 5,109. fgg.; H. 987; MUDRĀR.
113296	sOraBya	saurabhya	suraBi	surabhi	ya	относит./vṛddhi	m.	14	22	True	ŚABDAR.; ŚKDR.; MED. y. 112; HALĀY. 1,77; SUŚR. 1,223,18; RAGH. 5,69; Spr. (II) 4083; Z. d. d. m. G. 27,47
108519	sAmIpya	sāmīpya	samIpa	samīpa	ya	относит./vṛddhi	adj.	13	22	True	MBH. 3,16665; ed. Bomb.; VOP. 5,30; HALĀY. 5,93; SĀṂKHYAK. 7; SĀH. D. 11,4; BHĀG. P. 3,29,13; PAÑCAR. 2,7,3
108396	sAPalya	sāphalya	saPala	saphala	ya	относит./vṛddhi	n.	13	22	True	MBH. 7,3810; Z. d. d. m. G. 14,576,4; M. 12,93; Spr. (II) 1451. fg.; KATHĀS. 103,192; TS. PRĀT. 14,28; MĀLAV. 74,7; Spr. (II) 2092
96034	vESizwya	vaiśiṣṭya	viSizwa	viśiṣṭa	ya	относит./vṛddhi	n.	11	22	True	ŚĀṆḌ. 32; TARKAS. 52; SĀH. D. 27; VEDĀNTAS. (Allah.) No. 69; KUSUM. 41,10; H. 507; MBH. 13,2559; KĀM. NĪTIS. 5,27
25184	cApalya	cāpalya	capala	capala	ya	относит./vṛddhi	n.	10	21	True	P. 5,1,124; CĀṆ. 30; PAÑCAT. 62,12; SĀH. D. 199; YĀJÑ. 3,279; R. 5,88,9; PAÑCAT. IV, 81; PAÑCAT. 10,9
44619	pAratantrya	pāratantrya	paratantra	paratantra	ya	относит./vṛddhi	n.	8	21	True	HALĀY. 5,65; MBH. 5,1725; KAP. 1,18; RĀJA-TAR. 6,59; BHĀG. P. 3,26,7; KULL.; M. 8,416; WILSON, SĀṂKHYAK. S. 6
108059	sAMgrAmika	sāṃgrāmika	saMgrAma	saṃgrāma	ika	относит./vṛddhi	adj.	17	21	True	P. 4,4,103; KAUŚ. 14. fg.; MBH. 1,513; BHĀG. P. 8,10,17; HARIV. 6192; MBH. 7,9642; UTTARAR. 88,19 (114,6); Spr. (II) 6577
31286	trEguRya	traiguṇya	triguRa	triguṇa	ya	относит./vṛddhi	n.	11	21	True	KULL.; M. 2,42; ŚIVARĀTRIVRATAKATHĀ; ŚKDR.; ŚKDR.; BHAG. 2,45; MBH. 3,11246; SĀṂKHYAK. 14
9163	ArAmika	ārāmika	ArAma	ārāma	ika	относит./vṛddhi	m.	1	21	True	VYUTP. 97
41813	patanIya	patanīya	patana	patana	Iya	относит./vṛddhi	adj.	8	20	True	YĀJÑ. 3,298; MBH. 3,14075; NĀRADA; KULL.; M. 7,2; YĀJÑ. 2,210; KULL.; M. 8,276
44641	pAramArTika	pāramārthika	paramArTa	paramārtha	ika	относит./vṛddhi	adj.	10	20	True	ŚAṂK.; BṚH. ĀR. UP. S. 90; COLEBR. Misc. Ess. I, 375; BĀLAB. 33; BHĀG. P. 3,29,1; KULL.; M. 9,262; KAP. 1,19
108072	sAcivya	sācivya	saciva	saciva	ya	относит./vṛddhi	n.	13	20	True	R. 6,106,16; BHĀG. P. 10,71,2; MBH. 14,58; R. 5,11,1; KĀVYĀD. 2,146; R. 6,4,30; KATHĀS. 75,35; KUSUM. 37,9
95949	vErAjya	vairājya	virAj	virāj	ya	относит./vṛddhi	n.	3	20	True	AIT. BR. 7,32; LĀṬY. 3,18,8; BHĀG. P. 10,83,41
90571	vAsantika	vāsantika	vasanta	vasanta	ika	относит./vṛddhi	adj.	11	20	True	P. 4,3,20; VS. 13,25; AIT. BR. 4,26; ĀŚV. ŚR. 4,12,1; ŚAT. BR. 4,3,1,14; BHĀG. P. 5,9,5; R. 7,60,1; ŚĀK. 78,18
89842	vAtsya	vātsya	vatsa	vatsa	ya	относит./vṛddhi	adj.	13	20	True	ŚĀṄKH. ŚR. 16,11,19; P. 4,1,105; VOP. 7,1; ŚAT. BR. 9,5,1,62; KĀTY. ŚR. 1,1,11; MBH. 1,2049; VARĀH. BṚH. S. 21,2; VP. 277
82334	yUTya	yūthya	yUTa	yūtha	ya	относит./vṛddhi	adj.	6	20	True	P. 4,3,54; ṚV. 9,15,4; VĀLAKH. 8,4; ṚV. 10,23,4; P. 6,2,131; MBH. 8,4604
8863	ABicArika	ābhicārika	aBicAra	abhicāra	ika	относит./vṛddhi	adj.	3	20	True	BṚH. DEV.; Ind. St. 1,120,14; KAUŚ. 25
99094	SAleya	śāleya	SAli	śāli	eya	относит./vṛddhi	adj.	10	20	True	P. 5,2,2; AK. 2,9,6; H. 966; MED. y. 107; HALĀY. 2,7; AK. 2,4,3,23; MED.; RĀJAN.
98811	SAntika	śāntika	SAnti	śānti	ika	относит./vṛddhi	adj.	14	20	True	H. ś. 109; MBH. 13,7081; KĀM. NĪTIS. 4,32; Spr. (II) 3217; VARĀH. BṚH. S. 44,20; MĀRK. P. 50,57; Verz. d. Oxf. H. 86,b,29. fg.; ŚATR. 14,245
13631	EkAntika	aikāntika	ekAnta	ekānta	ika	относит./vṛddhi	adj.	6	19	True	BHAG. 14,27; SUŚR. 2,100,2; SĀṂKHYAK. 68; BHĀG. P. 3,20,2; PAÑCAT. 58,22; Z. d. d. m. G. 7,289, N. 3
4229	apya	apya	ap	ap	ya	относит./vṛddhi	adj.	5	19	True	P. 4,4,134; ṚV. 6,67,9; ṚV. 7,35,11; ṚV. 4,55,6; P. 4,4,134
34849	deSya	deśya	deSa	deśa	ya	относит./vṛddhi	adj.	21	19	True	P. 4,3,54; M. 8,52; RĀJA-TAR. 3,9; MBH. 1,5221; HARIV. 9112; KĀM. NĪTIS. 4,55; MBH. 1,8006; RAGH. 5,73
16492	kAmika	kāmika	kAma	kāma	ika	относит./vṛddhi	adj.	7	19	True	MBH. 13,6025; MBH. 3,13860; MBH. 13,1969; ŚABDAR.; ŚKDR.; Ind. St. 2,316; ebend.
38217	nAgarika	nāgarika	nagara	nagara	ika	относит./vṛddhi	adj.	10	19	True	ŚĀK. 51; DAŚAK.; BENF. Chr. 180,14; R. 2,83,10; VIKR. 77,12; MĀRK. P. 8,50; P. 4,3,75; ŚĀK. 60,2
50627	prARAntika	prāṇāntika	prARAnta	prāṇānta	ika	относит./vṛddhi	adj.	15	19	True	PRAB. 18,8; M. 11,146; HARIV. 4713; MBH. 5,609; VARĀH. BṚH. S. 11,48; M. 8,379; MBH. 1,1201; R. 4,28,32
95993	vElakzya	vailakṣya	vilakza	vilakṣa	ya	относит./vṛddhi	n.	7	19	True	HARIV. 5135; Spr. 1797; KATHĀS. 124,206; RĀJA-TAR. 8,1329; KATHĀS. 12,187; MṚCCH. 15,24; VIKR. 32,10
8602	AnarTakya	ānarthakya	anarTaka	anarthaka	ya	относит./vṛddhi	n.	3	19	True	KĀTY. ŚR. 1,8,5; PAT.; KAIY.
9631	ASmaraTya	āśmarathya	aSmaraTa	aśmaratha	ya	относит./vṛddhi	f.	5	19	True	P. 4,1,105; ĀŚV. ŚR. 6,10; Verz. d. B. H. 57; COLEBR. Misc. Ess. I, 328; P. 4,1,73
13607	EkaDya	aikadhya	ekaDA	ekadhā	ya	относит./vṛddhi	adv.	5	18	True	P. 5,3,44; VOP. 7,45; KĀTY. ŚR. 14,2,23; SUŚR. 2,35,11; SUŚR. 2,153,2
6873	avratya	avratya	avrata	avrata	ya	относит./vṛddhi	n.	4	18	True	AIT. BR. 7,8; ŚAT. BR. 3,2,2,24; KĀTY. ŚR. 7,5,2; ĀŚV. GṚHY. 12,8
5443	ayaSasya	ayaśasya	ayaSas	ayaśas	ya	относит./vṛddhi	adj.	2	18	True	R. 5,91,12; SUŚR. 1,7,6
770	aNgulIya	aṅgulīya	aNguli	aṅguli	Iya	относит./vṛddhi	m.n.	4	18	True	P. 4,3,62; ŚKDR.; R. 1,3,25; ŚĀK. 138
25145	cAturya	cāturya	catura	catura	ya	относит./vṛddhi	n.	6	18	True	SIDDH. K. 250,a,7; VOP. 176; MBH. 1,3905; R. 1,6,13; BHARTṚ. 1,3; SĀH. D. 41,8
23527	gOpatya	gaupatya	gopati	gopati	ya	относит./vṛddhi	n.	3	18	True	VS. 3,22; TS. 1,5,10,2; GOBH. 4,5,15
27268	jAnaSruteya	jānaśruteya	janaSrutA	janaśrutā	eya	относит./vṛddhi		2	18	True	ŚAT. BR. 5,1,1,5; AIT. BR. 1,25
27250	jAtUkarRya	jātūkarṇya	jAtUkarRa	jātūkarṇa	ya	относит./vṛddhi		13	18	True	P. 4,1,105; ŚAT. BR. 14,5,5,21; KĀTY. ŚR. 4,1,27; VS. PRĀT. 4,122; ŚĀṄKH. ŚR. 1,2,17; GṚHY. 4,10; AIT. ĀR. 5,3,3; BRAHMA-P.
47290	pEcCilya	paicchilya	picCila	picchila	ya	относит./vṛddhi	n.	1	18	True	SUŚR. 1,154,15
47554	pOrvAhRika	paurvāhṇika	pUrvAhRa	pūrvāhṇa	ika	относит./vṛddhi	adj.	8	18	True	P. 4,3,24; KĀTY. ŚR. 8,3,6; SĀV. 4,10; ARJ. 4,2; MBH. 3,11993; R. 1,33,2; R. GORR. 1,26,2; SĀV. 7,1
115792	svIya	svīya	sva	sva	Iya	относит./vṛddhi	adj.	12	18	True	Spr. (II) 2561; GOLĀDHY.; TRIPRAŚN. 31; MĀRK. P. 27,16; BHĀG. P. 3,20,50; PAÑCAT. 130,20; Verz. d. Oxf. H. 18,a,20; ŚATR. 10,89
95433	vedya	vedya	veda	veda	ya	относит./vṛddhi	adj.	3	18	True	P. 5,1,2; MBH. 13,7389; NĪLAK.
52978	bfMhaRIya	bṛṃhaṇīya	bfMhaRa	bṛṃhaṇa	Iya	относит./vṛddhi	adj.	2	17	True	P. 8,4,2; SUŚR. 1,58,21
36702	DArzwya	dhārṣṭya	Dfzwa	dhṛṣṭa	ya	относит./vṛddhi	n.	9	17	True	R. 5,8,12; HARIV. 11006 (p. 790). 15735; SUŚR. 1,12,12; VARĀH. BṚH. S. 73,6; KATHĀS. 24,76; PAÑCAT. 94,9; RĀJA-TAR. 3,333; PRAB. 104,16
22270	gAnDarvika	gāndharvika	ganDarva	gandharva	ika	относит./vṛddhi	m.	1	17	True	VARĀH. BṚH. S. 94,21
50705	prAtipadika	prātipadika	pratipad	pratipad	ika	относит./vṛddhi	n.	10	17	True	SIDDH. K. 248,b,1 v. u.; AV. PRĀT. 3,78; P. 1,2,45; SĀH. D. 9,14; P. 1,2,45; NĪLAK. 67; ŚKDR.; WILSON
45832	putrIya	putrīya	putra	putra	Iya	относит./vṛddhi	adj.	8	17	True	P. 5,1,40; SUŚR. 1,316,15; R. GORR. 1,14,1; SCHL.; RAGH. 10,4; KATHĀS. 13,58; R. GORR. 1,15,9; MBH. 1,2797
44429	pAdika	pādika	pAda	pāda	ika	относит./vṛddhi	adj.	5	17	True	P. 5,1,20; P. 4,4,12; M. 3,1; YĀJÑ. 3,270; MBH. 2,212
46612	pUtika	pūtika	pUti	pūti	ika	относит./vṛddhi	adj.	15	17	True	MBH. 4,173; ĀŚV. ŚR. 6,8; MBH. 3,1408; SUŚR. 1,33,8; TBR. Comm. 181,12; AK. 2,4,2,28; BHAR.; AK. 2,4,5,23
113097	sOganDya	saugandhya	suganDa	sugandha	ya	относит./vṛddhi	n.	6	17	True	MBH. 1,2409; SUŚR. 1,218,4; Spr. (II) 2153; KATHĀS. 95,60; BHĀG. P. 4,9,12; PAÑCAR. 1,6,39
108950	sAhacarya	sāhacarya	sahacara	sahacara	ya	относит./vṛddhi	n.	14	17	True	NIR. 2,20; RAGH. 16,87; KUMĀRAS. 3,21; Spr. (II) 7202; MĀLATĪM. 6,2; AK.; ŚAṂK.; CHĀND. UP. S. 66
31280	trEkAlya	traikālya	trikAla	trikāla	ya	относит./vṛddhi	n.	7	17	True	VS. PRĀT. 1,15; MBH. 12,1690; HARIV. 2163; ŚAṂK.; WIND. Sancara 168; YĀJÑ. 3,308; HARIV. 7446
95830	vEpulya	vaipulya	vipula	vipula	ya	относит./vṛddhi	n.	8	17	True	VARĀH. BṚH. S. 58,22; RĀJA-TAR. 7,68; VYUTP. 38; BURN. Intr. 62; WASSILJEW 109. fg.; TĀRAN. 314; BURNOUF; Lot. de la b. l. 847
96040	vESezya	vaiśeṣya	viSeza	viśeṣa	ya	относит./vṛddhi	n.	4	17	True	TAITT. PRĀT. 23,2; SUŚR. 1,363,10; Verz. d. Oxf. H. 307,a,24; M. 9,296
7808	AkAlika	ākālika	akAla	akāla	ika	относит./vṛddhi	adj.	6	17	True	P. 5,1,114; M. 4,103; P. 5,1,114; MṚCCH. 76,5; KUMĀRAS. 3,34; H. 1105
7808	AkAlika	ākālika	AkAla	ākāla	ika	относит./vṛddhi	adj.	6	17	True	P. 5,1,114; M. 4,103; P. 5,1,114; MṚCCH. 76,5; KUMĀRAS. 3,34; H. 1105
23308	gorakzya	gorakṣya	gorakza	gorakṣa	ya	относит./vṛddhi	n.	3	16	True	M. 10,82; MBH. 12,2897; BHAG. 18,44
62297	mORqya	mauṇḍya	muRqa	muṇḍa	ya	относит./vṛddhi	n.	4	16	True	M. 8,370; MBH. 12,297; R. 5,48,6; SUŚR. 1,110,11
40875	nEkftika	naikṛtika	nikfti	nikṛti	ika	относит./vṛddhi	adj.	6	16	True	M. 4,196; MBH. 2,2246; HARIV. 8817; BHAG. 18,28; R. 3,17,29; VARĀH. BṚH. S. 5,29
113188	sOptika	sauptika	supta	supta	ika	относит./vṛddhi	adj.	8	16	True	MṚCCH. 46,24; TRIK. 2,8,59; H. 801; HALĀY. 2,297; MBH. 10,140; R. 6,8,28; KĀM. NĪTIS. 18,64. fg.; MBH. 1,347
108098	sAtatya	sātatya	satata	satata	ya	относит./vṛddhi	n.	10	16	True	MBH. 3,602; SUŚR. 1,300,14; P. 6,1,144; AK. 3,3,1; MBH. 12,3507; CARAKA 3,8; SUŚR. 1,167,1; MĀRK. P. 18,31
107872	sAMvatsarika	sāṃvatsarika	saMvatsara	saṃvatsara	ika	относит./vṛddhi	adj.	19	16	True	P. 4,3,11; AIT. BR. 4,22; ŚĀṄKH. BR. 25,12; PĀR. GṚHY. 2,1; M. 7,80; P. 4,3,50; ĀŚV. ŚR. 2,14,2; LĀṬY. 8,2,14
68012	udvaMSIya	udvaṃśīya	udvaMSa	udvaṃśa	Iya	относит./vṛddhi	n.	3	16	True	Ind. St. 3,209,b; ebend.; PAÑCAV. BR. 8,9,6
8845	Abdika	ābdika	abda	abda	ika	относит./vṛddhi	adj.	1	16	True	M. 7,129
8124	AjAneya	ājāneya	AjAni	ājāni	eya	относит./vṛddhi	adj.	8	16	True	KĀTY. ŚR. 22,2,23; MBH. 2,1733; SCHIEFNER, Lebensb. 326 (96); AK. 2,8,2,12; H. 1234; DRAUP. 7,10; AŚVATANTRA; ŚKDR.
8720	Apageya	āpageya	ApagA	āpagā	eya	относит./vṛddhi	m.	1	16	True	MBH. 2,1340
8173	Awavika	āṭavika	awavI	aṭavī	ika	относит./vṛddhi	m.	3	16	True	MBH. 2,1119; M. 9,257; SĀH. D. 37,1
102400	SvEtya	śvaitya	Sveta	śveta	ya	относит./vṛddhi	m.	5	16	True	NĪLAK.; MBH. 7,2183; DHĀTUP. 2,9; VĀGBH. 11,8; SĀH. D. 337,18
13135	fzika	ṛṣika	fzi	ṛṣi	ika	относит./vṛddhi	m.	9	16	True	MBH. 2,1033. fgg.; HARIV. 6726; R. 4,41,16; VARĀH. BṚH. S. 14,15; Verz. d. B. H. 241; Z. f. d. K. d. M. II, 58. fg.; MBH. 3,493; VP. 176, N. 5
35076	dOrgatya	daurgatya	durgata	durgata	ya	относит./vṛddhi	n.	4	15	True	MBH. 2,183; PAÑCAT. II, 99; KATHĀS. 2,64; SĀH. D. 172
60848	muKIya	mukhīya	muKa	mukha	Iya	относит./vṛddhi		4	15	True	KĀTY. ŚR. 22,9,4; ĀŚV. ŚR. 4,10,6; ŚĀṄKH. ŚR. 6,12,26; ĀŚV. ŚR. 9,5
45001	pASupAlya	pāśupālya	paSupAla	paśupāla	ya	относит./vṛddhi	n.	10	15	True	AK. 2,9,2; H. 864; YĀJÑ. 1,119; MBH. 12,10794; KĀM. NĪTIS. 2,14; VĀYU-P.; MUIR, Sanskrit Texts I, 31; MĀRK. P. 28,6
29209	tAntrika	tāntrika	tantra	tantra	ika	относит./vṛddhi	adj.	12	15	True	AK. 2,8,1,15; H. 483; BHĀṢĀP. 148; HĀRĪTA; KULL.; M. 2,1; BHĀG. P. 8,6,9; SUŚR. 1,11,19
95864	vEmalya	vaimalya	vimala	vimala	ya	относит./vṛddhi	n.	4	15	True	SUŚR. 1,187,20; Spr. 2486; MĀRK. P. 22,39; SĀH. D. 251,14
88396	varcasya	varcasya	varcas	varcas	ya	относит./vṛddhi	adj.	9	15	True	KĀŚ.; P. 5,4,30; VS. 34,50; VARĀH. BṚH. S. 48,74; AV. 19,26,4; ŚĀṄKH. GṚHY. 3,1; KAUŚ. 12; SUŚR. 1,206,2
88696	varzya	varṣya	varz	varṣ	ya	относит./vṛddhi	adj.	9	15	True	P. 3,1,120; VOP. 26,19; ṚV. 5,83,3; KAUŚ. 103; AIT. BR. 8,5; KĀTY. ŚR. 15,4,35; ṚV. 10,91,5; VS. 16,38
96670	vyAvahArika	vyāvahārika	vyavahAra	vyavahāra	ika	относит./vṛddhi	adj.	18	15	True	P. 5,4,34; NIR. 13,9; M. 8,164; MBH. 12,7096; MĀRK. P. 26,16; WEBER, Nax. 2,317; Trans. R. A. S. 2,37; HAUGHTON
80875	yajanIya	yajanīya	yajana	yajana	Iya	относит./vṛddhi	adj.	3	15	True	KĀTY. ŚR. 15,1,6; LĀṬY. 8,8,45; GOBH. 4,5,8
66439	ADikArika	ādhikārika	aDikAra	adhikāra	ika	относит./vṛddhi	adj.	2	15	True	DAŚAR. 1,11; SĀH. D. 296
8982	Ambikeya	āmbikeya	ambikA	ambikā	eya	относит./vṛddhi		4	15	True	P. 4,1,123; TRIK. 2,8,13; MBH. 3,253; ŚKDR.
13624	EkAgrya	aikāgrya	ekAgra	ekāgra	ya	относит./vṛddhi	n.	5	14	True	MBH. 3,15429; N. (BOPP) 19,37; SUŚR. 2,240,4; BHĀG. P. 5,2,2; VEDĀNTAS. 2,10
13659	Etareya	aitareya	itara	itara	eya	относит./vṛddhi	adj.	8	14	True	P. 4,1,123; SĀY.; Einl. zum AIT. BR.; CHĀND. UP. 3,16,7; BRĀHMAṆA; SĀY. a. a. O.; AIT. UP. 3,14; Ind. St. 1,389
13659	Etareya	aitareya	itarA	itarā	eya	относит./vṛddhi	adj.	8	14	True	P. 4,1,123; SĀY.; Einl. zum AIT. BR.; CHĀND. UP. 3,16,7; BRĀHMAṆA; SĀY. a. a. O.; AIT. UP. 3,14; Ind. St. 1,389
3307	antarIya	antarīya	antara	antara	Iya	относит./vṛddhi	adj.	2	14	True	AK. 2,6,3,18; H. 673
85638	lakzaRya	lakṣaṇya	lakzaRa	lakṣaṇa	ya	относит./vṛddhi	adj.	7	14	True	PĀR. GṚHY. 3,15; YĀJÑ. 1,52; MBH. 13,2509; R. 2,109,5; PAÑCAR. 4,3,42; MBH. 6,5209; ed. Bomb.
40957	nErguRya	nairguṇya	nirguRa	nirguṇa	ya	относит./vṛddhi	n.	4	14	True	MBH. 12,7480; BHĀG. P. 1,15,31; MBH. 2,674; PAÑCAT. ed. orn. I, 248
40963	nErmalya	nairmalya	nirmala	nirmala	ya	относит./vṛddhi	n.	6	14	True	MBH. 7,9246; ŚATR. 14,261; PRĀYAŚCITTAT.; ŚKDR.; ŚAṂK.; CHĀND. UP. 7,26,2
50477	prAcInayogya	prācīnayogya	prAcInayoga	prācīnayoga	ya	относит./vṛddhi	m.	7	14	True	P. 4,1,105; ŚAT. BR. 10,6,1,5; BṚH. ĀR. UP. 2,6,2; CHĀND. UP. 5,13,1; TAITT. UP. 1,6,2; SAṂSK. K. 184,b,7; Ind. St. 2,213
50717	prAtiveSya	prātiveśya	prativeSa	prativeśa	ya	относит./vṛddhi	m.	5	14	True	M. 8,392; MBH. 7,2602; DAŚAK.; BENF. Chr. 197,11; YĀJÑ. 2,263
108424	sAmagrya	sāmagrya	samagra	samagra	ya	относит./vṛddhi	n.	9	14	True	SIDDH. K. 250,a,7; MBH. 12,11958; HARIV. 11197; R. 2,96,48; SUŚR. 1,317,15; KĀM. NĪTIS. 4,2; RAGH. 16,29; KUMĀRAS. 3,28
90035	vAmya	vāmya	vAma	vāma	ya	относит./vṛddhi	n.	1	14	True	SĀH. D. 551
81917	yAtrika	yātrika	yAtrA	yātrā	ika	относит./vṛddhi	adj.	5	14	True	M. 7,184; M. 6,27; MBH. 12,3833; Verz. d. B. H. 256,9; Ind. St. 10,161
9684	ASvameDika	āśvamedhika	aSvameDa	aśvamedha	ika	относит./vṛddhi	adj.	5	14	True	ŚAT. BR. 13,2,7,1; KĀTY. ŚR. 12,4,24; NIR. 6,22; MBH.; MBH. 1,609
101502	Sravasya	śravasya	Sravas	śravas	ya	относит./vṛddhi	n.	2	14	True	NIR. 5,25; ṚV. 10,44,6
6705	avArya	avārya	avAra	avāra	ya	относит./vṛddhi	adj.	1	13	True	VS. 16,42
54686	BAllaveya	bhāllaveya	BAllavi	bhāllavi	eya	относит./vṛddhi	m.	7	13	True	ŚAṂK.; CHĀND. UP.; CHĀND. UP. 5,11,1; ŚAT. BR. 10,6,1,1; Ind. St. 8,136; HALL 163; WILSON, Sel. Works I, 145
54627	BArika	bhārika	BAra	bhāra	ika	относит./vṛddhi	adj.	6	13	True	SUŚR. 1,291,16; AK. 2,10,15; H. 363; HĀR. 163; RĀJA-TAR. 5,204; KATHĀS. 37,56
54745	BAvika	bhāvika	BAva	bhāva	ika	относит./vṛddhi	adj.	8	13	True	KUSUM. 25,19; WILSON, SĀṂKHYAK. S. 180; MĀLAV. 5; PRATĀPAR. 101,a,5; KUVALAY. 153,a; SĀH. D. 751; Verz. d. Oxf. H. 208,b,24; PRATĀPAR. 67,a,9
25905	cEkitAneya	caikitāneya	cEkitAna	caikitāna	eya	относит./vṛddhi		4	13	True	ŚAT. BR. 14,4,1,26; Ind. St. 1,39; ŚAṂK.; BṚH. ĀR. UP.
25905	cEkitAneya	caikitāneya	cikitAna	cikitāna	eya	относит./vṛddhi		4	13	True	ŚAT. BR. 14,4,1,26; Ind. St. 1,39; ŚAṂK.; BṚH. ĀR. UP.
35069	dOtya	dautya	dUta	dūta	ya	относит./vṛddhi	n.	10	13	True	UJJVAL.; UṆĀDIS. 3,90; BHAR.; AK. 2,8,1,16; ŚKDR.; HARIV. 9799; N. 4,15; PRAB. 85,8
17004	kASika	kāśika	kASi	kāśi	ika	относит./vṛddhi	adj.	9	13	True	P. 4,2,116; HARIV. LANGL. I, 145; ŚABDAR.; ŚKDR.; VĀMANA; JAYĀDITYA; PĀṆINI; BÖHTLINGK
50754	prAdeSika	prādeśika	pradeSa	pradeśa	ika	относит./vṛddhi	adj.	6	13	True	NIR. 1,12; BHĀṢĀP. 98; VYUTP. 38; RĀJA-TAR. 4,126; KAUŚ. 94; WEBER, Omina 353. fg.
105199	saBika	sabhika	saBA	sabhā	ika	относит./vṛddhi	m.	9	13	True	AK. 2,10,44; TRIK. 2,10,17; H. 485; HALĀY. 2,233; YĀJÑ. 2,199; MṚCCH. 31,20; DAŚAK. 69,17; KULL.
104468	saDamAdya	sadhamādya	saDamAda	sadhamāda	ya	относит./vṛddhi	adj.	5	13	True	ṚV. 4,3,4; VĀLAKH. 6,5; ṚV. 8,13,27; TBR. 1,4,8,2; VS. 19,44
113294	sOraBeya	saurabheya	suraBi	surabhi	eya	относит./vṛddhi	m.	17	13	True	AK. 2,9,60; H. 1257; HALĀY. 2,108; VS. 35,13; MBH. 13,842; BHĀG. P. 1,17,9; MBH. 1,4195; AK. 2,9,66
115680	svABAvya	svābhāvya	svaBAva	svabhāva	ya	относит./vṛddhi	adj.	5	13	True	MBH. 13,7005; ŚĀṆḌ. 34; ŚAṂK.; BṚH. ĀR. UP. S. 19; KUSUM. 13,19
108172	sAdguRya	sādguṇya	sadguRa	sadguṇa	ya	относит./vṛddhi	n.	1	13	True	ĀŚV. GṚHY. PARIŚ. 2,7
95720	vEdagDya	vaidagdhya	vidagDa	vidagdha	ya	относит./vṛddhi	n.	18	13	True	DAŚAR. 2,45; SĀH. D. 412; PRATĀPAR. 3,a,7; MĀLATĪM. 3,20; Spr. (II) 990; KATHĀS. 1,12; RĀJA-TAR. 3,131; Verz. d. Oxf. H. 188,a,1
96030	vESika	vaiśika	veSa	veśa	ika	относит./vṛddhi	adj.	8	13	True	P. 4,4,12; Verz. d. Oxf. H. 215,b,12; MṚCCH. 1,15; ŚKDR.; VYUTP. 119; R. 1,9,8; VARĀH. BṚH. S. 2,2; LALIT. ed. Calc. 179,5
