sutra	n_words	words_iast
P.4.1.48	5	gaṇaka|gopa|pumākhyā|puṃyoga|ākhyā
P.4.1.49	20	araṇyāni|arya|aryāṇī|bhavānī|brahmāṇī|dīrghajihva|himānī|indrāṇī|kṣatriya|mātulānī|mṛḍa|mṛḍānī|rudrāṇī|varuṇānī|vyākhyātar|yavana|yavanānī|yavānī|ācārya|śarvāṇī
P.4.1.50	1	krī
P.4.1.51	2	abhralipta|kāvya
P.4.1.52	4	akṛta|bahuvrīhi|śaṅkhabhinna|ūrubhinna
P.4.1.53	4	palāṇḍu|surāpīta|svāṅga|śākajagdha
P.4.1.54	21	adrava|aṅga|dravant|gulpha|gātra|jñāna|kaṇṭha|keśa|mukha|mūrtimant|stana|stha|sumukha|sustanā|sveda|svāṅga|upadhā|upasarjana|vikāra|yava|śopha
P.4.1.55	9	danta|jaṅgha|karṇa|maṇipucchī|nāsikā|oṣṭha|talodara|udara|śṛṅga
P.4.1.56	15	apāṅga|bhaga|gala|ghoṇā|gokhā|guda|jaghana|khura|kroḍa|nakha|pṛthujaghana|ukha|vāla|śapha|śikhā
P.4.1.57	5	a|akeśa|sa|vid|ī
P.4.1.58	6	gauramukha|kālamukha|mukha|nakha|vajraṇakhā|śūrpaṇakhā
P.4.1.59	2	dīrghajihva|lih
P.4.1.61	1	vah
P.4.1.62	4	aśiśu|sakhi|sakhī|saptapada
P.4.1.63	11	cārāyaṇa|haya|jāti|kalāpa|kaṭha|kukkuṭa|kālāpa|manuṣya|nārāyaṇa|sūkara|vṛṣala
P.4.1.64	13	darbhamūlī|dāśaphalī|gobāla|karṇa|mūla|odanapākī|parṇa|phala|puṣpa|pāka|śaraparṇī|śaṅkhapuṣpī|śukakarṇī
P.4.1.65	6	audameyi|avantī|dākṣi|kunti|plākṣi|tittiri
P.4.1.66	3	adhvaryu|brahmabandhu|kuru
P.4.1.67	3	bhadrabāhu|bāhu|sthūlabāhu
P.4.1.68	1	paṅgu
P.4.1.69	4	aupamya|karabha|rambha|ūru
P.4.1.70	6	dhā|lakṣaṇoru|saṃhitoru|vāmoru|śaphoru|ūru
P.4.1.71	2	kadru|kamaṇḍalu
P.4.1.72	2	kadru|kamaṇḍalu
P.4.1.73	30	arāla|audapāna|aurva|bhogavant|brāhmaṇa|brāhmaṇakṛteya|caṇḍāla|ehi|gauggulava|gaurimant|gautama|kaikasa|kāmaṇḍaleya|kāpaṭava|kāpī|kāvya|kāvī|mauñjāyana|niceya|nidheya|nāra|paryehi|vaida|vataṇḍa|vātsyāyana|āniceya|āśmarathya|āśokeya|śaibī|śārṅgarava
P.4.1.74	3	kārīṣagandha|saunāga|āmbaṣṭha
P.4.1.75	2	prāñc|āvaṭya
P.4.1.76	2	parigraha|taddhita
P.4.1.77	1	yuvati
P.4.1.78	11	anārṣa|aupagava|karīṣagandhi|kānyakubja|kāpaṭava|kārīṣagandha|upottama|vaiśvāmitra|vārāhyā|vāsiṣṭha|ārtabhāga
P.4.1.79	7	bhuṇika|hauṇikyā|maukharya|mukhara|pauṇikyā|puṇika|ārambha
P.4.1.80	28	bailvayata|bhauliki|bhauriki|bhojyā|caiṭayata|caiṭayatyā|caupayata|caupayatyā|gaukakṣya|kauṭi|kauṭya|khāḍāyana|krauḍi|kāpiṣṭhali|lāḍi|saikayata|saikayatyā|saudhātaki|saudhātakyā|sūtya|vyāḍi|vyāḍyā|yautaki|āpakṣiti|āpiśali|śālmali|śālmalyā|śālāsthali
P.4.1.81	5	daivayajñi|kāṇṭheviddhi|sātyamugri|śaucivṛkṣi|śaucivṛkṣyā
P.4.1.82	3	samartha|vākya|yāvant
P.4.1.83	2	prāgdīvyatīya|prāñc
P.4.1.84	28	aśvapati|bandhupati|bāndhupata|dhanvapati|dharmapati|dhānapata|dhānvapata|dhānyapati|dhārmapata|gaṇapati|gārhapata|gāṇapata|jñānapati|kaulapata|kṣaitrapata|kṣetrapati|pati|prāṇapata|prāṇapati|pāśupata|rāṣṭrapata|rāṣṭrapati|sthānapata|sābhāpata|yājñapata|āśvapata|śatapati|śātapata
P.4.1.85	7	aśvatthāman|daitya|pati|prājāpatya|saināpatya|yāmya|āditya
P.4.1.86	50	aindrāvasāna|audapāna|audasthāna|autsa|auśīnara|auṣṇiha|baṣkaya|bhallakīya|bhāllakīya|bhārata|bārhata|bāṣkaya|daiva|dhainava|graiṣma|indrāvasāna|jāgata|jānapada|kaurava|kākubha|mahānada|mahāprāṇa|mādhyaṃdina|māhata|māhānada|māhānasa|māhāprāṇa|pailukuṇa|pārthiva|pārṣadaṃśa|pāñcāla|pāṅkta|pīlukuṇa|pṛṣadaṃśa|rathaṃtara|rāthaṃtara|satvant|sauvarṇa|sātvata|taluna|traiṣṭubha|tāluna|tāruṇa|udasthāna|vaikara|vainada|vikara|vārṣada|vārṣadaṃśa|ānuṣṭubha
P.4.1.87	3	pauṃsna|saunāga|straiṇa
P.4.1.88	5	daivadatti|dvaidatti|dviveda|pañcakapāla|pāñcakapāla
P.4.1.89	5	cārāyaṇīya|gārgīya|maitrāyaṇa|vātsīya|ātreyīya
P.4.1.90	9	bhagavitta|bhāgavitta|bhāgavitti|bhāgavittika|phāṇṭāhṛta|phāṇṭāhṛti|taikāyani|taikāyanīya|yuvan
P.4.1.91	3	gārgyāyaṇīya|gārgīya|yāskāyani
P.4.1.93	3	abhidhāna|antara|pad
P.4.1.94	3	bhid|dhā|yuvan
P.4.1.95	2	dākṣi|plākṣi
P.4.1.96	93	aindraśarmi|amitaujas|audaki|audañcavi|audaṅki|aupabāhavi|aupacākavi|aupavindavi|balāka|bhadraśarman|bhagala|bhādraśarmi|bhāgali|bāhavi|bāhu|bālāki|cauḍi|chagala|chāgali|cūḍa|daivaśarmi|daurmitri|dhauvaki|dhrauvaki|dhruvaka|durmitra|gādi|jāṅghi|kaunāmi|kauśali|kharanādin|khāranādi|kunāman|kuśala|kārṣṇi|kṣaimavṛddhi|kṣemavṛddhi|laumi|marīcī|mauṣiki|mārīci|māṣaśarāvin|māṣi|nagaramardin|naivākavi|nivāku|nāgaramardi|pauṣkarasādi|pradyumna|prādyumni|+43
P.4.1.97	9	baimbaki|bimba|cāṇḍālaki|naiṣādaki|niṣāda|saudhātaki|sudhātar|varuḍa|vāruḍaki
P.4.1.98	29	bhāsmāyana|bhāsmāyanya|bradhna|brādhnāyanya|gāṇāyana|gāṇāyanya|kauñji|kauñjāyana|kuñja|laumāyana|laumāyanya|skambha|skanda|skāmbhāyana|skāmbhāyanya|skāndāyana|vaipāśāyana|vaipāśāyanya|vipāś|śaubhāyana|śaubhāyanya|śauṇḍāyana|śaṅkha|śaṭha|śāka|śākāyana|śākāyanya|śāṅkhāyanya|śāṭhāyanya
P.4.1.99	111	adhvara|agra|aikāyana|aindhāyana|aitikāyana|aitiśāyana|aloha|audumbarāyaṇa|aupakāyana|badara|brahmadatta|brāhmadattāyana|brāhmaṇāyana|bādarāyaṇa|bākāyana|caitrāyaṇa|camasin|cāmasāyana|cārāyaṇa|cāṭakāyana|daurgāyaṇa|daṇḍapa|daṇḍin|durga|dvaipāyana|dāsāyana|dāṇḍapāyana|dāṇḍināyana|haṃsaka|hāṃsakāyana|indha|itika|itiśa|jalaṃdhara|jālaṃdharāyaṇa|kaiṃkarāyaṇa|kaiṅkalāyana|kaumārāyaṇa|kharapa|khārapāyaṇa|kiṃkala|krauṣṭāyana|kālya|kālyāyana|kāmukāyana|kārṣṇāyana|kātala|kātalāyana|kātarāyaṇa|kāvyāyana|+61
P.4.1.100	25	bādhyogāyana|dauhitrāyaṇa|gāviṣṭhirāyaṇa|harita|hāritāyana|kaiṃdāsa|mārdavāyana|mārḍākavāyana|māṭharāyaṇa|naiṣādāyana|nānāndra|pautrāyaṇa|pratibodha|prātibodhāyana|pāraśavāyana|rācitāyana|rāthaṃtarāyaṇa|rāthītarāyaṇa|sārpākavāyaṇa|vaiṣṇavāyana|vāhyaskāyana|vārddhāyana|ālasāyana|ārkalūṣa|śābarāyaṇa
P.4.1.101	3	dākṣāyaṇa|gārgyāyaṇa|taulvalāyana
P.4.1.102	9	darbha|dārbhi|dārbhāyaṇa|vatsa|āgrāyaṇa|śaradvant|śaunakāyana|śunaka|śāradvatāyana
P.4.1.103	11	aśvatthāman|drauṇi|drauṇāyana|droṇa|jaivanti|jaivantāyana|jīvanta|parvata|pārvati|pārvatāyana|upacāra
P.4.1.104	82	aupamanyava|aurva|baindava|bhaugaka|bhogaka|bhājana|bhāradvāja|bindu|bādhyoga|dauhitra|dhainava|gaupavana|haryaśva|hārita|hāryaśva|kailāta|kaiṃdarbha|kaiṃdāsa|kaucavāra|kauśika|kilāta|kiṃdarbha|kiṃdāsa|kāndarpa|kāśyapa|kūcavāra|maṭhara|mārdava|mārḍākava|māṭhara|mṛdu|mṛḍāku|naiṣāda|niṣāda|nānāndra|paunarbhava|pautra|praiyaka|pratibodha|priyaka|prātibodha|punarbhū|pāraśava|racita|rācita|rāthaṃtara|rāthītara|sārpākava|sṛpāku|urva|+32
P.4.1.105	167	aikalavya|aikya|ailāka|ailākya|aindrahavya|aligu|araraka|aukthya|aulūkya|babhru|badhyoga|bhaiṣajya|bhaiṣṇajya|bhaḍita|bhaṇḍita|bhiṣaj|bhiṣṇaja|bhāḍitya|bhāṇḍitya|bābhravya|caikitsitya|caikitya|camasa|caulukya|cekita|cikitsita|culuka|cāmasya|cāṇakya|daivahavya|dalbha|devahū|dhaumya|dhānaṃjayya|dhūma|dālbhya|ekalū|elāka|gauhalavya|gaukakṣya|gaulandya|gaṇḍu|gokakṣa|golanda|guhalu|gārgya|gāviṣṭhira|gāṇḍavya|indrahū|jaigīṣavya|+117
P.4.1.106	8	babhru|bābhrava|bābhravya|bābhravyāyaṇī|kauśika|madhu|mādhava|mādhavya
P.4.1.107	7	baudhi|baudhya|bodha|kāpeya|kāpya|kāpyāyanī|āṅgirasa
P.4.1.108	4	vataṇḍa|vātaṇḍa|vātaṇḍya|āṅgirasa
P.4.1.109	4	vataṇḍa|vātaṇḍa|vātaṇḍyāyanī|āṅgirasa
P.4.1.110	119	autsāyana|bailva|bailvāyana|bailya|basta|bharadvāja|bhaḍila|bhaḍita|bhaṇḍila|bhaṇḍita|bhāradvājāyana|bhāḍilāyana|bhāḍitāyana|bhāṇḍilāyana|bhāṇḍitāyana|bāstāyana|cakra|caupāyana|cupa|cākrāyaṇa|cāpalāyana|daurmanasāyana|dhanya|dhaumrāyaṇa|dhvana|dhvānāyana|dhānyāyana|dhārmyāyaṇa|dhūma|dhūmra|dāsaka|dāsakāyana|gairāyaṇa|gaulāṅkāyana|gaumāyana|golāṅka|graiṣmāyaṇa|grīṣma|jana|jaḍa|jānāyana|jātāyana|jāḍāyana|kaitavāyana|kaitāyana|kauṭāyana|khadira|kharjūra|khañjāra|khaḍa|+69
P.4.1.111	6	bharga|bhārgi|bhārgāyaṇa|traigarta|uttaram|vart
P.4.1.112	145	aila|anabhimlāta|aryaśveta|aurṇanābha|autkṣepa|badhiraka|bhalandana|bhauma|bhaura|bhālandana|bhūri|bādhirika|cāṇḍa|daṇḍa|drauhya|druhya|dāṇḍa|gaupika|gopaka|graivākṣa|grīvākṣa|gāṅga|haihaya|jalahrada|jambha|jaṭilaka|jālahrada|jāmbha|jāratkārava|jāṭilika|kahaya|kahoḍa|kahūya|kakubha|kakutstha|kapilaka|kauhaḍa|kauhita|kaupiñjala|kauṭhāra|khadūraka|kharjurakarṇa|khañjāla|khañjāra|khādūraka|khārjurakarṇa|khāñjana|khāñjāla|khāñjāra|kohaḍa|+95
P.4.1.113	11	caintita|cintita|cāndrabhāgeya|mānuṣa|nārmada|sauparṇeya|vainateya|vāsavadatteya|yāmuna|śaikṣita|śaubhaneya
P.4.1.114	14	andhaka|aniruddha|draṣṭar|jātasena|nākula|sāhadeva|vaiśvāmitra|vasudeva|vāsiṣṭha|vāsudeva|vṛṣṇi|āniruddha|śvāphalka|ṛṣi
P.4.1.115	9	apekṣā|bhādramātura|dhānyamātar|dvaimātura|mātura|saumātra|saṃmātar|sāṃmātura|ṣāṇmātura
P.4.1.116	1	kānīna
P.4.1.117	13	bharadvāja|bhāradvāja|chagala|chāgala|chāgali|vaikarṇa|vaikarṇi|vatsa|vikarṇa|ātreya|śauṅga|śauṅgi|śuṅga
P.4.1.118	3	paila|paileya|pīlā
P.4.1.119	3	maṇḍūka|māṇḍūka|māṇḍūki
P.4.1.120	10	bījāśva|dākṣeya|gāṅgeya|krauñca|sauparṇeya|strī|vainateya|vāḍava|vāḍaveya|vṛddha
P.4.1.121	4	datta|dātteya|gaupteya|gupta
P.4.1.122	4	kāpeya|mārīca|naidheya|ātreya
P.4.1.123	131	aitareya|ajira|akaśāya|augreya|aśoka|baijeya|balīvardin|bandhaka|bharama|bhārameya|bhārateya|brahmakṛta|brāhmakṛteya|bālīvardineya|bāndhakeya|daivatareya|daiśeya|devatara|dhārmiṇeya|gandhapiṅgalā|gaudanteya|gaudheya|godanta|gāndhapiṅgaleya|jaihmāśineya|jaiveya|jaratin|jihmāśin|jñātala|jāratineya|kaiśorikeya|karpūra|kaumārikeya|kauverikeya|kauśāmbeya|kauṭhārikeya|khaḍonmattā|khaḍūra|khāḍonmatteya|khāḍūreya|kiśorikā|kuveraka|kuśāmba|kuṭhāraka|kādraveya|kārkalāseya|kārpūreya|laikhābhreya|lakṣmaṇa|lekhābhra|+81
P.4.1.124	8	kauṣītakeya|kauṣītaki|kuṣītaka|kāśyapa|puruṣa|vaikarṇeya|vaikarṇi|vikarṇa
P.4.1.125	1	bhrauveya
P.4.1.126	16	balivarda|bandhaka|bandhuka|bālīvardineya|bāndhakineya|bāndhukineya|daurbhāgiṇeya|jyaiṣṭhineya|jāratineya|kālyāṇineya|kāniṣṭhineya|mādhyamineya|pārastraiṇeya|saubhāgineya|ānudṛṣṭineya|ānusṛtineya
P.4.1.127	7	bhikṣuka|kaulaṭera|kaulaṭeya|kaulaṭineya|kulaṭā|sant|vyabhicāra
P.4.1.128	1	cāṭakaira
P.4.1.129	2	gaudhera|gaudheya
P.4.1.130	5	gaudhāra|jāḍāra|pāṇḍāra|samāveśa|siddhatva
P.4.1.131	7	dāsera|dāseya|kāṇera|kāṇeya|kṣudra|puṃska|yam
P.4.1.132	3	paitṛṣvasrīya|pitṛṣvasar|viśa
P.4.1.133	2	jñā|paitṛṣvaseya
P.4.1.134	3	mātṛṣvasar|mātṛṣvaseya|mātṛṣvasrīya
P.4.1.135	3	catuṣpād|kāmaṇḍaleya|śaitibāheya
P.4.1.136	13	bali|bāleya|gārṣṭeya|hali|hāleya|hārṣṭeya|hṛṣṭi|kaudreya|kudri|maitreya|vaiśreya|viśri|ājavasteya
P.4.1.137	3	rājana|rājanya|śvaśurya
P.4.1.138	2	khāḍāyana|kṣātri
P.4.1.139	2	kulīna|āḍhyakulīna
P.4.1.140	4	bahukulīna|bāhukuleyaka|kauleyaka|kulya
P.4.1.141	4	mahākulīna|māhākula|māhākulīna|vṛddha
P.4.1.142	3	dauṣkuleya|duṣkula|duṣkulīna
P.4.1.143	1	svasrīya
P.4.1.144	3	bhrātrīya|bhrātṛvya|rāndhasa
P.4.1.145	4	bhrātṛvya|kaṇṭaka|pāpman|sapatna
P.4.1.146	20	aśvapāla|cāmaragrāha|daṇḍagrāha|dvārapāla|dvārapālika|dāṇḍagrāhika|kakudākṣa|karṇagrāha|kākudākṣika|kārṇagrāhika|maṇipālī|māṇipālika|raivatika|vārkabandhavika|vārkagrāhika|vārkavañcaka|vṛkabandhu|vṛkagrāha|vṛkavañcika|āśvapālika
P.4.1.147	6	aupagavi|gārga|gārgeya|gārgika|jālma|kutsana
P.4.1.148	6	bhāgavitti|bhāgavittika|bhāgavittāyana|kutsā|sauvīra|vṛddha
P.4.1.149	3	yamunda|yāmundāyani|yāmundāyanika
P.4.1.150	6	maimata|maimatāyani|mimata|phāṇṭāhṛta|phāṇṭāhṛti|phāṇṭāhṛtāyana
P.4.1.151	69	aijya|aindralājya|ainya|airakya|darbha|dāmoṣṇīṣa|dārbhya|eji|gargara|gaṇakāri|gārgarya|gāṇakārya|hārtrya|indralājī|kaiśinya|kaiśori|kaiśorya|kauravya|kauṭya|keśin|kuṭa|kāpiñjalādi|kārtrya|maurya|mauḍhya|maṅguṣa|mura|māṅguṣya|paitṛmatya|paiṇḍya|pathikāra|paurya|piṇḍa|pura|pāthikārya|rāthakārya|satyaṃkāra|sāmrājya|sātyaṃkārya|vaimatya|vainya|vaḍabhīkāra|vena|vimati|vācya|vāmaratha|vāmarathya|vātaki|vātakya|vāvadūka|+19
P.4.1.152	6	hāriṣeṇya|kāri|lākṣaṇya|nāpitya|senā|tāntuvāyya
P.4.1.153	4	hāriṣeṇi|kaumbhakāri|lākṣaṇi|tākṣṇa
P.4.1.154	64	audajñāyani|aurasāyani|auraśa|auraśāyani|bhauliki|bhaulikāyani|bhauriki|bhaurikāyaṇi|bālāyani|caiṭayata|caiṭayatāyani|caupayata|caupayatāyani|cāndramasāyana|daivarathāyani|devaratha|gaukakṣya|gaukakṣyāyaṇi|grāmyāyaṇi|gāṅgāyani|kaitavāyana|kauravya|kauravyāyaṇi|kauravāyaṇi|khalya|khalyakā|khālyakāyani|khālyāyani|kitava|kṣaitayata|laumakāyani|lomaka|nailāyani|nīla|raupyāyaṇi|rūpya|saindhavāyani|saupāmāyani|supāman|sāṃjñāyani|taikāyani|taitala|tika|udajña|uras|uraśa|vahyaka|vāhyakāyani|vājavata|vājavatāyani|+14
P.4.1.155	4	kausalyāyani|kārmārya|parama|prakṛti
P.4.1.156	2	dākṣāyaṇa|kārtra
P.4.1.157	5	aupagavi|vāsināyani|vṛddha|yājñadatti|āmragupta
P.4.1.158	8	gaudherakāyaṇi|kākakāyani|kāki|kārkaṣa|laṅka|lāṅkākāyani|vākina|vākinakāyani
P.4.1.159	3	gārgīputra|gārgīputrakāyaṇi|putra
P.4.1.160	3	glucuka|prāñc|rājadanti
P.4.1.161	7	autsargika|gam|manuṣya|mānuṣa|māṇava|samudāya|sidh
P.4.1.162	2	apatya|prabhṛti
P.4.1.163	9	abhijana|kim|nam|rabh|tarhi|vaṃśa|vaṃśya|yuvan|śiṣ
P.4.1.165	5	nyūna|sapiṇḍa|sthavira|sthāna|utkarṣa
P.4.1.166	2	tatrabhavant|vṛddha
P.4.1.167	1	kutsā
P.4.1.168	7	aikṣvāka|drauhyava|ikṣvāku|janapada|pañcāla|pāñcāla|pāñcāli
P.4.1.169	3	gāndhāra|gāndhāri|śālveya
P.4.1.170	9	kaliṅga|kāliṅga|magadha|māgadha|sauhma|sauramasa|sūramasa|vāṅga|āṅga
P.4.1.171	8	ajāda|avanti|kausalya|kosala|vṛddha|ājādya|āmbaṣṭha|āvantya
P.4.1.172	4	kauravya|kuru|naicitya|naiṣadhya
P.4.1.173	12	audumbari|avayava|aśmaka|bhauliṅgi|kalakūṭa|kālakūṭi|pratyagratha|prātyagrathi|yaugaṃdhari|yugaṃdhara|āśmaki|śālva
P.4.1.174	1	tadrāja
P.4.1.175	2	kamboja|kerala
P.4.1.176	5	avantī|kauntya|kunti|kuru|strī
P.4.1.177	3	madra|vasu|śūrasena
P.4.1.178	23	auśīnara|bharga|bhārata|bhārga|dhaurteya|dhārteya|ghārteya|jyāvāṇeya|karūṣa|kauravya|kaśmīra|kekaya|kārūṣa|prācya|pāñcāla|susthala|traigarta|uraśa|uśīnara|vaideha|yaudheya|śaubhreya|śālva
P.4.1.199	1	prāṇāyana
P.4.1.790	1	udaka
P.4.2.1	7	dravya|kausumbha|kaṣāya|kāṣāya|rakta|rāgadravya|sidh
P.4.2.2	7	cāṇaka|kārdama|lākṣika|mahārajana|raucanika|rocana|śākala
P.4.2.3	6	dhruvaka|kandara|pauṣa|puṣya|vart|yuj
P.4.2.4	5	ahorātra|jāmbavaka|lup|punar|puṣya
P.4.2.5	4	aśvattha|āśvattha|śravaṇa|śrāvaṇa
P.4.2.6	2	rādhānurādhīya|tiṣyapunarvasavīya
P.4.2.7	2	darś|vāsiṣṭha
P.4.2.8	2	kali|kāleya
P.4.2.9	1	vāmadevya
P.4.2.10	4	vac|var|veṣṭ|vāstra
P.4.2.11	2	pāṇḍukambala|pāṇḍukambalin
P.4.2.12	4	dvaipa|sphij|vaiyāghra|vikāra
P.4.2.13	4	kaumāra|pad|pati|upayamana
P.4.2.14	4	amatra|har|pūrvaka|śārāva
P.4.2.15	4	niyama|sthāṇḍila|śayitar|śī
P.4.2.16	6	bhakṣa|bhrāṣṭra|kar|khara|viśada|yava
P.4.2.17	2	ukhya|śūlya
P.4.2.18	1	dādhika
P.4.2.19	2	audaśvita|audaśvitka
P.4.2.20	3	kar|kṣaireya|yavāgū
P.4.2.21	2	paurṇamāsa|pauṣa
P.4.2.22	4	aśvattha|āgrahāyaṇa|āgrahāyaṇika|āśvatthika
P.4.2.23	9	caitra|caitrika|kārttika|kārttikika|phālguna|phālgunika|śravaṇa|śrāvaṇa|śrāvaṇika
P.4.2.24	5	kar|saṃpradāna|uddeśya|upādhi|yāga
P.4.2.25	2	ka|kāya
P.4.2.26	1	śukriya
P.4.2.27	4	ap|aponaptriya|apāṃnaptar|apāṃnaptriya
P.4.2.28	2	aponaptrīya|apāṃnaptriya
P.4.2.29	3	mahendriya|mahendrīya|māhendra
P.4.2.30	2	saumya|āgneya
P.4.2.31	4	pitrya|uṣasya|vāyavya|ṛtavya
P.4.2.32	10	agnīṣomīya|dyāvāpṛthivīya|gṛhamedha|gṛhamedhya|gṛhamedhīya|marutvatya|marutvatīya|vāstoṣpatya|vāstoṣpatīya|śunāsīrīya
P.4.2.34	2	māsika|prāvṛṣeṇya
P.4.2.35	3	mahārāja|māhārājika|prauṣṭhapadika
P.4.2.36	2	maha|pitṛvya
P.4.2.37	3	bāka|kāka|vāyasa
P.4.2.38	26	bhaikṣa|bhauta|bhikṣā|bādhaka|bādhana|cārmaṇa|cārmiṇa|dhārmiṇa|dākṣiṇa|gārbhiṇa|khaṇḍa|kṣaitra|paddhati|pādapakhaṇḍa|pāddhata|pādāta|sāhasra|tarukhaṇḍa|uttarīya|vaiṣaya|vṛkṣakhaṇḍa|yauvana|yauvata|ātharvaṇa|āṅgāra|śrautra
P.4.2.39	15	anyatra|aukṣaka|aupagava|aupagavaka|aurabhraka|auṣṭraka|laukika|mānuṣyaka|mātra|rājaka|rājanyaka|rājaputraka|sidh|vātsaka|ājaka
P.4.2.40	1	kaidāraka
P.4.2.41	2	kaidāraka|kāvacika
P.4.2.42	7	brāhmaṇya|māṇava|māṇavya|vātyā|vātūla|vāḍava|vāḍavya
P.4.2.43	3	bandhutā|grāmatā|janatā
P.4.2.44	4	dāṇḍa|kāpota|mayūra|māyūra
P.4.2.45	13	aulūka|bhaikṣuka|bhikṣuka|halabandha|hālabandha|khaṇḍika|khāṇḍika|vāḍava|yaugavaratra|yugavaratra|āhna|śauka|śauvana
P.4.2.46	3	caraṇa|kālāpaka|śākha
P.4.2.47	5	dhainuka|hāstika|ādhenava|āpūpika|śāṣkulika
P.4.2.48	4	aśvīya|kaiśika|kaiśya|āśva
P.4.2.49	14	dhūmyā|galyā|halya|naṭyā|piṭakyā|piṭāka|piṭākyā|potyā|pāśyā|pāṭalyā|tṛṇyā|vanya|vātyā|śakaṭyā
P.4.2.50	3	gavya|khalya|rathya
P.4.2.51	19	ambhojakhaṇḍa|dūrvā|gotra|kairavin|kamalakhaṇḍa|kariskandha|khalin|khaṇḍa|kumudakhaṇḍa|kāṇḍa|nalinīkhaṇḍa|naraskandha|padmakhaṇḍa|padminīkhaṇḍa|rathakaṭyā|saroja|skandha|turaṃgaskandha|tṛṇakāṇḍa
P.4.2.52	4	viṣaya|śaiba|śivi|śīlay
P.4.2.53	36	audumbaraka|aurṇanābhaka|avrīḍa|bailvaja|bailvajaka|bailvavana|bailvavanaka|bābhravya|bābhravyaka|daivayātaka|devayātu|dākṣaka|dākṣi|jālaṃdharāyaṇa|rājanyaka|saṃpriya|sāṃpriyaka|tailavaka|taivraka|telu|tīvra|udumbara|vasāti|vāratraka|vāsātaka|āmbarīṣaputraka|ānṛta|ānṛtaka|ārjunāyana|ārjunāyanaka|ātmakāmeya|āvrīḍaka|śailūṣaka|śālaṅkāyana|śālaṅkāyanaka|ūrṇanābha
P.4.2.54	39	auḍāyana|bhakta|bhauliki|bhauriki|caiṭayata|caupayata|cāndrāyaṇa|dvyākṣāyaṇa|dākṣāyaṇa|dāsamitra|jaulāyana|khāḍāyana|khāḍāyanabhakta|kāṇeya|naḍabhakta|saikayata|sauvīrabhakta|sauvīrāyaṇa|sāpiṇḍi|sārasyāyana|sārasāyana|tryākṣāyaṇa|tuṇḍadeva|tārkṣyāyaṇa|vaikayata|vaiśvadhenava|vaiśvamānava|vidhā|viśvadeva|vālikājya|vāṇijaka|vāṇikājya|śapaṇḍa|śaubhrāyaṇa|śaudrāyaṇa|śauṇḍa|śayaṇḍa|śayāṇḍa|śāyaṇḍāyana
P.4.2.55	3	jāgata|pragātha|pāṅkta
P.4.2.56	5	bhārata|prayojana|saubhadra|subhadra|yoddhar
P.4.2.57	2	dāṇḍa|praharaṇa
P.4.2.58	4	dāṇḍapātā|tailaṃpātā|śyainaṃpāta|śyenapāta
P.4.2.59	1	vaiyākaraṇa
P.4.2.60	48	adhyetar|aukthika|carca|cārcika|dhārmika|dvaipadika|gauṇika|gāṇika|jyautiṣika|jyotiṣa|krametara|krāmetaraka|laukāyatika|lokāyata|mukhyārtha|naimittika|nairuktika|naiyāsika|naiyāyika|padakrama|paunaruktika|pratipādaka|punarukta|pādakramika|pāriṣatka|saṃghaṭa|saṃghaṭṭa|sāṃghaṭika|sāṃghaṭṭika|sāṃgrahasūtrika|sāṃgrahika|sāṃhitika|sāṃsargavidya|sūtra|uktha|veditar|vārttika|vṛtti|yājñika|āgniṣṭomika|ānukalpika|ānupadika|āyurvedika|śatapatha|śatapathika|ślākṣṇika|śātapatha|ṣāṣṭipatha
P.4.2.61	7	kramaka|mīmāṃsaka|mīmāṃsā|padaka|sāmaka|śikṣaka|śikṣā
P.4.2.62	2	anubrāhmaṇa|anubrāhmaṇin
P.4.2.63	14	cāramika|gauṇika|graiṣmika|haimantika|prāthamika|sahacarita|vasanta|vasantādhyayana|vārṣika|vāsantika|ānuguṇika|ātharvaṇika|śaiśirika|śāratka
P.4.2.64	6	ayukta|nirdeśa|praukta|pāṇinīya|sautra|vac
P.4.2.65	3	aṣṭaka|cātuṣṭaya|sūtra
P.4.2.66	17	bhāllavin|brāhmaṇa|kalpa|karmanda|kauśikin|kāśyapin|kṛśāśva|mauda|paippalāda|paiṅgin|prayoktavya|pārāśarin|pāṇinīya|tāṇḍin|viṣaya|yājñavalka|śailālin
P.4.2.67	6	audumbara|bailva|cāturarthika|pārvata|romavant|upādhi
P.4.2.68	3	kauśāmba|kuśāmba|vart
P.4.2.69	3	auṣṭra|nivāsa|śaiba
P.4.2.70	7	adūra|agrima|bandh|bhava|cāturarthika|vaidiśa|vidiśā
P.4.2.71	5	bhājī|kakṣatu|kākṣatava|kārkaṭelava|āraḍava
P.4.2.72	5	aiṣṭakāvata|mālāvant|mālāvata|saidhrakāvata|āhimata
P.4.2.73	1	dairghavaratra
P.4.2.74	3	dānta|udañc|vipāś
