lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
XXXVIII	ru	ru	81	5464	редкое	2	Manusmṛti	ManuS, 4	ManuS, 4, 115.2	ruvati	śvakharoṣṭre ca ruvati paṅktau ca na paṭhed dvijaḥ	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	3	Rāmāyaṇa	Rām, Ay, 82	Rām, Ay, 82, 6.2	ruteṣu	pāṇḍurābhraprakāśeṣu śukasaṃgharuteṣu ca	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	4	Rāmāyaṇa	Rām, Utt, 34	Rām, Utt, 34, 22.2	ravamāṇā	mumokṣayiṣavo ghorā ravamāṇā hyabhidravan	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	5	Rāmāyaṇa	Rām, Bā, 2	Rām, Bā, 2, 11.2	rurāva	bhāryā tu nihataṃ dṛṣṭvā rurāva karuṇāṃ giram	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	6	Mahābhārata	MBh, 1, 107	MBh, 1, 107, 24.7	rurāva	rāsabhārāvasadṛśaṃ rurāva ca nanāda ca	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	7	Mahābhārata	MBh, 2, 40	MBh, 2, 40, 1.3	rurāva	rāsabhārāvasadṛśaṃ rurāva ca nanāda ca	взревел | взревели | прореви
XXXVIII	ru	ru	81	5464	редкое	8	Mahābhārata	MBh, 1, 138	MBh, 1, 138, 11	ruvanti	ete ruvanti madhuraṃ sārasā jalacāriṇaḥ	взревел | взревели | прореви
XLIII	gam	gam	15950	25	топ-100	1	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 32.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	2	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 35.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	3	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 36.5	ajīgamam	tayainaṃ prāśiṣaṃ tayainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	4	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 39.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	5	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 40.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	6	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 41.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	7	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 42.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIII	gam	gam	15950	25	топ-100	8	Atharvaveda (Śaunaka)	AVŚ, 11, 3	AVŚ, 11, 3, 43.5	ajīgamam	tenainaṃ prāśiṣaṃ tenainam ajīgamam	отправился | ушел | ступай
XLIV	yā	yA	5103	81	топ-100	1	Rāmāyaṇa	Rām, Utt, 20	Rām, Utt, 20, 25.2	yāsyāmi	kautūhalasamutpanno yāsyāmi yamasādanam	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	2	Rāmāyaṇa	Rām, Ki, 16	Rām, Ki, 16, 18.2	yāsyati	mayā vegavimuktas te prāṇān ādāya yāsyati	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	3	Rāmāyaṇa	Rām, Yu, 88	Rām, Yu, 88, 29.2	yāsyati	madbāhuparighotsṛṣṭā prāṇān ādāya yāsyati	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	4	Rāmāyaṇa	Rām, Ay, 16	Rām, Ay, 16, 30.2	yāsyāmi	yāsyāmi bhava suprītā vanaṃ cīrajaṭādharaḥ	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	5	Rāmāyaṇa	Rām, Yu, 39	Rām, Yu, 39, 9.2	yāsyāmi	katham āśvāsayiṣyāmi yadi yāsyāmi taṃ vinā	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	6	Rāmāyaṇa	Rām, Utt, 30	Rām, Utt, 30, 39.2	yāsyasi	pāvitastena yajñena yāsyasi tridivaṃ tataḥ	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	7	Rāmāyaṇa	Rām, Utt, 100	Rām, Utt, 100, 16.2	yāsyanti	lokān sāṃtānikān nāma yāsyantīme samāgatāḥ	идут | идет | приезжайте
XLIV	yā	yA	5103	81	топ-100	8	Rāmāyaṇa	Rām, Utt, 72	Rām, Utt, 72, 9.2	yāsyanti	mahatā pāṃsuvarṣeṇa nāśaṃ yāsyanti sarvaśaḥ	идут | идет | приезжайте
XLIV	dṛś	dfS	14755	27	топ-100	1	Rāmāyaṇa	Rām, Ār, 59	Rām, Ār, 59, 6.2	drakṣyati	paraloke mahārājo nūnaṃ drakṣyati me pitā	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	2	Rāmāyaṇa	Rām, Su, 12	Rām, Su, 12, 41	drakṣyāmi	ito drakṣyāmi vaidehīṃ rāmadarśanalālasām	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	3	Rāmāyaṇa	Rām, Yu, 61	Rām, Yu, 61, 30.2	drakṣyasi	kailāsaśikharaṃ cāpi drakṣyasyariniṣūdana	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	4	Rāmāyaṇa	Rām, Ay, 48	Rām, Ay, 48, 35.2	drakṣyasi	vicaranti vanānteṣu tāni drakṣyasi rāghava	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	5	Rāmāyaṇa	Rām, Ay, 77	Rām, Ay, 77, 8.2	drakṣyāmahe	kadā drakṣyāmahe rāmaṃ jagataḥ śokanāśanam	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	6	Rāmāyaṇa	Rām, Ār, 7	Rām, Ār, 7, 15	drakṣyase	drakṣyase dṛṣṭiramyāṇi giriprasravaṇāni ca	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	7	Rāmāyaṇa	Rām, Ay, 86	Rām, Ay, 86, 13.3	drakṣyasi	vāhayasva mahābhāga tato drakṣyasi rāghavam	увидев | увидел | видя
XLIV	dṛś	dfS	14755	27	топ-100	8	Rāmāyaṇa	Rām, Ār, 36	Rām, Ār, 36, 24.2	drakṣyasi	hataśeṣān aśaraṇān drakṣyasi tvaṃ niśācarān	увидев | увидел | видя
XLV	sic	sic	442	1563	редкое	1	Kathāsaritsāgara	KSS, 5, 3	KSS, 5, 3, 57.2	asicann	toyair jalastham asicann ārabdhajalakelayaḥ	излил | изливает | разливается
XLV	sic	sic	442	1563	редкое	2	Atharvaveda (Paippalāda)	AVP, 19, 26	AVP, 19, 26, 6.2	asican	maryādā brahmadevīr āyuṣyaṃ varca āsican	излил | изливает | разливается
XLV	sic	sic	442	1563	редкое	3	Atharvaveda (Paippalāda)	AVP, 19, 34	AVP, 19, 34, 1.2	asicam	ekām iva vraje gāṃ pari tvā varcasāsicam	излил | изливает | разливается
XLV	sic	sic	442	1563	редкое	4	Atharvaveda (Paippalāda)	AVP, 4, 2	AVP, 4, 2, 7	asicam	abhi tvā varcasāsicaṃ divyena payasā saha	излил | изливает | разливается
XLV	sic	sic	442	1563	редкое	5	Baudhāyanaśrautasūtra	BaudhŚS, 18, 17	BaudhŚS, 18, 17, 2	asicam	abhi tvā varcasāsicam divyena payasā saha	излил | изливает | разливается
XLV	sic	sic	442	1563	редкое	6	Saundarānanda	SaundĀ, 2	SaundĀ, 2, 24.2	asicat	adarśatsnigdhayā dṛṣṭyā ślakṣṇena vacasāsicat	излил | изливает | разливается
XLV	muc	muc	3213	162	топ-1000	1	Mahābhārata	MBh, 8, 51	MBh, 8, 51, 29.2	'mucat	hitvā nava gatīr duṣṭāḥ sa bāṇān vyāyato 'mucat	освобождается | освободится | освободишься
XLV	muc	muc	3213	162	топ-1000	2	Kathāsaritsāgara	KSS, 7, 9	KSS, 7, 9, 149.2	amucann	kajjalodgāramiṣato niḥśvāsān amucann iva	освобождается | освободится | освободишься
XLV	muc	muc	3213	162	топ-1000	3	Kathāsaritsāgara	KSS, 3, 5	KSS, 3, 5, 97.2	amucan	mātaṅgās tanmadavyājāt saptadhaivāmucann iva	освобождается | освободится | освободишься
XLV	muc	muc	3213	162	топ-1000	4	Bṛhatkathāślokasaṃgraha	BKŚS, 20	BKŚS, 20, 433.2	amucat	sthita evāmucat prāṇān paścāt kāyam apātayat	освобождается | освободится | освободишься
XLV	muc	muc	3213	162	топ-1000	5	Bṛhatkathāślokasaṃgraha	BKŚS, 18	BKŚS, 18, 251.2	amucad	praśaste tithinakṣatre bohittham amucad vaṇik	освобождается | освободится | освободишься
XLV	muc	muc	3213	162	топ-1000	6	Ṛgveda	ṚV, 10, 138	ṚV, 10, 138, 3	amucad	vi sūryo madhye amucad rathaṃ divo vidad dāsāya pratimānam āryaḥ	освобождается | освободится | освободишься
XLV	dā	dA	9987	43	топ-100	1	Manusmṛti	ManuS, 2	ManuS, 2, 114.2	adāḥ	asūyakāya māṃ mādās tathā syāṃ vīryavattamā	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	2	Rāmāyaṇa	Rām, Su, 56	Rām, Su, 56, 81.2	adāt	aṅgulīyam abhijñānam adāt tubhyaṃ yaśasvini	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	3	Mahābhārata	MBh, 3, 190	MBh, 3, 190, 39	adāt	athaināṃ rājñe pitādāt	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	4	Mahābhārata	MBh, 1, 213	MBh, 1, 213, 48.4	adād	mahiṣīṇām adād bhūripayasām ayutadvayam	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	5	Mahābhārata	MBh, 12, 137	MBh, 12, 137, 9	adāt	phalam ekaṃ sutāyādād rājaputrāya cāparam	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	6	Mahābhārata	MBh, 1, 105	MBh, 1, 105, 7.39	adāt	ratnāni ca vicitrāṇi śalyāyādāt sahasraśaḥ	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	7	Mahābhārata	MBh, 13, 62	MBh, 13, 62, 43.2	adām	nāradenaivam ukto 'ham adām annaṃ sadā nṛpa	дает | дам | дай
XLV	dā	dA	9987	43	топ-100	8	Mahābhārata	MBh, 14, 93	MBh, 14, 93, 74	adāt	gopradānasahasrāṇi dvijebhyo 'dānnṛgo nṛpaḥ	дает | дам | дай
управление	hu	hu	1652	395	топ-1000	1	Manusmṛti	ManuS, 4	ManuS, 4, 22.2	juhvati	anīhamānāḥ satatam indriyeṣv eva juhvati	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	2	Manusmṛti	ManuS, 9	ManuS, 9, 315.2	hūyamānaś	hūyamānaś ca yajñeṣu bhūya evābhivardhate	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	3	Manusmṛti	ManuS, 11	ManuS, 11, 120.2	juhuyāt	vātendraguruvahnīnāṃ juhuyāt sarpiṣāhutīḥ	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	4	Manusmṛti	ManuS, 2	ManuS, 2, 106.2	hutam	brahmāhutihutaṃ puṇyam anadhyāyavaṣaṭkṛtam	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	5	Manusmṛti	ManuS, 3	ManuS, 3, 98	hutaṃ	vidyātapaḥsamṛddheṣu hutaṃ vipramukhāgniṣu	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	6	Manusmṛti	ManuS, 4	ManuS, 4, 146.2	juhvatāṃ	japatāṃ juhvatāṃ caiva vinipāto na vidyate	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	7	Manusmṛti	ManuS, 6	ManuS, 6, 34	huta	āśramād āśramaṃ gatvā hutahomo jitendriyaḥ	жертвуют | совершают подношение | совершает
управление	hu	hu	1652	395	топ-1000	8	Manusmṛti	ManuS, 3	ManuS, 3, 73	hutaṃ	ahutaṃ ca hutaṃ caiva tathā prahutam eva ca	жертвуют | совершают подношение | совершает
управление	ah	ah	5988	69	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 102.9	āha	rājāha kā te sāmagrī	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	2	Hitopadeśa	Hitop, 3	Hitop, 3, 102.12	āha	rājāha naitacchakyam	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 142.13	āha	rājāha satyam evaitat	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	4	Hitopadeśa	Hitop, 4	Hitop, 4, 19.4	āhuḥ	matsyā āhuḥ evam astu	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	5	Hitopadeśa	Hitop, 1	Hitop, 1, 57	āhatuḥ	tau āhatuḥ katham etat	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 158	āhatuḥ	tāv āhatuḥ katham etat	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	7	Hitopadeśa	Hitop, 2	Hitop, 2, 66.8	āha	rājāha cirād dṛṣṭo 'si	сказал | говорят | называют
управление	ah	ah	5988	69	топ-100	8	Hitopadeśa	Hitop, 2	Hitop, 2, 89.3	āha	rājāha tvayā sa dṛṣṭaḥ	сказал | говорят | называют
управление	grah	grah	4310	100	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 103.5	gṛhyatām	gṛhyatām ayam upahāraḥ	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	2	Hitopadeśa	Hitop, 0	Hitop, 0, 3.2	gṛhīta	gṛhīta iva keśeṣu mṛtyunā dharmamācaret	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 37	gṛhītvā	sa ca dvitīyaṃ viśvāsapātraṃ gṛhītvā yātu	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 58.3	gṛhṇīyāt	gṛhṇīyāt taṃ vinā tena vyañjanaṃ gomayāyate	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	5	Hitopadeśa	Hitop, 2	Hitop, 2, 79.2	gṛhītavyaṃ	bālād api gṛhītavyaṃ yuktam uktaṃ manīṣibhiḥ	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	6	Hitopadeśa	Hitop, 2	Hitop, 2, 148.4	gṛhṇāti	sa mṛtyur eva gṛhṇāti garbham aśvatarī yathā	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	7	Hitopadeśa	Hitop, 4	Hitop, 4, 112.8	gṛhṇīyāt	lubdham arthena gṛhṇīyāt stabdham añjalikarmaṇā	взяв | схватил | взял
управление	grah	grah	4310	100	топ-100	8	Hitopadeśa	Hitop, 1	Hitop, 1, 17	gṛhāṇa	tad atra sarasi snātvā suvarṇakaṅkaṇam idaṃ gṛhāṇa	взяв | схватил | взял
управление	pā	pA	4243	101	топ-1000	1	Hitopadeśa	Hitop, 0	Hitop, 0, 29.3	pīyate	iti cintāviṣaghno 'yam agadaḥ kiṃ na pīyate	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 146.3	pibati	kṣipram akriyamāṇasya kālaḥ pibati tadrasam	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	3	Hitopadeśa	Hitop, 4	Hitop, 4, 10.7	pīyate	iti cintāviṣaghno 'yam agadaḥ kiṃ na pīyate	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	4	Hitopadeśa	Hitop, 4	Hitop, 4, 102.9	pibati	kṣipram akriyamāṇasya kālaḥ pibati tadrasam	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	5	Hitopadeśa	Hitop, 2	Hitop, 2, 80.6	pītvā	udakārthī svāmī pānīyam apītvā kim iti vismita iva tiṣṭhati	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	6	Hitopadeśa	Hitop, 2	Hitop, 2, 20	pātuṃ	sa caikadā pipāsākulitaḥ pānīyaṃ pātuṃ yamunākaccham agacchat	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	7	Manusmṛti	ManuS, 3	ManuS, 3, 19	pītasya	vṛṣalīphenapītasya niḥśvāsopahatasya ca	Защищайте | пей | Пей
управление	pā	pA	4243	101	топ-1000	8	Manusmṛti	ManuS, 11	ManuS, 11, 7.2	pātum	adhikaṃ vāpi vidyeta sa somaṃ pātum arhati	Защищайте | пей | Пей
управление	dhā	DA	2272	283	топ-1000	1	Hitopadeśa	Hitop, 0	Hitop, 0, 40.4	dhatte	kācaḥ kāñcanasaṃsargād dhatte mārakatīr dyutīḥ	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 157	dhatte	kaścid āśrayasaundaryād dhatte śobhām asajjanaḥ	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	3	Manusmṛti	ManuS, 4	ManuS, 4, 59	dhayantīṃ	na vārayed gāṃ dhayantīṃ na cācakṣīta kasyacit	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	4	Rāmāyaṇa	Rām, Utt, 94	Rām, Utt, 94, 11.2	'dadhāḥ	rāvaṇasya vadhākāṅkṣī mānuṣeṣu mano 'dadhāḥ	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	5	Rāmāyaṇa	Rām, Yu, 84	Rām, Yu, 84, 17.2	dadhe	cukrodha ca mahākrodho vadhe cāsya mano dadhe	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	6	Rāmāyaṇa	Rām, Ay, 23	Rām, Ay, 23, 12.2	dadhati	mūrdhni mūrdhāvasiktasya dadhati sma vidhānataḥ	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	7	Rāmāyaṇa	Rām, Ay, 67	Rām, Ay, 67, 3	adadhāḥ	duḥkhe me duḥkham akaror vraṇe kṣāram ivādadhāḥ	дай | дайте | поставили
управление	dhā	DA	2272	283	топ-1000	8	Rāmāyaṇa	Rām, Ay, 31	Rām, Ay, 31, 35	dhīyate	na me tathā pārthiva dhīyate mano mahatsu kāmeṣu na cātmanaḥ priye	дай | дайте | поставили
