lemma_id,lemma,dom_gender,stem_final,tokens,cells_attested,cells_bits24
86559,deva,Masc,a,17565,22,111111111101101111111111
5705,agni,Masc,i,16673,23,111111111111101111111111
70467,rājan,Masc,an,15212,20,111111101101101111101111
66869,loka,Masc,a,11272,22,111111111101111111111101
57749,ātman,Masc,an,10853,19,111111101101101111111100
53136,artha,Masc,a,10837,21,111111111101111111111100
63463,indra,Masc,a,10309,22,111111111111101111101111
163754,tva,Neut,a,9994,18,111101111100101111111100
144475,putra,Masc,a,9895,23,111111111111111111101111
57973,ādi,Masc,i,9533,20,111101111101111111111100
12243,karman,Neut,an,7939,22,111111111101111111111110
71929,rūpa,Neut,a,7186,23,111111111111111111111101
94899,pitṛ,Masc,r_vocalic,6876,24,111111111111111111111111
72936,yajña,Masc,a,6767,18,111111101101101101101101
69571,rasa,Masc,a,6656,19,111111111100101111111100
91970,dharma,Masc,a,6467,21,111111111101111111111100
36096,manas,Neut,as,6223,17,111111111100100111101100
22761,kāla,Masc,a,6029,21,111111111101111111111100
154315,bala,Neut,a,5592,19,111111111100100111101111
203679,tā,Fem,aa,5522,14,111111101100100100111000
66339,ratha,Masc,a,5401,22,111111111101111111111101
167009,ap,Fem,other_consonant,5381,14,111001101001101101101001
13752,kāma,Masc,a,5292,21,111111111101101111111101
149743,brāhmaṇa,Masc,a,5060,20,111111101101101111111101
44133,namas,Neut,as,5002,11,101101101100100100100100
48483,bhagavant,Masc,other_consonant,4941,17,111111101100100101101111
76023,vāc,Fem,other_consonant,4747,17,111111101100100111101101
144647,puruṣa,Masc,a,4632,21,111111101101111111111101
92688,paśu,Masc,u,4506,18,111111101111101101101001
39042,ṛṣi,Masc,i,4444,20,111111101101111111101101
100106,soma,Masc,a,4367,19,111111101101101101111110
11658,anta,Masc,a,4366,21,111111111101111111111100
156090,prāṇa,Masc,a,4360,20,111111111100101111111101
154076,phala,Neut,a,4298,18,111111111100101111101100
136827,mukha,Neut,a,4128,20,111111111101101101111101
163749,pati,Masc,i,4109,22,111111101111101111111111
96401,tapas,Neut,as,4091,19,111111111100110111111100
149177,brahman,Masc,an,4064,19,111111101101101101111101
168377,div,Masc,other_consonant,4004,17,111111101100101101100111
150748,prajā,Fem,aa,3922,16,111101101101101101101001
87156,devī,Fem,ii,3821,22,111111111111101111101111
83387,tejas,Neut,as,3750,19,111111111100100111111101
166386,go,?,other_consonant,3728,20,111111111101101111101101
150027,pṛthivī,Fem,ii,3552,18,111111100110111100111110
84570,diś,Fem,other_consonant,3490,20,111111111101101111111001
124503,guṇa,Masc,a,3440,19,111111111101101111101100
166143,vīra,Masc,a,3436,21,111111111101101111101111
65008,yoga,Masc,a,3411,20,111111111100101111111101
93423,pāṇḍava,Masc,a,3371,20,111111111101101111101101
106624,suta,Masc,a,3331,21,111111111101100111111111
20377,anna,Neut,a,3321,16,111101101100100101111110
168349,ahar,Neut,other_consonant,3317,19,111111111111100111111000
137432,muni,Masc,i,3254,19,111111101101101111101101
35810,madhya,Neut,a,3198,16,111111101100100110111100
44242,nara,Masc,a,3197,20,111111101101101111101111
70783,rāma,Masc,a,3153,12,111111100100100100100100
139532,viṣṇu,Masc,u,3097,13,111110110100100110100100
25207,bhūta,Neut,a,3068,17,111101101101101101101101
125251,gṛha,Neut,a,3055,16,111101101101101101101001
87093,devatā,Fem,aa,3011,22,111111111111101111111101
149176,brahman,Neut,an,3004,14,111101101100101101100100
102548,strī,Fem,ii,2994,20,111111111101101111111100
87452,jana,Masc,a,2993,19,111111101101101111101101
70209,rāja,Masc,a,2992,18,111101111100101111101101
142144,vīrya,Neut,a,2992,19,111111111100100111111101
33597,nāman,Neut,an,2937,17,111111111100100111101100
68470,vana,Neut,a,2932,15,101101111100101101101100
15753,pada,Neut,a,2918,19,111111111100101111111100
151290,prajāpati,Masc,i,2877,16,111111101110100101100110
67855,vacana,Neut,a,2874,14,111101101100100101101100
76933,vāyu,Masc,u,2849,20,111111111110100111111110
90071,doṣa,Masc,a,2832,20,111111111101111111101100
148859,bāhu,Masc,u,2790,23,111111111111111111111110
5937,agra,Neut,a,2734,18,111111111101101101111000
131805,śiras,Neut,as,2682,18,111111111100101111111000
78551,mātṛ,Fem,r_vocalic,2679,24,111111111111111111111111
49485,bhāga,Masc,a,2673,16,111111101000101111111000
28931,nṛpa,Masc,a,2661,18,111111101100101111101101
64859,yudhiṣṭhira,Masc,a,2582,12,111111100100100100100100
116251,vrata,Neut,a,2580,19,111111101101100101111111
71571,rudra,Masc,a,2578,21,111111111111101101101111
166894,vipra,Masc,a,2576,20,111111101101101111101111
76075,vākya,Neut,a,2571,15,111101101000101111111000
116797,śara,Masc,a,2560,18,111111111100101111101100
99310,sūrya,Masc,a,2547,20,111111111101100111111101
78185,mātra,Neut,a,2519,17,111111101101101111101000
116648,śabda,Masc,a,2465,17,111101111001101111101100
58039,āditya,Masc,a,2463,20,111111101101101111101111
6145,aṅga,Neut,a,2455,21,111111111101101111111101
39019,ṛṣabha,Masc,a,2455,20,111111111110101101101111
60200,aśva,Masc,a,2455,21,111111101101111111111101
59234,āyus,Neut,us,2439,14,111111100100100111100100
122846,vidhi,Masc,i,2424,15,111101111100100101101100
129336,gaṇa,Masc,a,2424,19,111101111101101111101101
25418,bhūmi,Fem,i,2421,17,111111101100101111101100
137542,mūla,Neut,a,2395,20,111111111101101111111100
74430,varṇa,Masc,a,2378,22,111111111101111111111101
2744,karṇa,Masc,a,2364,20,111111111100111111111100
64099,īśvara,Masc,a,2352,20,111111111101101111100111
67891,vacas,Neut,as,2350,15,111101101100010111110010
63664,indriya,Neut,a,2346,16,111101101101101101101100
49850,bhāva,Masc,a,2332,18,111101101100111111111100
93551,pāda,Masc,a,2310,22,111111111101111111111110
124569,guru,Masc,u,2309,18,111111101101101101101101
91276,dvija,Masc,a,2290,19,111111101101101101101111
130098,gati,Fem,i,2283,16,111111101100100101111100
166332,bhū,Fem,uu,2280,15,111101100100101111101010
94226,pārtha,Masc,a,2256,20,111111111101101111101101
26394,bhrātṛ,Masc,r_vocalic,2254,21,111111111111101111101101
48908,bhaya,Neut,a,2254,15,111111101100101101101000
4073,kṛṣṇa,Masc,a,2232,17,111111110100110110110110
16633,satya,Neut,a,2226,17,111111111101100111101000
148382,buddhi,Fem,i,2223,18,111111111101100111101100
36369,mantra,Masc,a,2220,19,111111111101101111101100
170994,bhārata,Masc,a,2162,13,111101101000000101101101
166517,hasta,Masc,a,2156,20,111111111100110111111101
66051,raṇa,Masc,a,2142,9,101100100100100000101100
64795,yuddha,Neut,a,2130,15,101111101100101101101100
52557,chandas,Neut,as,2112,19,111111111101101111111000
110756,hetu,Masc,u,2105,19,111111111100101111111100
108715,hari,Masc,i,2104,19,111111111110100111110101
116860,śarīra,Neut,a,2090,22,111111111101111111111110
146419,darśana,Neut,a,2089,20,111111111100101111111101
80283,lakṣaṇa,Neut,a,2086,16,111111101000101111101100
40462,śrī,Fem,ii,2085,16,111101111100100111101001
133175,māsa,Masc,a,2081,20,111111111101111111111000
87204,deśa,Masc,a,2080,18,111111101101101111111000
92862,pātra,Neut,a,2079,20,111111111101101111111100
50421,bhīṣma,Masc,a,2068,15,111110110100110111100100
161797,cakṣus,Neut,us,2068,19,111111111110110111111000
74765,varṣa,Masc,a,2032,17,111111111100101101111000
129602,garbha,Masc,a,2031,19,111111111101101101101101
102857,sthāna,Neut,a,2026,17,111111101000111101111100
14116,kāraṇa,Neut,a,1997,20,111111111100111111111100
161166,ghṛta,Neut,a,1992,17,111111111000101111101100
69074,varuṇa,Masc,a,1982,19,111111111101100111110110
8188,saṃśaya,Masc,a,1970,12,101101100100100101101100
82616,tīrtha,Neut,a,1962,17,111101111100101111101100
121714,svarga,Masc,a,1940,13,101101101100100101101100
42265,saṃvatsara,Masc,a,1931,16,111111101101100101101001
65252,yoni,Fem,i,1930,17,111111101100101111101100
16581,sattva,Neut,a,1916,19,111111111100110111101101
70493,rājya,Neut,a,1895,15,111101101100100111101100
61054,asura,Masc,a,1894,21,111111101111101111101111
14320,kārya,Neut,a,1866,19,111111101100111111111100
85108,duḥkha,Neut,a,1861,19,111111111100111111111000
88026,jala,Neut,a,1858,16,101111111100100111101100
109386,havis,Neut,is,1858,18,111111101100101111111100
16120,payas,Neut,as,1846,16,111111111100100111101000
67908,vajra,Masc,a,1838,17,111111101100100111101110
164188,jagant,Neut,other_consonant,1826,13,101111100100100101101001
17,aṃśa,Masc,a,1816,18,111111111100101111111000
70626,rātri,Fem,i,1801,15,111101101100100101111100
146095,dāna,Neut,a,1769,19,111111111100101111111100
137611,mṛtyu,Masc,u,1762,19,111111111101101111110100
89644,jñāna,Neut,a,1759,18,111111111100101111101100
110583,hṛdaya,Neut,a,1758,17,111111111101101100101100
112582,sāman,Neut,an,1748,19,111111111101101111111000
53077,arjuna,Masc,a,1741,17,111110111110110110100110
15670,patnī,Fem,ii,1715,22,111111111111101111101111
116305,śakti,Fem,i,1702,17,111111111100100111101100
52112,cūrṇa,Neut,a,1694,14,101111111000100111101000
91589,dhana,Neut,a,1689,17,111111101100101111101100
65418,rakṣas,Neut,as,1680,17,111101101101101111101100
111085,hotṛ,Masc,r_vocalic,1680,19,111111111111100101101101
98854,sūta,Masc,a,1676,16,111101111100100111101100
36182,manuṣya,Masc,a,1665,16,101101101101101111101001
1557,kanyā,Fem,aa,1658,16,111111101101000111101100
61995,ākhyā,Masc,aa,1646,19,111111111001101111111100
74154,yaśas,Neut,as,1632,15,111101111100100101101100
105325,savitṛ,Masc,r_vocalic,1632,8,100100100100100100100100
69938,rākṣasa,Masc,a,1631,20,111111111101101111101101
49804,bhāryā,Fem,aa,1626,16,111111111100100101101100
148966,bīja,Neut,a,1622,16,111111111100100111101000
97019,tāta,Masc,a,1612,9,110101100000100100100100
147072,dina,Neut,a,1611,15,111111101000101111101000
106817,sukha,Neut,a,1574,18,111111101101101111111000
93767,pāpa,Neut,a,1573,19,111111111100101111111001
135351,kṣaṇa,Masc,a,1573,10,101101101000100001101000
95369,jyotis,Neut,is,1571,17,111101101100101111111100
135840,mitra,Masc,a,1570,21,111111111101101111101111
106233,siddhi,Fem,i,1560,12,101101101100100101101000
53322,ardha,Neut,a,1558,16,111111101101101110101000
89764,deha,Masc,a,1556,17,111101101100101111111100
130008,gandha,Masc,a,1548,19,111111111100101111111100
93275,pāṇi,Masc,i,1535,22,111111111110111111111110
127205,śūra,Masc,a,1535,17,111111101100100111101101
5484,akṣara,Neut,a,1534,17,111111111100101101101100
24793,kula,Neut,a,1533,15,101111101100101111101000
138709,viś,Fem,other_consonant,1532,16,111111101101100101111000
11866,antara,Neut,a,1530,16,111111101100101011111000
61244,astra,Neut,a,1517,19,111111111100101111111100
100609,dakṣiṇā,Fem,aa,1511,17,111101101101101101101101
90455,dravya,Neut,a,1508,17,111111101100111111101000
35443,madhu,Neut,u,1502,14,101111111100100111100000
46937,vāsas,Neut,as,1500,15,111111111100100101100100
135459,kṣaya,Masc,a,1496,15,111111111100100100101100
142998,veda,Masc,a,1496,19,111111101101101111101101
90696,droṇa,Masc,a,1491,14,111110110100100110101100
100722,daṇḍa,Masc,a,1459,18,111111111100100111111100
139220,viśeṣa,Masc,a,1459,17,101101111100101111111100
20217,parvata,Masc,a,1449,18,111101101101101111111100
25880,bheda,Masc,a,1446,15,111111111100100101101000
203023,aha,Masc,a,1443,14,111111111000100101101000
11898,antarikṣa,Neut,a,1437,12,111101100100100100101100
127336,śeṣa,Masc,a,1436,17,111111111100100101111100
69150,vara,Masc,a,1431,17,111111111100100111101100
116329,śakra,Masc,a,1431,13,111100101100100111100100
9748,adhvaryu,Masc,u,1422,20,111111111111100110101111
143398,puṃs,Masc,other_consonant,1422,19,111111101101101111111100
91820,dhanus,Neut,us,1413,16,111111111000101111101000
125579,graha,Masc,a,1412,20,111111111101101111101101
49047,bhartṛ,Masc,r_vocalic,1408,15,101101101100101101111100
40060,ojas,Neut,as,1398,15,111111101100100101100110
57582,ājya,Neut,a,1398,16,111111111100100101111000
83500,taila,Neut,a,1391,17,111101111000111111111000
167152,vadha,Masc,a,1391,15,101111101101100101101100
95017,pitāmaha,Masc,a,1386,15,111101101101100101100101
148726,bṛhaspati,Masc,i,1383,14,111100110110100110110100
51356,citta,Neut,a,1377,17,101111101101100111101101
56229,udaka,Neut,a,1375,18,111111111100101111111000
15540,pattra,Neut,a,1366,15,101111111000100111101100
38726,ṛtu,Masc,u,1366,20,111111111101111111101001
135495,kṣīra,Neut,a,1366,12,101101111000100101100100
169021,nṛ,Masc,r_vocalic,1364,18,111111011101001101101111
81534,liṅga,Neut,a,1363,16,111111101100101101101100
170015,pathin,Masc,in,1363,17,111111101101100111101100
95944,tattva,Neut,a,1357,16,111101101100101101111100
30275,samudra,Masc,a,1347,19,111111111100101111101101
140982,prabhu,Masc,u,1346,12,101111100100100101100100
50303,bhīma,Masc,a,1341,15,111110111100100111100100
90781,dvaya,Neut,a,1340,15,111111111100100101100100
30562,samara,Neut,a,1335,8,100100000100101100101000
96528,tamas,Neut,as,1335,19,111111111100111111111000
96855,tala,Masc,a,1334,17,111111111000101111111000
136454,mūrdhan,Masc,an,1332,14,111101101000100101111100
60409,aśvin,Masc,in,1330,16,111010111110010111010110
36010,mati,Fem,i,1328,15,111111111100100101100100
142252,vega,Masc,a,1323,17,111111101100100111111100
147846,bāṇa,Masc,a,1319,17,111111111100100111101100
118517,vaiśampāyana,Masc,a,1308,5,100100100100000000000100
121245,vidyā,Fem,aa,1303,17,111111101110101111101000
70684,rātra,Masc,a,1292,21,111111111111110111111010
139407,viṣa,Neut,a,1273,16,111101101001101111101100
83782,traya,Neut,a,1271,13,101101101100100101101100
99099,sūta,Masc,a,1269,16,111111101101100101101100
73816,yama,Masc,a,1268,22,111111111111110111111110
133808,kriyā,Fem,aa,1263,19,111111111101101111101100
79830,roga,Masc,a,1258,18,111111111100101111111000
78223,māṃsa,Neut,a,1257,19,111111111101101111111000
43867,nadī,Fem,ii,1251,20,111111101101111111111100
132712,śiva,Masc,a,1251,17,111111101100100111111100
149046,bodhisattva,Masc,a,1246,14,101101101101100101101100
135379,kṣatriya,Masc,a,1240,20,111111101111100111101111
37014,marut,Masc,other_consonant,1236,15,101001111001101111101001
150091,pṛṣṭha,Neut,a,1235,18,111111101101101101111100
166808,pura,Neut,a,1232,15,101111101000101111101100
75122,vaśa,Masc,a,1228,12,111101101000100101101000
155687,prasāda,Masc,a,1226,16,111101111100101111101000
31887,amṛta,Neut,a,1225,15,111111111100100101100100
144408,puṭa,Masc,a,1222,17,111101111100110111101100
115509,śatru,Masc,u,1208,18,101111111101101101101101
94243,pārthiva,Masc,a,1206,18,111111101101101101101101
99905,sainya,Neut,a,1202,15,111101111100100101101100
9398,saṃjñā,Fem,aa,1200,16,111111111100100101111000
14543,pakṣa,Masc,a,1195,21,111111111111100111111110
75767,vāta,Masc,a,1192,19,111111111100100111111110
27079,maṇḍala,Neut,a,1181,18,111111111100100111111100
141016,pramāṇa,Neut,a,1173,17,111101111100101111101100
85684,duryodhana,Masc,a,1172,11,110110110100100100100100
63117,āhuti,Fem,i,1166,21,111111111101101111111011
140733,prabhā,Masc,aa,1166,16,111111111100100111100100
66168,ratna,Neut,a,1161,17,111111101100001111101101
9366,saṃjaya,Masc,a,1151,8,100100100100100100100100
141805,vṛtti,Fem,i,1151,16,111101111100101111101000
38865,ṛc,Fem,other_consonant,1150,19,111111111101101111111000
75677,vahni,Masc,i,1137,16,111111111100100111100100
141662,vṛkṣa,Masc,a,1134,20,111111111011101111111100
65999,rajas,Neut,as,1127,17,111111111100110111101000
151147,prakṛti,Fem,i,1124,15,111101101101101101101000
50362,bhīmasena,Masc,a,1123,13,101110101100100110100101
48409,bhakti,Fem,i,1122,13,111101111100100101100000
22065,abhāva,Masc,a,1121,17,111111111100101111110000
138935,viṣaya,Masc,a,1120,15,111111101001101101101000
87673,janman,Neut,an,1115,16,111111101100100111101100
40135,oṣadhi,Fem,i,1108,16,111111101001101101001101
79293,mārga,Masc,a,1107,18,111111111100111101111000
79101,māyā,Fem,aa,1102,18,111111101100100111111101
57770,ātmaja,Masc,a,1099,17,111111101101100101101101
161732,cakra,Neut,a,1092,18,111111111100100111101110
123968,giri,Masc,i,1086,16,111101101000101111111100
51687,cetas,Neut,as,1078,17,111111101100100111101110
62736,āśrama,Masc,a,1063,14,111101111100100101101000
70022,rāghava,Masc,a,1052,16,111110111100100111100110
24502,kumāra,Masc,a,1051,20,111111111101100111111101
80320,lakṣmaṇa,Masc,a,1049,13,111110110100100110100100
96222,tanū,Fem,uu,1047,17,111111111101100111101000
103828,sambhava,Masc,a,1039,15,111111101100100101101100
170735,sakhi,Masc,i,1039,17,111111101101101101100101
103429,sneha,Masc,a,1033,18,111111111100101101111100
68266,vatsa,Masc,a,1029,20,111111101101101111101111
130069,gandharva,Masc,a,1028,20,111111111111101101101101
75566,vasu,Masc,u,1027,16,101101101101101101101101
1752,kapāla,Masc,a,1025,16,111111111000001111111000
95401,jvara,Masc,a,1023,17,111111101100100111111100
130262,gāyatrī,Fem,ii,1022,17,111111111100100101111100
62866,āsana,Neut,a,1019,19,111111111100111101111100
104440,sarpis,Neut,is,1016,16,111111111000101111110000
9595,adhyāya,Masc,a,1014,15,111101101100100111111000
136408,mūtra,Neut,a,1014,16,111111111000100111101100
49409,bhasman,Neut,an,1012,15,111101101000100111111100
33015,nāga,Masc,a,1004,19,111111111101101111101100
30049,samaya,Masc,a,1003,13,111101101100100101101000
42661,dhī,Fem,ii,1002,15,111101111100100111101000
71090,rāvaṇa,Masc,a,1002,12,110111100100100110100100
145433,puṣpa,Neut,a,1001,18,111111111000101111111100
14074,kāya,Masc,a,996,18,111111111100101111101100
36151,manu,Masc,u,996,11,101101100100100101100100
65186,yogin,Masc,in,995,13,111101101101100101000100
47856,vikrama,Masc,a,981,19,111111111100100111111101
123966,gir,Fem,other_consonant,975,14,111101111100000101101001
121755,svasti,Neut,i,972,9,100100111100100100100000
104125,sarasvatī,Fem,ii,968,13,111100101101100110100100
43000,dhṛtarāṣṭra,Masc,a,967,10,101100100100100110100100
16582,sattva,Masc,a,962,17,111111101001101101101101
1297,kathā,Fem,aa,960,12,111111101000000101101000
121081,vyāghra,Masc,a,959,18,111111101100100111101111
146574,dānava,Masc,a,958,20,111111111101101111101101
64702,yuga,Neut,a,957,17,111111101101100111111000
90906,dvāra,Neut,a,955,17,111111101110101101101100
33717,nārada,Masc,a,954,10,110100100100100110100100
61752,ākāśa,Neut,a,953,14,101111101100100111101000
79717,retas,Neut,as,948,15,111111100100100111101100
26133,bhojana,Neut,a,946,18,101111101101101101111101
89392,jīvita,Neut,a,944,13,111111101000100101101000
134152,krodha,Masc,a,942,17,111111111100110111100100
91609,dhanaṃjaya,Masc,a,938,14,111110111100100101100100
64064,īśa,Masc,a,937,16,111101111100100111101100
106472,sītā,Fem,aa,936,12,101101100100100101101100
122839,vidhāna,Neut,a,931,14,101101101100100111101100
75493,vastra,Neut,a,930,17,111111111100101111101000
135368,kṣatra,Neut,a,930,18,111111110101100111100111
134074,kratu,Masc,u,928,17,111111101110100101101110
57430,ācārya,Masc,a,921,18,111111101101101111101100
63112,āhavanīya,Masc,a,920,13,111111100100100110100100
61822,ākāra,Masc,a,919,17,111111111000100111111100
46498,vāra,Masc,a,917,13,101111101000100001101110
69437,varcas,Neut,as,916,13,111111100100100111100000
86111,duhitṛ,Fem,r_vocalic,914,18,111111111101100111100101
102445,stoma,Masc,a,913,16,111111101100100111101100
131506,śāstra,Neut,a,913,17,101101111000101111111101
7571,aditi,Fem,i,912,8,100100100100100100100100
92416,dhātu,Masc,u,907,15,111101101000111111101000
134091,krama,Masc,a,907,17,111111101100101111101100
47050,vāsudeva,Masc,a,904,13,111110110100100101100100
72933,yajus,Neut,us,896,17,111111111101101101101000
67242,loha,Neut,a,894,18,111111111100101111111000
130058,gandhaka,Masc,a,891,14,110111111000100111110000
49153,bhava,Masc,a,883,18,111111111100101111101100
9484,adhipa,Masc,a,877,15,101111101100100101101101
127190,śūdra,Masc,a,875,19,111111111100101111111100
99723,senā,Fem,aa,873,20,111111101101101111111101
153269,prīti,Fem,i,865,12,111101101100100110100000
38395,ūrj,Fem,other_consonant,862,10,101101100100100101100000
105710,sahas,Neut,as,862,11,101101101100100101001000
132861,śiṣya,Masc,a,862,20,111111111101101111101101
30129,samidh,Fem,other_consonant,860,16,111111101110100101111000
77920,maheśvara,Masc,a,859,13,101111101100100100100101
20280,pala,Neut,a,858,15,111111111000100111100100
110524,hṛd,Neut,other_consonant,858,12,101101101100100101101000
27462,nimitta,Neut,a,855,16,111101111100101101111000
4628,keśava,Masc,a,854,14,111111101100100110100100
50115,bhikṣu,Masc,u,854,13,101101101100001101001101
73217,yatna,Masc,a,851,10,101101111000100100100000
78957,mānava,Masc,a,851,14,101101101101000101101101
33685,nārī,Fem,ii,847,18,111101111101100111101101
68906,vapus,Neut,us,847,15,101101111100100111101100
97910,sura,Masc,a,847,15,111111001101001101001101
76992,mahādeva,Masc,a,846,11,110101100100100100100101
46119,upāya,Masc,a,845,14,111101111000110101101000
154308,barhis,Neut,is,844,18,111111110101100111101101
83600,toya,Neut,a,840,13,101101101000101111101000
12697,kalpa,Masc,a,839,16,111111111100100111101000
64850,yudh,Fem,other_consonant,838,9,001101100000100101101000
108524,haya,Masc,a,835,17,111111111001101101111000
132281,śānti,Fem,i,833,8,101100100100100001100000
67102,locana,Masc,a,831,20,111111111100111111111100
42443,dhāman,Neut,an,827,16,111101101101100111101100
96158,tanu,Fem,u,826,18,111111101101100111111100
24725,kuru,Masc,u,825,13,101101101101001101001001
56366,udara,Neut,a,823,17,111111101100100111111100
116730,śaṃkara,Masc,a,822,14,111111101100100110100100
20259,parvan,Neut,an,815,14,111111101000100101111000
71129,rāṣṭra,Neut,a,815,16,111101101100101111101001
92634,pavitra,Neut,a,815,19,111111111100101111111100
169357,tathāgata,Masc,a,810,17,111101101101011111101100
50599,caru,Masc,u,808,12,101111111000100101100000
151320,prajñāpāramitā,Fem,aa,803,9,101101100100100100100000
94501,pāśa,Masc,a,802,15,111101101100111101101000
110191,hiraṇya,Neut,a,802,16,101111101100101111101100
137506,muhūrta,Neut,a,802,12,101101111000100101101000
10629,anīka,Neut,a,801,15,111101101100100111101100
95032,pitta,Neut,a,800,17,111111111000110111111000
155461,prayatna,Masc,a,798,12,101101111000100101101000
154379,bali,Masc,i,793,14,101111111100100101100100
166710,drava,Masc,a,790,11,101101101000100101101000
72510,moha,Masc,a,787,14,111111111100100100101000
9039,saṃgrāma,Masc,a,782,12,101101101000100101111000
87520,janārdana,Masc,a,782,15,111111111100100100100110
76319,vāja,Masc,a,779,13,111101101100000101101001
142807,vṛddhi,Fem,i,777,16,111111111100100110111000
38665,ṛta,Neut,a,776,13,100101111101110101100000
140977,prabhāva,Masc,a,776,16,111111101100100111101100
100456,tvac,Fem,other_consonant,773,15,111111101100100101101001
93897,pāpman,Masc,an,770,14,101101101100101101101100
94045,pārada,Masc,a,769,15,111101111100100111100100
120428,vaiśya,Masc,a,768,18,111111111100100111111100
78072,mahī,Fem,ii,767,13,111111101100000101100100
113531,siṃha,Masc,a,764,17,111111101100110111101100
2379,karaṇa,Neut,a,761,15,111101101100100111111000
33635,nārāyaṇa,Masc,a,761,13,111111110100100100100100
114497,svabhāva,Masc,a,759,15,111101101000101111101100
131110,śastra,Neut,a,759,15,111111111100100101101000
94302,pārśva,Masc,a,758,18,111111111000111110111100
140020,pratiṣṭhā,Fem,aa,758,15,111111100100100111111000
111820,sāgara,Masc,a,755,15,111101111000100111101100
137625,mṛga,Masc,a,754,16,111111101100000111111100
156948,grāma,Masc,a,754,17,111111101100101111101001
50269,bhiṣaj,Masc,other_consonant,753,16,111111101110000111100110
127227,śūla,Neut,a,752,18,111111111100101111111000
92905,pāna,Neut,a,751,17,111101111100110111111000
43960,nandana,Masc,a,749,14,111111101100100100100101
49000,bharata,Masc,a,749,16,111111100101100101101101
168124,adhipati,Masc,i,749,15,111111101101100101100100
130231,gātra,Neut,a,747,19,111101101101111111111100
62752,āśraya,Masc,a,746,15,111111101100100101101100
2230,kara,Masc,a,745,18,111111111100111100111100
75287,vasiṣṭha,Masc,a,743,16,111111101100100111100101
28873,nṛpati,Masc,i,742,14,111101101100100101100110
43702,nagara,Neut,a,742,11,101101100100100101101000
135577,kṣetra,Neut,a,739,15,101111101100101111101000
94767,piṇḍa,Masc,a,736,16,111111101100101111101000
98826,suhṛd,Masc,other_consonant,734,19,111111111101000101111111
21861,apsaras,Fem,as,729,19,111101101101101111101111
69540,raśmi,Masc,i,725,18,111111111101001111101100
32142,ambhas,Neut,as,724,17,111101101101100111111100
41006,śrotra,Neut,a,724,16,111111110100110101111000
59137,āyatana,Neut,a,724,14,101111101100101101101000
93038,pāka,Masc,a,724,18,111111111101100111111000
35146,nidhana,Neut,a,723,17,111111111100100111101100
47808,vikāra,Masc,a,720,17,111111111100101111101000
56494,udaya,Masc,a,720,16,111111111100110101101000
9068,saṃgha,Masc,a,718,14,101101111101100101101000
42174,saṃyoga,Masc,a,718,14,111101111000100101101100
67809,vaktra,Neut,a,718,18,111111101101101101111100
76691,vānara,Masc,a,718,16,111101101001101101101101
147894,bāla,Masc,a,718,19,111111111001111111101100
89847,daitya,Masc,a,714,20,111111111101101111101101
141134,vistara,Masc,a,713,13,111111111000100100101000
29025,netra,Neut,a,712,22,111111111111111111111100
63136,āhāra,Masc,a,711,14,111101101100101100111000
111114,homa,Masc,a,711,18,111111111100111101111000
116840,śaraṇa,Neut,a,706,12,101101001100110100101100
43317,dhvaja,Masc,a,705,16,111111101100001111101100
142893,vṛṣṭi,Fem,i,703,13,101101111100100101101000
121048,vyāsa,Masc,a,700,13,101101111100100101100100
144381,puṃgava,Masc,a,700,17,111111101101100101101101
88590,jātavedas,Masc,as,699,15,111111100100100101100111
126217,śīla,Masc,a,699,18,111111111101100111101100
119779,svar,Neut,other_consonant,698,4,100100000100000100000000
127781,śoka,Masc,a,697,16,111111111100100101111000
156931,grahaṇa,Neut,a,697,13,111100110100101101101000
78988,mānasa,Masc,a,693,15,111111101100100101101100
68657,vanaspati,Masc,i,692,21,111111111111101111101101
68966,vayas,Neut,as,691,15,111111101100100101101100
129307,gaja,Masc,a,691,18,111111111100101111101100
58281,ānanda,Masc,a,689,16,111111100100100111111100
67508,vaṃśa,Masc,a,689,19,111111111100101111111100
27316,mada,Masc,a,688,16,111111111100100101101100
145337,pūṣan,Masc,an,688,11,110110100100000101100110
5541,akṣa,Masc,a,687,19,111111111101100111111100
33491,nābhi,Fem,i,687,14,111111101100100100111000
108251,subhūti,Masc,i,687,6,100100100100000100000100
130360,kaunteya,Masc,a,687,12,111101101100000101100100
25015,bhuvana,Neut,a,686,16,111111101101101101101000
43546,nakṣatra,Neut,a,685,17,111111101101101101111000
50449,bhuja,Masc,a,681,19,111111111100110111111100
87781,jaya,Masc,a,681,14,101101101100100111101100
146892,divasa,Masc,a,681,15,101111101100101101111000
6265,aṅgiras,Masc,as,679,18,111111101101101101001111
7813,adharma,Masc,a,679,19,111111111110101111101100
100937,dadhi,Neut,i,679,13,101111111000110101100000
58264,ānana,Masc,a,678,17,111111111000100101111101
17663,saṃdhi,Masc,i,677,18,111111101101101101111100
72351,mokṣa,Masc,a,676,17,111111111101100111101000
5900,agnihotra,Neut,a,674,13,101111101100100101101000
18690,parākrama,Masc,a,674,14,111111101000100100101110
73751,yantra,Neut,a,674,14,111101101100101101101000
78193,mātrā,Fem,aa,674,14,111111101000101101101000
37215,mala,Masc,a,671,15,111111111100100101101000
59245,āyudha,Neut,a,671,18,111111111100101101101110
106647,sutā,Fem,aa,670,13,111111100110000101100100
125259,gṛhapati,Masc,i,670,14,101101101101100101100101
