lemma_id,lemma,dom_gender,stem_final,tokens,cells_attested,cells_bits24
207315,kāmanāśana,Masc,a,5,2,100100000000000000000000
207567,saṅkarabīja,Neut,a,5,2,100000000000000001000000
207601,ananuyojya,Neut,a,5,2,100000000000000100000000
207622,pratijñāhāni,Fem,i,5,1,100000000000000000000000
207721,asraka,Neut,a,5,3,100100000000000000100000
208067,bhṛgukacchaka,Neut,a,5,1,000000000000000000100000
208269,nāvā,Fem,aa,5,3,100100100000000000000000
208275,dvīpeśvara,Neut,a,5,3,100100000000000000100000
208294,tejaska,Neut,a,5,2,100100000000000000000000
208299,āvāsaka,Neut,a,5,3,000101000000000000100000
208360,rudrapāda,Masc,a,5,3,000100000000000100100000
208675,vinatāśva,Masc,a,5,2,100000000000000100000000
208719,anantaka,Masc,a,5,3,100100000000100000000000
208811,śukreśvara,Neut,a,5,2,100000000000000000100000
208835,nārāyaṇaka,Masc,a,5,2,001000001000000000000000
208849,dehanyāsa,Masc,a,5,2,100100000000000000000000
209119,subhagaṃkaraṇa,Neut,a,5,1,100000000000000000000000
209197,tanmātraka,Masc,a,5,3,100100000000000000100000
209552,āptoryāman,Masc,an,5,3,100100000000000000010000
209654,vasordhārā,Fem,aa,5,3,100100000100000000000000
209683,dhātāvidhātṛ,Masc,r_vocalic,5,3,010010000000000010000000
209687,śliṣṭi,Masc,i,5,4,100100000000100100000000
209740,lokādi,Masc,i,5,2,100100000000000000000000
209932,asaṃrambha,Masc,a,5,2,100000000000100000000000
210038,kapilavāstu,Neut,u,5,4,100100000000000100100000
210163,apatrapā,Fem,aa,5,2,100000100000000000000000
210230,anabhidroha,Masc,a,5,2,100000000000000000100000
210406,vyāhṛtikā,Fem,aa,5,2,001100000000000000000000
210771,śvetīkaraṇa,Neut,a,5,2,100100000000000000000000
211113,grāmī,Fem,ii,5,2,100000000000000100000000
211396,anāśrama,Masc,a,5,3,100100000000000000100000
211544,pakṣaṇa,Neut,a,5,2,100100000000000000000000
211590,pukvasa,Masc,a,5,2,100100000000000000000000
211751,ahṇa,Masc,a,5,3,000100100000000100000000
211760,vikacika,Masc,a,5,1,100000000000000000000000
211823,bhinnatamas,Masc,as,5,2,100000000000000100000000
212031,āpohiṣṭhā,Fem,aa,5,2,100000001000000000000000
212857,upatīrtha,Fem,a,5,3,100100000000000000100000
213003,sakalīkaraṇa,Neut,a,5,2,100100000000000000000000
213089,anugrahā,Fem,aa,5,3,110000000100000000000000
213298,śvi,Masc,i,5,3,000000000000001110000000
213388,vas,Masc,as,5,3,000000000000100110000000
213408,ku,Masc,u,5,2,100000000000100000000000
213476,ṇic,Masc,other_consonant,5,2,100000000000100000000000
213478,ati,Masc,i,5,3,100000000000101000000000
213480,vah,Masc,other_consonant,5,2,000000000000100010000000
213491,luṭ,Masc,other_consonant,5,4,100000000000000100110000
213635,vikaṭavarman,Masc,an,5,3,100100000100000000000000
213656,ṅas,Masc,as,5,4,000000000000000111100000
213674,añci,Masc,i,5,2,000000000000100100000000
213770,kvi,Masc,i,5,3,000000000000100000101000
213782,ciṇ,Masc,other_consonant,5,4,110000000000100000100000
213783,aṅ,Masc,other_consonant,5,2,100000000000000000100000
213799,yu,Masc,u,5,3,100010000000000000100000
213849,an,Masc,an,5,3,100000000000100100000000
214064,viṃśa,Masc,a,5,3,100000000000100100000000
214700,kap,Masc,other_consonant,5,2,100000000000000000100000
214835,th,Masc,other_consonant,5,3,000000000000000110010000
214840,śyan,Masc,an,5,3,100000000000000010100000
214847,h,Masc,other_consonant,5,3,000000000000000110010000
214976,brū,Fem,uu,5,3,000000000000100110000000
214978,ad,Masc,other_consonant,5,2,000000000000100100000000
215026,ap,Masc,other_consonant,5,3,100000000000000010010000
215166,bhaktivilāsa,Masc,a,5,1,000000000000000000100000
215190,gautamīyatantra,Neut,a,5,1,000000000000000000100000
215192,sanatkumārakalpa,Masc,a,5,1,000000000000000000100000
215194,vaiśākhamāhātmya,Neut,a,5,1,000000000000000000100000
215249,saṃmohanatantra,Neut,a,5,1,000000000000000000100000
215261,yañ,Masc,other_consonant,5,2,100000000000100000000000
215455,yaj,Masc,other_consonant,5,2,000000000000100010000000
215474,yad,Masc,other_consonant,5,2,000000000000000000110000
215586,has,Masc,as,5,2,100000000000000010000000
215723,śyenapātā,Fem,aa,5,1,100000000000000000000000
215781,tasi,Masc,i,5,2,100000000000000100000000
215876,ilac,Masc,other_consonant,5,3,111000000000000000000000
216434,traiśoka,Neut,a,5,3,100100100000000000000000
216550,saṃvyātha,Masc,a,5,1,000000000100000000000000
216807,bhāskaravarman,Masc,an,5,2,000100000000000000100000
216843,pratyuṣas,Fem,as,5,2,010000000000000000100000
217497,paurūmadga,Neut,a,5,2,100000100000000000000000
217669,lakṣmīka,Masc,a,5,2,100100000000000000000000
217800,kāñcanaṣṭhīvin,Masc,in,5,1,100000000000000000000000
217857,śantanunandana,Masc,a,5,2,100100000000000000000000
217919,svabhū,Masc,uu,5,1,100000000000000000000000
217926,mālinīmata,Neut,a,5,2,100000000000000000100000
217982,siddhayogīśvarīmata,Neut,a,5,1,000000000000000000100000
218026,dīkṣottara,Neut,a,5,1,000000000000000000100000
218413,astīka,Masc,a,5,3,100100000000000100000000
218982,sūryāmāsa,Masc,a,5,3,010010000000000000010000
219142,abhisvara,Masc,a,5,3,100000100000000000100000
219228,govindadatta,Masc,a,5,4,100000100000000100100000
219231,anūkya,Neut,a,5,3,110000000000100000000000
219288,naḍāgiri,Masc,i,5,3,100100000000000100000000
219292,dūraka,Neut,a,5,1,000000000000000000100000
219428,devīkā,Masc,aa,5,3,100100000000000000100000
219665,dhiti,Masc,i,5,3,010100000000000000000010
219735,īrmā,Fem,aa,5,2,000000100000010000000000
219856,iṣukā,Fem,aa,5,4,101100000000000000000100
220192,ajitañjaya,Masc,a,5,3,100000000000000100100000
220258,sāmantaka,Neut,a,5,2,000100000000000000100000
220318,saṃjayin,Masc,in,5,3,100100000000000000000100
220328,atipāda,Masc,a,5,2,000000000100100000000000
220441,gṛbh,Fem,other_consonant,5,4,000100100100100000000000
220466,netrīka,Masc,a,5,1,000000000000000001000000
220501,jman,Masc,an,5,2,000000000000000000100100
220553,dyāvāpṛthivīyā,Fem,aa,5,2,000110000000000000000000
220762,bhāgīratha,Masc,a,5,2,100100000000000000000000
220862,devatāt,Fem,other_consonant,5,3,000000100100000000100000
220902,avadraṅga,Masc,a,5,2,000100000000000000100000
220936,dakṣiṇāvarta,Masc,a,5,2,101000000000000000000000
221399,dhāmachad,Masc,other_consonant,5,1,100000000000000000000000
221421,sarvābhibhū,Masc,uu,5,2,100000100000000000000000
221623,trāyatriṃśa,Masc,a,5,3,001001000000000001000000
221636,apaviddha,Neut,a,5,2,100010000000000000000000
221656,ūrūdvṛtta,Masc,a,5,2,100100000000000000000000
222106,dityauhī,Fem,ii,5,2,100100000000000000000000
222169,yamalī,Fem,ii,5,3,100100000000000100000000
222268,anuvāc,Fem,other_consonant,5,1,000001000000000000000000
222400,saṃsṛp,Fem,other_consonant,5,2,001000000000000001000000
222557,kārīrādi,Masc,i,5,4,101100000000000100000000
222584,purā,Fem,aa,5,2,100100000000000000000000
222955,niravatti,Fem,i,5,2,100000000100000000000000
223031,samayādhva,Masc,a,5,2,000100000000000000100000
223087,sujñāna,Neut,a,5,2,100100000000000000000000
223091,uloka,Masc,a,5,2,000100000000000000100000
223211,daivodāsa,Neut,a,5,2,100100000000000000000000
223368,prācīnaśāli,Masc,i,5,2,100100000000000000000000
224008,uṣṭāra,Masc,a,5,3,110000000000000010000000
224152,ārcanānasa,Masc,a,5,2,100100000000000000000000
224843,parāvāpa,Masc,a,5,2,000000000100100000000000
224946,adhikarṇī,Fem,ii,5,2,100000100000000000000000
225172,anukhyā,Fem,aa,5,1,000100000000000000000000
225208,aṃhaspatya,Neut,a,5,1,000000000100000000000000
225661,hūya,Neut,a,5,2,000100000000000000100000
225803,ucchrāyī,Fem,ii,5,3,000010010000000000100000
226395,atiroka,Masc,a,5,2,001001000000000000000000
226415,ayaśolekhā,Fem,aa,5,3,100100100000000000000000
226464,parityāgasena,Masc,a,5,3,100100000000000100000000
226465,kāvyālaṃkārā,Fem,aa,5,2,100100000000000000000000
226466,adhikasaṃgamā,Fem,aa,5,2,100100000000000000000000
226482,ādityaprabhā,Fem,aa,5,2,100000100000000000000000
28,aṃśupaṭṭa,Neut,a,4,2,100000000000000001000000
136,auddhatya,Neut,a,4,3,100100100000000000000000
174,aupajandhani,Masc,i,4,2,100000000000100000000000
265,aupāvi,Masc,i,4,2,100000100000000000000000
308,aurṇāyava,Neut,a,4,3,100100100000000000000000
372,auṣasī,Fem,ii,4,3,100000000100000000100000
460,kakundara,Neut,a,4,1,010000000000000000000000
480,kakkola,Neut,a,4,3,100000001000000100000000
481,kakkolaka,Neut,a,4,1,100000000000000000000000
503,kakṣasena,Masc,a,4,2,100000000000000100000000
507,kakṣāntara,Neut,a,4,3,000101000000000000100000
523,kakṣeyu,Masc,u,4,1,100000000000000000000000
557,kaṅkaṇa,Masc,a,4,1,100000000000000000000000
659,kacchū,Fem,uu,4,3,100100000000000000100000
736,kaṭaṃbharā,Fem,aa,4,2,100000000000000000000001
771,kaṭāhaka,Neut,a,4,2,100100000000000000000000
870,kaṭora,Fem,a,4,2,100100000000000000000000
921,kaṭha,Masc,a,4,1,100000000000000000000000
956,kaṇaguggulu,Masc,u,4,1,100000000000000000000000
961,kaṇapa,Masc,a,4,4,000001001000000001001000
1008,kaṇṭaphalā,Fem,aa,4,1,100000000000000000000000
1050,kaṇṭin,Masc,in,4,1,100000000000000000000000
1140,kaṇḍūti,Fem,i,4,2,100000000000000000100000
1167,aṃśumatphalā,Fem,aa,4,1,100000000000000000000000
1176,aṃsakūṭa,Masc,a,4,3,100010000000000010000000
1197,aṃhubhedī,Fem,ii,4,2,000000000000100100000000
1360,kadambapuṣpī,Fem,ii,4,2,100100000000000000000000
1372,kadanna,Neut,a,4,3,101000000000000000001000
1404,kallola,Masc,a,4,3,011000001000000000000000
1466,kadalī,Fem,ii,4,1,100000000000000000000000
1520,kanā,Fem,aa,4,1,000000000000000100000000
1650,kandodbhavā,Fem,aa,4,1,100000000000000000000000
1846,kapipriya,Masc,a,4,1,100000000000000000000000
1856,kapivana,Masc,a,4,2,100100000000000000000000
1944,kapṛth,Masc,other_consonant,4,2,100100000000000000000000
1959,kapotavaṅkā,Fem,aa,4,1,100000000000000000000000
2204,kambugrīvā,Fem,aa,4,1,100000000000000000000000
2209,kambūka,Masc,a,4,1,000001000000000000000000
2241,karagraha,Masc,a,4,3,001100000000000000100000
2276,karapattra,Neut,a,4,3,110000000000100000000000
2282,karapallava,Masc,a,4,3,100100000000100000000000
2307,karamardaka,Neut,a,4,2,100100000000000000000000
2330,karavīraka,Neut,a,4,1,100000000000000000000000
2415,karaṇḍikā,Fem,aa,4,1,100000000000000000000000
2434,karasna,Masc,a,4,3,010110000000000000000000
2503,karaka,Masc,a,4,2,101000000000000000000000
2607,karuṇī,Fem,ii,4,1,100000000000000000000000
2735,karkoṭaka,Neut,a,4,3,101100000000000000000000
3003,kuśāvatī,Fem,ii,4,2,100000000000000000100000
3074,kuṣṭhacikitsita,Neut,a,4,3,000100000000100000100000
3095,kuṣmāṇḍaka,Masc,a,4,3,100100000000000000100000
3110,kusuma,Masc,a,4,2,100100000000000000000000
3172,kusūla,Masc,a,4,3,001000000000100000100000
3181,kustumbarī,Fem,ii,4,2,100100000000000000000000
3217,kuhī,Fem,ii,4,3,100000000000000100100000
3362,kūrcaśiras,Neut,as,4,2,101000000000000000000000
3364,kūrcaśīrṣaka,Masc,a,4,1,100000000000000000000000
3368,kūrcikā,Fem,aa,4,1,100000000000000000000000
3497,kṛtatrāṇā,Fem,aa,4,1,100000000000000000000000
3826,kṛcchradvādaśarātra,Masc,a,4,3,000100100000000100000000
3840,kṛcchrārdha,Masc,a,4,2,000100100000000000000000
3938,kṛmikarṇaka,Masc,a,4,2,100000000000000000100000
3979,kṛmika,Masc,a,4,2,100100000000000000000000
3991,kṛmuka,Masc,a,4,2,100100000000000000000000
4039,kṛṣāṇa,Masc,a,4,3,100000000000000101000000
4110,kṛṣṇacaturdaśī,Fem,ii,4,1,000000000000000000100000
4158,kṛṣṇadhattūra,Masc,a,4,2,100000001000000000000000
4176,kṛṣṇapiṅgala,Masc,a,4,2,100100000000000000000000
4191,kṛṣṇaphalā,Fem,aa,4,1,100000000000000000000000
4210,kṛṣṇabhedā,Fem,aa,4,1,100000000000000000000000
4223,kṛṣṇamūlī,Fem,ii,4,1,100000000000000000000000
4224,kṛṣṇamṛga,Masc,a,4,3,100101000000000000000000
4242,kṛṣṇaloha,Neut,a,4,1,100000000000000000000000
4334,kṛṣṇābhra,Neut,a,4,1,000100000000000000000000
4350,kṛṣṇāṣṭamī,Fem,ii,4,3,000100000000000000101000
4426,ketuśṛṅga,Masc,a,4,1,100000000000000000000000
4466,keyūra,Neut,a,4,3,101010000000000000000000
4591,keśarāja,Masc,a,4,3,100000001000000100000000
4615,keśāda,Masc,a,4,1,001000000000000000000000
4647,keśi,Masc,i,4,3,100100000000000001000000
4713,kaiṭabhadviṣ,Masc,other_consonant,4,2,000000000000000100100000
4748,kairava,Neut,a,4,3,110100000000000000000000
4792,kaiśikī,Fem,ii,4,3,100100000000000100000000
4809,kokanada,Masc,a,4,3,101001000000000000000000
4921,koṭṭarāja,Masc,a,4,3,000100100000000100000000
5007,koyaṣṭi,Masc,i,4,3,100001001000000000000000
5019,kola,Neut,a,4,1,100000000000000000000000
5036,kolavallī,Fem,ii,4,1,100000000000000000000000
5183,kaukṛtya,Neut,a,4,3,100100000100000000000000
5445,akṣapaṭala,Neut,a,4,3,100100000000000000100000
5479,akṣayya,Neut,a,4,2,100100000000000000000000
5638,agadaṃkāra,Masc,a,4,1,100000000000000000000000
5646,agamyā,Fem,aa,4,4,101001000000000000001000
5692,agūḍhagandha,Neut,a,4,1,100000000000000000000000
5743,agnijvālā,Fem,aa,4,1,100000000000000000000000
5837,agnivallabha,Masc,a,4,1,100000000000000000000000
6122,aṅkuśā,Fem,aa,4,3,100100000000000000000100
6127,aṅkūra,Masc,a,4,2,100001000000000000000000
6132,aṅkoṭa,Masc,a,4,3,000000000000000110100000
6199,aṅgasaṅga,Masc,a,4,4,100000001000100000100000
6393,acchidra,Neut,a,4,4,101000100000000100000000
6419,acyutāgraja,Masc,a,4,1,100000000000000000000000
6450,ajamoda,Masc,a,4,2,100100000000000000000000
6482,ajakā,Fem,aa,4,3,100100000000000000100000
6508,ajapā,Fem,aa,4,2,100100000000000000000000
6518,ajaraka,Masc,a,4,2,000100000000000000100000
6543,ajāmi,Neut,i,4,1,000100000000000000000000
6560,ajinayoni,Masc,i,4,2,101000000000000000000000
6674,añjalikārikā,Fem,aa,4,2,100000001000000000000000
6701,aṭṭa,Masc,a,4,3,100000001000000000001000
6730,aṇīmāṇḍavya,Masc,a,4,1,100000000000000000000000
7001,atilaṅghana,Neut,a,4,2,100000000000100000000000
7098,atyamlaparṇī,Fem,ii,4,1,100000000000000000000000
7143,atikṣipta,Neut,a,4,3,100100000000000000100000
7189,atideva,Masc,a,4,2,100100000000000000000000
7192,atināman,Masc,an,4,1,100000000000000000000000
7201,atiśarvara,Neut,a,4,2,000000000000000000101000
7269,ativartana,Neut,a,4,2,100001000000000000000000
7287,atiśayokti,Fem,i,4,3,110100000000000000000000
7414,atyarāti,Masc,i,4,3,100100000100000000000000
7417,atyavi,Masc,i,4,2,100100000000000000000000
7624,adṛṣṭi,Fem,i,4,3,100000000000100100000000
7705,adrikarṇī,Fem,ii,4,2,100000100000000000000000
7984,adhidanta,Masc,a,4,3,001001000000000010000000
8016,saṃvaha,Masc,a,4,1,100000000000000000000000
8046,saṃveda,Masc,a,4,1,100000000000000000000000
8210,saṃśoṣa,Masc,a,4,2,010100000000000000000000
8234,saṃśrayaṇa,Neut,a,4,2,000000000000100000100000
8430,saṃstha,Masc,a,4,1,000000000000000000100000
8613,saketa,Masc,a,4,1,100000000000000000000000
8823,saṃkarīkaraṇa,Neut,a,4,4,101100000000000000001000
8836,saṃkalpajanman,Masc,an,4,3,100000100000000100000000
8877,saṃketaka,Neut,a,4,2,100100000000000000000000
8972,saṃgataka,Masc,a,4,4,100100100000100000000000
9162,saścant,Masc,other_consonant,4,2,000001000100000000000000
9265,saṃcāraka,Masc,a,4,2,100000001000000000000000
9367,saṃjaya,Neut,a,4,2,100000100000000000000000
9500,adhimāṃsa,Masc,a,4,2,100100000000000000000000
9526,adhiroha,Masc,a,4,3,100000100000100000000000
9582,adhīti,Fem,i,4,4,100001100000000000100000
9706,adhyūḍha,Masc,a,4,3,101100000000000000000000
9709,adhyūdhnī,Fem,ii,4,1,000100000000000000000000
9717,adhruṣa,Masc,a,4,2,100000000000000000100000
9755,ana,Masc,a,4,4,100100000000000100000100
9802,anaḍuhī,Fem,ii,4,2,100000000100000000000000
9803,anaḍvāhī,Fem,ii,4,2,100100000000000000000000
9942,ananvaya,Masc,a,4,2,000100000000100000000000
9985,anapākarman,Neut,an,4,1,100000000000000000000000
10053,anargha,Masc,a,4,1,000000100000000000000000
10186,anahaṃkāra,Masc,a,4,1,100000000000000000000000
10257,anātmya,Neut,a,4,2,100100000000000000000000
10363,anārya,Masc,a,4,3,100000001000100000000000
10386,anāvṛtti,Fem,i,4,2,100100000000000000000000
10426,anāhata,Neut,a,4,2,100000000000000000100000
10500,animiṣa,Masc,a,4,2,101000000000000000000000
10623,aniṣpatti,Fem,i,4,2,100000000000100000000000
10867,anutseka,Masc,a,4,3,100100100000000000000000
11083,anuprayoga,Masc,a,4,2,100000000000000100000000
11149,anumā,Fem,aa,4,2,100100000000000000000000
11258,anuloma,Masc,a,4,3,100000001000000001000000
11284,anuvatsara,Masc,a,4,2,100100000000000000000000
11372,anuśayī,Fem,ii,4,2,100100000000000000000000
11515,anūkta,Neut,a,4,2,000000100000000000100000
11595,anekatā,Fem,aa,4,2,100100000000000000000000
11625,anekāntavāda,Masc,a,4,3,100100000000000000100000
11644,anaipuṇa,Neut,a,4,2,000100000000100000000000
11648,anokaha,Masc,a,4,2,100000000000000001000000
11662,antakṛt,Masc,other_consonant,4,3,100000000100100000000000
11702,anūḍhā,Fem,aa,4,3,001000000000000101000000
11728,antaḥpuracara,Masc,a,4,4,001101001000000000000000
11763,antaraṅga,Neut,a,4,3,100000000000000100100000
11845,antarvarta,Masc,a,4,2,001001000000000000000000
11882,antarāṃsa,Masc,a,4,3,100000000000000000110000
11934,antastya,Neut,a,4,1,100000000000000000000000
11958,antyakarman,Neut,an,4,2,000100000000000000100000
11979,antyeṣṭi,Fem,i,4,3,100100100000000000000000
11999,karṇapūraka,Masc,a,4,2,100100000000000000000000
12007,karṇaprāvaraṇa,Masc,a,4,3,001001001000000000000000
12041,karṇaveṣṭa,Masc,a,4,3,110100000000000000000000
12091,karṇejapa,Masc,a,4,3,001100000000000001000000
12227,karbudāra,Masc,a,4,2,100000000000000100000000
12427,karṣaṇī,Fem,ii,4,1,100000000000000000000000
12623,kalikārī,Fem,ii,4,1,100000000000000000000000
12644,kalihārī,Fem,ii,4,2,100000100000000000000000
12748,kalmali,Masc,i,4,1,100000000000000000000000
12809,kalyāṇasaptamī,Fem,ii,4,2,100100000000000000000000
12844,kavaca,Masc,a,4,1,100000000000000000000000
12959,kaśerumant,Masc,other_consonant,4,1,100000000000000000000000
13134,kākatuṇḍaka,Masc,a,4,1,100000000000000000000000
13147,kākanāsikā,Fem,aa,4,1,100000000000000000000000
13149,kākapakṣa,Masc,a,4,3,100100001000000000000000
13263,kāku,Fem,u,4,3,101000100000000000000000
13319,kācakūpī,Fem,ii,4,2,100000000000000000100000
13424,kāṭa,Masc,a,4,2,000100000000000000100000
13444,kāṇa,Masc,a,4,2,100000100000000000000000
13473,kāṇḍatikta,Masc,a,4,1,100000000000000000000000
13493,kāṇḍaruhā,Fem,aa,4,1,100000000000000000000000
13599,kāniṣṭhineya,Masc,a,4,1,000000000000000100000000
13619,kāntāyasa,Neut,a,4,2,100100000000000000000000
13838,kāmapatnī,Fem,ii,4,2,100100000000000000000000
13911,kāmaśāstra,Neut,a,4,4,000100000000000101100000
13965,kāmeśvara,Masc,a,4,1,100000000000000000000000
14005,kāmita,Neut,a,4,2,100001000000000000000000
14016,kāmukā,Fem,aa,4,2,101000000000000000000000
14091,kāyāvarohaṇa,Neut,a,4,2,100000000000000000100000
14139,kāraṇika,Masc,a,4,2,001000000000000100000000
14175,kārambhā,Fem,aa,4,1,100000000000000000000000
14226,kārotara,Masc,a,4,4,100100100000100000000000
14258,kārtāntika,Masc,a,4,2,101000000000000000000000
14354,naiṣadha,Neut,a,4,2,100100000000000000000000
14443,nyartha,Neut,a,4,3,000101000000100000000000
14556,pakṣaja,Masc,a,4,2,001000000000000001000000
14691,paṅkeruha,Masc,a,4,2,100000000000000100000000
14733,paktha,Masc,a,4,3,001100000000000000100000
15007,pañcaloha,Neut,a,4,2,100000000000000001000000
15062,pañcaśaila,Masc,a,4,3,100000000000000100001000
15075,pañcasāra,Neut,a,4,3,100100100000000000000000
15310,paṭolikā,Fem,aa,4,2,100000000000000001000000
15329,paṭṭavastra,Neut,a,4,3,100001100000000000000000
15334,paṭṭasūtra,Neut,a,4,4,000000101000000100100000
15441,paṇḍa,Masc,a,4,1,100000000000000000000000
15467,paṇḍitaka,Masc,a,4,1,100000000000000000000000
15606,pattrāḍhya,Neut,a,4,1,100000000000000000000000
15635,patañjali,Masc,i,4,1,100000000000000000000000
15752,padāvihāra,Masc,a,4,3,000100000000100100000000
15840,padānusvāra,Neut,a,4,1,100000000000000000000000
15885,padvan,Masc,an,4,1,100000000000000000000000
15903,padmakarā,Fem,aa,4,3,100100100000000000000000
15916,padmakośa,Masc,a,4,2,100100000000000000000000
16020,padmākṣa,Neut,a,4,2,100000001000000000000000
16030,padmālayā,Fem,aa,4,3,100100000000000100000000
16037,padmāsana,Masc,a,4,4,100100000100000000000100
16251,parapuṣṭa,Masc,a,4,3,100000000000000100001000
16260,parapravādin,Masc,in,4,1,000000000000000001000000
16373,parāhṇa,Masc,a,4,3,000000000000000100101000
16375,pareśa,Masc,a,4,2,100000000000000000000100
16756,satyavarman,Masc,an,4,2,110000000000000000000000
16826,satyānṛta,Neut,a,4,2,100000010000000000000000
16841,satyāṣāḍha,Masc,a,4,3,100100000100000000000000
16897,sadgava,Masc,a,4,3,101000001000000000000000
17052,satvata,Masc,a,4,3,100000000000100100000000
17134,sādi,Masc,i,4,2,001001000000000000000000
17310,sadyaḥśauca,Neut,a,4,1,100000000000000000000000
17420,sanaga,Masc,a,4,2,100000000000100000000000
17466,sanāru,Masc,u,4,2,100000000000100000000000
17565,saṃdaṃśaka,Masc,a,4,3,100000100000000000100000
17687,saṃdhibandhana,Neut,a,4,1,100000000000000000000000
17725,saṃdhinī,Fem,ii,4,3,100000000000000101000000
17730,saṃdhyakṣara,Neut,a,4,2,100000000000000001000000
17788,saṃnakha,Masc,a,4,1,000100000000000000000000
17797,saṃnam,Fem,other_consonant,4,1,000001000000000000000000
17799,saṃnāma,Masc,a,4,2,100001000000000000000000
18089,saptajihva,Masc,a,4,1,100000000000000000000000
18238,saptaha,Neut,a,4,3,100100100000000000000000
18311,sapha,Neut,a,4,3,100000100000000100000000
18543,samavartin,Masc,in,4,3,100000000000000100100000
18763,parāvṛj,Masc,other_consonant,4,2,100100000000000000000000
18772,parāvyādha,Masc,a,4,1,000000000000000000100000
18834,parikalpanā,Fem,aa,4,2,100000100000000000000000
18838,parikramaṇa,Neut,a,4,2,100001000000000000000000
18880,parikheda,Masc,a,4,3,100100000000100000000000
18933,parigharmya,Masc,a,4,2,000100000000000000100000
19041,pariṇayana,Neut,a,4,3,100000000000100000100000
19179,pariniṣpatti,Fem,i,4,3,100000000000100000100000
19284,pariplava,Masc,a,4,4,000101000001000000100000
19295,paribādh,Fem,other_consonant,4,2,001001000000000000000000
19392,parimoṣa,Masc,a,4,2,100000000100000000000000
19454,parirambha,Masc,a,4,3,001100000000000000100000
19520,parivāsana,Neut,a,4,2,000101000000000000000000
19602,pariveṣṭitṛ,Masc,r_vocalic,4,1,000100000000000000000000
19606,parivyaya,Masc,a,4,2,100100000000000000000000
19614,parivrajyā,Fem,aa,4,2,100100000000000000000000
19616,parivrāja,Masc,a,4,2,100100000000000000000000
19645,pariśodhana,Neut,a,4,1,100000000000000000000000
19677,pariṣadya,Masc,a,4,1,100000000000000000000000
19701,pariṣṭi,Fem,i,4,3,100000000000000000101000
19770,parisarpa,Masc,a,4,2,100100000000000000000000
19847,parīṇah,Fem,other_consonant,4,4,100100000000100000100000
19856,parīvarta,Masc,a,4,3,100000000000100000100000
19904,paruṣa,Masc,a,4,1,100000000000000000000000
19982,parṇamṛga,Masc,a,4,2,001000000000000001000000
20248,parvatātmajā,Fem,aa,4,3,100100000000000000000100
20264,parśāna,Masc,a,4,2,001000000000000000100000
20325,antrāda,Masc,a,4,1,001000000000000000000000
20334,andha,Neut,a,4,2,100000000000000000100000
20341,andhatamasa,Neut,a,4,1,100000000000000000000000
20452,anyatā,Fem,aa,4,2,100100000000000000000000
20461,anyapuṣṭa,Masc,a,4,2,100000001000000000000000
20603,anvādheya,Neut,a,4,2,100100000000000000000000
20617,anvāroha,Masc,a,4,2,000100000000000000100000
20707,apakti,Fem,i,4,2,100100000000000000000000
20735,apagara,Masc,a,4,2,110000000000000000000000
20795,apatantraka,Masc,a,4,3,100001000000000000100000
20886,apanodana,Neut,a,4,3,100100100000000000000000
20974,aparānta,Masc,a,4,2,001000000000000000001000
21079,aparodha,Masc,a,4,2,100000000000100000000000
21200,apasaraṇa,Neut,a,4,3,100100000000000000100000
21251,apahnuti,Fem,i,4,3,100100000000000000100000
21260,apākaraṇa,Neut,a,4,4,100100000000100100000000
21264,apākṛti,Fem,i,4,3,100101000000000000000000
21358,apāsana,Neut,a,4,3,100100100000000000000000
21391,apipakṣa,Masc,a,4,2,000100000000000000100000
21419,apīnasa,Masc,a,4,4,100100100000000000010000
21434,apunarāvṛtti,Fem,i,4,3,100100100000000000000000
21647,apratiratha,Masc,a,4,3,100100000000000100000000
21880,apsuṣoma,Masc,a,4,2,001001000000000000000000
22131,abhigūrti,Fem,i,4,1,100000000000000000000000
22203,abhitti,Fem,i,4,2,000000000100000000100000
22247,abhidhitsā,Fem,aa,4,1,000000100000000000000000
22250,abhidheyatā,Fem,aa,4,2,000100100000000000000000
22320,abhinīti,Fem,i,4,1,000000000100000000000000
22456,abhimānin,Masc,in,4,2,101000000000000000000000
22460,abhīmānin,Masc,in,4,1,100000000000000000000000
22573,kārṣṇāyasa,Neut,a,4,3,100100100000000000000000
22759,kāleyaka,Masc,a,4,2,100000001000000000000000
22793,kālatā,Fem,aa,4,3,100000100000000000100000
22932,kālaśeya,Neut,a,4,2,100100000000000000000000
23119,kāśyapeya,Masc,a,4,4,101000001000000100000000
23206,kāsaghnī,Fem,ii,4,1,100000000000000000000000
23215,kāsikā,Fem,aa,4,2,100000100000000000000000
23223,kāsāra,Masc,a,4,3,100000100000000100000000
23271,kiṅkiṇīka,Masc,a,4,3,100000001000000000000100
23277,kiṅkirāta,Masc,a,4,2,100000001000000000000000
23287,kiṭi,Masc,i,4,2,100000000000000100000000
23324,kiṃvadanta,Masc,a,4,1,100000000000000000000000
23335,kiṃvṛtta,Neut,a,4,2,100000000000000000100000
23412,kimpāka,Masc,a,4,4,101000001000000000100000
23600,kīreṣṭa,Masc,a,4,1,100000000000000000000000
23674,kīśmīla,Masc,a,4,2,000100000000000000000100
23803,kupuruṣa,Masc,a,4,3,100100000000000000001000
23914,kusarit,Fem,other_consonant,4,1,001000000000000000000000
24004,kucela,Neut,a,4,2,100000000000100000000000
