palsule_root,palsule_ref,row_kind,palsule_only,n_other_sources,whitney_root,mayrhofer_ewa_root,werba_via1_root,boehtlingk_pwg_root
gatau,,continuation_or_gloss,False,1,,,,
laiṇ,122-№2746,root_entry,False,1,,,,laiṇ
1lok,122-№2747,root_entry,False,3,lok,lok,,lok
darśane,,continuation_or_gloss,False,3,,,,
2lok,122-№2748,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
1loc,122-№2749,root_entry,False,2,loc,,,loc
darśane,,continuation_or_gloss,False,2,,,,
2loc,123-№2750,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
loch,123-№2751,root_entry,True,0,,,,
loṭ,123-№2752,root_entry,False,1,,,,loṭ
loḍ,123-№2753,root_entry,False,2,,loḍ,,loḍ
unmāde,,continuation_or_gloss,False,1,,,,
loṣṭ,123-№2754,root_entry,False,1,,,,loṣṭ
saṅghāte,,continuation_or_gloss,False,1,,,,
lauḍ,123-№2755,root_entry,False,1,,,,lauḍ
lpī,123-№2756,root_entry,False,1,,,,lpī
lyī,123-№2757,root_entry,False,1,,,,lyī
lvī,123-№2758,root_entry,False,1,,,,lvī
1vaṃh,123-№2759,root_entry,True,0,,,,
2vaṃh,123-№2760,root_entry,True,0,,,,
1vak,123-№2761,root_entry,False,2,vak,,,vak
2vak,123-№2762,root_entry,False,1,,,,2vak
vakk,123-№2763,root_entry,False,1,,,,vakk
1vakṣ,123-№2764,root_entry,False,4,vakṣ,prokṣ,1vakṣ,vakṣ
2vakṣ,123-№2765,root_entry,True,0,,,,
vakh,123-№2766,root_entry,False,1,,,,vakh
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
vag,123-№2767,root_entry,False,1,,,*vag,
vagh,123-№2768,root_entry,True,0,,,,
1vaṅk,123-№2769,root_entry,False,2,,,1vaṅk,vaṅk
gatyarthaḥ,,continuation_or_gloss,False,2,,,,
2vaṅk,123-№2770,root_entry,True,0,,,,
kauṭilye,,continuation_or_gloss,True,0,,,,
vaṅkh,123-№2771,root_entry,False,1,,,,vaṅkh
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
vaṅg,123-№2772,root_entry,False,1,,,,vaṅg
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
vaṅgh,123-№2773,root_entry,True,0,,,,
vac,124-№2774,root_entry,False,4,vac,vac,vac,vac
1vaj,124-№2775,root_entry,False,4,vaj,vaj,1vaj,vaj
2vaj,124-№2776,root_entry,True,0,,,,
1vañc,124-№2777,root_entry,False,3,vañc,,1vañc,vañc
gatyarthaḥ,,continuation_or_gloss,False,3,,,,
2vañc,124-№2778,root_entry,True,0,,,,
pralambhane,,continuation_or_gloss,True,0,,,,
1vaṭ,124-№2779,root_entry,False,1,,,,vaṭ
paribhāṣaṇe,,continuation_or_gloss,True,0,,,,
2vaṭ,124-№2780,root_entry,False,1,,,,2vaṭ
veṣṭane,,continuation_or_gloss,True,0,,,,
3vaṭ,124-№2781,root_entry,True,0,,,,
1vaṭa,124-№2782,root_entry,False,1,,,,vaṭa
granthe,,continuation_or_gloss,True,0,,,,
2vaṭa,124-№2783,root_entry,True,0,,,,
vibhājane,,continuation_or_gloss,True,0,,,,
vaṭṭ,124-№2784,root_entry,False,1,,,,vaṭṭ
vaṭh,124-№2785,root_entry,False,1,,,,vaṭh
sthaulye,,continuation_or_gloss,True,0,,,,
vaṭha,124-№2786,root_entry,True,0,,,,
vaḍ,124-№2787,root_entry,True,0,,,,
vaḍḍ,124-№2788,root_entry,True,0,,,,
vaṇ,124-№2789,root_entry,False,1,,,,vaṇ
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
vaṇṭ,124-№2790,root_entry,False,3,vaṇṭ,vaṇṭ,,vaṇṭ
vaṇṭa,124-№2791,root_entry,False,1,,,,vaṇṭa
vaṇṭh,124-№2792,root_entry,False,1,,,,vaṇṭh
ekacaryāyām,,continuation_or_gloss,True,0,,,,
vaṇḍ,124-№2793,root_entry,False,1,,,,vaṇḍ
vat,124-№2794,root_entry,False,4,vat,vat,vat,vat
1vad,125-№2795,root_entry,False,4,vad,vad/vadi,1vad,vad
vyaktāyāṃ vāci,,continuation_or_gloss,False,4,,,,
2vad,125-№2796,root_entry,True,0,,,,
sandeśavacane,,continuation_or_gloss,True,0,,,,
1vadh,125-№2797,root_entry,False,4,vadh,vadh,1vadh,vadh
2vadh,125-№2798,root_entry,True,0,,,,
1van,125-№2799,root_entry,False,4,van,vani,1van,van
sambhaktau,,continuation_or_gloss,False,4,,,,
2van,125-№2800,root_entry,False,2,,,2van,2van
ca nocyate (nopalabhyate),,continuation_or_gloss,False,1,,,,
3van,125-№2801,root_entry,True,0,,,,
śabde,,continuation_or_gloss,True,0,,,,
4van,125-№2802,root_entry,True,0,,,,
vand,125-№2803,root_entry,False,4,vand,vand/vandi,vand,vand
abhivādanastutyoḥ,,continuation_or_gloss,False,4,,,,
1vap,125-№2804,root_entry,False,4,1vap,1vap,1vap,vap
2vap,125-№2805,root_entry,False,4,2vap,2vap,up,2vap
vaph,125-№2806,root_entry,True,0,,,,
vabhr,125-№2807,root_entry,False,1,,,,vabhr
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
vam,125-№2808,root_entry,False,4,vam,vami,vam,vam
vay,125-№2809,root_entry,False,2,,vay/vayi,,vay
gatau,,continuation_or_gloss,False,1,,,,
vara,125-№2810,root_entry,False,1,,,,vara
īpsāyām,,continuation_or_gloss,True,0,,,,
varc,125-№2811,root_entry,False,1,,,,varc
dīptau,,continuation_or_gloss,True,0,,,,
1varṇ,125-№2812,root_entry,True,0,,,,
2varṇ,125-№2813,root_entry,True,0,,,,
varṇa,125-№2814,root_entry,False,1,,,,varṇa
vardh,126-№2815,root_entry,False,2,,vardh,,vardh
chedanapūranayoḥ,,continuation_or_gloss,False,2,,,,
varph,126-№2816,root_entry,False,1,,,,varph
varb,126-№2817,root_entry,True,0,,,,
varṣ,126-№2818,root_entry,False,2,,varṣ,,varṣ
snehane,,continuation_or_gloss,False,2,,,,
1varh,126-№2819,root_entry,False,1,,varh,,
paribhāṣaṇahiṃsācchādaneṣu,,continuation_or_gloss,False,1,,,,
2varh,126-№2820,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3varh,126-№2821,root_entry,True,0,,,,
hiṃsāyām ityeke,,continuation_or_gloss,True,0,,,,
4varh,126-№2822,root_entry,True,0,,,,
1val,126-№2823,root_entry,False,3,val,,1val,val
2val,126-№2824,root_entry,True,0,,,,
3val,126-№2825,root_entry,True,0,,,,
valk,126-№2826,root_entry,False,1,,,,valk
paribhāṣaṇe,,continuation_or_gloss,True,0,,,,
valg,126-№2827,root_entry,False,4,valg,valg,valg,valg
gatyarthaḥ,,continuation_or_gloss,False,4,,,,
valbh,126-№2828,root_entry,False,2,,valbh,,valbh
bhojane,,continuation_or_gloss,False,2,,,,
valyula,126-№2829,root_entry,True,0,,,,
valyūla,126-№2830,root_entry,True,0,,,,
1vall,126-№2831,root_entry,False,1,,,,vall
2vall,126-№2832,root_entry,True,0,,,,
3vall,126-№2833,root_entry,True,0,,,,
4vall,126-№2834,root_entry,True,0,,,,
1valh,126-№2835,root_entry,False,4,valh,valh,valh,valh
paribhāṣaṇahiṃsācchādaneṣu,,continuation_or_gloss,False,4,,,,
2valh,126-№2836,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3valh,126-№2837,root_entry,True,0,,,,
1vaç,126-№2838,root_entry,False,4,vaç,vaç,1vaç,vaç
2vaç,126-№2839,root_entry,True,0,,,,
vaṣ,127-№2840,root_entry,False,1,,,,vaṣ
hiṃsārthaḥ,,continuation_or_gloss,True,0,,,,
vaṣk,127-№2841,root_entry,False,1,,,,vaṣk
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
vaṣka,127-№2842,root_entry,True,0,,,,
1vas,127-№2843,root_entry,False,4,1vas,1vas,1vas,vas
nivāse,,continuation_or_gloss,False,3,,,,
2vas,127-№2844,root_entry,False,4,2vas,2vas,2vas,2vas
snehacchedāpaharaṇeṣu,,continuation_or_gloss,False,4,,,,
3vas,127-№2845,root_entry,False,4,3vas,3vas,3vas,3vas
ācchādane,,continuation_or_gloss,False,4,,,,
4vas,127-№2846,root_entry,False,1,,,,4vas
stambhe,,continuation_or_gloss,True,0,,,,
5vas,127-№2847,root_entry,False,1,,,,5vas
6vas,127-№2848,root_entry,False,1,,,,6vas
vasa,127-№2849,root_entry,False,1,,,,vasa
nivāse,,continuation_or_gloss,True,0,,,,
vask,127-№2850,root_entry,False,2,,vask,,vask
gatyarthaḥ,,continuation_or_gloss,False,1,,,,
vast,127-№2851,root_entry,True,0,,,,
ardane ityeke,,continuation_or_gloss,True,0,,,,
vah,127-№2852,root_entry,False,4,vah,vah,vah,vah
prāpaṇe,,continuation_or_gloss,False,4,,,,
1vā,127-№2853,root_entry,False,3,1vā,1vā,1vā,
2vā,127-№2854,root_entry,False,3,2vā,2vā,,2vā
3vā,127-№2855,root_entry,False,4,3vā,3vā,3vā,3vā
4vā,127-№2856,root_entry,False,1,,,,4vā
vāgh,127-№2857,root_entry,True,0,,,,
vāṅkṣ,127-№2858,root_entry,True,0,,,,
kāṅkṣāyām,,continuation_or_gloss,True,0,,,,
vāñc,127-№2859,root_entry,True,0,,,,
vāñch,127-№2860,root_entry,False,2,vāñch,,,vāñch
icchāyām,,continuation_or_gloss,False,1,,,,
vāḍ,127-№2861,root_entry,True,0,,,,
āplāvye ityeke,,continuation_or_gloss,True,0,,,,
vāta,127-№2862,root_entry,False,1,,,,vāta
sukhasevanayoḥ,,continuation_or_gloss,True,0,,,,
vādh,127-№2863,root_entry,True,0,,,,
vāvṛt,128-№2864,root_entry,True,0,,,,
varaṇe (vartane) iti kecit,,continuation_or_gloss,True,0,,,,
vāç,128-№2865,root_entry,False,4,vāç,vāç,vāç,vāç
1vās,128-№2866,root_entry,False,2,,vās,,vās
2vās,128-№2867,root_entry,False,1,,,,2vās
vāsa,128-№2868,root_entry,False,1,,,,vāsa
upasevāyām,,continuation_or_gloss,False,1,,,,
vāh,128-№2869,root_entry,False,3,vāh,vāh,,vāh
prayatne,,continuation_or_gloss,False,3,,,,
vi,128-№2870,root_entry,False,1,,,,vi
viṅk,128-№2871,root_entry,True,0,,,,
1vic,128-№2872,root_entry,False,4,1vic,vic/vec,1vic,vic
2vic,128-№2873,root_entry,False,3,2vic,,2vic,2vic
1vich,128-№2874,root_entry,False,1,,,,vich
bhāṣārthaḥ,,continuation_or_gloss,False,1,,,,
2vich,128-№2875,root_entry,True,0,,,,
gatau,,continuation_or_gloss,True,0,,,,
1vij,128-№2876,root_entry,False,4,vij,vij/vej,1vij,vij
pṛthagbhāve,,continuation_or_gloss,False,4,,,,
2vij,128-№2877,root_entry,False,1,,,,2vij
bhayacalanayoḥ,,continuation_or_gloss,True,0,,,,
3vij,128-№2878,root_entry,False,1,,,,3vij
bhayacalanayoḥ,,continuation_or_gloss,True,0,,,,
1viṭ,128-№2879,root_entry,False,1,,,,viṭ
2viṭ,128-№2880,root_entry,True,0,,,,
viḍ,128-№2881,root_entry,False,1,,,,viḍ
viṇṭ,128-№2882,root_entry,False,1,,,,viṇṭ
vitta,128-№2883,root_entry,False,1,,,,vitta
vith,128-№2884,root_entry,False,2,,,*vith,vith
yācane,,continuation_or_gloss,False,1,,,,
1vid,129-№2885,root_entry,False,4,1vid,vid/ved,1vid,vid
cetanākhyānanivāseṣu,,continuation_or_gloss,False,4,,,,
2vid,129-№2886,root_entry,False,3,2vid,,2vid,2vid
jñāne,,continuation_or_gloss,False,2,,,,
3vid,129-№2887,root_entry,False,1,,,,3vid
sattāyām,,continuation_or_gloss,False,1,,,,
4vid,129-№2888,root_entry,False,1,,,,4vid
lābhe,,continuation_or_gloss,True,0,,,,
5vid,129-№2889,root_entry,False,1,,,,5vid
vicāraṇe,,continuation_or_gloss,True,0,,,,
1vidh,129-№2890,root_entry,False,4,1vidh,vidh,1vidh,vidh
2vidh,129-№2891,root_entry,False,2,2vidh,,,2vidh
3vidh,129-№2892,root_entry,False,1,,,,3vidh
4vidh,129-№2893,root_entry,False,1,,,,4vidh
vind,129-№2894,root_entry,False,2,,vind,,vind
vindh,129-№2895,root_entry,False,3,vindh,vindh,,vindh
1vip,129-№2896,root_entry,False,4,vip,vip,1vip,vip
2vip,129-№2897,root_entry,False,1,,,,2vip
1vil,129-№2898,root_entry,False,1,,,,vil
kṣepe,,continuation_or_gloss,True,0,,,,
2vil,129-№2899,root_entry,True,0,,,,
saṃvaraṇe,,continuation_or_gloss,True,0,,,,
3vil,129-№2900,root_entry,True,0,,,,
1viç,129-№2901,root_entry,False,4,viç,viç,1viç,viç
2viç,129-№2902,root_entry,False,1,,,,2viç
1viṣ,129-№2903,root_entry,False,4,viṣ,veṣ,1viṣ,viṣ
secane,,continuation_or_gloss,False,4,,,,
2viṣ,129-№2904,root_entry,False,2,,,2viṣ,2viṣ
vyāptau,,continuation_or_gloss,True,0,,,,
3viṣ,129-№2905,root_entry,False,1,,,,3viṣ
viprayoge,,continuation_or_gloss,True,0,,,,
viṣk,129-№2906,root_entry,False,2,,viṣk,,viṣk
hiṃsāyām,,continuation_or_gloss,False,1,,,,
viṣka,129-№2907,root_entry,False,1,,,,viṣka
darśane,,continuation_or_gloss,True,0,,,,
viṣṭ,129-№2908,root_entry,False,4,viṣṭ,viṣṭ,viṣṭ,viṣṭ
1vis,129-№2909,root_entry,True,0,,,,
gatau,,continuation_or_gloss,True,0,,,,
2vis,130-№2910,root_entry,True,0,,,,
preraṇe ityeke,,continuation_or_gloss,True,0,,,,
vī,130-№2911,root_entry,False,4,vī,vī,vī,vī
vīja,130-№2912,root_entry,True,0,,,,
vīḍ,130-№2913,root_entry,False,4,vīḍ,vīḍ,vīḍ,vīḍ
vīṇ,130-№2914,root_entry,True,0,,,,
vīth,130-№2915,root_entry,True,0,,,,
vībh,130-№2916,root_entry,True,0,,,,
vīra,130-№2917,root_entry,False,1,,,,vīra
vikrāntau,,continuation_or_gloss,False,1,,,,
vukk,130-№2918,root_entry,True,0,,,,
vukh,130-№2919,root_entry,True,0,,,,
vuṅg,130-№2920,root_entry,True,0,,,,
varjane ityeke,,continuation_or_gloss,True,0,,,,
vuḍ,130-№2921,root_entry,False,1,,,,vuḍ
vuṇṭ,130-№2922,root_entry,True,0,,,,
vund,130-№2923,root_entry,True,0,,,,
vundh,130-№2924,root_entry,True,0,,,,
vus,130-№2925,root_entry,True,0,,,,
vibhāge iti kecit,,continuation_or_gloss,True,0,,,,
vūs,130-№2926,root_entry,True,0,,,,
1vṛ,130-№2927,root_entry,False,2,1vṛ,,1vṛ,
āvaraṇe,,continuation_or_gloss,False,2,,,,
2vṛ,130-№2928,root_entry,False,3,2vṛ,2var,2vṛ,
sambhaktau,,continuation_or_gloss,False,3,,,,
1vṛṃh,130-№2929,root_entry,False,1,vṛṃh,,,
2vṛṃh,131-№2930,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
vṛk,131-№2931,root_entry,False,1,,,vṛk,
ādāne,,continuation_or_gloss,False,1,,,,
vṛkṣ,131-№2932,root_entry,False,1,,,,vṛkṣ
varaṇe,,continuation_or_gloss,False,1,,,,
vṛc,131-№2933,root_entry,False,1,,,vṛc,
1vṛj,131-№2934,root_entry,False,4,vṛj,varj,1vṛj,vṛj
varjane,,continuation_or_gloss,False,3,,,,
2vṛj,131-№2935,root_entry,False,1,,,2*vṛj,
varjane,,continuation_or_gloss,False,1,,,,
vṛñj,131-№2936,root_entry,True,0,,,,
varjane ityeke,,continuation_or_gloss,True,0,,,,
vṛḍh,131-№2937,root_entry,True,0,,,,
1vṛṇ,131-№2938,root_entry,False,1,,,,vṛṇ
2vṛṇ,131-№2939,root_entry,True,0,,,,
3vṛṇ,131-№2940,root_entry,True,0,,,,
4vṛṇ,131-№2941,root_entry,True,0,,,,
1vṛt,131-№2942,root_entry,False,4,vṛt,vart,1vṛt,vṛt
vartane,,continuation_or_gloss,False,3,,,,
2vṛt,131-№2943,root_entry,False,1,,,,2vṛt
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3vṛt,131-№2944,root_entry,True,0,,,,
varaṇe (vartane),,continuation_or_gloss,True,0,,,,
4vṛt,131-№2945,root_entry,True,0,,,,
1vṛdh,131-№2946,root_entry,False,4,vṛdh,vṛdh,1vṛdh,vṛdh
vṛdhau,,continuation_or_gloss,False,3,,,,
2vṛdh,131-№2947,root_entry,True,0,,,,
bhāṣārthāḥ,,continuation_or_gloss,True,0,,,,
vṛn,131-№2948,root_entry,False,1,vran,,,
vṛç,131-№2949,root_entry,False,1,,,*vriç,
1vṛṣ,131-№2950,root_entry,False,2,vṛṣ,,1vṛṣ,
secane hiṃsāsaṅkleśanayośca,,continuation_or_gloss,False,2,,,,
2vṛṣ,131-№2951,root_entry,True,0,,,,
śaktibandhane,,continuation_or_gloss,True,0,,,,
1vṛh,131-№2952,root_entry,False,3,vṛh,vṛh,1vṛh,
2vṛh,132-№2953,root_entry,True,0,,,,
udyamane,,continuation_or_gloss,True,0,,,,
3vṛh,132-№2954,root_entry,True,0,,,,
vṝ,132-№2955,root_entry,False,2,,vṝ,*vṝ,
ve,132-№2956,root_entry,False,1,,ve,,
tantusantāne,,continuation_or_gloss,False,1,,,,
vekṣa,132-№2957,root_entry,True,0,,,,
veṅk,132-№2958,root_entry,True,0,,,,
1veṇ,132-№2959,root_entry,False,1,,,,veṇ
2veṇ,132-№2960,root_entry,True,0,,,,
veth,132-№2961,root_entry,False,1,,,,veth
yācane,,continuation_or_gloss,True,0,,,,
vedh,132-№2962,root_entry,False,1,,vedh,,
1ven,132-№2963,root_entry,False,3,ven,ven,,ven
2ven,132-№2964,root_entry,True,0,,,,
vep,132-№2965,root_entry,False,3,,vep,vep,vep
kampane,,continuation_or_gloss,False,3,,,,
vel,132-№2966,root_entry,False,1,,,,vel
calane,,continuation_or_gloss,True,0,,,,
vela,132-№2967,root_entry,False,1,,,,vela
kālopadeśe,,continuation_or_gloss,True,0,,,,
vell,132-№2968,root_entry,False,3,vell,vell,,vell
calane,,continuation_or_gloss,False,3,,,,
vevī,132-№2969,root_entry,False,1,,,,vevī
vetinā tulye,,continuation_or_gloss,True,0,,,,
veç,132-№2970,root_entry,False,1,,veç,,
veṣṭ,132-№2971,root_entry,False,3,veṣṭ,veṣṭ,,veṣṭ
veṣṭane,,continuation_or_gloss,False,3,,,,
ves,132-№2972,root_entry,False,1,,,,ves
gatau,,continuation_or_gloss,True,0,,,,
veh,132-№2973,root_entry,False,1,,,,veh
prayatne,,continuation_or_gloss,True,0,,,,
vehl,132-№2974,root_entry,False,1,,,,vehl
calane,,continuation_or_gloss,True,0,,,,
vai,132-№2975,root_entry,False,3,,vai,vai,vai
śoṣaṇe,,continuation_or_gloss,False,3,,,,
voc,132-№2976,root_entry,True,0,,,,
vyac,132-№2977,root_entry,False,3,vyac,,vyac,vyac
vyājīkaraṇe,,continuation_or_gloss,False,3,,,,
1vyaj,133-№2978,root_entry,False,2,vīj,,,vyaj
2vyaj,133-№2979,root_entry,True,0,,,,
vyath,133-№2980,root_entry,False,4,vyath,vyath,vyath,vyath
bhayasañcalanayoḥ,,continuation_or_gloss,False,4,,,,
vyadh,133-№2981,root_entry,False,4,vyadh,vyadh,vyadh,vyadh
tāḍane,,continuation_or_gloss,False,4,,,,
vyap,133-№2982,root_entry,False,1,,,,vyap
kṣepe,,continuation_or_gloss,True,0,,,,
1vyay,133-№2983,root_entry,False,2,vyay,,,vyay
gatau,,continuation_or_gloss,False,2,,,,
2vyay,133-№2984,root_entry,False,1,,,,2vyay
kṣepe catyeke,,continuation_or_gloss,True,0,,,,
vyaya,133-№2985,root_entry,False,1,,,,vyaya
vittasamutsarge,,continuation_or_gloss,False,1,,,,
vyā,133-№2986,root_entry,False,4,vyā,vyā,vyā,vyā
vyund,133-№2987,root_entry,True,0,,,,
1vyuṣ,133-№2988,root_entry,False,1,,,,vyuṣ
dāhe,,continuation_or_gloss,True,0,,,,
2vyuṣ,133-№2989,root_entry,False,1,,,,2vyuṣ
vibhāge,,continuation_or_gloss,True,0,,,,
3vyuṣ,133-№2990,root_entry,True,0,,,,
vyus,133-№2991,root_entry,True,0,,,,
vye,133-№2992,root_entry,True,0,,,,
saṃvaraṇe,,continuation_or_gloss,True,0,,,,
1vraj,133-№2993,root_entry,False,4,vraj,vraj,1vraj,vraj
gatau,,continuation_or_gloss,False,4,,,,
2vraj,133-№2994,root_entry,True,0,,,,
gatau,,continuation_or_gloss,True,0,,,,
vrañj,133-№2995,root_entry,True,0,,,,
gatau,,continuation_or_gloss,True,0,,,,
vraṇ,133-№2996,root_entry,False,1,,,,vraṇ
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
vraṇa,133-№2997,root_entry,False,1,,,,vraṇa
gātravicūrṇane,,continuation_or_gloss,False,1,,,,
vrad,133-№2998,root_entry,False,3,vrad,,*vrad,vrad
vrand,133-№2999,root_entry,True,0,,,,
vraçc,133-№3000,root_entry,False,3,vraçc,vraçc,,vraçc
vrādh,133-№3001,root_entry,False,4,vrādh,vrādh,vrādh,vrādh
vrī,134-№3002,root_entry,False,2,,,*vrī,vrī
vrīḍ,134-№3003,root_entry,False,4,vrīḍ,vrīḍ,vrīḍ,vrīḍ
codane lajjāyāṃ ca,,continuation_or_gloss,False,4,,,,
vrīs,134-№3004,root_entry,True,0,,,,
vruḍ,134-№3005,root_entry,False,2,vruḍ,,,vruḍ
saṃvaraṇe,,continuation_or_gloss,False,2,,,,
vrūṣ,134-№3006,root_entry,False,1,,,,vrūṣ
hiṃsāyām ityanye,,continuation_or_gloss,True,0,,,,
vrūs,134-№3007,root_entry,True,0,,,,
hiṃsāyām ityeke,,continuation_or_gloss,True,0,,,,
vlag,134-№3008,root_entry,False,2,vlag,,,vlag
vlaṅg,134-№3009,root_entry,False,2,,vlaṅg,vlaṅg,
vlī,134-№3010,root_entry,False,3,vlī,vlayi,,vlī
varaṇe,,continuation_or_gloss,False,3,,,,
vlekṣa,134-№3011,root_entry,True,0,,,,
vleṣka,134-№3012,root_entry,True,0,,,,
1çaṃs,134-№3013,root_entry,False,4,çaṃs,çaṃs,1çaṃs,çaṃs
2çaṃs,134-№3014,root_entry,True,0,,,,
çaṃst,134-№3015,root_entry,True,0,,,,
1çak,134-№3016,root_entry,False,4,çak,çak,1çak,çak
2çak,134-№3017,root_entry,False,1,,,,2çak
çakvṛ,134-№3018,root_entry,True,0,,,,
çaṅk,134-№3019,root_entry,False,4,çaṅk,çaṅk,çaṅk,çaṅk
çac,134-№3020,root_entry,False,2,,,çac,çac
çañc,134-№3021,root_entry,False,1,,,,çañc
1çaṭ,134-№3022,root_entry,False,2,,çaṭ,,çaṭ
2çaṭ,134-№3023,root_entry,True,0,,,,
3çaṭ,134-№3024,root_entry,True,0,,,,
1çaṭh,134-№3025,root_entry,False,1,,,,çaṭh
2çaṭh,134-№3026,root_entry,True,0,,,,
3çaṭh,135-№3027,root_entry,True,0,,,,
4çaṭh,135-№3028,root_entry,True,0,,,,
çaṭha,135-№3029,root_entry,False,1,,,,çaṭha
1çaṇ,135-№3030,root_entry,False,1,,,,çaṇ
2çaṇ,135-№3031,root_entry,True,0,,,,
1çaṇḍ,135-№3032,root_entry,False,1,,,,çaṇḍ
2çaṇḍ,135-№3033,root_entry,True,0,,,,
çat,135-№3034,root_entry,False,4,çat,çat,çat,çat
1çad,135-№3035,root_entry,False,4,1çad,1çad,1çad,çad
2çad,135-№3036,root_entry,False,4,2çad,2çad,2*çad,2çad
çap,135-№3037,root_entry,False,4,çap,çap,çap,çap
çab,135-№3038,root_entry,True,0,,,,
çabd,135-№3039,root_entry,True,0,,,,
1çam,135-№3040,root_entry,False,4,1çam,çam/çami,1çam,çam
2çam,135-№3041,root_entry,False,3,2çam,,2çam,2çam
3çam,135-№3042,root_entry,False,2,3çam,,,3çam
4çam,135-№3043,root_entry,False,1,,,,4çam
1çamb,135-№3044,root_entry,False,1,,,,çamb
2çamb,135-№3045,root_entry,True,0,,,,
3çamb,135-№3046,root_entry,True,0,,,,
çara,135-№3047,root_entry,False,1,,,,çara
çard,135-№3048,root_entry,True,0,,,,
çarb,135-№3049,root_entry,False,1,,,,çarb
çarv,135-№3050,root_entry,False,1,,,,çarv
1çal,136-№3051,root_entry,False,3,çal,çal/ucchal,,çal
2çal,136-№3052,root_entry,False,1,,,,2çal
3çal,136-№3053,root_entry,True,0,,,,
4çal,136-№3054,root_entry,True,0,,,,
çalaṅk,136-№3055,root_entry,True,0,,,,
çalbh,136-№3056,root_entry,False,1,,,,çalbh
1çall,136-№3057,root_entry,True,0,,,,
2çall,136-№3058,root_entry,True,0,,,,
3çall,136-№3059,root_entry,True,0,,,,
çav,136-№3060,root_entry,False,2,,çav/çavi,,çav
çaç,136-№3061,root_entry,False,2,çaç,,,çaç
çaṣ,136-№3062,root_entry,False,1,,,,çaṣ
1ças,136-№3063,root_entry,False,4,ças,1ças,1ças,ças
2ças,136-№3064,root_entry,False,2,,2ças,,2ças
çā,136-№3065,root_entry,False,4,çā,çā,çā,çā
çākh,136-№3066,root_entry,False,1,,,,çākh
çāṭ,136-№3067,root_entry,True,0,,,,
çāḍ,136-№3068,root_entry,False,1,,,,çāḍ
çān,136-№3069,root_entry,False,1,,,,çān
çāra,136-№3070,root_entry,False,1,,,,çāra
çāl,136-№3071,root_entry,False,1,,,,çāl
1çās,136-№3072,root_entry,False,4,1çās,çās,1çās,çās
2çās,136-№3073,root_entry,False,2,2çās,,,2çās
3çās,137-№3074,root_entry,False,1,,,,3çās
çi,137-№3075,root_entry,False,2,,,çi,çi
çiṃh,137-№3076,root_entry,False,1,,,,çiṃh
çikṣ,137-№3077,root_entry,False,3,çikṣ,çikṣ,,çikṣ
çikhaṇḍ,137-№3078,root_entry,True,0,,,,
çiṅkh,137-№3079,root_entry,False,1,,,,çiṅkh
çiṅgh,137-№3080,root_entry,False,2,çiṅgh,,,çiṅgh
çiñj,137-№3081,root_entry,False,4,çiñj,çiñj,çiñj,çiñj
çiṭ,137-№3082,root_entry,False,1,,,,çiṭ
çiṇḍ,137-№3083,root_entry,True,0,,,,
1çip,137-№3084,root_entry,False,1,çip,,,
2çip,137-№3085,root_entry,True,0,,,,
çim,137-№3086,root_entry,False,3,çim,,çaim,çim
çimb,137-№3087,root_entry,True,0,,,,
çil,137-№3088,root_entry,False,1,,,,çil
çill,137-№3089,root_entry,True,0,,,,
1çiṣ,137-№3090,root_entry,False,4,çiṣ,çiṣ/çeṣ,1çiṣ,çiṣ
2çiṣ,137-№3091,root_entry,False,2,,,2çiṣ,2çiṣ
3çiṣ,137-№3092,root_entry,False,1,,,,3çiṣ
çist,137-№3093,root_entry,True,0,,,,
1çī,137-№3094,root_entry,False,4,1çī,çī/çayi,1çī,çī
2çī,137-№3095,root_entry,False,3,2çī,,2çī,2çī
3çī,137-№3096,root_entry,False,2,,,3çī,3çī
1çīk,138-№3097,root_entry,False,3,,çīk,1çīk,çīk
2çīk,138-№3098,root_entry,True,0,,,,
3çīk,138-№3099,root_entry,True,0,,,,
4çīk,138-№3100,root_entry,True,0,,,,
çībh,138-№3101,root_entry,False,1,,,,çībh
çīl,138-№3102,root_entry,False,1,,,,çīl
çīla,138-№3103,root_entry,False,1,,,,çīla
çu,138-№3104,root_entry,False,1,,,,çu
çuk,138-№3105,root_entry,False,1,,,,çuk
çukl,138-№3106,root_entry,True,0,,,,
1çuc,138-№3107,root_entry,False,4,çuc,çuc,1çuc,çuc
2çuc,138-№3108,root_entry,False,1,,,,2çuc
3çuc,138-№3109,root_entry,True,0,,,,
