palsule_root,palsule_ref,row_kind,palsule_only,n_other_sources,whitney_root,mayrhofer_ewa_root,werba_via1_root,boehtlingk_pwg_root
guñj,34-№752,root_entry,False,3,guñj,guñj,,guñj
avyakte śabde,,continuation_or_gloss,False,3,,,,
guṭ,34-№753,root_entry,True,0,,,,
1guḍ,34-№754,root_entry,False,1,,,,guḍ
2guḍ,35-№755,root_entry,True,0,,,,
3guḍ,35-№756,root_entry,True,0,,,,
guṇ,35-№757,root_entry,True,0,,,,
guṇa,35-№758,root_entry,False,1,,,,guṇa
cāmantraṇe,,continuation_or_gloss,False,1,,,,
1guṇṭh,35-№759,root_entry,False,3,guṇṭh,guṇṭh,,guṇṭh
2guṇṭh,35-№760,root_entry,True,0,,,,
3guṇṭh,35-№761,root_entry,True,0,,,,
1guṇḍ,35-№762,root_entry,False,2,,guṇḍ,,guṇḍ
2guṇḍ,35-№763,root_entry,True,0,,,,
3guṇḍ,35-№764,root_entry,True,0,,,,
gud,35-№765,root_entry,False,1,,,,gud
krīḍāyāmeva,,continuation_or_gloss,False,1,,,,
1gudh,35-№766,root_entry,False,2,,godh,,gudh
pariveṣṭane,,continuation_or_gloss,False,2,,,,
2gudh,35-№767,root_entry,True,0,,,,
roṣe,,continuation_or_gloss,True,0,,,,
3gudh,35-№768,root_entry,True,0,,,,
4gudh,35-№769,root_entry,True,0,,,,
gundr,35-№770,root_entry,False,1,,,,gundr
1gup,35-№771,root_entry,False,3,gup,gup/gop,,gup
gopane,,continuation_or_gloss,False,3,,,,
2gup,35-№772,root_entry,False,1,,,,2gup
rakṣaṇe,,continuation_or_gloss,True,0,,,,
3gup,35-№773,root_entry,False,1,,,,3gup
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
4gup,35-№774,root_entry,False,1,,,,4gup
vyākulatve,,continuation_or_gloss,True,0,,,,
guph,35-№775,root_entry,False,3,guph,guph,,guph
granthe,,continuation_or_gloss,False,3,,,,
gumph,35-№776,root_entry,True,0,,,,
granthe,,continuation_or_gloss,True,0,,,,
gur,35-№777,root_entry,False,3,gur,gur,,gur
udyamane,,continuation_or_gloss,False,3,,,,
1gurd,35-№778,root_entry,False,2,,gurd,,gurd
2gurd,35-№779,root_entry,True,0,,,,
gurv,35-№780,root_entry,False,1,,,,gurv
udyamane,,continuation_or_gloss,True,0,,,,
gul,36-№781,root_entry,True,0,,,,
1gulph,36-№782,root_entry,False,2,gulph,,,gulph
2gulph,36-№783,root_entry,True,0,,,,
gull,36-№784,root_entry,True,0,,,,
1guh,36-№785,root_entry,False,3,guh,guh,,guh
2guh,36-№786,root_entry,False,1,,,,2guh
gū,36-№787,root_entry,False,3,,gū,gū,gū
gūḍ,36-№788,root_entry,True,0,,,,
1gūr,36-№789,root_entry,False,1,,,,gūr
udyamane,,continuation_or_gloss,False,1,,,,
2gūr,36-№790,root_entry,True,0,,,,
hiṃsāgatyoḥ,,continuation_or_gloss,True,0,,,,
1gūrd,36-№791,root_entry,False,3,gūrd,gūrd,,gūrd
2gūrd,36-№792,root_entry,True,0,,,,
gūrdh,36-№793,root_entry,False,3,gūrdh,gūrdh,*īrdh,
gūl,36-№794,root_entry,True,0,,,,
gūh,36-№795,root_entry,False,3,,goh,gūh,gūh
grahaṇe,,continuation_or_gloss,False,3,,,,
1gṛ,36-№796,root_entry,False,3,1gṛ,gṛ/1gari,gṛ,
2gṛ,36-№797,root_entry,False,3,2gṛ,2gari,2gṛ,
3gṛ,36-№798,root_entry,False,2,3gṛ,3gari,,
4gṛ,36-№799,root_entry,True,0,,,,
5gṛ,36-№800,root_entry,True,0,,,,
gṛj,36-№801,root_entry,True,0,,,,
śabdārthaḥ; gajaṁ madane ca,,continuation_or_gloss,True,0,,,,
gṛñj,36-№802,root_entry,True,0,,,,
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
gṛdh,36-№803,root_entry,False,3,gṛdh,gṛdh,gṛdh,
abhikāṅkṣāyām,,continuation_or_gloss,False,3,,,,
gṛh,37-№804,root_entry,False,3,,gṛh/gṛhi,gṛh,gṛh
gṛha,37-№805,root_entry,False,1,,,,gṛha
grahaṇe,,continuation_or_gloss,True,0,,,,
1gṝ,37-№806,root_entry,False,2,,gṝ,1gṝ,
vijñāne,,continuation_or_gloss,False,2,,,,
2gṝ,37-№807,root_entry,False,1,,,2gṝ,
nigaraṇe,,continuation_or_gloss,False,1,,,,
3gṝ,37-№808,root_entry,False,1,,,3gṝ,
śabde,,continuation_or_gloss,True,0,,,,
geṇ,37-№809,root_entry,True,0,,,,
1gep,37-№810,root_entry,False,1,,,,gep
2gep,37-№811,root_entry,True,0,,,,
gev,37-№812,root_entry,False,1,,,,gev
sevane,,continuation_or_gloss,False,1,,,,
geṣ,37-№813,root_entry,False,1,,,,geṣ
anvicchāyām,,continuation_or_gloss,False,1,,,,
gai,37-№814,root_entry,False,2,gai,,gai,
śabde,,continuation_or_gloss,False,2,,,,
goḍ,37-№815,root_entry,True,0,,,,
goṇ,37-№816,root_entry,True,0,,,,
goma,37-№817,root_entry,True,0,,,,
upalepane,,continuation_or_gloss,True,0,,,,
goṣṭ,37-№818,root_entry,False,1,,,,goṣṭ
saṅghāte,,continuation_or_gloss,False,1,,,,
1grath,37-№819,root_entry,False,3,grath,grath,,grath
2grath,37-№820,root_entry,False,1,,,,2grath
1granth,37-№821,root_entry,False,2,,granthi,1granth,
kauṭilye,,continuation_or_gloss,False,2,,,,
2granth,37-№822,root_entry,True,0,,,,
bandhane,,continuation_or_gloss,True,0,,,,
3granth,37-№823,root_entry,True,0,,,,
sandarbhe,,continuation_or_gloss,True,0,,,,
grabh,37-№824,root_entry,False,4,grabh,grabhi,grabh,grabh
1gras,37-№825,root_entry,False,4,gras,gras,1gras,gras
adane,,continuation_or_gloss,False,4,,,,
2gras,37-№826,root_entry,False,1,,,,2gras
grahaṇe,,continuation_or_gloss,True,0,,,,
grah,38-№827,root_entry,False,3,,grahi,grah,grah
upādāne,,continuation_or_gloss,False,3,,,,
grāma,38-№828,root_entry,False,1,,,,grāma
āmantraṇe,,continuation_or_gloss,False,1,,,,
grih,38-№829,root_entry,True,0,,,,
gruc,38-№830,root_entry,False,2,,groc,,gruc
steyakaraṇe,,continuation_or_gloss,False,2,,,,
gruñc,38-№831,root_entry,True,0,,,,
grev,38-№832,root_entry,True,0,,,,
glap,38-№833,root_entry,False,2,glap,,,glap
glas,38-№834,root_entry,False,1,,,,glas
adane,,continuation_or_gloss,False,1,,,,
glah,38-№835,root_entry,False,2,glah,,,glah
grahaṇe ca (apādāne),,continuation_or_gloss,False,2,,,,
1glā,38-№836,root_entry,False,3,glā,glā,,glā
2glā,38-№837,root_entry,True,0,,,,
gluc,38-№838,root_entry,False,1,,,,gluc
steyakaraṇe,,continuation_or_gloss,False,1,,,,
gluñc,38-№839,root_entry,False,1,,,,gluñc
gatau,,continuation_or_gloss,False,1,,,,
1glep,38-№840,root_entry,False,1,,,,glep
ca kampane,,continuation_or_gloss,False,1,,,,
2glep,38-№841,root_entry,True,0,,,,
dainye,,continuation_or_gloss,True,0,,,,
glev,38-№842,root_entry,False,1,,,,glev
sevane,,continuation_or_gloss,False,1,,,,
gleṣ,38-№843,root_entry,False,1,,,,gleṣ
anvicchāyām ityeke,,continuation_or_gloss,False,1,,,,
glai,38-№844,root_entry,True,0,,,,
glaip,38-№845,root_entry,True,0,,,,
glau,39-№846,root_entry,False,1,,,,glau
ghaṃṣ,39-№847,root_entry,False,1,,,,ghaṃṣ
ghaṃs,39-№848,root_entry,True,0,,,,
ghaggh,39-№849,root_entry,False,1,,,,ghaggh
hasane ityeke,,continuation_or_gloss,True,0,,,,
ghagh,39-№850,root_entry,True,0,,,,
hasane,,continuation_or_gloss,True,0,,,,
1ghaṭ,39-№851,root_entry,False,3,ghaṭ,ghaṭ,,ghaṭ
ceṣṭāyām,,continuation_or_gloss,False,2,,,,
2ghaṭ,39-№852,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3ghaṭ,39-№853,root_entry,True,0,,,,
saṅghāte; hantyarthāśca,,continuation_or_gloss,True,0,,,,
1ghaṭṭ,39-№854,root_entry,False,3,ghaṭṭ,ghaṭṭ,,ghaṭṭ
calane,,continuation_or_gloss,False,3,,,,
2ghaṭṭ,39-№855,root_entry,True,0,,,,
calane,,continuation_or_gloss,True,0,,,,
1ghaṇ,39-№856,root_entry,False,1,,,,ghaṇ
2ghaṇ,39-№857,root_entry,True,0,,,,
3ghaṇ,39-№858,root_entry,True,0,,,,
1ghaṇṭ,39-№859,root_entry,False,1,,,,ghaṇṭ
2ghaṇṭ,39-№860,root_entry,True,0,,,,
ghamb,39-№861,root_entry,False,1,,,,ghamb
1ghar,39-№862,root_entry,False,3,ghar,ghar,,ghar
2ghar,39-№863,root_entry,False,1,,,,2ghar
gharaṭṭ,39-№864,root_entry,True,0,,,,
1gharb,39-№865,root_entry,False,1,,,,gharb
2gharb,39-№866,root_entry,True,0,,,,
ghaṣ,39-№867,root_entry,True,0,,,,
kāntikaraṇe iti kecit,,continuation_or_gloss,True,0,,,,
1ghas,39-№868,root_entry,False,4,ghas,ghas,ghas,ghas
2ghas,39-№869,root_entry,True,0,,,,
ghiṃṣ,39-№870,root_entry,True,0,,,,
ghiṇ,40-№871,root_entry,True,0,,,,
ghiṇṇ,40-№872,root_entry,False,2,,ghiṇṇ,,ghiṇṇ
grahaṇe,,continuation_or_gloss,False,2,,,,
ghu,40-№873,root_entry,False,1,,,,ghu
śabde,,continuation_or_gloss,True,0,,,,
ghuṃṣ,40-№874,root_entry,False,1,,,,ghuṃṣ
kāntikaraṇe,,continuation_or_gloss,True,0,,,,
ghuj,40-№875,root_entry,True,0,,,,
1ghuṭ,40-№876,root_entry,False,3,ghuṭ,ghoṭ,,ghuṭ
parivartane,,continuation_or_gloss,False,3,,,,
2ghuṭ,40-№877,root_entry,True,0,,,,
pratighāte,,continuation_or_gloss,True,0,,,,
ghuṭṭ,40-№878,root_entry,True,0,,,,
ghuḍ,40-№879,root_entry,False,1,,,,ghuḍ
ghuṇ,40-№880,root_entry,False,1,,,,ghuṇ
ghuṇṇ,40-№881,root_entry,False,2,,ghuṇṇ,,ghuṇṇ
grahaṇe,,continuation_or_gloss,False,2,,,,
ghur,40-№882,root_entry,False,1,,,,ghur
bhīmārthaśabdayoḥ,,continuation_or_gloss,False,1,,,,
ghurd,40-№883,root_entry,True,0,,,,
1ghuṣ,40-№884,root_entry,False,4,ghuṣ,ghuṣ/ghoṣ,ghuṣ,ghuṣ
2ghuṣ,40-№885,root_entry,False,1,,,,2ghuṣ
viśabdane,,continuation_or_gloss,False,1,,,,
3ghuṣ,40-№886,root_entry,True,0,,,,
ghūr,40-№887,root_entry,False,2,,ghor,,ghūr
hiṃsāvayohanyoḥ,,continuation_or_gloss,False,2,,,,
ghūrṇ,40-№888,root_entry,False,3,ghūrṇ,ghūrṇ,,ghūrṇ
1ghṛ,40-№889,root_entry,False,3,1ghṛ,ghṛ,*ghṛ,
secane,,continuation_or_gloss,False,3,,,,
2ghṛ,40-№890,root_entry,False,1,,,2ghṛ,
prasravaṇe; srāvaṇa ityeke,,continuation_or_gloss,False,1,,,,
3ghṛ,40-№891,root_entry,True,0,,,,
kṣaraṇadīptyoḥ,,continuation_or_gloss,True,0,,,,
1ghṛṇ,40-№892,root_entry,True,0,,,,
2ghṛṇ,40-№893,root_entry,True,0,,,,
ghṛṇṇ,40-№894,root_entry,True,0,,,,
1ghṛn,40-№895,root_entry,True,0,,,,
2ghṛṣ,41-№896,root_entry,False,1,2ghṛṣ,,,
1ghṛṣ,41-№897,root_entry,False,2,,gharṣ,ghṛṣ,
ghen,41-№898,root_entry,True,0,,,,
ghev,41-№899,root_entry,True,0,,,,
ghoṇ,41-№900,root_entry,True,0,,,,
ghol,41-№901,root_entry,False,1,,ghol,,
ghrā,41-№902,root_entry,False,4,ghrā,ghrā,ghrā,ghrā
gandhopādāne (ghrāṇe),,continuation_or_gloss,False,4,,,,
ṅu,8-№903,root_entry,False,2,,ṅav,,ṅu
śabde,,continuation_or_gloss,False,2,,,,
cak,41-№904,root_entry,False,2,cak,,,cak
cakās,41-№905,root_entry,False,2,cakās,,,cakās
dīptau,,continuation_or_gloss,False,2,,,,
1cakk,41-№906,root_entry,False,1,,,,cakk
2cakk,41-№907,root_entry,True,0,,,,
cakṣ,41-№908,root_entry,False,4,cakṣ,cakṣ,cakṣ,cakṣ
cagh,41-№909,root_entry,False,1,,,,cagh
caṅk,41-№910,root_entry,True,0,,,,
cañc,41-№911,root_entry,False,2,cañc,,,cañc
gatyarthaḥ,,continuation_or_gloss,False,2,,,,
1caṭ,41-№912,root_entry,False,3,caṭ,caṭ,,caṭ
varṣāvaraṇayoḥ ityeke,,continuation_or_gloss,False,3,,,,
2caṭ,41-№913,root_entry,True,0,,,,
bhedane,,continuation_or_gloss,True,0,,,,
3caṭ,41-№914,root_entry,True,0,,,,
4caṭ,41-№915,root_entry,True,0,,,,
5caṭ,41-№916,root_entry,True,0,,,,
1caṇ,41-№917,root_entry,False,1,,,,caṇ
2caṇ,41-№918,root_entry,True,0,,,,
1caṇḍ,42-№919,root_entry,False,1,,,,caṇḍ
kope,,continuation_or_gloss,False,1,,,,
2caṇḍ,42-№920,root_entry,True,0,,,,
kope; caṇḍa ityanye,,continuation_or_gloss,True,0,,,,
cat,42-№921,root_entry,False,4,cat,cat,cat,cat
paribhāṣaṇe yācane (ca),,continuation_or_gloss,False,4,,,,
cad,42-№922,root_entry,False,1,,,,cad
paribhāṣaṇe yācane (ca),,continuation_or_gloss,False,1,,,,
1can,42-№923,root_entry,False,3,can,can/cani,,can
ca hiṃsārthaḥ,,continuation_or_gloss,False,3,,,,
2can,42-№924,root_entry,True,0,,,,
śraddhopahananayorityeke,,continuation_or_gloss,True,0,,,,
cand,42-№925,root_entry,False,4,cand,cand,*cand,cand
āhlāde dīptau ca,,continuation_or_gloss,False,3,,,,
cann,42-№926,root_entry,True,0,,,,
1cap,42-№927,root_entry,False,2,,cap,,cap
sāntvane,,continuation_or_gloss,False,2,,,,
2cap,42-№928,root_entry,True,0,,,,
parikalpane ityeke,,continuation_or_gloss,True,0,,,,
cab,42-№929,root_entry,True,0,,,,
cam,42-№930,root_entry,False,4,cam,cam/cami,cam,cam
1camp,42-№931,root_entry,False,1,,,,camp
2camp,42-№932,root_entry,True,0,,,,
1camb,42-№933,root_entry,False,1,,,,camb
2camb,42-№934,root_entry,True,0,,,,
cay,42-№935,root_entry,False,1,,,,cay
gatau,,continuation_or_gloss,False,1,,,,
1car,42-№936,root_entry,False,4,car,car/cari,1car,car
2car,42-№937,root_entry,True,0,,,,
saṃśaye,,continuation_or_gloss,True,0,,,,
cark,42-№938,root_entry,True,0,,,,
cargh,42-№939,root_entry,True,0,,,,
1carc,42-№940,root_entry,False,3,carc,carc,,carc
paribhāṣaṇahiṃsātarjaneṣu,,continuation_or_gloss,False,3,,,,
2carc,43-№941,root_entry,True,0,,,,
adhyayane,,continuation_or_gloss,True,0,,,,
3carc,43-№942,root_entry,True,0,,,,
paribhāṣaṇabhartsanayoḥ,,continuation_or_gloss,True,0,,,,
carb,43-№943,root_entry,False,2,,carb,,carb
gatau; carbaṁ adane ca,,continuation_or_gloss,False,2,,,,
carv,43-№944,root_entry,False,3,carv,carv,,carv
adane,,continuation_or_gloss,False,3,,,,
carh,43-№945,root_entry,True,0,,,,
1cal,43-№946,root_entry,False,3,cal,cali,,cal
2cal,43-№947,root_entry,False,1,,,,2cal
bhṛtau,,continuation_or_gloss,False,1,,,,
3cal,43-№948,root_entry,False,1,,,,3cal
vilasane,,continuation_or_gloss,False,1,,,,
cav,43-№949,root_entry,True,0,,,,
1caṣ,43-№950,root_entry,False,2,,caṣ,,caṣ
2caṣ,43-№951,root_entry,True,0,,,,
caṣagh,43-№952,root_entry,True,0,,,,
caṣk,43-№953,root_entry,True,0,,,,
cah,43-№954,root_entry,False,1,,,,cah
caha,43-№955,root_entry,True,0,,,,
parikalkane,,continuation_or_gloss,True,0,,,,
cākaç,43-№956,root_entry,True,0,,,,
cāy,43-№957,root_entry,False,3,cāy,cāy,,cāy
pūjāniśāmanayoḥ,,continuation_or_gloss,False,3,,,,
1ci,43-№958,root_entry,False,4,1ci,ci,ci,ci
cayane,,continuation_or_gloss,False,4,,,,
2ci,43-№959,root_entry,False,3,2ci,,2ci,2ci
bhāṣārthaḥ ca,,continuation_or_gloss,False,3,,,,
3ci,43-№960,root_entry,False,2,,,3ci,3ci
cayane,,continuation_or_gloss,False,2,,,,
4ci,43-№961,root_entry,False,1,,,,4ci
cikṛ,44-№962,root_entry,True,0,,,,
cikk,44-№963,root_entry,False,1,,,,cikk
ciṭ,44-№964,root_entry,False,1,,,,ciṭ
parapraiṣye (parapreṣye),,continuation_or_gloss,True,0,,,,
ciṇ,44-№965,root_entry,True,0,,,,
cit,44-№966,root_entry,False,4,cit,cit,cit,cit
citr,44-№967,root_entry,False,1,,,citr,
citra,44-№968,root_entry,False,1,,,,citra
citrīkaraṇe; kadāciddarśane,,continuation_or_gloss,False,1,,,,
cint,44-№969,root_entry,False,2,cint,,,cint
smṛtyām,,continuation_or_gloss,False,2,,,,
cir,44-№970,root_entry,True,0,,,,
ciri,44-№971,root_entry,False,1,,,,ciri
hiṃsāyām,,continuation_or_gloss,False,1,,,,
cirb,44-№972,root_entry,True,0,,,,
1cil,44-№973,root_entry,False,1,,,,cil
2cil,44-№974,root_entry,True,0,,,,
3cil,44-№975,root_entry,True,0,,,,
1cill,44-№976,root_entry,False,1,,,,cill
2cill,44-№977,root_entry,True,0,,,,
cīk,44-№978,root_entry,False,1,,,,cīk
āmarṣaṇe ca,,continuation_or_gloss,True,0,,,,
cīp,44-№979,root_entry,True,0,,,,
cīb,44-№980,root_entry,True,0,,,,
cībh,44-№981,root_entry,False,1,,,,cībh
ca katthane,,continuation_or_gloss,True,0,,,,
cīy,44-№982,root_entry,False,1,,,,cīy
cīl,44-№983,root_entry,True,0,,,,
1cīv,44-№984,root_entry,False,1,,,,cīv
ādānasaṃvaraṇayoḥ,,continuation_or_gloss,False,1,,,,
2cīv,44-№985,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
cu,45-№986,root_entry,True,0,,,,
cukk,45-№987,root_entry,False,2,,cukk,,cukk
vyathane,,continuation_or_gloss,False,1,,,,
cuc,45-№988,root_entry,True,0,,,,
cucy,45-№989,root_entry,False,1,,,,cucy
abhiṣave ityeke,,continuation_or_gloss,True,0,,,,
1cuṭ,45-№990,root_entry,False,2,,cuṭ/coṭ,,cuṭ
chedane,,continuation_or_gloss,False,1,,,,
2cuṭ,45-№991,root_entry,True,0,,,,
chedane,,continuation_or_gloss,True,0,,,,
3cuṭ,45-№992,root_entry,True,0,,,,
cuṭṭ,45-№993,root_entry,False,1,,,,cuṭṭ
alpībhāve,,continuation_or_gloss,True,0,,,,
cuḍ,45-№994,root_entry,False,1,,,,cuḍ
saṃvaraṇe,,continuation_or_gloss,False,1,,,,
cuḍḍ,45-№995,root_entry,False,1,,,,cuḍḍ
bhāvakaraṇe,,continuation_or_gloss,False,1,,,,
cuṇ,45-№996,root_entry,False,1,,,,cuṇ
1cuṇṭ,45-№997,root_entry,False,2,,cuṇṭ,,cuṇṭ
2cuṇṭ,45-№998,root_entry,True,0,,,,
cuṇṭh,45-№999,root_entry,False,1,,,,cuṇṭh
1cuṇḍ,45-№1000,root_entry,False,2,,cuṇḍ,,cuṇḍ
2cuṇḍ,45-№1001,root_entry,True,0,,,,
3cuṇḍ,45-№1002,root_entry,True,0,,,,
cut,45-№1003,root_entry,False,1,,,,cut
cud,46-№1004,root_entry,False,4,cud,cud/cod,cud,cud
sañcodane,,continuation_or_gloss,False,4,,,,
cund,46-№1005,root_entry,False,1,,,,cund
1cup,46-№1006,root_entry,False,3,cup,cup/cop,,cup
2cup,46-№1007,root_entry,False,1,,,,2cup
cub,46-№1008,root_entry,True,0,,,,
1cumb,46-№1009,root_entry,False,4,cumb,cumb,cumb,cumb
vaktrasaṃyoge,,continuation_or_gloss,False,4,,,,
2cumb,46-№1010,root_entry,False,1,,,,2cumb
hiṃsāyām,,continuation_or_gloss,False,1,,,,
3cumb,46-№1011,root_entry,True,0,,,,
cumbh,46-№1012,root_entry,True,0,,,,
cur,46-№1013,root_entry,False,3,cur,cur,,cur
steye,,continuation_or_gloss,False,3,,,,
1cul,46-№1014,root_entry,False,2,,col,,cul
2cul,46-№1015,root_entry,True,0,,,,
culump,46-№1016,root_entry,False,2,culump,,,culump
cull,46-№1017,root_entry,False,1,,,,cull
bhāvakaraṇe,,continuation_or_gloss,False,1,,,,
cuṣk,46-№1018,root_entry,True,0,,,,
cuh,46-№1019,root_entry,True,0,,,,
cūc,46-№1020,root_entry,True,0,,,,
cūṇ,46-№1021,root_entry,False,2,,cūḍ,,cūṇ
cūr,46-№1022,root_entry,False,1,,,,cūr
dāhe,,continuation_or_gloss,False,1,,,,
1cūrṇ,46-№1023,root_entry,True,0,,,,
preraṇe,,continuation_or_gloss,True,0,,,,
2cūrṇ,46-№1024,root_entry,True,0,,,,
saṅkocane,,continuation_or_gloss,True,0,,,,
cūṣ,46-№1025,root_entry,False,3,cūṣ,cūṣ,,cūṣ
pāne,,continuation_or_gloss,False,2,,,,
cṛṇ,46-№1026,root_entry,True,0,,,,
1cṛt,47-№1027,root_entry,False,3,cṛt,cṛt/cart,cṛt,
2cṛt,47-№1028,root_entry,True,0,,,,
cṛp,47-№1029,root_entry,True,0,,,,
sandīpane (ityeke),,continuation_or_gloss,True,0,,,,
cṝ,47-№1030,root_entry,False,1,,,cṝ,
cet,47-№1031,root_entry,False,1,,,,cet
ced,47-№1032,root_entry,False,1,,,,ced
cel,47-№1033,root_entry,False,1,,,,cel
calane,,continuation_or_gloss,True,0,,,,
cell,47-№1034,root_entry,False,1,,,,cell
ceṣṭ,47-№1035,root_entry,False,4,ceṣṭ,ceṣṭ,ceṣṭ,ceṣṭ
ceṣṭāyām,,continuation_or_gloss,False,4,,,,
cyav,47-№1036,root_entry,False,1,,cyav,,
1cyu,47-№1037,root_entry,False,4,cyu,cyu,cyu,cyu
2cyu,47-№1038,root_entry,False,1,,,,2cyu
cyut,47-№1039,root_entry,False,3,cyut,cyot,,cyut
āsecane,,continuation_or_gloss,False,2,,,,
cyus,47-№1040,root_entry,False,1,,,,cyus
cvan,47-№1041,root_entry,True,0,,,,
1chad,47-№1042,root_entry,False,4,chad,chad,chad,chad
2chad,47-№1043,root_entry,False,1,,,,2chad
3chad,47-№1044,root_entry,False,1,,,,3chad
chada,47-№1045,root_entry,False,1,,,,chada
apavāraṇe,,continuation_or_gloss,True,0,,,,
1chand,47-№1046,root_entry,False,4,chand,chand,chand,chand
2chand,47-№1047,root_entry,True,0,,,,
3chand,47-№1048,root_entry,True,0,,,,
chann,47-№1049,root_entry,True,0,,,,
cham,47-№1050,root_entry,False,1,,,,cham
adane,,continuation_or_gloss,False,1,,,,
champ,48-№1051,root_entry,False,1,,,,champ
chamb,48-№1052,root_entry,True,0,,,,
charch,48-№1053,root_entry,True,0,,,,
chard,48-№1054,root_entry,False,2,,chard,,chard
vamane,,continuation_or_gloss,False,2,,,,
chal,48-№1055,root_entry,False,1,,chal,,
chaṣ,48-№1056,root_entry,False,2,,chaṣ,,chaṣ
hiṃsāyām,,continuation_or_gloss,False,2,,,,
chā,48-№1057,root_entry,False,4,chā,chā,chā,chā
chiṇ,48-№1058,root_entry,True,0,,,,
chid,48-№1059,root_entry,False,4,chid,chid/ched,chid,chid
dvaidhīkaraṇe,,continuation_or_gloss,False,4,,,,
chidr,48-№1060,root_entry,True,0,,,,
chidra,48-№1061,root_entry,False,1,,,,chidra
chil,48-№1062,root_entry,True,0,,,,
chill,48-№1063,root_entry,True,0,,,,
chīl,48-№1064,root_entry,True,0,,,,
chu,48-№1065,root_entry,True,0,,,,
chuṭ,48-№1066,root_entry,False,3,chuṭ,chuṭ/choṭ,,chuṭ
chedane,,continuation_or_gloss,False,2,,,,
chuṭṭ,48-№1067,root_entry,True,0,,,,
chuḍ,48-№1068,root_entry,False,1,,,,chuḍ
saṃvaraṇe ityeke,,continuation_or_gloss,False,1,,,,
chup,48-№1069,root_entry,False,2,,chup/chop,,chup
sparśe,,continuation_or_gloss,False,2,,,,
chur,48-№1070,root_entry,False,3,chur,chur/chor,,chur
chedane,,continuation_or_gloss,False,3,,,,
1chṛd,48-№1071,root_entry,False,3,chṛd,chṛd,chṛd,
sandīpane,,continuation_or_gloss,False,3,,,,
2chṛd,48-№1072,root_entry,True,0,,,,
dīptidevanayoḥ,,continuation_or_gloss,True,0,,,,
chṛp,48-№1073,root_entry,True,0,,,,
sandīpane (ityeke),,continuation_or_gloss,True,0,,,,
cheda,48-№1074,root_entry,False,1,,,,cheda
dvaidhīkaraṇe,,continuation_or_gloss,False,1,,,,
chel,49-№1075,root_entry,True,0,,,,
cho,49-№1076,root_entry,False,2,,,cho,cho
chedane,,continuation_or_gloss,False,2,,,,
chyu,49-№1077,root_entry,False,1,,,,chyu
jaṃs,49-№1078,root_entry,False,1,,,,jaṃs
rakṣaṇe; mokṣaṇa ityeke,,continuation_or_gloss,False,1,,,,
jaṃh,49-№1079,root_entry,False,2,,,jaṃh,jaṃh
1jakṣ,49-№1080,root_entry,False,2,1jakṣ,,,jakṣ
2jakṣ,49-№1081,root_entry,False,2,2jakṣ,,,2jakṣ
jag,49-№1082,root_entry,True,0,,,,
jagh,49-№1083,root_entry,False,1,jagh,,,
jaṅkṣ,49-№1084,root_entry,False,1,,,,jaṅkṣ
jaṅgh,49-№1085,root_entry,True,0,,,,
jaj,49-№1086,root_entry,False,1,,,,jaj
yuddhe,,continuation_or_gloss,False,1,,,,
jajh,49-№1087,root_entry,False,1,jajh,,,
jañj,49-№1088,root_entry,False,2,jañj,,,jañj
yuddhe,,continuation_or_gloss,False,1,,,,
jaṭ,49-№1089,root_entry,False,1,,,,jaṭ
saṅghāte,,continuation_or_gloss,False,1,,,,
jaṭh,49-№1090,root_entry,True,0,,,,
jaṇ,49-№1091,root_entry,True,0,,,,
1jan,49-№1092,root_entry,False,4,jan,jan/jani,1jan,jan
janane (mit - 1;937),,continuation_or_gloss,False,4,,,,
2jan,49-№1093,root_entry,True,0,,,,
prādurbhāve (mit - 1;937),,continuation_or_gloss,True,0,,,,
jantr,49-№1094,root_entry,True,0,,,,
1jap,49-№1095,root_entry,False,4,jap,jap,1jap,jap
2jap,49-№1096,root_entry,True,0,,,,
1jabh,49-№1097,root_entry,False,2,,jabh,,jabh
2jabh,50-№1098,root_entry,False,1,,,,2jabh
3jabh,50-№1099,root_entry,True,0,,,,
jam,50-№1100,root_entry,False,3,jam,jam,,jam
adane,,continuation_or_gloss,False,2,,,,
1jambh,50-№1101,root_entry,False,4,jambh,1jambh,jambh,jambh
2jambh,50-№1102,root_entry,False,2,,2jambh,2jambh,
3jambh,50-№1103,root_entry,True,0,,,,
4jambh,50-№1104,root_entry,True,0,,,,
jar,50-№1105,root_entry,False,3,jar,jar/jari,,jar
jarc,50-№1106,root_entry,False,1,,,,jarc
paribhāṣaṇahiṃsātarjaneṣu,,continuation_or_gloss,False,1,,,,
jarj,50-№1107,root_entry,False,1,,,,jarj
jarjh,50-№1108,root_entry,False,1,,,,jarjh
jarts,50-№1109,root_entry,True,0,,,,
paribhāṣaṇahiṃsātarjaneṣu,,continuation_or_gloss,True,0,,,,
1jal,50-№1110,root_entry,False,1,,,,jal
ghātane,,continuation_or_gloss,False,1,,,,
2jal,50-№1111,root_entry,False,1,,,,2jal
apavāraṇe,,continuation_or_gloss,True,0,,,,
3jal,50-№1112,root_entry,True,0,,,,
