member_slp1	ganas	gana_sutras	crosswalk_sutra_match	corroborated	attested_in_pwg
juhvat	prajYAdiH	5.4.38			
jvara	tArakAdiH	5.2.36			1
jvaraH	vfzAdiH	6.1.203			
jyAvAReya	yODeyAdiH	4.1.178|5.3.117	P.5.3.117	1	1
jyezWA	ajAdiH|kalyARyAdiH	4.1.126|4.1.4			
jyok	svarAdiH	1.1.37	P.1.1.37	1	1
jyotiza	ukTAdiH	4.2.60	P.4.2.60	1	1
jyotsnA	jyotsnAdiH	5.2.103			1
jyotsnAdiBya upasaMKyAnam	jyotsnAdiH	5.2.103			
kAMskAn	kapilakAdiH	8.2.18			
kARAdInAM ceti vaktavyam	kaRAdiH	7.4.3			
kARa	kaqArAdiH	2.2.38	P.2.2.38	1	1
kAReya	BOrikyAdiH	4.2.54	P.4.2.54	1	1
kARqa	bilvAdiH|kARqAdiH	4.3.136|6.2.135	P.4.3.136	1	1
kARqaDAra	takzaSilAdiH	4.3.93	P.4.3.93	1	1
kASa	aSvAdiH|kASAdiH|utkarAdiH	4.1.110|4.2.80|4.2.90	P.4.1.110	1	1
kASaPArI	nadyAdiH	4.2.97			
kASaParI	nadyAdiH	4.2.97	P.4.2.97	1	1
kASakftsna	arIhaRAdiH|upakAdiH	2.4.69|4.2.80	P.2.4.69	1	1
kASaparI	nadyAdiH	4.2.97	P.4.2.97	1	1
kASi	kASyAdiH	4.2.116			1
kASya	naqAdiH	4.1.99			1
kASyapa	naqAdiH	4.1.99			1
kAWeraRi	gahAdiH	4.2.138	P.4.2.138	1	1
kAYcI	mAlAdiH	6.2.88			1
kAkAdana	gOrAdiH	4.1.41			
kAkI	kukkuwyAdiH	6.3.42			
kAka	nAvAdiH|vAkinAdiH	2.3.17|4.1.158	P.2.3.17	1	1
kAkaRa	gOrAdiH	4.1.41	P.4.1.41	1	1
kAkadantaki	dAmanyAdiH	5.3.116	P.5.3.116	1	1
kAkaguha	mUlaviBujAdiH	3.2.5	P.3.2.5	1	1
kAkandi	dAmanyAdiH	5.3.116	P.5.3.116	1	1
kAlA	harItakyAdiH	4.3.167			
kAla	digAdiH	4.3.54			1
kAlya	naqAdiH	4.1.99	P.4.1.99	1	1
kAmArTO	rAjadantAdiH	2.2.31			
kAma	mAlAdiH|svargAdiH	5.1.111|6.2.88			1
kAmaH	vfzAdiH	6.1.203			
kAmaRqaleya	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
kAmam	svarAdiH	1.1.37	P.1.1.37	1	1
kAmaprasTa	gahAdiH	4.2.138			1
kAmuka	naqAdiH	4.1.99			1
kAnda	aSmAdiH	4.2.80	P.4.2.80	1	1
kAndiSIkaH	mayUravyaMsakAdiH	2.1.72			
kAndoSIkaH	mayUravyaMsakAdiH	2.1.72			
kAntA	tricakrAdi	6.2.129			
kApawava	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
kApiYjalAdi	kurvAdiH	4.1.151	P.4.1.151	1	1
kApizWali	krOqyAdiH	4.1.80	P.4.1.80	1	1
kApuruza	brAhmaRAdiH	5.1.124			1
kApya	SArNgaravAdiH	4.1.73			1
kArA	vfzAdiH	6.1.203	P.6.1.203	1	1
kAraRqa	ajirAdiH	6.3.119			1
kAraRqava	ajirAdiH	6.3.119			1
kAreRupAli	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
kArkaSa	vAkinAdiH	4.1.158			
kArtakOjapO	kArtakOjapAdiH	6.2.37			
kAryaSabdaH	mASabdAdiH	4.4.1			
kArzApaRa	arDarcAdiH|parSvAdiH|prajYAdiH	2.4.31|5.3.117|5.4.38	P.2.4.31|P.5.3.117|P.5.4.38	1	1
kAtala	naqAdiH	4.1.99	P.4.1.99	1	1
kAtara	naqAdiH	4.1.99			1
kAvya	SArNgaravAdiH|naqAdiH	4.1.73|4.1.99	P.4.1.73	1	1
kAzWa	kAzWAdiH|naqAdiH|pIlvAdiH	4.2.91|6.3.121|8.1.67	P.8.1.67	1	1
kESori	kurvAdiH	4.1.151	P.4.1.151	1	1
kEkasa	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
kErava	puzkarAdiH	5.2.135	P.5.2.135	1	1
kOSAmbI	nadyAdiH	4.2.97			
kOTumalOkAkzAH	kArtakOjapAdiH	6.2.37			
kOdrAyaRa	arIhaRAdiH	4.2.80	P.4.2.80	1	1
kOmedura	takzaSilAdiH	4.3.93			
kOndrAyaRa	arIhaRAdiH	4.2.80	P.4.2.80	1	1
kOqi	krOqyAdiH	4.1.80			
kOravya	BargAdiH|tikAdiH	4.1.154|4.1.178	P.4.1.178	1	1
kOtaskutaH	kapilakAdiH	8.2.18			
kOwi	krOqyAdiH	4.1.80	P.4.1.80	1	1
kUcavAra	bidAdiH	4.1.104	P.4.1.104	1	1
kUlAsa	saNkalAdiH	4.2.75	P.4.2.75	1	1
kUla	balAdiH|kARqAdiH	5.2.136|6.2.135			1
kUpa	gavAdiH|kumudAdiH|prekzAdiH	4.2.80|5.1.2			1
kUpaka	prekzAdiH	4.2.80	P.4.2.80	1	1
kUpakacCapaH	pAtresamitAdiH	2.1.48			
kUpamaRqUkaH	pAtresamitAdiH	2.1.48			
kUpat	cAdiH	1.4.57	P.1.4.57	1	1
kUrca	arDarcAdiH	2.4.31	P.2.4.31	1	1
kUwa	GozAdiH|kfSASvAdiH|kumudAdiH|saNkASAdiH	4.2.80|6.2.85	P.6.2.85	1	1
kaMkawa	kumudAdiH	4.2.80			
kaMsa	arDarcAdiH|takzaSilAdiH	2.4.31|4.3.93	P.2.4.31|P.4.3.93	1	1
kaNkaka	prekzAdiH	4.2.80			
kaRa	kaRAdiH	7.4.3			1
kaRqUY	kaRqvAdiH	3.1.27			
kaRqinI	gargAdiH	4.1.105			
kaRqola	hastyAdiH	5.4.138			1
kaRqolaka	hastyAdiH	5.4.138			1
kaRqu	siDmAdiH	5.2.97			1
kaRva	gargAdiH	4.1.105			1
kaRwakAra	rajatAdiH	4.3.154	P.4.3.154	1	1
kaRwakArikA	harItakyAdiH	4.3.167	P.4.3.167	1	1
kaRwaka	arDarcAdiH|tArakAdiH	2.4.31|5.2.36	P.2.4.31	1	1
kaRwakamardana	akzadyUtAdiH	4.4.19			
kaSA	daRqAdiH	5.1.66			
kaSakftsna	arIhaRAdiH	4.2.80			1
kaSika	hastyAdiH	5.4.138	P.5.4.138	1	1
kaSmIra	BargAdiH|kacCAdiH|saNkASAdiH|sinDvAdiH	4.1.178|4.2.133|4.2.80|4.3.93	P.4.1.178	1	1
kaSyapa	bidAdiH	4.1.104			1
kaTA	kaTAdiH	4.4.102			1
kaTaMcit	vinayAdiH	5.4.34			
kaTaka	gargAdiH	4.1.105	P.4.1.105	1	1
kaTam	cAdiH	1.4.57			1
kaWaSAWa	SOnakAdiH	4.3.106	P.4.3.106	1	1
kaWakAlApAH	kArtakOjapAdiH	6.2.37			
kaWakOTumAH	kArtakOjapAdiH	6.2.37			
kaWeraRi	upakAdiH	2.4.69	P.2.4.69	1	1
kaWiRa	suKAdiH	5.2.131			
kaYcuka	tArakAdiH	5.2.36			1
kaYja	kaqArAdiH	2.2.38			
kabanDa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kacCUla	kASAdiH	4.2.80	P.4.2.80	1	1
kacCa	kacCAdiH	4.2.133	P.4.2.133	1	1
kaca	kumudAdiH	4.2.80			1
kaccit	cAdiH	1.4.57			
kadAmata	upakAdiH	2.4.69			
kadUraka	SivAdiH	4.1.112			
kadala	gOrAdiH|saKyAdiH	4.1.41|4.2.80	P.4.1.41	1	1
kadara	gOrAdiH	4.1.41	P.4.1.41	1	1
kadrU	pAmAdiH	5.2.100			
kadru	SuBrAdiH|pAmAdiH	4.1.123|5.2.100			1
kahUya	SivAdiH	4.1.112	P.4.1.112	1	1
kahaya	SivAdiH	4.1.112	P.4.1.112	1	1
kahoqa	SivAdiH	4.1.112	P.4.1.112	1	1
kakuB	SivAdiH|utsAdiH	4.1.112|4.1.86			1
kakuBA	SivAdiH	4.1.112			
kakudAkza	revatyAdiH	4.1.146	P.4.1.146	1	1
kakuda	arDarcAdiH|yavAdiH	2.4.31|8.2.9	P.2.4.31	1	1
kakutsTa	SivAdiH	4.1.112	P.4.1.112	1	1
kakza	suKAdiH	5.2.131			1
kakzatu	plakzAdiH	4.3.164	P.4.3.164	1	1
kalA	pakzAdiH	4.2.80			1
kalUtara	kacCAdiH	4.2.133	P.4.2.133	1	1
kalaNka	tArakAdiH	5.2.36			1
kalaSIkaRWa	upakAdiH	2.4.69	P.2.4.69	1	1
kalaSIpadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
kalaha	arDarcAdiH	2.4.31	P.2.4.31	1	1
kalakIwa	paladyAdiH	4.2.110	P.4.2.110	1	1
kalana	arIhaRAdiH	4.2.80			1
kalita	arSaAdiH|kftAdiH	2.1.59|5.2.127			
kalka	arDarcAdiH	2.4.31	P.2.4.31	1	1
kallola	puzkarAdiH|tArakAdiH	5.2.135|5.2.36			1
kalmAza	gOrAdiH	4.1.41			1
kalpa	kapilakAdiH	8.2.18			1
kalpaH	vfzAdiH	6.1.203			
kalpap	tasilAdiH	6.3.35			
kalyARI	kalyARyAdiH|tricakrAdi	4.1.126|6.2.129			
kalyARa	bahvAdiH|manojYAdiH	4.1.45|5.1.133	P.4.1.45	1	1
kalya	gOrAdiH	6.2.194			1
kam	cAdiH|pIlvAdiH|svarAdiH	1.1.37|1.4.57|6.3.121	P.1.4.57	1	1
kamaRqalu	arDarcAdiH|yuvAdiH	2.4.31|5.1.130	P.2.4.31	1	1
kamaka	upakAdiH	2.4.69	P.2.4.69	1	1
kamala	bahvAdiH|puzkarAdiH	4.1.45|5.2.135	P.4.1.45	1	1
kamalaBidA	paladyAdiH	4.2.110	P.4.2.110	1	1
kamalakIkara	paladyAdiH	4.2.110	P.4.2.110	1	1
kamalakIwa	paladyAdiH	4.2.110			
kamandaka	upakAdiH	2.4.69			
kamantaka	upakAdiH	2.4.69	P.2.4.69	1	1
kambalahAra	yaskAdiH	2.4.63	P.2.4.63	1	1
kambalikA	pakzAdiH	4.2.80	P.4.2.80	1	1
kamboja	kacCAdiH|kambojAdiH|sinDvAdiH	4.1.175|4.2.133|4.3.93	P.4.1.175|P.4.2.133	1	1
kambojamuRqa	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
kanTaka	gargAdiH	4.1.105	P.4.1.105	1	1
kanala	arIhaRAdiH	4.2.80	P.4.2.80	1	1
kanda	aSmAdiH	4.2.80			1
kandala	tArakAdiH	5.2.36			1
kandara	gOrAdiH	4.1.41	P.4.1.41	1	1
kandarpa	bidAdiH	4.1.104			1
kanduka	karkyAdiH	6.2.87			1
kanizWA	ajAdiH|kalyARyAdiH	4.1.126|4.1.4			
kanizWikA	SarkarAdiH	5.3.107			
kanyA	gOrAdiH	6.2.194			1
kanyakA	kzipakAdiH	7.3.45	P.7.3.45	1	1
kapAlikA	SarkarAdiH	5.3.107	P.5.3.107	1	1
kapAwa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kapAwikA	SarkarAdiH	5.3.107	P.5.3.107	1	1
kapawa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kapi	SarAdiH|aNgulyAdiH|bahvAdiH|gargAdiH|lomAdiH|siDmAdiH	4.1.105|4.1.45|5.2.100|5.2.97|5.3.108|6.3.120	P.4.1.45	1	1
kapiSyAparReyAH	kArtakOjapAdiH	6.2.37			
kapiYjala	SivAdiH	4.1.112			1
kapikata	gargAdiH	4.1.105			
kapila	saNkASAdiH	4.2.80			1
kapilakA	kapilakAdiH	8.2.18			
kapilakAdInAM saMjYACandasorveti vAcyam	kapilakAdiH	8.2.18			
kapilaka	kapilakAdiH	8.2.18	P.8.2.18	1	1
kapilikA	SivAdiH	4.1.112			
kapitTa	arDarcAdiH|kASAdiH|puzkarAdiH	2.4.31|4.2.80|5.2.135	P.2.4.31	1	1
kapizWala	upakAdiH	2.4.69	P.2.4.69	1	1
kapizWikA	SarkarAdiH	5.3.107	P.5.3.107	1	1
kapota	hastyAdiH|naqAdiH|pIlvAdiH	4.2.91|5.4.138|6.3.121			1
kapotapAka	kzipakAdiH	7.3.45			1
kaprakaraRe mUlaviBujAdiBya upasaMKyAnam	mUlaviBujAdiH	3.2.5			
kaqAra	kaqArAdiH	2.2.38	P.2.2.38	1	1
kaqa	maDvAdiH	4.2.86			1
karAwaka	upakAdiH	2.4.69			
karIra	karkyAdiH|maDvAdiH|pIlvAdiH|palASAdiH	4.2.86|4.3.141|5.2.24|6.2.87			1
karIri	karkyAdiH	6.2.87			
karIza	BikzAdiH|cUrRAdiH|puzkarAdiH	4.2.38|5.2.135|6.2.134			1
karRAQaka	yaskAdiH	2.4.63	P.2.4.63	1	1
karRa	SivAdiH|karRAdiH|siDmAdiH|sutaNgamAdiH|upakAdiH	2.4.69|4.1.112|4.2.80|5.2.24|5.2.97			1
karRagrAha	revatyAdiH	4.1.146	P.4.1.146	1	1
karRaka	tArakAdiH|upakAdiH	2.4.69|5.2.36	P.2.4.69	1	1
karRavezwaka	apUpAdiH	5.1.4	P.5.1.4	1	1
karRecuracurA	pAtresamitAdiH	2.1.48			
karRewiriwirA	pAtresamitAdiH	2.1.48			
karUza	BargAdiH	4.1.178	P.4.1.178	1	1
karaRa	kASyAdiH	4.2.116			1
karakA	kzipakAdiH	7.3.45			
karakisalayam	vyAGrAdiH	2.1.56			
karavIra	saKyAdiH	4.2.80			1
kardama	arSaAdiH|fSyAdiH|kASAdiH|puzkarAdiH|tArakAdiH	4.2.80|5.2.127|5.2.135|5.2.36	P.5.2.127	1	1
karipaTa	BavadAdiH	5.3.14			1
kariza	cUrRAdiH	6.2.134			
karkI	karkyAdiH	6.2.87	P.6.2.87	1	1
karka	lomAdiH|suvAstvAdiH	4.2.77|5.2.100			1
karkaSa	suvAstvAdiH	4.2.77			1
karkanDU	bilvAdiH|pIlvAdiH	4.3.136|5.2.24			
karkanDu	SakanDvAdiH|karkyAdiH|maDvAdiH|pIlvAdiH	4.2.86|5.2.24|6.1.94|6.2.87	P.6.1.94	1	1
karkanDumatI	suvAstvAdiH	4.2.77			1
karkaraka	gOrAdiH	4.1.41			
karki	karkyAdiH	6.2.87			1
karmAra	irikAdiH|kulAlAdiH	4.3.118|8.4.6			1
karman	CatrAdiH|arDarcAdiH|jyotsnAdiH	2.4.31|4.4.62|5.2.103	P.2.4.31	1	1
karmika	caturvedAdiH	5.1.124			1
karpAsI	bilvAdiH	4.3.136			
karpAsa	arDarcAdiH	2.4.31	P.2.4.31	1	1
karpUra	SuBrAdiH|kASAdiH	4.1.123|4.2.80	P.4.1.123	1	1
karpUrin	suvAstvAdiH	4.2.77	P.4.2.77	1	1
karpawa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kartf	kurvAdiH	4.1.151			
karuRa	suKAdiH	3.1.18			1
karza	CedAdiH|arDarcAdiH	2.4.31|5.1.64	P.2.4.31	1	1
kaskAdiH	kapilakAdiH	8.2.18			
kaskaH	kapilakAdiH	8.2.18			
kata	gargAdiH	4.1.105	P.4.1.105	1	1
katri	katryAdiH	4.2.95			
kavaca	arDarcAdiH	2.4.31	P.2.4.31	1	1
kavala	karkyAdiH	6.2.87			1
kavantaka	upakAdiH	2.4.69	P.2.4.69	1	1
kavi	kurvAdiH	4.1.151			1
kaviSastaH	pravfdDAdiH	6.2.147			
kavila	pragadyAdiH	4.2.80	P.4.2.80	1	1
kawa	GozAdiH|prekzAdiH	4.2.80|6.2.85	P.6.2.85	1	1
kawaka	apUpAdiH|arDarcAdiH	2.4.31|5.1.4	P.2.4.31	1	1
kawipa	saNkASAdiH	4.2.80	P.4.2.80	1	1
kawola	hastyAdiH	5.4.138			1
kawolaka	hastyAdiH	5.4.138			
kawuka	yuvAdiH	5.1.130			1
kawukamaTaka	yaskAdiH	2.4.63			
kawukavADUleyAH	kArtakOjapAdiH	6.2.37			
kazAya	SOnakAdiH|arDarcAdiH	2.4.31|4.3.106	P.2.4.31|P.4.3.106	1	1
keSa	karRAdiH	5.2.24			1
keSaraSmaSrU	rAjadantAdiH	2.2.31			
keSaveSe	SakanDvAdiH	6.1.94			
keSinI	kurvAdiH	4.1.151			
kekA	jyotsnAdiH	5.2.103			1
kekaya	BargAdiH	4.1.178			1
kelA	kaRqvAdiH	3.1.27			
kerala	kambojAdiH	4.1.175	P.4.1.175	1	1
kevAlI	UryAdiH	1.4.61			
kevAla	gOrAdiH	4.1.41	P.4.1.41	1	1
kevAsI	UryAdiH	1.4.61			
kfSASva	kfSASvAdiH	4.2.80			1
kfSAku	gozadAdiH	5.2.62	P.5.2.62	1	1
kfSAnu	gozadAdiH	5.2.62			1
kfSa	varRadfQAdiH	5.1.123			1
kfcCra	suKAdiH	3.1.18|5.2.131			1
kfkaRa	SuRqikAdiH	4.3.76	P.4.3.76	1	1
kfkalAsa	SuBrAdiH	4.1.123			1
kfmi	pAmAdiH|yavAdiH	5.2.100|8.2.9			1
kfnDivicakzanA	mayUravyaMsakAdiH	2.1.72			
kfntavicakzaRA	mayUravyaMsakAdiH	2.1.72			
kfpA	BidAdiH	3.3.104	P.3.3.104	1	1
kfpARa	bahvAdiH	4.1.45			1
kfpaRa	SreRyAdiH|SuRqikAdiH|suKAdiH	2.1.59|3.1.18|4.3.76|5.2.131	P.2.1.59	1	1
kftAkfta	SAkapArTivAdiH	2.1.60	P.2.1.60	1	1
kfta	kftAdiH	2.1.59	P.2.1.59	1	1
kfttikA	aMSvAdiH	6.2.193			1
kfzRA	gOrAdiH	6.2.194			
kfzRAjina	upakAdiH	2.4.69	P.2.4.69	1	1
kfzRAjinakfzRasundarAH	tikakitavAdiH	2.4.68			
kfzRa	bAhvAdiH|gargAdiH|prajYAdiH|siDmAdiH	4.1.105|4.1.96|5.2.97|5.4.38			1
kfzRakarRa	suvAstvAdiH	4.2.77	P.4.2.77	1	1
kfzRapadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
kfzRapiNgala	upakAdiH	2.4.69	P.2.4.69	1	1
kfzRasundara	upakAdiH	2.4.69	P.2.4.69	1	1
kfzwa	varRadfQAdiH	5.1.123			
kiMSuluka	kiMSulukAdiH	6.3.117	P.6.3.117	1	1
kiNkala	naqAdiH	4.1.99			
kiNkara	naqAdiH	4.1.99			
kiRva	apUpAdiH	5.1.4			1
kiSarA	maDvAdiH	4.2.86	P.4.2.86	1	1
kiSorikA	SuBrAdiH	4.1.123	P.4.1.123	1	1
kidAsa	bidAdiH	4.1.104			
kidarBa	bidAdiH	4.1.104			
kilAta	bidAdiH	4.1.104	P.4.1.104	1	1
kila	cAdiH	1.4.57			1
kim	cAdiH|sarvAdiH	1.1.27|1.4.57			1
kinnara	takzaSilAdiH	4.3.93			
kirIwa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kiraRa	arIhaRAdiH	4.2.80			1
kisalaya	tArakAdiH	5.2.36			1
kisara	kisarAdiH	4.4.53	P.4.4.53	1	1
kita	aSvAdiH	4.1.110	P.4.1.110	1	1
kitava	SORqAdiH|aSvAdiH|tikAdiH|utkarAdiH|vyAGrAdiH	2.1.40|2.1.56|4.1.110|4.1.154|4.2.90	P.2.1.40|P.2.1.56|P.4.1.154	1	1
kiyat	AdyAdiH	5.4.44			
kizkinDA	sinDvAdiH	4.3.93			
koSAtakI	gOrAdiH|harItakyAdiH	4.1.41|4.3.167			
koSa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kohaqa	SivAdiH	4.1.112	P.4.1.112	1	1
kohita	SivAdiH	4.1.112	P.4.1.112	1	1
kokaRa	gOrAdiH	4.1.41			
kokilA	ajAdiH	4.1.4			
kopa	pacAdiH	3.1.134	P.3.1.134	1	1
koqa	bahvAdiH	4.1.45			
koraka	tArakAdiH	5.2.36	P.5.2.36	1	1
kovidAra	pragadyAdiH	4.2.80			1
kowa	aSmAdiH	4.2.80	P.4.2.80	1	1
kowara	kowarAdiH	6.3.117	P.6.3.117	1	1
koza	pacAdiH	3.1.134	P.3.1.134	1	1
kozwukarRa	takzaSilAdiH	4.3.93			
krOSeya	yODeyAdiH	5.3.117			
krOzwrAyaRa	arIhaRAdiH	4.2.80	P.4.2.80	1	1
krOzwrAyana	arIhaRAdiH	4.2.80			
krama	kramAdiH	4.2.61			1
kratu	kratvAdiH	6.2.118			1
krayAkrayikA	SAkapArTivAdiH	2.1.60			1
kroqA	kroqAdiH	4.1.56			
krozwu	gOrAdiH	4.1.41			1
krozwukamAna	yaskAdiH	2.4.63	P.2.4.63	1	1
krozwumAna	yaskAdiH	2.4.63	P.2.4.63	1	1
krozwumAya	yaskAdiH	2.4.63			
krozwupAda	yaskAdiH	2.4.63	P.2.4.63	1	1
kruYcA	ajAdiH|pIlvAdiH|yavAdiH	4.1.4|6.3.121|8.2.9			
kruYca	prajYAdiH	5.4.38			1
ku	svarAdiH	1.1.37	P.1.1.37	1	1
kuDra	mUlaviBujAdiH	3.2.5	P.3.2.5	1	1
kuRWa	kaqArAdiH	2.2.38	P.2.2.38	1	1
kuRapa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kuRipadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
kuRqa	pakzAdiH|siDmAdiH	4.2.80|5.2.97			1
kuRqala	aSmAdiH|arDarcAdiH|jyotsnAdiH|kumudAdiH	2.4.31|4.2.80|5.2.103	P.2.4.31	1	1
kuRqalinI	KalAdiH	4.2.51			
kuRqina	katryAdiH	4.2.95			1
kuSAmba	SuBrAdiH	4.1.123	P.4.1.123	1	1
kuSIraka	saKyAdiH	4.2.80	P.4.2.80	1	1
kuSa	siDmAdiH	5.2.97			1
kuSalA	bAhvAdiH	4.1.96			
kuSala	SAkapArTivAdiH|SORqAdiH|SreRyAdiH|brAhmaRAdiH|vispazwAdiH|yuvAdiH	2.1.40|2.1.59|2.1.60|5.1.124|5.1.130|6.2.24	P.2.1.40|P.2.1.59|P.6.2.24	1	1
kuSika	bidAdiH	4.1.104			1
kuSyapa	naqAdiH	4.1.99			
kuWAra	SivAdiH	4.1.112	P.4.1.112	1	1
kuWArikA	SuBrAdiH	4.1.123			
kuYja	arDarcAdiH|kuYjAdiH	2.4.31|4.1.98	P.2.4.31|P.4.1.98	1	1
kuYjara	vyAGrAdiH	2.1.56			1
kubala	gOrAdiH	4.1.41			1
kubera	irikAdiH	8.4.6			1
kuberikA	SuBrAdiH	4.1.123			
kubjakirAtam	pratyAdiH	2.3.43			
kubjavAmanam	pratyAdiH	2.3.43			
kuddAla	hastyAdiH	5.4.138	P.5.4.138	1	1
kudri	gfzwyAdiH|yaskAdiH	2.4.63|4.1.136	P.2.4.63|P.4.1.136	1	1
kuja	arDarcAdiH	2.4.31			1
kujjala	tArakAdiH	5.2.36			
kukkuwAkza	revatyAdiH	4.1.146			
kukkuwI	kukkuwyAdiH	6.3.42			
kukkuwa	arDarcAdiH|cihaRAdiH|kiMSulukAdiH	2.4.31|6.2.125|6.3.117	P.2.4.31	1	1
kukkuwyAdInAmaRqAdizu	kukkuwyAdiH	6.3.42			
kukzi	DUmAdiH	4.2.127	P.4.2.127	1	1
kulAla	kulAlAdiH	4.3.118	P.4.3.118	1	1
kula	aSmAdiH|balAdiH	4.2.80|5.2.136			1
kuladamanaH	nandyAdiH	3.1.134			
kulapati	aSvapatyAdiH	4.1.84			1
kulaputra	manojYAdiH	5.1.133	P.5.1.133	1	1
kulawA	SAkapArTivAdiH|SakanDvAdiH	2.1.60|6.1.94	P.6.1.94	1	1
kuliSa	aNgulyAdiH|karRAdiH	4.2.80|5.3.108			1
kulmAza	guqAdiH	4.4.103			1
kum	cAdiH	1.4.57	P.1.4.57	1	1
kumArI	jyotsnAdiH	5.2.103			
kumArISvaSura	sTUlAdiH	5.4.3	P.5.4.3	1	1
kumArIkA	SuBrAdiH	4.1.123			
kumArIputra	sTUlAdiH	5.4.3	P.5.4.3	1	1
kumAra	naqAdiH	4.1.99			1
kumBI	karRAdiH|katryAdiH	4.2.80|4.2.95			
kumBa	pakzAdiH|saNkASAdiH|saNkalAdiH	4.2.75|4.2.80			1
kumBakAra	kulAlAdiH	4.3.118			1
kumBamaRqUkaH	pAtresamitAdiH	2.1.48			
kumBapadI	kumBapadyAdiH	5.4.139			
kumuda	arDarcAdiH|kumudAdiH|mUlaviBujAdiH|puzkarAdiH	2.4.31|3.2.5|4.2.80|5.2.135	P.2.4.31|P.3.2.5	1	1
kumura	tArakAdiH	5.2.36			
kunAman	bAhvAdiH|kASyAdiH	4.1.96|4.2.116	P.4.1.96	1	1
kundama	cUrRAdiH	6.2.134			1
kuntI	karRAdiH	4.2.80			
kuntisurAzwrAH	kArtakOjapAdiH	6.2.37			
kupiYjala	SivAdiH	4.1.112	P.4.1.112	1	1
kuputra	manojYAdiH	5.1.133	P.5.1.133	1	1
kuqapa	arDarcAdiH	2.4.31	P.2.4.31	1	1
kuqmala	tArakAdiH	5.2.36			1
kuqyAyA	katryAdiH	4.2.95			
kuru	kacCAdiH|kurvAdiH|tikAdiH|utsAdiH	4.1.151|4.1.154|4.1.86|4.2.133			1
kurukata	anuSatikAdiH|gargAdiH	4.1.105|7.3.20			
kurupaYcAla	anuSatikAdiH	7.3.20			
kuruta	hastyAdiH	5.4.138	P.5.4.138	1	1
kusUla	hastyAdiH	5.4.138	P.5.4.138	1	1
kusapa	arDarcAdiH	2.4.31			
kustrI	yuvAdiH	5.1.130	P.5.1.130	1	1
kusuma	arDarcAdiH|tArakAdiH	2.4.31|5.2.36	P.2.4.31	1	1
kutUhala	brAhmaRAdiH|tArakAdiH|yuvAdiH	5.1.124|5.1.130|5.2.36			1
kutaH	cAdiH	1.4.57			
kutapa	arDarcAdiH|jyotsnAdiH	2.4.31|5.2.103	P.2.4.31	1	1
kutapasOSruta	SAkapArTivAdiH	2.1.60			1
kutra	cAdiH	1.4.57			1
kutsa	pakzAdiH	4.2.80			1
kutuka	yuvAdiH	5.1.130	P.5.1.130	1	1
kuvala	karkyAdiH|pIlvAdiH	5.2.24|6.2.87			1
kuvalaya	tArakAdiH	5.2.36			1
kuvit	cAdiH	1.4.57			
kuviwyAsa	kfSASvAdiH	4.2.80			
kuwI	SarAdiH	4.3.144			1
kuwIgu	gargAdiH	4.1.105	P.4.1.105	1	1
kuwIkuwam	pratyAdiH	2.3.43			
kuwIra	bilvAdiH	4.3.136	P.4.3.136	1	1
kuwa	aSvAdiH|kurvAdiH	4.1.110|4.1.151	P.4.1.110	1	1
kuwaja	vaMSAdiH	5.1.50			1
kuwumba	KalAdiH	4.2.51			1
kuwwima	arDarcAdiH	2.4.31	P.2.4.31	1	1
kuzItaka	upakAdiH	2.4.69	P.2.4.69	1	1
kuzWavid	kaTAdiH	4.4.102	P.4.4.102	1	1
kuzuBa	kaRqvAdiH	3.1.27			
kuzwavid	kaTAdiH	4.4.102			
kzAmA	mAlAdiH	6.2.88			
kzAntA	tricakrAdi	6.2.129			
kzAnta	aSvAdiH|utkarAdiH	4.1.110|4.2.90	P.4.2.90	1	1
kzAra	utkarAdiH	4.2.90			1
kzEmavfdDi	gahAdiH	4.2.138	P.4.2.138	1	1
kzEtayata	tikAdiH	4.1.154	P.4.1.154	1	1
kzIra	arDarcAdiH	2.4.31	P.2.4.31	1	1
kzIrahotA	yuktArohyAdiH	6.2.81			
kzIrahrada	SivAdiH	4.1.112	P.4.1.112	1	1
kzaRa	tArakAdiH	5.2.36			1
kzaRepAka	kzipakAdiH	7.3.45			1
kzamA	svarAdiH	1.1.37			
kzama	pacAdiH	3.1.134	P.3.1.134	1	1
kzapa	pacAdiH	3.1.134	P.3.1.134	1	1
kzara	gavAdiH	5.1.2			1
kzatrapavitra	arDarcAdiH	2.4.31			
kzatravidyA	parimuKAdiH	4.3.59			1
