L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources	src_category
51802	banDyAy		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
51804	banDyAsuta		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
51805	banDyAsUnu		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
51809	babakARa		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
51832	bambagEra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
51868	barhiHpuzpa		pwg-unique	0		0	0	0			AK|ŚKDR	kosa_nighantu_not_digitised
51961	balAtkAragaRa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
52042	ballAlasena		pwg-unique	0		1	0	0	pw		COLEBR|Verz	ms_catalogue_propernoun
52048	balhIka		pwg-unique	0		1	0	0	pw		AK|COLEBR	kosa_nighantu_not_digitised
52085	bahirmudrA		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
52272	bahurUpAzwaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52328	bahusaMpuwa		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
52339	bahusrava		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
52366	bAjabAhAduracandra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52411	bADyamAna		pwg-unique	0		0	0	0			NĪLAK	kosa_nighantu_not_digitised
52424	bAbajIvyAsa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52494	bAlaboDinI		pwg-unique	0		1	0	0	pw		HALL|Verz|ebend	ms_catalogue_propernoun
52547	bAlopacAra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52611	bAhubARa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52643	bAhusaMBava		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
52678	binducita		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
52753	bilveSvara		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
52798	bIjapraboDa		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
52845	bukkaRa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
52848	bukkarAya		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
52974	bUvaSarman		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
52991	bfhaccakzus		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
53055	bfhatsUryasidDAnt		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
53409	brahmapuzpi		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
53492	brahmavarDan		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
53562	brahmastambi		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
53681	brAhmIkuRqa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
53713	BaktAmarastotra		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
53751	BakzapattrA		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
53800	BagavadBaktirasAyana		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
53802	BagavadBaskara		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
53809	BagavannAmamAhAtmyagranTasaMgraha		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
53864	Bajaga		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
53889	BawaBawAy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
53906	BawwaBAskaramiSra		pwg-unique	0		1	0	0	pw		HALL|Ind|Verz	ms_catalogue_propernoun
53964	Bawantagopadatta		pwg-unique	0		0	0	0			BURN	scholarly_journal_technical
53965	Badantagozaka		pwg-unique	0		0	0	0			BURN	scholarly_journal_technical
54019	BadrabAhusvAmin		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
54125	BayatrAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
54279	BavadevaBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
54280	BavadevamiSra		pwg-unique	0		1	0	0	pw		HALL|NIGH	kosa_nighantu_not_digitised
54310	BavAnandasidDAntavAgISa		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
54362	BastrAvant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
54372	BasmajAbAla		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
54425	BAgavataBAvArTadIpikA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
54442	BAgApahArajAti		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
54482	BAwwaBAzAprakASikA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
54543	BAnujIdIkzita		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
54546	BAnudIkzita		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
54550	BAnuBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
54570	BAmatInibanDa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
54661	BAryAvant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
54732	BAvavfttIya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
54733	BASataka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
54792	BAsAy		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
54801	BAskaraBawwa		pwg-unique	0		0	0	0			COLEBR|HALL	scholarly_journal_technical
54802	BAskaramiSra		pwg-unique	0		0	0	0			HALL|Verz	ms_catalogue_propernoun
54924	BizaNmAtar		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
55091	Bujabala		pwg-unique	0		1	0	0	pw		Verz|ebend	ms_catalogue_propernoun
55314	BUtAviSa		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
55367	BUnetar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
55395	BUmaka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
55399	BUmant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
55592	BUzaRasAradarpaRa		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
55744	BeruRqaka		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
55783	BEravadIkzitatilaka		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
55785	BEravAcArya		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
55793	BEzajyaguruvEdUryapraBA		pwg-unique	0		0	0	0			VYUTP	kosa_nighantu_not_digitised
55876	Bojayitar		pwg-unique	0		1	0	0	pw		NĪLAK|ŚKDR	kosa_nighantu_not_digitised
55891	BojyasaMBava		pwg-unique	0		1	0	0	pw		ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
55981	BramarAvalI		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
56019	BrAturjAyA		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
56118	makamakAy		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
56127	makarandavant		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
56174	maKatrAtar		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
56328	maYcakAmura		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
56330	maYcayAyya		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
56451	maRiBUmikA		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
56493	maRIy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
56509	maRqanakavi		pwg-unique	0		1	0	0	pw		HALL|Journ	scholarly_journal_technical
56510	maRqanamiSra		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
56543	maRqavyapura		pwg-unique	0		1	0	0	pw		Z	scholarly_journal_technical
56553	maRqUkamAtar		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
56564	mataNgatIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
56566	mataNgahataka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
56602	matottara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
56619	mattamAtaNgalIlAkara		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
56781	madaBaYjin		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
56795	madavfnda		pwg-unique	0		1	0	0	pw		WILSON|ŚABDĀRTHAK	kosa_nighantu_not_digitised
56936	maDudoha		pwg-unique	0		0	0	0			Spr	scholarly_journal_technical
56952	maDunetar		pwg-unique	0		1	0	0	pw		ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
57195	maDyasidDAntakOmadI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
57237	maDvaSAstra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
57301	manaHsila		pwg-unique	0		0	0	0			WILSON	kosa_nighantu_not_digitised
57471	mantrakoza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
57482	mantratantranetra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
57483	mantratantraprakASa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
57488	mantradAtar		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
57493	mantradevaprakASikA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
57765	mayUrabidalA		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
57898	marusaMBava		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
57988	marmaka		pwg-unique	0		0	0	0			JAṬĀDH|ŚKDR	kosa_nighantu_not_digitised
58067	malahantar		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
58097	malIyaMs		pwg-unique	0		0	0	0			WILSON	kosa_nighantu_not_digitised
58171	mazarARa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
58172	mazurARa		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
58184	masAraka		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
58193	masipaTa		pwg-unique	0		0	0	0			WILSON	kosa_nighantu_not_digitised
58195	masimaRi		pwg-unique	0		0	0	0			HĀR|TRIK	kosa_nighantu_not_digitised
58196	masivarDana		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
58198	masIDanI		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
58250	mahadbilaM		pwg-unique	0		0	0	0			WILSON|ŚABDĀRTHAK	kosa_nighantu_not_digitised
58271	mahardDimant		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
58487	mahAtmavant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
58585	mahAnIlABrajAlIy		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
58682	mahAprItivegasaMBavamudrA		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
58876	mahArasavant		pwg-unique	0		0	0	0			Z	scholarly_journal_technical
58921	mahAlasa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
59030	mahASaMBu		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59111	mahAsaMmohana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59187	mahAhimavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
59240	mahizAsurasaMBava		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
59258	mahItapattana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59332	maheSitar		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59341	mahEraRqaM		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
59396	mAqaTa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
59551	mARikAmbU		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
59593	mAtaNgadivAkara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59625	mAtuli		pwg-unique	0		1	0	0	pw		WILSON	kosa_nighantu_not_digitised
59667	mAtfmAtar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
59677	mAtfvAhin		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
59745	mADavapaRqita		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
59747	mADavaBawwa		pwg-unique	0		1	0	0	pw		HALL|Ind|Verz	ms_catalogue_propernoun
59750	mADavayatIndra		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
59751	mADavayogin		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
59762	mADavaSrama		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
59790	mADyaMdinIyaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
59836	mAnamahant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
59896	mAninDa		pwg-unique	0		0	0	0			Ind|Z	scholarly_journal_technical
60001	mAyUrAja		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
60054	mArkara		pwg-unique	0		1	0	0	pw		AK|MED|ŚKDR	kosa_nighantu_not_digitised
60075	mArgamitra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
60132	mArdaNga		pwg-unique	0		1	0	0	pw		HĀR|WILSON|ŚKDR	kosa_nighantu_not_digitised
60156	mAlatItIrasaMBava		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
60199	mAlArizwa		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
60223	mAlyaguRAy		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
60607	mizamizAy		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
60616	misarUmiSra		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
60681	mukuweSvarItIrTa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
60691	mukundamiSra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
60693	mukundarAma		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
60699	mukulay		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
60745	muktAmAtar		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
60804	muKaMpaca		pwg-unique	0		1	0	0	pw		HĀR	kosa_nighantu_not_digitised
60824	muKavivAka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
60833	muKasaMBava		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
60866	mugasTAna		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
60939	muRqamAlA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61087	murAriBawwa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
61088	murArimiSra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61267	mUrCAKAna		pwg-unique	0		1	0	0	pw		COLEBR|Verz	ms_catalogue_propernoun
61319	mUlakeSara		pwg-unique	0		0	0	0			RATNAM	kosa_nighantu_not_digitised
61337	mUlapadma		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
61376	mUlasaMGa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61401	mUSAKAna		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61425	mUzikAhvaya		pwg-unique	0		0	0	0			JAṬĀDH|ŚKDR	kosa_nighantu_not_digitised
61433	mUzariHPa		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
61442	mfgakAyana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61525	mfgaSIrzaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
61628	mftasvamoktar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
61676	mftyumant		pwg-unique	0		1	0	0	pw		MED	kosa_nighantu_not_digitised
61683	mftyusaMjIvana		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
61694	mfdaNgaka		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
61733	mfduromavant		pwg-unique	0		1	0	0	pw		WILSON|ŚABDĀRTHAK	kosa_nighantu_not_digitised
61829	meGapAlI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62020	merudu		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
62076	mezAhvaya		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
62100	mEtrAyaRya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62130	mEDyAtiTa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
62144	mElanda		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
62170	mokzAy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62233	morvaRI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62239	mozwar		pwg-unique	0		1	0	0	pw		WILSON|ŚABDĀRTHAK	kosa_nighantu_not_digitised
62269	mOktimAlA		pwg-unique	0		0	0	0			COLEBR|Ind	scholarly_journal_technical
62437	akaTam		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62455	akAlajalada		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62488	akri		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62490	akrUreSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62511	akzapAd		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62513	akzapiRqa		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
62522	akzayasena		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
62529	akzaravyakti		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
62538	akzigocara		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62558	aKaRqAnandamuni		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
62577	agastyAy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62582	agurusAra		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
62591	agnikOtuka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62598	agnitIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62631	agnismfti		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62632	agnisvAmin		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62682	aGApaha		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62687	aGoraSivAcArya		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
62694	aNkapAta		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62702	aNkAvataraRa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
62708	aNkuray		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62710	aNkurAy		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62713	aNkUray		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62715	aNkeSaya		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62716	aNkollakatIrTa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62722	aNgadeva		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62736	aNgArakatIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62738	aNgArakAraka		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62741	aNgArakeSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62742	aNgAragartA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62749	aNgirasya		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
62773	acaleSa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62786	acCAdIkzita		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
62790	acCodana		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
62792	acyutacarita		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62793	acyutaWakkura		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62796	acyutASrama		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
62814	ajayasIha		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62817	ajavasta		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62822	ajAkfpaRIya		pwg-unique	0		0	1	0			ed	other_or_none
62865	aYjanapura		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62872	aYjalipAta		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62877	aYjiga		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
62881	aYjovErUpa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
62887	awavIbala		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62890	awwahAseSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62899	aRIyaMs		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
62903	aRuBAzya		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
62905	aRuvedAntarasaprakaraRa		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
62919	atikrAntaBAvanIya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62924	atiguRatA		pwg-unique	0		0	0	0			Spr	scholarly_journal_technical
62928	aticaRqA		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
62934	atitara		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62937	atitIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62938	atitejas		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
62942	atidAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62945	atidurgAmanu		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
62955	atiparuza		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62961	atipUrva		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62987	atiratna		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
62990	atireKA		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63000	ativarzaRa		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63007	ativizama		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63015	ativrata		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63022	atiSUnya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63023	atiSUra		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63024	atizaNga		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63026	atisaktimant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63034	atisvara		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
63041	atIzaNga		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63051	atyantaSaMkarI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63053	atyambupAna		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63055	atyarDa		pwg-unique	0		1	1	0	pw		Ind	scholarly_journal_technical
63060	atyArya		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63064	atyukta		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63069	atyutseka		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63070	atyudAtta		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63072	atyunnata		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63073	atyunnati		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63079	atrikASrama		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63081	atritanUBava		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63084	atriputra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63086	atrISvara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63092	aTarvavedin		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63108	aditivana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63109	aditISvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63116	adfSyAYjana		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63117	adfSyIkaraRa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63131	adButapuRya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63132	adButasAgara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63147	advayatAraka		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63154	advEtacandrikA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63155	advEtacintAmaRi		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63156	advEtajYAnasarvasva		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
63159	advEtaratnarakzaRa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63163	advEtAmfta		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63167	aDaHpAtana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63174	aDarIkar		pwg-unique	0		0	1	0			Journ	scholarly_journal_technical
63187	aDikaraRacandrikA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63189	aDikaraRaratnamAlA		pwg-unique	0		1	0	0	pw		HALL|ebend	scholarly_journal_technical
63236	aDiraTIya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63245	aDivapana		pwg-unique	0		1	0	0	pw		Z	scholarly_journal_technical
63279	aDISitar		pwg-unique	0		1	0	0	pw		H|MED	kosa_nighantu_not_digitised
63296	aDyarDeqa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63306	aDyAtmapradIpikA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63307	aDyAtmamImAMsA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63308	aDyAtmavidyopadeSaviDi		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63309	aDyAtmasuDAtaraMgiRI		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63316	aDyAsaBAzya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
