id,lesson,deva,iast,verdict,confidence,n_tokens,n_chars,top_containment,top_ref,top_cite,top_text
buhler-XXXIV-779,XXXIV,तत्तावत्प्रथमं स्नायुपाशं धनुष्कोटिगतं भक्षयामि,tattāvatprathamaṃ snāyupāśaṃ dhanuṣkoṭigataṃ bhakṣayāmi,invented,medium,4,52,0.193,"Aitareyabrāhmaṇa AB, 7, 33",DCS sent_id 652801_4,atha enam etayā bhakṣayet yat atra śiṣṭam rasinaḥ sutasya yat indraḥ apibat śacībhiḥ idam tat asya manasā śivena somam rājānam iha bhakṣayāmi iti
buhler-XXXIV-780,XXXIV,एवं मनसा निश्चित्य धनुष्कोटिं मुखे क्षिप्त्वा स्नायुं भक्षयितुमारब्धः,evaṃ manasā niścitya dhanuṣkoṭiṃ mukhe kṣiptvā snāyuṃ bhakṣayitumārabdhaḥ,invented,medium,8,66,0.267,"Rasādhyāyaṭīkā RAdhyṬ zu RAdhy, 403.2",DCS sent_id 101936,śuddhasūtasya gadyāṇāḥ 4 śuddhatālasya gadyāṇāḥ 20 evaṃ caturviṃśatigadyāṇān khalve prakṣipya tathā chālīvasāyāḥ palikārdhaṃ ca prakṣipyaikaṃ dinaṃ piṣṭvā tatsarvaṃ kuṃpake kṣiptvā mukhe karparacātikāṃ dattvā ākaṇṭhaṃ saptabhiḥ karpaṭamṛttikābhiḥ kumpakamāveṣṭya saṃkīrṇāmuccāṃ ca culhīṃ kṛtvopari kumpako yathā dolāyantro dṛśyate tathā moktavyo'dhaśca praharamekaṃ prathamamṛduvahnijvālanīyastato yāmam 4 haṭhāgniḥ
buhler-XXXIV-781,XXXIV,ततश्च कर्तिते स्नायौ तालुं विदार्य धनुष्कोटिर्मस्तकमध्येन निष्क्रान्ता,tataśca kartite snāyau tāluṃ vidārya dhanuṣkoṭirmastakamadhyena niṣkrāntā,invented,medium,7,67,0.156,"Carakasaṃhitā Ca, Sū., 28",DCS sent_id 61116,snāyau sirākaṇḍarābhyo duṣṭāḥ kliśnanti mānavam
buhler-XXXIV-782,XXXIV,सो ऽपि मृतः,so pi mṛtaḥ,invented,medium,3,9,0.621,"Kathāsaritsāgara KSS, 2, 2",DCS sent_id 615238,yatrāsyāśvo mṛtaḥ so 'tha yatra sā hāritā vadhūḥ
buhler-XXXV-806,XXXV,आचाराद्विच्युतो विप्रो न वेदफलमश्नुते,ācārādvicyuto vipro na vedaphalamaśnute,quotation,high,4,36,0.28,GRETIL smrti: manusmRti,GRETIL sa_manusmRti,ācārād vicyuto vipro na vedaphalam aśnute
buhler-XXXV-807,XXXV,आचारेण तु संयुक्तः संपूर्णफलभाग्भवेत्,ācāreṇa tu saṃyuktaḥ saṃpūrṇaphalabhāgbhavet,invented,medium,4,41,0.642,"Manusmṛti ManuS, 1",DCS sent_id 78150_1,ācāreṇa tu saṃyuktaḥ sampūrṇa phala bhāj bhavet
buhler-XXXV-808,XXXV,बलहीना अपि बुद्धिप्रभावेन महान्तं दुःखोदधिं तरीतुं शक्नुवन्ति,balahīnā api buddhiprabhāvena mahāntaṃ duḥkhodadhiṃ tarītuṃ śaknuvanti,invented,medium,7,64,0.214,"Śatakatraya ŚTr, 3",DCS sent_id 573938,kaṇṭhāśleṣopagūḍhaṃ tad api ca na ciraṃ yat priyābhaḥ praṇītaṃ brahmaṇy āsaktacittā bhavata bhavamayāmbhodhipāraṃ tarītum
buhler-XXXV-809,XXXV,वानप्रस्थः शय्यार्थं भूमिं नवपत्त्रैर्हरिणचर्मभिश्चोपास्तृणोत्,vānaprasthaḥ śayyārthaṃ bhūmiṃ navapattrairhariṇacarmabhiścopāstṛṇot,invented,medium,4,65,0.283,"Suśrutasaṃhitā Su, Sū., 13",DCS sent_id 1370,athaināṃ nave mahati ghaṭe sarastaḍāgodakapaṅkamāvāpya nidadhyāt bhakṣyārthe cāsām upaharecchaivalaṃ vallūramaudakāṃś ca kandāṃścūrṇīkṛtya śayyārthaṃ tṛṇamaudakāni ca pattrāṇi tryahāt tryahāccābhyo 'nyajjalaṃ bhakṣyaṃ ca dadyāt saptarātrāt saptarātrācca ghaṭamanyaṃ saṃkrāmayet
buhler-XXXV-810,XXXV,स्वपितरावुद्यानादाह्वातुं बालं प्रहिणु,svapitarāvudyānādāhvātuṃ bālaṃ prahiṇu,invented,medium,3,36,0.396,GRETIL subhasita: vidyAkara · subhASitaratnakoza,GRETIL sa_vidyAkara-subhASitaratnakoza,upaprākārāgraṃ prahiṇu nayane tarkaya manāg anākāśe ko 'yaṃ galita-hariṇaḥ śīta-kiraṇaḥ
buhler-XXXV-811,XXXV,हे मघवन् पणिभिरपहृता अस्मद्गाः प्रत्याहर्तंु मरुतः सहायानादाय गुहाया द्वारमपावृणुया इत्यृषिभिरिन्द्रः प्रार्थ्यत,he maghavan paṇibhirapahṛtā asmadgāḥ pratyāhartaṃु marutaḥ sahāyānādāya guhāyā dvāramapāvṛṇuyā ityṛṣibhirindraḥ prārthyata,invented,medium,11,111,0.099,"Divyāvadāna Divyāv, 13",DCS sent_id 656339,anāthapiṇḍadena gṛhapatinā śrutam yathā śiśumāragirau bodho gṛhapatistasya duhitā evaṃ rūpayauvanasamuditā sā nānādeśanivāsināṃ rājāmātyagṛhapatidhanināṃ śreṣṭhisārthavāhaputrāṇāmarthāya prārthyata iti
buhler-XXXV-812,XXXV,वनवृक्षान्धुन्वानस्य वायोः शब्दं पथा गच्छन्तावशृणुव,vanavṛkṣāndhunvānasya vāyoḥ śabdaṃ pathā gacchantāvaśṛṇuva,invented,medium,5,54,0.173,"Aitareyabrāhmaṇa AB, 5, 32",DCS sent_id 652164,prajāpatir akāmayata prajāyeya bhūyān syām iti sa tapo 'tapyata sa tapas taptvemāṃllokān asṛjata pṛthivīm antarikṣaṃ divaṃ tāṃllokān abhyatapat tebhyo 'bhitaptebhyas trīṇi jyotīṃṣy ajāyantāgnir eva pṛthivyā ajāyata vāyur antarikṣād ādityo divas tāni jyotīṃṣy abhyatapat tebhyo 'bhitaptebhyas trayo vedā ajāyanta ṛgveda evāgner ajāyata yajurvedo vāyoḥ sāmaveda ādityāt tān vedān abhyatapat tebhyo 'bhitaptebhyas trīṇi śukrāṇy ajāyanta bhūr ity eva ṛgvedād ajāyata bhuva iti yajurvedāt svar iti sāmavedāt
buhler-XXXV-813,XXXV,पुण्यकर्मभिर्धर्मं संचित्य मृताः स्वर्गं जन्मान्तरे च विद्यारूपादीन्गुणानाप्नवाम,puṇyakarmabhirdharmaṃ saṃcitya mṛtāḥ svargaṃ janmāntare ca vidyārūpādīnguṇānāpnavāma,invented,medium,7,78,0.266,"Śukasaptati Śusa, 1",DCS sent_id 567112,jīvanti nindyamānāste mṛtāḥ svargaṃ na yānti ca
buhler-XXXV-814,XXXV,यज्ञेषु होतृप्रचोदिता अध्वर्यवः सोमं सुन्वताम्,yajñeṣu hotṛpracoditā adhvaryavaḥ somaṃ sunvatām,invented,medium,5,44,0.327,"Ṛgveda ṚV, 2, 14",DCS sent_id 596091_1,adhvaryavaḥ yaḥ śatam śambarasya puraḥ bibheda aśmanā iva pūrvīḥ yaḥ varcinaḥ śatam indraḥ sahasram apāvapat bharatā somam asmai
buhler-XXXV-815,XXXV,महावने त्रिरात्रं परिभ्रम्य चतुर्थदिवसस्य मध्याह्ने गिरिशिखरमवाप्नुवत,mahāvane trirātraṃ paribhramya caturthadivasasya madhyāhne giriśikharamavāpnuvata,invented,medium,6,76,0.178,"Kathāsaritsāgara KSS, 7, 2",DCS sent_id 624948,kadācic ca tamāruhya paribhramya sa bhūpatiḥ
buhler-XXXV-816,XXXV,मूलफलादि वन आहारार्थं प्रचिन्वीरंस्तपस्विनः,mūlaphalādi vana āhārārthaṃ pracinvīraṃstapasvinaḥ,invented,medium,4,47,0.237,"Aṣṭāṅgahṛdayasaṃhitā AHS, Utt., 36",DCS sent_id 40770,āhārārthaṃ bhayāt pādasparśād ativiṣāt krudhaḥ
buhler-XXXV-817,XXXV,पण्डितः शिष्येभ्यः शब्दशास्त्रं व्यवृणोत्,paṇḍitaḥ śiṣyebhyaḥ śabdaśāstraṃ vyavṛṇot,invented,medium,4,38,0.284,"Mahābhārata MBh, 1, 151",DCS sent_id 175858,arjunāya dadāmīti hṛdayaṃ vyāvṛṇot tadā
buhler-XXXVI-824,XXXVI,यो ऽनधीत्य द्विजो वेदमन्यत्र कुरुते श्रमम्,yo nadhītya dvijo vedamanyatra kurute śramam,adapted,medium,6,39,0.517,"Manusmṛti ManuS, 2",DCS sent_id 78505,yo 'nadhītya dvijo vedam anyatra kurute śramam
buhler-XXXVI-825,XXXVI,स जीवन्नेव शूद्रत्वमाशु गच्छति सान्वयः,sa jīvanneva śūdratvamāśu gacchati sānvayaḥ,quotation,high,5,39,0.451,"Manusmṛti ManuS, 2",DCS sent_id 78506,sa jīvann eva śūdratvam āśu gacchati sānvayaḥ
buhler-XXXVI-826,XXXVI,यत्करोत्यशुभं कर्म शुभं वा यदि सत्तम,yatkarotyaśubhaṃ karma śubhaṃ vā yadi sattama,adapted,medium,6,40,0.843,"5035) MBH. 3, 13846.",IS Saying 5035,yatkarotyaśubhaṃ karma vā yadi sattama |/avaśyaṃ tatsamāpnoti puruṣo nātra saṃśayaḥ ||
buhler-XXXVI-827,XXXVI,अवश्यं तत्समाप्नोति पुरुषो ऽत्र न संशयः,avaśyaṃ tatsamāpnoti puruṣo tra na saṃśayaḥ,adapted,low,6,38,0.533,"5035) MBH. 3, 13846.",IS Saying 5035,yatkarotyaśubhaṃ karma vā yadi sattama |/avaśyaṃ tatsamāpnoti puruṣo nātra saṃśayaḥ ||
buhler-XXXVI-828,XXXVI,कुर्वन्नपि व्यलीकानि यः प्रियः प्रिय एव सः,kurvannapi vyalīkāni yaḥ priyaḥ priya eva saḥ,quotation,high,7,39,1.0,"Hitopadeśa Hitop, 2",DCS sent_id 352972,kurvann api vyalīkāni yaḥ priyaḥ priya eva saḥ
buhler-XXXVI-829,XXXVI,अनेकदोषदुष्टो ऽपि कायः कस्य न वल्लभः,anekadoṣaduṣṭo pi kāyaḥ kasya na vallabhaḥ,adapted,low,6,37,0.575,"Hitopadeśa Hitop, 2",DCS sent_id 352973,aśeṣadoṣaduṣṭo 'pi kāyaḥ kasya na vallabhaḥ
buhler-XXXVI-830,XXXVI,यो ब्रह्मणा कर्णावावृणोति तं पितरं मातरं च मन्वानो न द्रुह्येत्तस्मै कदाचन,yo brahmaṇā karṇāvāvṛṇoti taṃ pitaraṃ mātaraṃ ca manvāno na druhyettasmai kadācana,invented,medium,11,72,0.288,"Mahābhārata MBh, 5, 44",DCS sent_id 219268,taṃ manyeta pitaraṃ mātaraṃ ca tasmai na druhyet kṛtam asya jānan
