lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
7	īrṣy	Irzy	2	35949	редкое	4	Aṣṭāṅgahṛdayasaṃhitā	AHS, Sū., 2	AHS, Sū., 2, 25.2	īrṣyet	saṃpadvipatsv ekamanā hetāvīrṣyet phale na tu	
7	asūy	asUy	37	8823	редкое	1	Rāmāyaṇa	Rām, Ay, 72	Rām, Ay, 72, 21.2	asūyet	yadi māṃ dhārmiko rāmo nāsūyen mātṛghātakam	осуждаю | Недовольный | восстает
7	asūy	asUy	37	8823	редкое	2	Mahābhārata	MBh, 4, 4	MBh, 4, 4, 13	asūyanti	asūyanti hi rājāno janān anṛtavādinaḥ	осуждаю | Недовольный | восстает
7	asūy	asUy	37	8823	редкое	3	Mahābhārata	MBh, 12, 124	MBh, 12, 124, 33.2	asūyāmi	nāsūyāmi dvijaśreṣṭha rājāsmīti kadācana	осуждаю | Недовольный | восстает
7	asūy	asUy	37	8823	редкое	4	Mahābhārata	MBh, 1, 56	MBh, 1, 56, 24	asūyatām	bhāratānāṃ mahajjanma śṛṇvatām anasūyatām	осуждаю | Недовольный | восстает
7	asūy	asUy	37	8823	редкое	5	Mahābhārata	MBh, 7, 51	MBh, 7, 51, 26	asūyatāṃ	sādhūn asūyatāṃ ye ca ye cāpi parivādinām	осуждаю | Недовольный | восстает
7	asūy	asUy	37	8823	редкое	6	Mahābhārata	MBh, 13, 145	MBh, 13, 145, 31	asūyataḥ	asūyataśca śakrasya vajreṇa prahariṣyataḥ	осуждаю | Недовольный | восстает
9	kṣip	kzip	2391	264	топ-1000	1	Hitopadeśa	Hitop, 3	Hitop, 3, 133.3	kṣiptaḥ	anītipavanakṣipto 'kāryābdhau sa nimajjati	метнул | пальцев | метать
9	kṣip	kzip	2391	264	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 148.3	kṣiptaḥ	tadā satvaram upasṛtya sārasena svadehāntarito rājā jale kṣiptaḥ	метнул | пальцев | метать
9	kṣip	kzip	2391	264	топ-1000	3	Hitopadeśa	Hitop, 1	Hitop, 1, 84.9	kṣiptena	tam uddiśya tena kṣetrapatinā prakopāt kṣiptena laguḍena śṛgālo vyāpāditaḥ	метнул | пальцев | метать
9	kṣip	kzip	2391	264	топ-1000	4	Manusmṛti	ManuS, 8	ManuS, 8, 270	kṣipan	ekajātir dvijātīṃs tu vācā dāruṇayā kṣipan	метнул | пальцев | метать
9	kṣip	kzip	2391	264	топ-1000	5	Manusmṛti	ManuS, 3	ManuS, 3, 260.2	kṣipet	gāṃ vipram ajam agniṃ vā prāśayed apsu vā kṣipet	метнул | пальцев | метать
9	kṣip	kzip	2391	264	топ-1000	6	Manusmṛti	ManuS, 8	ManuS, 8, 313	kṣipto	yaḥ kṣipto marṣayaty ārtais tena svarge mahīyate	метнул | пальцев | метать
9	muc	muc	3213	162	топ-1000	1	Hitopadeśa	Hitop, 1	Hitop, 1, 53.4	mukta	paśya mūṣikamitreṇa kapotā muktabandhanāḥ	освобождается | освободится | освободишься
9	muc	muc	3213	162	топ-1000	2	Hitopadeśa	Hitop, 1	Hitop, 1, 194.2	muñcati	tad akṛtrimasauhārdam āpatsv api na muñcati	освобождается | освободится | освободишься
9	muc	muc	3213	162	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 154.5	muñcati	na muñcati na cādatte tathā mugdho 'smi samprati	освобождается | освободится | освободишься
9	muc	muc	3213	162	топ-1000	4	Hitopadeśa	Hitop, 2	Hitop, 2, 106.2	muñced	sakṛt kiṃ pīḍitaṃ snānavastraṃ muñced dhṛtaṃ payaḥ	освобождается | освободится | освободишься
9	muc	muc	3213	162	топ-1000	5	Hitopadeśa	Hitop, 2	Hitop, 2, 138.3	mukto	mukto dvādaśabhir varṣaiḥ śvapucchaḥ prakṛtiṃ gataḥ	освобождается | освободится | освободишься
9	muc	muc	3213	162	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 31.2	muñcati	citau pariṣvajya vicetanaṃ patiṃ priyā hi yā muñcati deham ātmanaḥ	освобождается | освободится | освободишься
9	snih	snih	123	4166	редкое	1	Mahābhārata	MBh, 7, 11	MBh, 7, 11, 12.2	snihyate	ajātaśatrutā satyā tasya yat snihyate bhavān	
9	snih	snih	123	4166	редкое	2	Kathāsaritsāgara	KSS, 4, 2	KSS, 4, 2, 65.2	snihyad	vakti janmāntaraprītiṃ manaḥ snihyad akāraṇam	
9	snih	snih	123	4166	редкое	3	Kathāsaritsāgara	KSS, 2, 3	KSS, 2, 3, 11.2	snihyed	tataś cāsyāṃ svayaṃ tasya cakṣuḥ snihyed asaṃśayam	
9	snih	snih	123	4166	редкое	4	Ayurvedarasāyana	Ayurvedarasāyana zu AHS, Sū., 16, 6.2	Ayurvedarasāyana zu AHS, Sū., 16, 6.2, 1	snehanīyān	snehanīyān āha svedyetyādi	
9	snih	snih	123	4166	редкое	5	Suśrutasaṃhitā	Su, Cik., 31	Su, Cik., 31, 28	snehanīyā	snehanīyā ca sā mātrā bahudoṣe ca pūjitā	
9	snih	snih	123	4166	редкое	6	Suśrutasaṃhitā	Su, Utt., 13	Su, Utt., 13, 3.2	snigdha	snigdhavāntaviriktasya nivātātapasadmani	
9	abhilaṣ	aBilaz	113	4413	редкое	1	Hitopadeśa	Hitop, 2	Hitop, 2, 66.5	abhilaṣitam	yathābhilaṣitam anuṣṭhīyatām iti	стремятся | желаемое | тянуться
9	abhilaṣ	aBilaz	113	4413	редкое	2	Hitopadeśa	Hitop, 1	Hitop, 1, 201.6	abhilaṣitam	etad bhavatām abhilaṣitam api sampannam	стремятся | желаемое | тянуться
9	abhilaṣ	aBilaz	113	4413	редкое	3	Hitopadeśa	Hitop, 3	Hitop, 3, 22.2	abhilaṣitam	śuka tvam evānena saha tatra gatvāsmadabhilaṣitaṃ brūhi	стремятся | желаемое | тянуться
9	abhilaṣ	aBilaz	113	4413	редкое	4	Hitopadeśa	Hitop, 2	Hitop, 2, 127.3	abhilaṣati	tathā cāsmatsannidhāne śrīmaddevapādānāṃ śaktitrayanindāṃ kṛtvā rājyam evābhilaṣati	стремятся | желаемое | тянуться
9	abhilaṣ	aBilaz	113	4413	редкое	5	Rāmāyaṇa	Rām, Utt, 45	Rām, Utt, 45, 23	abhilaṣitam	jāhnavītīram āsādya cirābhilaṣitaṃ mama	стремятся | желаемое | тянуться
9	abhilaṣ	aBilaz	113	4413	редкое	6	Rāmāyaṇa	Rām, Ay, 107	Rām, Ay, 107, 7	abhilaṣitam	mantriṇāṃ vacanaṃ śrutvā yathābhilaṣitaṃ priyam	стремятся | желаемое | тянуться
9	anurañj	anuraYj	180	3181	редкое	1	Hitopadeśa	Hitop, 2	Hitop, 2, 60.2	anuraktasya	anuraktasya cihnāni doṣe'pi guṇasaṃgrahaḥ	преданный | ликует | предан
9	anurañj	anuraYj	180	3181	редкое	2	Hitopadeśa	Hitop, 2	Hitop, 2, 74.2	anurakto	buddhimān anurakto 'yam ayaṃ śūra ito bhayam	преданный | ликует | предан
9	anurañj	anuraYj	180	3181	редкое	3	Hitopadeśa	Hitop, 3	Hitop, 3, 142.15	'nuraktaś	śucir dakṣo 'nuraktaś ca jāne bhṛtyo 'pi durlabhaḥ	преданный | ликует | предан
9	anurañj	anuraYj	180	3181	редкое	4	Hitopadeśa	Hitop, 2	Hitop, 2, 59.2	anurakto	sa āha śṛṇu kim anurakto virakto vā mayi svāmīti jñāsyāmi	преданный | ликует | предан
9	anurañj	anuraYj	180	3181	редкое	5	Hitopadeśa	Hitop, 1	Hitop, 1, 115.14	anuraktasya	sneho 'dhikaḥ sambhramadarśanaṃ ca sadānuraktasya janasya lakṣma	преданный | ликует | предан
9	anurañj	anuraYj	180	3181	редкое	6	Manusmṛti	ManuS, 7	ManuS, 7, 64	anuraktaḥ	anuraktaḥ śucir dakṣaḥ smṛtimān deśakālavit	преданный | ликует | предан
10	īś	IS	248	2491	редкое	1	Rāmāyaṇa	Rām, Ki, 38	Rām, Ki, 38, 37.2	īṣṭe	niveśayitvā vidhivad balāni balaṃ balajñaḥ pratipattum īṣṭe	властвует | владеешь | овладеет
10	īś	IS	248	2491	редкое	2	Mahābhārata	MBh, 12, 289	MBh, 12, 289, 25.2	īśate	īśate nṛpate sarve yogasyāmitatejasaḥ	властвует | владеешь | овладеет
10	īś	IS	248	2491	редкое	3	Mahābhārata	MBh, 5, 66	MBh, 5, 66, 14	īśan	īśan api mahāyogī sarvasya jagato hariḥ	властвует | владеешь | овладеет
10	īś	IS	248	2491	редкое	4	Mahābhārata	MBh, 5, 66	MBh, 5, 66, 13.2	īśate	īśate bhagavān ekaḥ satyam etad bravīmi te	властвует | владеешь | овладеет
10	īś	IS	248	2491	редкое	5	Mahābhārata	MBh, 12, 291	MBh, 12, 291, 15.3	īśānaṃ	aṇimā laghimā prāptir īśānaṃ jyotir avyayam	властвует | владеешь | овладеет
10	īś	IS	248	2491	редкое	6	Mahābhārata	MBh, 3, 200	MBh, 3, 200, 22	īśate	na kaścid īśate brahman svayaṃgrāhasya sattama	властвует | владеешь | овладеет
10	prabhū	praBU	299	2142	редкое	1	Hitopadeśa	Hitop, 1	Hitop, 1, 27.2	prabhavati	lobhāt krodhaḥ prabhavati lobhāt kāmaḥ prajāyate	появляется | возникает | возникают
10	prabhū	praBU	299	2142	редкое	2	Hitopadeśa	Hitop, 1	Hitop, 1, 88.5	prabhavanty	viśvāsāt prabhavanty ete viśvāsas tatra no hitaḥ	появляется | возникает | возникают
10	prabhū	praBU	299	2142	редкое	3	Hitopadeśa	Hitop, 4	Hitop, 4, 91.4	prabhavanti	vane'pi doṣāḥ prabhavanti rāgiṇāṃ gṛhe'pi pañcendriyanigrahas tapaḥ	появляется | возникает | возникают
10	prabhū	praBU	299	2142	редкое	4	Manusmṛti	ManuS, 5	ManuS, 5, 2.2	prabhavati	kathaṃ mṛtyuḥ prabhavati vedaśāstravidāṃ prabho	появляется | возникает | возникают
10	prabhū	praBU	299	2142	редкое	5	Rāmāyaṇa	Rām, Ki, 42	Rām, Ki, 42, 21	prabhūta	viśālā nalinī yatra prabhūtakamalotpalā	появляется | возникает | возникают
10	prabhū	praBU	299	2142	редкое	6	Rāmāyaṇa	Rām, Bā, 5	Rām, Bā, 5, 5.2	prabhūta	niviṣṭaḥ sarayūtīre prabhūtadhanadhānyavān	появляется | возникает | возникают
10	day	day	34	9223	редкое	1	Bṛhadāraṇyakopaniṣad	BĀU, 5, 2	BĀU, 5, 2, 3.5	dayadhvam	dayadhvam iti na āttheti	раздает | Дарите сострадание | наделяющий
10	day	day	34	9223	редкое	2	Ṛgveda	ṚV, 1, 120	ṚV, 1, 120, 3.2	dayamāno	prārcad dayamāno yuvākuḥ	раздает | Дарите сострадание | наделяющий
10	day	day	34	9223	редкое	3	Bṛhadāraṇyakopaniṣad	BĀU, 5, 2	BĀU, 5, 2, 3.8	dayadhvam	dāmyata datta dayadhvam iti	раздает | Дарите сострадание | наделяющий
10	day	day	34	9223	редкое	4	Aitareya-Āraṇyaka	AĀ, 2, 3, 6	AĀ, 2, 3, 6, 11	dayeta	tasmād anṛtaṃ na vaded dayeta tv enena	раздает | Дарите сострадание | наделяющий
10	day	day	34	9223	редкое	5	Ṛgveda	ṚV, 8, 103	ṚV, 8, 103, 6	dayate	yo viśvā dayate vasu hotā mandro janānām	раздает | Дарите сострадание | наделяющий
10	day	day	34	9223	редкое	6	Ṛgveda	ṚV, 1, 10	ṚV, 1, 10, 6.2	dayamānaḥ	sa śakra uta naḥ śakad indro vasu dayamānaḥ	раздает | Дарите сострадание | наделяющий
10	smṛ	smf	3966	114	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 119.14	smṛtaḥ	ṣaḍguṇo vyavasāyaś ca kāmāś cāṣṭaguṇaḥ smṛtaḥ	считается | вспомнил | помня
10	smṛ	smf	3966	114	топ-1000	2	Hitopadeśa	Hitop, 4	Hitop, 4, 9.7	smṛtaḥ	ṣaḍguṇo vyavasāyaś ca kāmāś cāṣṭaguṇaḥ smṛtaḥ	считается | вспомнил | помня
10	smṛ	smf	3966	114	топ-1000	3	Hitopadeśa	Hitop, 1	Hitop, 1, 122.2	smṛtam	dāridryān maraṇād vāpi dāridryam avaraṃ smṛtam	считается | вспомнил | помня
10	smṛ	smf	3966	114	топ-1000	4	Hitopadeśa	Hitop, 3	Hitop, 3, 85.2	smṛtaḥ	nijair avayavair eva mātaṅgo 'ṣṭāyudhaḥ smṛtaḥ	считается | вспомнил | помня
10	smṛ	smf	3966	114	топ-1000	5	Hitopadeśa	Hitop, 1	Hitop, 1, 8.13	smṛtaḥ	alobha iti mārgo 'yaṃ dharmasyāṣṭavidhaḥ smṛtaḥ	считается | вспомнил | помня
10	smṛ	smf	3966	114	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 109.5	smṛtaḥ	mūḍho yodhāvamantā ca sukhacchedyo ripuḥ smṛtaḥ	считается | вспомнил | помня
10	adhī	aDI	552	1275	редкое	1	Hitopadeśa	Hitop, 1	Hitop, 1, 11	adhītāni	mayā ca dharmaśāstrāṇi adhītāni	изучив | обучи | читает
10	adhī	aDI	552	1275	редкое	2	Hitopadeśa	Hitop, 0	Hitop, 0, 24	adhītam	hā hā putraka nādhītaṃ gatāsv etāsu rātriṣu	изучив | обучи | читает
10	adhī	aDI	552	1275	редкое	3	Hitopadeśa	Hitop, 0	Hitop, 0, 39.2	adhītam	pustakeṣu ca nādhītaṃ nādhītaṃ gurusaṃnidhau	изучив | обучи | читает
10	adhī	aDI	552	1275	редкое	4	Hitopadeśa	Hitop, 1	Hitop, 1, 138.2	adhītam	tenādhītaṃ śrutaṃ tena tena sarvam anuṣṭhitam	изучив | обучи | читает
10	adhī	aDI	552	1275	редкое	5	Hitopadeśa	Hitop, 3	Hitop, 3, 18	adhīta	adhītavyavahārārthaṃ maulaṃ khyātaṃ vipaścitam	изучив | обучи | читает
10	adhī	aDI	552	1275	редкое	6	Hitopadeśa	Hitop, 1	Hitop, 1, 164.3	adhītya	śāstrāṇy adhītyāpi bhavanti mūrkhā yas tu kriyāvān puruṣaḥ sa vidvān	изучив | обучи | читает
22	uta	uta	1835	363	топ-1000	1	Hitopadeśa	Hitop, 4	Hitop, 4, 80.2	uta	api svena śarīreṇa kim utānyena kenacit	и | а также | А также
22	uta	uta	1835	363	топ-1000	2	Hitopadeśa	Hitop, 4	Hitop, 4, 23	uta	śṛṇu deva kim asmābhir baladarpād durgaṃ bhagnam uta tava pratāpādhiṣṭhitenopāyena	и | а также | А также
22	uta	uta	1835	363	топ-1000	3	Rāmāyaṇa	Rām, Bā, 42	Rām, Bā, 42, 4.3	uta	ākāśād apatad rāma śive śivaśirasy uta	и | а также | А также
22	uta	uta	1835	363	топ-1000	4	Rāmāyaṇa	Rām, Su, 2	Rām, Su, 2, 41.2	uta	api rākṣasarūpeṇa kim utānyena kenacit	и | а также | А также
22	uta	uta	1835	363	топ-1000	5	Rāmāyaṇa	Rām, Utt, 31	Rām, Utt, 31, 3	uta	utāho hīnavīryāste babhūvuḥ pṛthivīkṣitaḥ	и | а также | А также
