L_id	k1	hom	k2

86031	lamBaka		lamBaka

86032	lamBana		lamBana

86033	lamBanIya		lamBanIya

86034	lamBam		lamBam

86035	lamBuka		lamBuka

86036	lay		lay

86037	laya		la/ya

86038	mayana		mayana

86039	layaputrI		layaputrI

86040	layayoga		layayoga

86041	layAramBa		layAramBa

86042	layAlamba		layAlamba

86043	laramAnATa		laramAnATa

86044	larb		larb

86045	lal		lal

86046	lalajjihva		lalajjihva

86047	laladambu		laladambu

86048	lalana		lalana

86049	lalanApriya		lalanApriya

86050	lalanikA		lalanikA

86051	lalantikA		lalantikA

86052	lalalla		lalalla

86053	lalAwa		lalA/wa

86054	lalAwaka		lalAwaka

86055	lalAwaMtapa		lalAwaMtapa

86056	lalAwapura		lalAwapura/

86057	lalAwAkza		lalAwAkza

86058	lalAwikA		lalAwikA

86059	lalAwikAy		lalAwikAy

86060	lalAwUla		lalAwUla/

86061	lalAwya		lalAwya^

86062	lalAma		lalA/ma

86063	lalAmaka		lalAmaka

86064	lalAmagu		lalA/magu

86065	lalAman		lalAman

86066	lalAmavant		lalAmavant

86067	lalita		lalita

86068	lalitaka		lalitaka

86069	lalitacEtya		lalitacEtya

86070	lalitatAla		lalitatAla

86071	lalitapada		lalitapada

86072	lalitapura		lalitapura

86073	lalitapurARa		lalitapurARa

86074	lalitamADava		lalitamADava

86075	lalitalocana		lalitalocana

86076	lalitavistara		lalitavistara

86077	lalitavyUha		lalitavyUha

86078	lalitAtantra		lalitAtantra

86079	lalitAtftIyA		lalitAtftIyA

86080	lalitAditya		lalitAditya

86081	lalitApIqa		lalitApIqa

86082	lalitAmADava		lalitAmADava

86083	lalitArcanacandrikA		lalitArcanacandrikA

86084	lalitAvrata		lalitAvrata

86085	lalitAzazWI		lalitAzazWI

86086	lalitAsaptamI		lalitAsaptamI

86087	lalitika		lalitika

86088	lalitTa		lalitTa

86089	lalItikA		lalItikA

86090	lalyAna		lalyAna

86091	lalla		lalla

86092	lallavArAhasuta		lallavArAhasuta

86093	lalliya		lalliya

86094	lallujIlAla		lallujIlAla

86095	lava		la/va

86096	lavaka		lavaka

86097	lavaNga		lavaNga/

86098	lavaNgaka		lavaNgaka

86099	lavaNgakalikA		lavaNgakalikA

86100	lavawa		lavawa

86101	lavaRa		lavaRa/

86102	lavaRakiMSukA		lavaRakiMSukA

86103	lavaRakzAra		lavaRakzAra

86104	lavaRaKAni		lavaRaKAni

86105	lavaRajala		lavaRajala

86106	lavaRajalaDi		lavaRajalaDi

86107	lavaRajalaniDi		lavaRajalaniDi

86108	lavaRatA		lavaRatA

86109	lavaRatfRa		lavaRatfRa

86110	lavaRatoya		lavaRatoya

86111	lavaRatva		lavaRatva

86112	lavaRapAwalikA		lavaRapAwalikA

86113	lavaRapura		lavaRapura

86114	lavaRamada		lavaRamada

86115	lavaRamantra		lavaRamantra

86116	lavaRameha		lavaRameha

86117	lavaRay		lavaRay

86118	lavaRavAri		lavaRavAri

86119	lavaRasamudra		lavaRasamudra

86120	lavaRasTAna		lavaRasTAna

86121	lavaRasy		lavaRasy

86122	lavaRAkara		lavaRAkara

86123	lavaRAntaka		lavaRAntaka

86124	lavaRAbDi		lavaRAbDi

86125	lavaRAmburASi		lavaRAmburASi

86126	lavaRAmBas		lavaRAmBas

86127	lavaRAraja		lavaRAraja

86128	lavaRArRava		lavaRArRava

86129	lavaRAlaya		lavaRAlaya

86130	lavaRASva		lavaRASva

86131	lavaRiman		lavaRima/n

86132	lavaRIy		lavaRIy

86133	lavaRottama		lavaRottama

86134	lavaRotTa		lavaRotTa

86135	lavaRotsa		lavaRotsa

86136	lavaRoda		lavaRoda

86137	lavaRodaka	1	lavaRodaka
86138	lavaRodaka	2	lavaRodaka
86139	lavaRodaDi		lavaRodaDi

86140	lavana		la/vana

86141	lavanIya		lavanIya

86142	lavanya		lavanya

86143	lavay		lavay

86144	lavarAja		lavarAja

86145	lavalI		lavalI

86146	lavavant		lavavant

86147	lavaSas		lavaSas

86148	lavAka		lavAka

86149	lavARaka		lavA/Raka

86150	lavi		lavi/

86151	lavitra		lavi/tra

86152	laveraRi		laveraRi

86153	lavya		lavya

86154	laS		laS

86155	laSuna		la/Suna

86156	laz	1	laz
86157	laz	2	laz
86158	lazaRa		lazaRa/

86159	lazaRAvatI		lazaRAvatI

86160	lazamaRa		lazamaRa

86161	lazamAdevI		lazamAdevI

86162	lazva		la/zva

86163	las	1	las
86164	las	2	las
86165	lasa		lasa

86166	lasaka		lasaka

86167	lasikA		lasikA

86168	lasIkA		lasIkA

86169	lasoParaYja		lasoParaYja

86170	lastaka		lastaka

86171	lastakin		lastakin

86172	laspUjanI		laspUjanI/

86173	lahakA		lahakA

86174	lahaqa		lahaqa

86175	lahara		lahara

86176	lahari		lahari

86177	lahika		lahika

86178	lahoqa		lahoqa

86179	lahya		lahya

86180	lA	1	lA
86181	lA	2	lA
86182	lAkinI		lAkinI

86183	lAkuca		lAkuca

86184	lAkuci		lAkuci

86185	lAkuwika		lAkuwika

86186	lAkza		lAkza

86187	lAkzakI		lAkzakI

86188	lAkzaRa		lAkzaRa

86189	lAkzaRi		lA/kzaRi

86190	lAkzaRika		lAkzaRika/

86191	lAkzaRya		lAkzaRya/

86192	lAkzA		lAkzA/

86193	lAkzAtaru		lAkzAtaru

86194	lAkzAprasAda		lAkzAprasAda

86195	lAkzAprasAdana		lAkzAprasAdana

86196	lAkzAvfkza		lAkzAvfkza

86197	lAkzika		lAkzika/

86198	lAkzeya		lAkzeya

86199	lAkzma		lAkzma

86200	lAkzmaRa		lAkzmaRa

86201	lAkzmaRi		lAkzmaRi

86202	lAkzmaReya		lAkzmaReya/

86203	lAkzyika		lAkzyika/

86204	lAK		lAK

86205	lAguqika		lAguqika

86206	lAG		lAG

86207	lAGarakolasa		lAGarakolasa

86208	lAGava		lAGava/

86209	lAGavAyana		lAGavAyana

86210	lAGavika		lAGavika

86211	lANkAkAyani		lA/NkAkAyani

86212	lANkAyana		lANkAyana/

86213	lANgala		lA/Ngala

86214	lANgalaka		lANgalaka

86215	lANgalagraha		lANgalagraha

86216	lANgalacakra		lANgalacakra

86217	lANgalaDvaja		lANgalaDvaja

86218	lANgalapadDati		lANgalapadDati

86219	lANgalAKya		lANgalAKya

86220	lANgalAyana		lANgalAyana

86221	lANgalAhvayA		lANgalAhvayA

86222	lANgali		lANgali

86223	lANgalika		lANgalika

86224	lANgalin		lANgalin

86225	lANgalIzA		lA/NgalIzA

86226	lANgula		lANgula

86227	lANgulikA		lANgulikA

86228	lANgulinI		lANgulinI

86229	lANgUla		lANgUla/

86230	lANgUlikA		lANgUlikA

86231	lANgUlin		lANgUlin

86232	lAj		lAj

86233	lAja		lAja/

86234	lAji		lA/ji

86235	lAjI		lAjI

86236	lAYC		lAYC

86237	lAYCana		lAYCana

86238	lAYj		lAYj

86239	lAwa		lAwa

86240	lAwaka		lAwaka

86241	lAwAcArya		lAwAcArya

86242	lAwAnuprAsa		lAwAnuprAsa

86243	lAwAyana		lAwAyana

86244	lAwIya		lAwIya

86245	lAWy		lAWy

86246	lAwyAyana		lAwyAyana

86247	lAq		lAq

86248	lAqa		lAqa

86249	lAqaKAna		lAqaKAna

86250	lAqana		lAqana

86251	lAqama		lAqama

86252	lAqi		lAqi

86253	lAQAcArya		lAQAcArya

86254	lARWanI		lARWanI

86255	lAtavya		lA/tavya

86256	lAti		lAti

86257	lAnta		lAnta

86258	lAntakaja		lAntakaja

86259	lAndra		lAndra

86260	lApa		lApa

86261	lApay		lApay

86262	lApikA		lApikA

86263	lApin		lApin

86264	lApya		lApya

86265	lAba		lAba

86266	lAbaka		lAbaka

86267	lAbAkza		lAbAkza

86268	lAbu		lAbu

86269	lAbukAyana		lAbukAyana

86270	lAbukI		lAbukI

86271	lAB		lAB

86272	lABa		lABa

86273	lABaka		lABaka

86274	lABam		lABam

86275	lABalipsA		lABalipsA

86276	lABavant		lABavant

86277	lABin		lABin

86278	lABya		lABya

86279	lAmakAyana		lAmakAyana/

86280	lAmakAyani		lAmakAyani

86281	lAmakAyanin		lAmakAyanin

86282	lAmagAyani		lAmagAyani

86283	lAmajjaka		lAmajjaka

86284	lAya		lA/ya

86285	lAyaka		lAyaka

86286	lAla		lAla

86287	lAlaka		lAlaka

86288	lAlacandra		lAlacandra

86289	lAlana		lAlana

86290	lAlanIya		lAlanIya

86291	lAlay		lAlay

86292	lAlayitavya		lAlayitavya

86293	lAlavant		lAlavant

86294	lAlavya		lAlavya

86295	lAlasa		lAlasa

86296	lAlasiMha		lAlasiMha

86297	lAlA		lAlA

86298	lAlAwa		lAlAwa

86299	lAlAwi		lAlAwi

86300	lAlAwika		lAlAwika/

86301	lAlAwI		lAlAwI

86302	lAlABakza		lAlABakza

86303	lAlAmika		lAlAmika/

86304	lAlAmeha		lAlAmeha

86305	lAlAy		lAlAy

86306	lAlAviza		lAlAviza

86307	lAlAsrava		lAlAsrava

86308	lAlAsrAva		lAlAsrAva

86309	lAlAsrAvin		lAlAsrAvin

86310	lAlika		lAlika

86311	lAlita		lAlita

86312	lAlitya		lAlitya

86313	lAlIla		lAlIla

86314	lAlya		lAlya

86315	lAva	1	lAva
86316	lAva	2	lAva
86317	lAvaka	1	lAvaka
86318	lAvaka	2	lAvaka
86319	lAvaRa		lAvaRa

86320	lAvaRika		lA/vaRika

86321	lAvaRya		lA/vaRya

86322	lAvaRyaMmaYjarI		lAvaRyaMmaYjarI

86323	lAvaRyamaya		lAvaRyamaya

86324	lAvaRyavant		lAvaRyavant

86325	lAvaRyArjita		lAvaRyArjita

86326	lAvAkza		lAvAkza

86327	lAvARaka		lAvARaka

86328	lAvAnaka		lAvAnaka

86329	lAvika		lAvika

86330	lAvin		lAvin

86331	lAvu		lAvu

86332	lAveraRi		lAveraRi

86333	lAveraRIya		lAveraRI/ya

86334	lAveriRi		lAveriRi

86335	lAvya		lAvya

86336	lAzuka		lA/zuka

86337	lAsa		lAsa

86338	lAsaka		lAsaka

86339	lAsana		lAsana

86340	lAsavatI		lAsavatI

86341	lAsin		lAsin

86342	lAsPowanI		lAsPowanI

86343	lAsya		lAsya

86344	lAsyaka		lAsyaka

86345	lAharimalla		lAharimalla

86346	lAhya		lAhya/

86347	lAhyAyani		lA/hyAyani

86348	li		li

86349	likAbanDa		likAbanDa

86350	likuca		likuca

86351	likkA		likkA

86352	likzA		likzA/

86353	likzikA		likzikA

86354	liK		liK

86355	liKa		liKa/

86356	liKana		liKana

86357	liKiKilla		liKiKilla

86358	liKita		liKita

86359	liKya		liKya

86360	liNK		liNK

86361	lirgu		lirgu/

86362	liN		liN

86363	liNkavArAhatIrTa		liNkavArAhatIrTa

86364	liNg		liNg

86365	liNga		liNga

86366	liNgaka		liNgaka

86367	liNgajA		liNgajA

86368	liNgatoBadra		liNgatoBadra

86369	liNgatva		liNgatva

86370	liNgadeha		liNgadeha

86371	liNgadvAdaSavrata		liNgadvAdaSavrata

86372	liNgaDara		liNgaDara

86373	liNgaDAraRa		liNgaDAraRa

86374	liNgaDAriRI		liNgaDAriRI

86375	liNganASa		liNganASa

86376	liNgapIWa		liNgapIWa

86377	liNgapurARa		liNgapurARa

86378	liNgapratizWAviDi		liNgapratizWAviDi

86379	liNgamAhAtmya		liNgamAhAtmya

86380	liNgamUrti		liNgamUrti

86381	liNgay		liNgay

86382	liNgalepa		liNgalepa

86383	liNgavant		liNgavant

86384	liNgavarDana		liNgavarDana

86385	liNgavarDin		liNgavarDin

86386	liNgaviSezaviDi		liNgaviSezaviDi

86387	liNgavftti		liNgavftti

86388	liNgaSarIra		liNgaSarIra

86389	liNgaSAstra		liNgaSAstra

86390	liNgasaMBUtA		liNgasaMBUtA

86391	liNgasTa		liNgasTa

86392	liNgahanI		liNgahanI

86393	liNgAgra		liNgAgra

86394	liNgAnuSAsana		liNgAnuSAsana

86395	liNgArcanatantra		liNgArcanatantra

86396	liNgArcApratizWAviDi		liNgArcApratizWAviDi

86397	liNgAlikA		liNgAlikA

86398	liNgin		liNgin

86399	liNgopahitalENgikaBAnanirAsarahasya		liNgopahitalENgikaBAnanirAsarahasya

86400	liNgopahitalENgikaBAnavicAra		liNgopahitalENgikaBAnavicAra

86401	licCavi		licCavi

86402	liwy		liwy

86403	lindu		lindu

86404	lip		lip

86405	lipi		li/pi

86406	lipikara		lipikara

86407	lipikA		lipikA

86408	lipikAra		lipikAra

86409	lipinyAsa		lipinyAsa

86410	lipiPalaka		lipiPalaka

86411	lipiSAlA		lipiSAlA

86412	lipI		lipI

86413	lipta		lipta

86414	liptaka		liptaka

86415	liptA		liptA

86416	liptikA		liptikA

86417	liptIkar		liptIkar

86418	lipsA		lipsA

86419	lipsitavya		lipsitavya

86420	lipsu		lipsu

86421	lipsutA		lipsutA

86422	lipsya		lipsya

86423	libi		libi

86424	libikara		libikara

86425	libiMkara		libiMkara

86426	libI		libI

86427	libujA		li/bujA

86428	limpa		limpa/

86429	limpawa		limpawa

86430	limpAka		limpAka

86431	limpi		limpi

86432	limbaBawwa		limbaBawwa

86433	liS	1	liS
86434	liS	2	liS
86435	liSa		liSa

86436	lizva		li/zva

86437	lih	1	lih
86438	lih	2	lih
86439	liha		liha

86440	lI	1	lI
86441	lI	2	lI
86442	lI	3	lI
86443	lIkA		lIkA

86444	lIkkA		lIkkA

86445	lIkzA		lIkzA

86446	lIna		lIna

86447	lIpsitavya		lIpsitavya

86448	lIlA		lIlA

86449	lIlAkamala		lIlAkamala

86450	lIlAkara		lIlAkara

86451	lIlAkalaha		lIlAkalaha

86452	lIlAKela		lIlAKela

86453	lIlAgAra		lIlAgAra

86454	lIlAgfha		lIlAgfha

86455	lIlAgeha		lIlAgeha

86456	lIlANga		lIlANga

86457	lIlAcala		lIlAcala

86458	lIlAtanu		lIlAtanu

86459	lIlAtAmarasa		lIlAtAmarasa

86460	lIlAdri		lIlAdri

86461	lIlApadma		lIlApadma

86462	lIlAparvata		lIlAparvata

86463	lIlAbja		lIlAbja

86464	lIlABaraRa		lIlABaraRa

86465	lIlAmaDukara		lIlAmaDukara

86466	lIlAmanuzya		lIlAmanuzya

86467	lIlAmaya		lIlAmaya

86468	lIlAmAnuzavigraha		lIlAmAnuzavigraha

86469	lIlAmbuja		lIlAmbuja

86470	lIlAy		lIlAy

86471	lIlAyuDa		lIlAyuDa

86472	lIlArati		lIlArati

86473	lIlAravinda		lIlAravinda

86474	lIlAvajra		lIlAvajra

86475	lIlAvatAra		lIlAvatAra

86476	lIlAvant		lIlAvant

86477	lIlAvApI		lIlAvApI

86478	lIlAveSman		lIlAveSman

86479	lIlASuka		lIlASuka

86480	lIlAsvAtmapriya		lIlAsvAtmapriya

86481	lIlodyAna		lIlodyAna

86482	lIlopavatI		lIlopavatI

86483	luk	1	luk
86484	luk	2	luk
86485	lukeSvara		lukeSvara

86486	lugi		lugi

86487	luNga		luNga

86488	luYc		luYc

86489	luYca		luYca

86490	luYcaka		luYcaka

86491	luYcana		luYcana

86492	luYj		luYj

86493	luw		luw

86494	luW	1	luW
86495	luW	2	luW
86496	luWana		luWana

86497	luWaneSvaratIrTa		luWaneSvaratIrTa

86498	luWeSvara		luWeSvara

86499	luq		luq

86500	luRw		luRw

86501	luRwaka		luRwaka

86502	luRwA		luRwA

86503	luRwAka		lu/RwAka

86504	luRW		luRW

86505	luRWaka		luRWaka

86506	luRWana		luRWana

86507	luRWanadI		luRWanadI

86508	luRWA		luRWA

86509	luRWAka		luRWAka

86510	luRWi		luRWi

86511	luRWI		luRWI

86512	luRq		luRq

86513	luRqikA		luRqikA

86514	luRqI		luRqI

86515	luRqIkar		luRqIkar

86516	lunT		lunT

86517	lup	1	lup
86518	lup	2	lup
86519	luptavisargatA		luptavisargatA

86520	luptopama		luptopama

86521	luptopamA		luptopamA

86522	lubDa		lubDa

86523	lubDaka		lubDaka

86524	lubDatA		lubDatA

86525	lubDatva		lubDatva

86526	luB		luB

86527	lumb		lumb

86528	lumbikA		lumbikA

86529	lumbinI		lumbinI

86530	lul		lul

86531	lulApa		lulApa

86532	lulApakanda		lulApakanda

86533	lulAya		lulAya

86534	luSa		luSa

86535	luSAkapi		luSAkapi

86536	luz		luz

86537	luzaBa		lu/zaBa

86538	luh		luh

86539	lU	1	lU
86540	lU	2	lU
86541	lUkza		lUkza

86542	lUtA		lUtA

86543	lUtAmarkawaka		lUtAmarkawaka

86544	lUtAri		lUtAri

86545	lUtikA		lUtikA

86546	lUna		lUna

86547	lUnaka		lU/naka

86548	lUnayavam		lUnayavam

86549	lUnaviza		lUnaviza

86550	lUni		lUni

86551	lUnI		lUnI

86552	lUnIy		lUnIy

86553	lUma		lUma

86554	lUyamAnayavam		lUyamAnayavam

86555	lUz		lUz

86556	lUza		lUza

86557	lUha		lUha

86558	leka		le/ka

86559	lekuYcika		lekuYcika

86560	leKa		leKa

86561	leKaka		leKaka

86562	leKakamuktAmaRi		leKakamuktAmaRi

86563	leKana		leKana

86564	leKani		leKani

86565	leKanika		leKanika

86566	leKanikA		leKanikA

86567	leKanIya		leKanIya

86568	leKapattra		leKapattra

86569	leKapattrikA		leKapattrikA

86570	leKapratileKalipi		leKapratileKalipi

86571	leKarzaBa		leKarzaBa

86572	leKasaMdeSahArin		leKasaMdeSahArin

86573	leKahAra		leKahAra

86574	leKahAraka		leKahAraka

86575	leKahArin		leKahArin

86576	leKADikArin		leKADikArin

86577	leKABra		leKABra

86578	leKABrU		leKABrU

86579	leKAy		leKAy

86580	leKArha		leKArha

86581	leKin		leKin

86582	leKy		leKy

86583	leKya		leKya

86584	leKyagata		leKyagata

86585	leKyacUrRikA		leKyacUrRikA

86586	leKyapattra		leKyapattra

86587	leKyamaya		leKyamaya

86588	leKyasTAna		leKyasTAna

86589	lewa		lewa

86590	lewy		lewy

86591	leRqa		leRqa

86592	leta		leta

86593	ledarI		ledarI

86594	lep		lep

86595	lepa		lepa

86596	lepaka	1	lepaka
86597	lepaka	2	lepaka
86598	lepakara		lepakara

86599	lepakAminI		lepakAminI

86600	lepana		lepana

86601	lepin		lepin

86602	lepya		lepya

86603	lepyakft		lepyakft

86604	lepyanArI		lepyanArI

86605	lepyamaya		lepyamaya

86606	lepyayozit		lepyayozit

86607	lepyastrI		lepyastrI

86608	leya		leya

86609	lelayA		lela/yA

86610	lelAy		lelAy

86611	leliha		leliha

86612	lelihAna		lelihAna

86613	lelya		lelya

86614	levAra		levAra

86615	leSa		leSa

86616	leSyA		leSyA

86617	lezwavya		lezwavya

86618	lezwu		lezwu

86619	lezwuGna		lezwuGna

86620	lezwuBedana		lezwuBedana

86621	lesaka		lesaka

86622	leha		leha/

86623	lehana		lehana

86624	lehin		lehin

86625	lehina		lehina

86626	lehya		lehya

86627	laKa		laKa/

86628	lEKABreya		lEKABreya/

86629	lEgavAyana		lEgavAyana/

86630	lEgavya		lE/gavya

86631	lENga		lENga

86632	lENgika		lENgika

86633	lER		lER

86634	lo		lo

86635	lok		lok

86636	loka		loka/

86637	lokakaRwaka		lokakaRwaka

86638	lokakartar		lokakartar

86639	lokakalpa		lokakalpa

86640	lokakAnta		lokakAnta

86641	lokakAra		lokakAra

86642	lokakft		lokakf/t

86643	lokakftnu		lokakftnu/

86644	lokakzit		lokakzit

86645	lokagati		lokagati

86646	lokagATA		lokagATA

86647	lokaguru		lokaguru

86648	lokacakzus		lokacakzus

86649	lokacara		lokacara

86650	lokacAritra		lokacAritra

86651	lokacArin		lokacArin

86652	lokajananI		lokajananI

86653	lokajit		lokaji/t

86654	lokajYa		lokajYa

86655	lokajyezWa		lokajyezWa

86656	lokatattva		lokatattva

86657	lokatantra		lokatantra

86658	lokatA		lokatA

86659	lokatuzAra		lokatuzAra

86660	lokadamBaka		lokadamBaka

86661	lokadvAra		lokadvAra

86662	lokaDAtar		lokaDAtar

86663	lokaDAtu		lokaDAtu

86664	lokanATa		lokanATa

86665	lokanATarasa		lokanATarasa

86666	lokanindita		lokanindita

86667	lokanetar		lokanetar

86668	lokapa		lokapa

86669	lokapakti		lokapakti

86670	lokapati		lokapati

86671	lokapaTa		lokapaTa

86672	lokapadDati		lokapadDati

86673	lokapAla		lokapAla/

86674	lokapAlaka		lokapAlaka

86675	lokapAlatA		lokapAlatA

86676	lokapAlatva		lokapAlatva

86677	lokapitAmaha		lokapitAmaha

86678	lokapuRya		lokapuRya

86679	lokapuruza		lokapuruza

86680	lokapUjita		lokapUjita

86681	lokaprakASaka		lokaprakASaka

86682	lokaprakASana		lokaprakASana

86683	lokapratyaya		lokapratyaya

86684	lokapradIpa		lokapradIpa

86685	lokapravAda		lokapravAda

86686	lokaprasidDi		lokaprasidDi

86687	lokabanDu		lokabanDu

86688	lokabAnDava		lokabAnDava

86689	lokabAhya		lokabAhya

86690	lokabindusAra		lokabindusAra

86691	lokaBartar		lokaBartar

86692	lokaBAj		lokaBA/j

86693	lokaBAvana		lokaBAvana

86694	lokaBAvin		lokaBAvin

86695	lokamaya		lokama/ya

86696	lokamAtar		lokamAtar

86697	lokamArga		lokamArga

86698	lokaMpfRa		lokaMpfRa/

86699	lokayAtrA		lokayAtrA

86700	lokayAtrika		lokayAtrika

86701	lokarakza		lokarakza

86702	lokarava		lokarava

86703	lokaleKa		lokaleKa

86704	lokalocana		lokalocana

86705	lokavacana		lokavacana

86706	lokavant		lokavant

86707	lokavartana		lokavartana

86708	lokavAda		lokavAda

86709	lokavArttA		lokavArttA

86710	lokavikruzwa		lokavikruzwa

86711	lokavijYAta		lokavijYAta

86712	lokavid		lokavid

86713	lokavidvizwa		lokavidvizwa

86714	lokaviDi		lokaviDi

86715	lokavinAyaka		lokavinAyaka

86716	lokavindu		lokavindu

86717	lokaviSruta		lokaviSruta

86718	lokavisarga		lokavisarga

86719	lolavistAra		lolavistAra

86720	lokavIra		lokavIra

86721	lokavftta		lokavftta

86722	lokavfttAnta		lokavfttAnta

86723	lokavyavahAra	1	lokavyavahAra
86724	lokavyavahAra	2	lokavyavahAra
86725	lokavrata		lokavrata

86726	lokaSruti		lokaSruti

86727	lokasaMvyavahAra		lokasaMvyavahAra

86728	lokasaMsfti		lokasaMsfti

86729	lokasaMkara		lokasaMkara

86730	lokasaMkzaya		lokasaMkzaya

86731	lokasaMgraha		lokasaMgraha

86732	lokasani		lokasa/ni

86733	lokasAkzika		lokasAkzika

86734	lokasAkzin		lokasAkzin

86735	lokasAt		lokasAt

86736	lokasADaka		lokasADaka

86737	lokasAman		lokasAman

86738	lokasidDa		lokasidDa

86739	lokasImAtivartin		lokasImAtivartin

86740	lokasundara		lokasundara

86741	lokasTala		lokasTala

86742	lokasTiti		lokasTiti

86743	lokaspft		lokaspf/t

86744	lokasmft		lokasmft

86745	lokahAsya		lokahAsya

86746	lokahita		lokahita

86747	lokAkASa		lokAkASa

86748	lokAkzi		lokAkzi

86749	lokAcAra		lokAcAra

86750	lokAtiga		lokAtiga

86751	lokAtiSaya		lokAtiSaya

86752	lokAtman		lokAtman

86753	lokAdi		lokAdi

86754	lokADipa		lokADipa

86755	lokADipati		lokADipati

86756	lokAnugraha		lokAnugraha

86757	lokAnurAga		lokAnurAga

86758	lokAntara		lokAntara

86759	lokAntarika		lokAntarika

86760	lokApavAda		lokApavAda

86761	lokABilazita		lokABilazita

86762	lokAByudaya		lokAByudaya

86763	lokAyata		lokAyata

86764	lokAyatana		lokAyatana

86765	lokAyatika		lokAyatika

86766	lokAyana		lokAyana

86767	lokAloka		lokAloka

86768	lokAvekzaRa		lokAvekzaRa

86769	lokin		loki/n

86770	lokeSa		lokeSa

86771	lokeSvara		lokeSvara/

86772	lokeSvarAtmajA		lokeSvarAtmajA

86773	lokezwi		lokezwi

86774	lokEkabanDu		lokEkabanDu

86775	lokEzaRA		lokEzaRA

86776	lokokti		lokokti

86777	lokottara		lokottara

86778	lokottaraparivarta		lokottaraparivarta

86779	lokottaravAdin		lokottaravAdin

86780	lokodDAra		lokodDAra

86781	lokya		lokya^

86782	lokyatA		lokya/tA

86783	loga		loga/

86784	logAkza		logAkza

86785	loc		loc

86786	loca		loca

86787	locaka		locaka

86788	locana		locana

86789	locanakAra		locanakAra

86790	locanapaTa		locanapaTa

86791	locanahita		locanahita

86792	locanAmaya		locanAmaya

86793	locanoqqAraka		locanoqqAraka

86794	locanotsa		locanotsa

86795	locamarkawa		locamarkawa

86796	locamastaka		locamastaka

86797	low		low

86798	lowa		lowa

86799	lowana		lowana

86800	lowikA		lowikA

86801	lowula		lowula

86802	lowy		lowy

86803	loWa		loWa

86804	loWana		loWana

86805	loq		loq

86806	loqana		loqana

86807	loqya		loqya

86808	loRatfRa		loRatfRa

86809	loRA		loRA

86810	loRAmlA		loRAmlA

86811	loRAra		loRAra

86812	loRikA		loRikA

86813	loRitaka		loRitaka

86814	loRI		loRI

86815	lota		lo/ta

86816	lotra		lo/tra

86817	lodI		lodI

86818	loDa		loDa

86819	loDra		loDra

86820	loDraka		loDraka

86821	lopa		lopa

86822	lopaka		lopaka

86823	lopana		lopana

86824	lopAka		lopAka

86825	lopApaka		lopApaka

86826	lopAmudrA		lo/pAmudrA

86827	lopASa		lopASa/

86828	lopASaka		lopASaka

86829	lopin		lopin

86830	loptar		loptar

86831	loptra		loptra

86832	lopya	1	lopya
86833	lopya	2	lo/pya
86834	loBa		loBa

86835	loBana		loBana

86836	loBanIya		loBanIya

86837	loBAyana		loBAyana

86838	loBin		loBin

86839	loBya		loBya

86840	loma		loma

86841	lomaka		lomaka

86842	lomakaraRI		lomakaraRI

86843	lomakarRa		lomakarRa

86844	lomakAgfha		lomakAgfha

86845	lomakin		lomakin

86846	lomakIwa		lomakIwa

86847	lomakUpa		lomakUpa

86848	lomagarta		lomagarta/

86849	lomaGna		lomaGna

86850	lomaDi		lomaDi

86851	loman		lo/man

86852	lomana		lomana

86853	lomapAda		lomapAda

86854	lomapravAhin		lomapravAhin

86855	lomaPala		lomaPala

86856	lomamaRi		lomamaRi

86857	lomayUka		lomayUka

86858	lomavant		lo/mavant

86859	lomavAhana		lomavAhana

86860	lomavAhin		lomavAhin

86861	lomavivara		lomavivara

86862	lomaviza		lomaviza

86863	lomavetAla		lomavetAla

86864	lomaSa		lomaSa/

86865	lomaSakarRa		lomaSakarRa

