lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
XVI	jñā	jYA	4568	90	топ-100	4	Hitopadeśa	Hitop, 4	Hitop, 4, 9.4	jñātam	mayāsya mukham āghrāya jñātam	зная | познав | знает
XVI	jñā	jYA	4568	90	топ-100	5	Hitopadeśa	Hitop, 2	Hitop, 2, 90.22	jānītaḥ	rājāha damanakakaraṭakau jānītaḥ	зная | познав | знает
XVI	jñā	jYA	4568	90	топ-100	6	Hitopadeśa	Hitop, 2	Hitop, 2, 89.5	jñātaṃ	kiṃtu yad devena jñātaṃ tat tathā	зная | познав | знает
XVI	grah	grah	4310	100	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 103.5	gṛhyatām	gṛhyatām ayam upahāraḥ	взяв | схватил | взял
XVI	grah	grah	4310	100	топ-100	2	Hitopadeśa	Hitop, 0	Hitop, 0, 3.2	gṛhīta	gṛhīta iva keśeṣu mṛtyunā dharmamācaret	взяв | схватил | взял
XVI	grah	grah	4310	100	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 37	gṛhītvā	sa ca dvitīyaṃ viśvāsapātraṃ gṛhītvā yātu	взяв | схватил | взял
XVI	grah	grah	4310	100	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 58.3	gṛhṇīyāt	gṛhṇīyāt taṃ vinā tena vyañjanaṃ gomayāyate	взяв | схватил | взял
XVI	grah	grah	4310	100	топ-100	5	Hitopadeśa	Hitop, 2	Hitop, 2, 79.2	gṛhītavyaṃ	bālād api gṛhītavyaṃ yuktam uktaṃ manīṣibhiḥ	взяв | схватил | взял
XVI	grah	grah	4310	100	топ-100	6	Hitopadeśa	Hitop, 2	Hitop, 2, 148.4	gṛhṇāti	sa mṛtyur eva gṛhṇāti garbham aśvatarī yathā	взяв | схватил | взял
XVI	krī	krI	169	3324	редкое	1	Manusmṛti	ManuS, 8	ManuS, 8, 415	krīta	dhvajāhṛto bhaktadāso gṛhajaḥ krītadattrimau	купленный | купить | купив
XVI	krī	krI	169	3324	редкое	2	Manusmṛti	ManuS, 5	ManuS, 5, 32	krītvā	krītvā svayaṃ vāpy utpādya paropakṛtam eva vā	купленный | купить | купив
XVI	krī	krI	169	3324	редкое	3	Manusmṛti	ManuS, 8	ManuS, 8, 222	krītvā	krītvā vikrīya vā kiṃcid yasyehānuśayo bhavet	купленный | купить | купив
XVI	krī	krI	169	3324	редкое	4	Manusmṛti	ManuS, 8	ManuS, 8, 413	krītam	śūdraṃ tu kārayed dāsyaṃ krītam akrītam eva vā	купленный | купить | купив
XVI	krī	krI	169	3324	редкое	5	Manusmṛti	ManuS, 9	ManuS, 9, 158	krītaḥ	kānīnaś ca sahoḍhaś ca krītaḥ paunarbhavas tathā	купленный | купить | купив
XVI	krī	krI	169	3324	редкое	6	Manusmṛti	ManuS, 9	ManuS, 9, 172	krīṇīyād	krīṇīyād yas tv apatyārthaṃ mātāpitror yam antikāt	купленный | купить | купив
XVI	pū	pU	1326	515	топ-1000	1	Manusmṛti	ManuS, 8	ManuS, 8, 311.2	pūyante	dvijātaya ivejyābhiḥ pūyante satataṃ nṛpāḥ	Павамана | очищается | Очищайся
XVI	pū	pU	1326	515	топ-1000	2	Manusmṛti	ManuS, 6	ManuS, 6, 46.2	pūtām	satyapūtāṃ vaded vācaṃ manaḥpūtaṃ samācaret	Павамана | очищается | Очищайся
XVI	pū	pU	1326	515	топ-1000	3	Manusmṛti	ManuS, 8	ManuS, 8, 257	pūyante	yathoktena nayantas te pūyante satyasākṣiṇaḥ	Павамана | очищается | Очищайся
XVI	pū	pU	1326	515	топ-1000	4	Manusmṛti	ManuS, 2	ManuS, 2, 75.2	pūtas	prāṇāyāmais tribhiḥ pūtas tata oṃkāram arhati	Павамана | очищается | Очищайся
XVI	pū	pU	1326	515	топ-1000	5	Manusmṛti	ManuS, 4	ManuS, 4, 225.2	pūtam	śraddhāpūtaṃ vadānyasya hatam aśraddhayetarat	Павамана | очищается | Очищайся
XVI	pū	pU	1326	515	топ-1000	6	Manusmṛti	ManuS, 8	ManuS, 8, 83	pūyate	satyena pūyate sākṣī dharmaḥ satyena vardhate	Павамана | очищается | Очищайся
XVI	lū	lU	64	6402	редкое	1	Hitopadeśa	Hitop, 4	Hitop, 4, 85.2	lūnasya	yadviyogāsilūnasya manaso nāsti bheṣajam	рассек | без | сжатых
XVI	lū	lU	64	6402	редкое	2	Hitopadeśa	Hitop, 2	Hitop, 2, 84.5	lūnaṃ	tataḥ kesarāgraṃ lūnaṃ dṛṣṭvā kupito vivarāntargataṃ mūṣikam alabhamāno 'cintayat	рассек | без | сжатых
XVI	lū	lU	64	6402	редкое	3	Rāmāyaṇa	Rām, Bā, 54	Rām, Bā, 54, 10	lūna	hataputrabalo dīno lūnapakṣa iva dvijaḥ	рассек | без | сжатых
XVI	lū	lU	64	6402	редкое	4	Rāmāyaṇa	Rām, Ay, 58	Rām, Ay, 58, 3.2	lūna	apaśyaṃ tasya pitarau lūnapakṣāv iva dvijau	рассек | без | сжатых
XVI	lū	lU	64	6402	редкое	5	Rāmāyaṇa	Rām, Ār, 10	Rām, Ār, 10, 48.2	lūnāś	lūnāś ca pathi dṛśyante darbhā vaiḍūryavarcasaḥ	рассек | без | сжатых
XVI	lū	lU	64	6402	редкое	6	Mahābhārata	MBh, 1, 192	MBh, 1, 192, 22.12	lūna	asahāyāśca me putrā lūnapakṣā iva dvijāḥ	рассек | без | сжатых
XVI	prī	prI	1262	540	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 52.4	prītaṃ	ātmānaṃ manyate prītaṃ bhūpālasya sa durmatiḥ	доволен | довольный | довольны
XVI	prī	prI	1262	540	топ-1000	2	Hitopadeśa	Hitop, 1	Hitop, 1, 60	prītena	kiṃ ca yadi annaṃ nāsti tadā suprītenāpi vacasā tāvad atithiḥ pūjya eva	доволен | довольный | довольны
XVI	prī	prI	1262	540	топ-1000	3	Manusmṛti	ManuS, 9	ManuS, 9, 128.2	prīta	somāya rājñe satkṛtya prītātmā saptaviṃśatim	доволен | довольный | довольны
XVI	prī	prI	1262	540	топ-1000	4	Manusmṛti	ManuS, 1	ManuS, 1, None	prīta	tān abravīt ṛṣīn sarvān prīta ātmā śrūyatām iti	доволен | довольный | довольны
XVI	prī	prI	1262	540	топ-1000	5	Manusmṛti	ManuS, 9	ManuS, 9, 191	prītena	anvādheyaṃ ca yad dattaṃ patyā prītena caiva yat	доволен | довольный | довольны
XVI	prī	prI	1262	540	топ-1000	6	Manusmṛti	ManuS, 3	ManuS, 3, 131.2	prītaḥ	ekas tān mantravit prītaḥ sarvān arhati dharmataḥ	доволен | довольный | довольны
XVI	bandh	banD	2210	296	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 112.2	baddhvā	tad aham atrātmānaṃ baddhvā tiṣṭhāmi	связан | привязал | связав
XVI	bandh	banD	2210	296	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 32.6	baddhas	tasya prāṅgaṇe gardabho baddhas tiṣṭhati	связан | привязал | связав
XVI	bandh	banD	2210	296	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 143.3	badhnīyāt	ātmanāvagataṃ kṛtvā badhnīyāt pūjayec ca vā	связан | привязал | связав
XVI	bandh	banD	2210	296	топ-1000	4	Hitopadeśa	Hitop, 1	Hitop, 1, 55.3	baddhaḥ	śṛgālāt pāśabaddho 'sau mṛgaḥ kākena rakṣitaḥ	связан | привязал | связав
XVI	bandh	banD	2210	296	топ-1000	5	Hitopadeśa	Hitop, 1	Hitop, 1, 35.4	badhyante	tṛṇair guṇatvam āpannair badhyante mattadantinaḥ	связан | привязал | связав
XVI	bandh	banD	2210	296	топ-1000	6	Hitopadeśa	Hitop, 2	Hitop, 2, 111.27	baddhvā	tatas tāṃ gopīṃ tāḍayitvā stambhe baddhvā suptaḥ	связан | привязал | связав
XVIII	kṛ	kf	33251	12	топ-100	1	Hitopadeśa	Hitop, 4	Hitop, 4, 124	kariṣyati	upakāraṃ karomy asya mamāpy eṣa kariṣyati	сделал | совершил | сделав
XVIII	kṛ	kf	33251	12	топ-100	2	Hitopadeśa	Hitop, 4	Hitop, 4, 123	kariṣyati	mayāsyopakṛtaṃ pūrvaṃ mamāpy eṣa kariṣyati	сделал | совершил | сделав
XVIII	kṛ	kf	33251	12	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 121.5	kariṣyati	locanābhyāṃ vihīnasya darpaṇaḥ kiṃ kariṣyati	сделал | совершил | сделав
XVIII	kṛ	kf	33251	12	топ-100	4	Hitopadeśa	Hitop, 0	Hitop, 0, 23.2	kariṣyati	dhanurvaṃśaviśuddho 'pi nirguṇaḥ kiṃ kariṣyati	сделал | совершил | сделав
XVIII	kṛ	kf	33251	12	топ-100	5	Hitopadeśa	Hitop, 3	Hitop, 3, 29.4	kariṣyāmi	tanmaraṇe cānumaraṇaṃ kariṣyāmīti pratijñā vartate	сделал | совершил | сделав
XVIII	kṛ	kf	33251	12	топ-100	6	Hitopadeśa	Hitop, 4	Hitop, 4, 61.15	kariṣyati	kāko brūte iha samaye parikṣīṇaḥ svāmī pāpam api kariṣyati	сделал | совершил | сделав
XVIII	bhū	BU	32612	13	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 125.3	bhaviṣyati	gṛdhro vadati deva sarvaṃ bhaviṣyati	будет | был | будь
XVIII	bhū	BU	32612	13	топ-100	2	Hitopadeśa	Hitop, 4	Hitop, 4, 107.2	bhaviṣyati	mantrī brūte deva satvaraṃ bhaviṣyati	будет | был | будь
XVIII	bhū	BU	32612	13	топ-100	3	Hitopadeśa	Hitop, 2	Hitop, 2, 85.13	bhaviṣyati	anyathā te viruddhaṃ phalaṃ bhaviṣyati	будет | был | будь
XVIII	bhū	BU	32612	13	топ-100	4	Hitopadeśa	Hitop, 1	Hitop, 1, 192.11	bhaviṣyasi	yadāsatsaṅgarahito bhaviṣyasi bhaviṣyasi	будет | был | будь
XVIII	bhū	BU	32612	13	топ-100	5	Hitopadeśa	Hitop, 3	Hitop, 3, 103.13	bhaviṣyati	anena sadṛśo loke na bhūto na bhaviṣyati	будет | был | будь
XVIII	bhū	BU	32612	13	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 73.9	bhaviṣyati	manorathasiddhir api bāhulyān me bhaviṣyati	будет | был | будь
XVIII	gam	gam	15950	25	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 17.6	gamiṣyāmi	punar na tatra gamiṣyāmi	отправился | ушел | ступай
XVIII	gam	gam	15950	25	топ-100	2	Hitopadeśa	Hitop, 3	Hitop, 3, 102.35	gamiṣyāmi	idānīm anyatra gamiṣyāmi	отправился | ушел | ступай
XVIII	gam	gam	15950	25	топ-100	3	Hitopadeśa	Hitop, 1	Hitop, 1, 4.4	gamiṣyati	āyuṣaḥ khaṇḍam ādāya ravir astaṃ gamiṣyati	отправился | ушел | ступай
XVIII	gam	gam	15950	25	топ-100	4	Hitopadeśa	Hitop, 2	Hitop, 2, 123.12	gamiṣyāmi	pañcatvaṃ ced gamiṣyāmi kiṃ siṃhānunayena me	отправился | ушел | ступай
XVIII	gam	gam	15950	25	топ-100	5	Rāmāyaṇa	Rām, Bā, 58	Rām, Bā, 58, 4.2	gamiṣyasi	anena saha rūpeṇa saśarīro gamiṣyasi	отправился | ушел | ступай
XVIII	gam	gam	15950	25	топ-100	6	Rāmāyaṇa	Rām, Ki, 18	Rām, Ki, 18, 47.2	gamiṣyati	taṭāka iva pītāmbur upaśoṣaṃ gamiṣyati	отправился | ушел | ступай
XVIII	dṛś	dfS	14755	27	топ-100	1	Rāmāyaṇa	Rām, Ār, 59	Rām, Ār, 59, 6.2	drakṣyati	paraloke mahārājo nūnaṃ drakṣyati me pitā	увидев | увидел | видя
XVIII	dṛś	dfS	14755	27	топ-100	2	Rāmāyaṇa	Rām, Su, 12	Rām, Su, 12, 41	drakṣyāmi	ito drakṣyāmi vaidehīṃ rāmadarśanalālasām	увидев | увидел | видя
XVIII	dṛś	dfS	14755	27	топ-100	3	Rāmāyaṇa	Rām, Yu, 61	Rām, Yu, 61, 30.2	drakṣyasi	kailāsaśikharaṃ cāpi drakṣyasyariniṣūdana	увидев | увидел | видя
XVIII	dṛś	dfS	14755	27	топ-100	4	Rāmāyaṇa	Rām, Ay, 48	Rām, Ay, 48, 35.2	drakṣyasi	vicaranti vanānteṣu tāni drakṣyasi rāghava	увидев | увидел | видя
XVIII	dṛś	dfS	14755	27	топ-100	5	Rāmāyaṇa	Rām, Ay, 77	Rām, Ay, 77, 8.2	drakṣyāmahe	kadā drakṣyāmahe rāmaṃ jagataḥ śokanāśanam	увидев | увидел | видя
XVIII	dṛś	dfS	14755	27	топ-100	6	Rāmāyaṇa	Rām, Ār, 7	Rām, Ār, 7, 15	drakṣyase	drakṣyase dṛṣṭiramyāṇi giriprasravaṇāni ca	увидев | увидел | видя
XVIII	dah	dah	2012	329	топ-1000	1	Rāmāyaṇa	Rām, Utt, 72	Rām, Utt, 72, 8.2	dhakṣyate	dhakṣyate pāṃsuvarṣeṇa mahatā pākaśāsanaḥ	сжигает | сжечь | сжег
XVIII	dah	dah	2012	329	топ-1000	2	Rāmāyaṇa	Rām, Ār, 64	Rām, Ār, 64, 28.2	dhakṣyāmi	imaṃ dhakṣyāmi saumitre hataṃ raudreṇa rakṣasā	сжигает | сжечь | сжег
XVIII	dah	dah	2012	329	топ-1000	3	Rāmāyaṇa	Rām, Ār, 62	Rām, Ār, 62, 6	dhakṣyate	duḥkhito hi bhavāṃl lokāṃs tejasā yadi dhakṣyate	сжигает | сжечь | сжег
XVIII	dah	dah	2012	329	топ-1000	4	Mahābhārata	MBh, 5, 72	MBh, 5, 72, 10.2	dhakṣyante	dhakṣyante śiśirāpāye vanānīva hutāśanaiḥ	сжигает | сжечь | сжег
XVIII	dah	dah	2012	329	топ-1000	5	Mahābhārata	MBh, 1, 13	MBh, 1, 13, 35.3	dhakṣyati	janamejayasya vo yajñe dhakṣyatyanilasārathiḥ	сжигает | сжечь | сжег
XVIII	dah	dah	2012	329	топ-1000	6	Mahābhārata	MBh, 1, 46	MBh, 1, 46, 16.3	dhakṣyate	takṣakeṇa bhujaṃgena dhakṣyate kila tatra vai	сжигает | сжечь | сжег
XVIII	sṛj	sfj	1840	361	топ-1000	1	Mahābhārata	MBh, 3, 187	MBh, 3, 187, 46.2	srakṣyāmi	ekībhūto hi srakṣyāmi śarīrād dvijasattama	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	2	Mahābhārata	MBh, 10, 17	MBh, 10, 17, 13.2	srakṣyāmi	yadi me nāgrajastvanyastataḥ srakṣyāmyahaṃ prajāḥ	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	3	Tantrāloka	TĀ, 1	TĀ, 1, 259	srakṣyamāṇo	srakṣyamāṇo viśeṣāṃśo yadā tūparamettadā	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	4	Tantrāloka	TĀ, 1	TĀ, 1, 267	srakṣyamāṇa	vikalpasrakṣyamāṇānyarucitāṃśasahiṣṇunaḥ	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	5	Tantrāloka	TĀ, 1	TĀ, 1, 268	srakṣyamāṇa	tadaiva saṃviccinute yāvataḥ srakṣyamāṇatā	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	6	Harivaṃśa	HV, 35	HV, 35, 46.2	srakṣye	dārayogaṃ vinā srakṣye putram ātmatanūruham	сотворил | выпустил | создал
XVIII	ruh	ruh	310	2079	редкое	1	Mahābhārata	MBh, 3, 188	MBh, 3, 188, 76.2	rokṣyanti	sasyāni ca na rokṣyanti yugānte paryupasthite	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	2	Śatapathabrāhmaṇa	ŚBM, 5, 2, 1	ŚBM, 5, 2, 1, 10	rokṣyan	sa rokṣyan jāyām āmantrayate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	3	Kāṭhakasaṃhitā	KS, 14, 8	KS, 14, 8, 10	rokṣyan	svar eva rokṣyan patnyā saṃvadate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	4	Āpastambaśrautasūtra	ĀpŚS, 18, 5	ĀpŚS, 18, 5, 12	rokṣyāmi	ahaṃ nāv ubhayoḥ suvo rokṣyāmīti yajamāno 'ntataḥ	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	5	Maitrāyaṇīsaṃhitā	MS, 1, 11, 8	MS, 1, 11, 8, 1	rokṣyan	svo rohāvehi svo rohāvehi svo rohāveti svar vā etad rokṣyan patnyā saṃvadate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	6	Vārāhaśrautasūtra	VārŚS, 3, 1, 2	VārŚS, 3, 1, 2, 16	rokṣyāmi	ahaṃ nāv ubhayo rokṣyāmīty uktvāyuryajñena kalpata iti yajamāno yūpam ārohati	поднялся | взойти | поднимись
XXI	vid	vid	9384	48	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 104.15	vidyate	na kāpy anyā vārtā vidyate	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	2	Hitopadeśa	Hitop, 3	Hitop, 3, 116.2	vidvān	avidvān api bhūpālo vidyāvṛddhopasevayā	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	3	Hitopadeśa	Hitop, 2	Hitop, 2, 113.2	vidaḥ	same nimnonnatānīva citrakarmavido janāḥ	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 5.2	vidvān	vidvān evopadeṣṭavyo nāvidvāṃs tu kadācana	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	5	Hitopadeśa	Hitop, 4	Hitop, 4, 66.11	vetti	ato 'haṃ bravīmyātmaupamyena yo vettītyādi	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 76.6	vidyate	vidyate hi nṛśaṃsebhyo bhayaṃ guṇavatām api	знает | знай | знают
XXI	ās	As	1379	494	топ-1000	1	Hitopadeśa	Hitop, 3	Hitop, 3, 33.4	āste	śuko 'pi mama paścād āgacchann āste	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	2	Hitopadeśa	Hitop, 4	Hitop, 4, 99.14	āstām	tato yady asmatsevayā vasati tad āstām	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 83	āsyatām	damanako vihasyāha mitra tūṣṇīm āsyatām	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	4	Hitopadeśa	Hitop, 3	Hitop, 3, 14.3	āsate	śaśino vyapadeśena śaśakāḥ sukham āsate	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	5	Hitopadeśa	Hitop, 2	Hitop, 2, 123.4	āste	sa ca sarvadā paśūnāṃ vadhaṃ kurvann āste	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 82.2	āsīta	uparudhyārim āsīta rāṣṭraṃ cāsyopapīḍayet	сидит | пребывает | сидят
XXI	śru	Sru	9431	47	топ-100	1	Hitopadeśa	Hitop, 1	Hitop, 1, 1.2	śṛṇuta	bho rājaputrāḥ śṛṇuta	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 178	śṛṇu	anyac ca bhrātaḥ śṛṇu	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 143	śṛṇu	sāraso brūte śṛṇu deva	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 116	śṛṇu	gṛdhro 'vadad deva śṛṇu	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	5	Hitopadeśa	Hitop, 4	Hitop, 4, 1.3	śrūyatām	viṣṇuśarmeṇoktam śrūyatām	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 2.3	śṛṇuta	viṣṇuśarmovāca śṛṇuta yūyam	услышав | Услышав | выслушав
XXII	as	as	24567	17	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 140	asti	tat tāvad atra nāsti	есть | ты | я
XXII	as	as	24567	17	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 73	astu	kākena uktamevam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	3	Hitopadeśa	Hitop, 4	Hitop, 4, 19.4	astu	matsyā āhuḥ evam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	4	Hitopadeśa	Hitop, 2	Hitop, 2, 66.8	'si	rājāha cirād dṛṣṭo 'si	есть | ты | я
XXII	as	as	24567	17	топ-100	5	Hitopadeśa	Hitop, 1	Hitop, 1, 112.2	astu	vāyaso 'vadad evam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	6	Hitopadeśa	Hitop, 2	Hitop, 2, 32.7	'sti	kukkuraś copaviṣṭo 'sti	есть | ты | я
XXII	tāḍay	tAqay	435	1585	редкое	1	Rāmāyaṇa	Rām, Yu, 33	Rām, Yu, 33, 35.2	tāḍayāmāsa	suṣeṇaṃ tāḍayāmāsa nanāda ca muhur muhuḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	2	Rāmāyaṇa	Rām, Yu, 58	Rām, Yu, 58, 14.2	tāḍayāmāsa	devāntakam abhidrutya tāḍayāmāsa saṃyuge	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	3	Rāmāyaṇa	Rām, Yu, 58	Rām, Yu, 58, 38.2	tāḍayāmāsa	utpatya ca hanūmantaṃ tāḍayāmāsa muṣṭinā	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	4	Rāmāyaṇa	Rām, Yu, 63	Rām, Yu, 63, 2	tāḍayāmāsa	āhūya so 'ṅgadaṃ kopāt tāḍayāmāsa vegitaḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	5	Rāmāyaṇa	Rām, Yu, 36	Rām, Yu, 36, 17.2	tāḍayāmāsa	yūthapān api tān sarvāṃstāḍayāmāsa rāvaṇiḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	6	Rāmāyaṇa	Rām, Utt, 15	Rām, Utt, 15, 9.2	tāḍayāmāsa	śaktibhistāḍayāmāsa tisṛbhir yakṣapuṃgavaḥ	ударил | поразил | нанес удары
XXX	manas	manas	5528	74	топ-100	1	Hitopadeśa	Hitop, 4	Hitop, 4, 85.2	manaso	yadviyogāsilūnasya manaso nāsti bheṣajam	ум | разум | сердце
