headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast	dcs_status	dcs_compound_raw	dcs_prefix_hits	dcs_split	dcs_arity	dcs_freq_sum	seam_no_sandhi	key_form
BUtagrAma	bhūtagrāma	55214	2	BUta + grAma	bhūta + grāma	attested	bhūtagrāmaḥ	0	bhūta grāma	2	8	1	folded
BUtahara	bhūtahara	55295	2	BUta + hara	bhūta + hara	unattested		0					folded-miss
BUtakAla	bhūtakāla	55204	2	BUta + kAla	bhūta + kāla	unattested		0					folded-miss
BUtakeSa	bhūtakeśa	55208	2	BUta + keSa	bhūta + keśa	unattested		0					folded-miss
BUtakesarA	bhūtakesarā	55209	2	BUta + kesara	bhūta + kesara	unattested		0					folded-miss
BUtaketu	bhūtaketu	55207	2	BUta + ketu	bhūta + ketu	unattested		0					folded-miss
BUtakft	bhūtakṛt	55206	2	BUta + kft	bhūta + kṛt	prefix-evidence		3					folded-miss
BUtanATa	bhūtanātha	55230	2	BUta + nATa	bhūta + nātha	unattested		0					folded-miss
BUtapAla	bhūtapāla	55236	2	BUta + pAla	bhūta + pāla	unattested		0					folded-miss
BUtapUrva	bhūtapūrva	55240	2	BUta + pUrva	bhūta + pūrva	unattested		0					folded-miss
BUtapattrI	bhūtapattrī	55235	2	BUta + pattra	bhūta + pattra	unattested		0					folded-miss
BUtapura	bhūtapura	55237	2	BUta + pura	bhūta + pura	unattested		0					folded-miss
BUtapuzpa	bhūtapuṣpa	55238	2	BUta + puzpa	bhūta + puṣpa	unattested		0					folded-miss
BUtarAj	bhūtarāj	55259	2	BUta + rAj	bhūta + rāj	unattested		0					folded-miss
BUtarUpa	bhūtarūpa	55260	2	BUta + rUpa	bhūta + rūpa	unattested		0					folded-miss
BUtaraya	bhūtaraya	55258	2	BUta + raya	bhūta + raya	unattested		0					folded-miss
BUtasAra	bhūtasāra	55289	2	BUta + sAra	bhūta + sāra	unattested		0					folded-miss
BUtasTAna	bhūtasthāna	55292	2	BUta + sTAna	bhūta + sthāna	unattested		0					folded-miss
BUtasTa	bhūtastha	55291	2	BUta + sTa	bhūta + stha	unattested		0					folded-miss
BUtasaMGa	bhūtasaṃgha	55281	2	BUta + saMGa	bhūta + saṃgha	attested	bhūtasaṁgha	0	bhūta saṁgha	2	2	1	folded
BUtasarga	bhūtasarga	55286	2	BUta + sarga	bhūta + sarga	attested	bhūtasargaḥ	0	bhūta sarga	2	4	1	folded
BUtavAsa	bhūtavāsa	55267	2	BUta + vAsa	bhūta + vāsa	unattested		0					folded-miss
BUtavIra	bhūtavīra	55275	2	BUta + vIra	bhūta + vīra	unattested		0					folded-miss
BUtavarga	bhūtavarga	55266	2	BUta + varga	bhūta + varga	unattested		0					folded-miss
BUtavezI	bhūtaveṣī	55277	2	BUta + veza	bhūta + veṣa	unattested		0					folded-miss
BUtavfkza	bhūtavṛkṣa	55276	2	BUta + vfkza	bhūta + vṛkṣa	unattested		0					folded-miss
BUtavid	bhūtavid	55271	2	BUta + vid	bhūta + vid	prefix-evidence		5					folded-miss
BUtayajYa	bhūtayajña	55256	2	BUta + yajYa	bhūta + yajña	attested	bhūtayajñaḥ	0	bhūta yajña	2	4	1	folded
BUteSa	bhūteśa	55342	2	BUta + ISa	bhūta + īśa	prefix-evidence		2					folded-miss
BUtejya	bhūtejya	55340	2	BUta + ijyA	bhūta + ijyā	unattested		0					folded-miss
BUtfRa	bhūtṛṇa	55338	2	BU + tfRa	bhū + tṛṇa	unattested		0					folded-miss
BUvAh	bhūvāh	55580	2	BU + vAh	bhū + vāh	unattested		0					folded-miss
BUyaskara	bhūyaskara	55490	2	BUyaMs + kara	bhūyaṃs + kara	unattested		0					folded-miss
BUyaskft	bhūyaskṛt	55491	2	BUyaMs + kft	bhūyaṃs + kṛt	unattested		0					folded-miss
BUyovidya	bhūyovidya	55499	2	BUyaMs + vidyA	bhūyaṃs + vidyā	unattested		0					folded-miss
BaNgakara	bhaṅgakara	53839	2	BaNga + kara	bhaṅga + kara	unattested		0					folded-miss
BaNgasArTa	bhaṅgasārtha	53842	2	BaNga + sArTa	bhaṅga + sārtha	unattested		0					folded-miss
BaNgavAsA	bhaṅgavāsā	53840	2	BaNga + vAsa	bhaṅga + vāsa	unattested		0					folded-miss
BaNgiBAva	bhaṅgibhāva	53850	2	BaNgin + BAva	bhaṅgin + bhāva	unattested		0					folded-miss
BaNgurIkar	bhaṅgurīkar	121325	2	BaNgura + kar	bhaṅgura + kar	unattested		0					folded-miss
Bacakra	bhacakra	53861	2	Ba + cakra	bha + cakra	prefix-evidence		1					folded-miss
Badatta	bhadatta	80082	2	Ba + datta	bha + datta	unattested		0					folded-miss
BadrANga	bhadrāṅga	54074	2	Badra + aNga	bhadra + aṅga	unattested		0					folded-miss
BadrASva	bhadrāśva	54087	2	Badra + aSva	bhadra + aśva	prefix-evidence		1					folded-miss
BadrAha	bhadrāha	54089	2	Badra + aha	bhadra + aha	prefix-evidence		2					folded-miss
BadrAkar	bhadrākar	54072	2	Badra + kar	bhadra + kar	unattested		0					folded-miss
BadrAkza	bhadrākṣa	80096	2	Badra + akza	bhadra + akṣa	unattested		0					folded-miss
BadrAvakASA	bhadrāvakāśā	54082	2	Badra + avakASa	bhadra + avakāśa	unattested		0					folded-miss
BadraBUzaRA	bhadrabhūṣaṇā	54021	2	Badra + BUzaRa	bhadra + bhūṣaṇa	unattested		0					folded-miss
BadraBuja	bhadrabhuja	54020	2	Badra + Buja	bhadra + bhuja	unattested		0					folded-miss
BadraMkara	bhadraṃkara	53991	2	Badram + kara	bhadram + kara	prefix-evidence		1					folded-miss
BadraSAKa	bhadraśākha	54054	2	Badra + SAKA	bhadra + śākhā	unattested		0					folded-miss
BadraSIla	bhadraśīla	54056	2	Badra + SIla	bhadra + śīla	unattested		0					folded-miss
BadraSreRya	bhadraśreṇya	54064	2	Badra + SreRi	bhadra + śreṇi	prefix-evidence		1					folded-miss
BadraSriya	bhadraśriya	54061	2	Badra + SrI	bhadra + śrī	unattested		0					folded-miss
BadraSrut	bhadraśrut	54063	2	Badra + Srut	bhadra + śrut	unattested		0					folded-miss
BadrabAhu	bhadrabāhu	54018	2	Badra + bAhu	bhadra + bāhu	unattested		0					folded-miss
BadracAru	bhadracāru	53993	2	Badra + cAru	bhadra + cāru	unattested		0					folded-miss
BadracUqa	bhadracūḍa	53994	2	Badra + cUqA	bhadra + cūḍā	unattested		0					folded-miss
BadradAru	bhadradāru	54003	2	Badra + dAru	bhadra + dāru	prefix-evidence		1					folded-miss
BadradantikA	bhadradantikā	54002	2	Badra + danta	bhadra + danta	unattested		0					folded-miss
Badradeha	bhadradeha	54004	2	Badra + deha	bhadra + deha	unattested		0					folded-miss
BadradvIpa	bhadradvīpa	54005	2	Badra + dvIpa	bhadra + dvīpa	unattested		0					folded-miss
BadragOra	bhadragaura	53990	2	Badra + gOra	bhadra + gaura	unattested		0					folded-miss
BadraganDikA	bhadragandhikā	53989	2	Badra + ganDa	bhadra + gandha	unattested		0					folded-miss
Badrahasta	bhadrahasta	54071	2	Badra + hasta	bhadra + hasta	unattested		0					folded-miss
Badraja	bhadraja	53995	2	Badra + ja	bhadra + ja	prefix-evidence		1					folded-miss
Badrajaya	bhadrajaya	53996	2	Badra + jaya	bhadra + jaya	unattested		0					folded-miss
BadrakAra	bhadrakāra	53981	2	Badra + kAra	bhadra + kāra	unattested		0					folded-miss
Badrakalpa	bhadrakalpa	53979	2	Badra + kalpa	bhadra + kalpa	unattested		0					folded-miss
BadrakarRikA	bhadrakarṇikā	53977	2	Badra + karRa	bhadra + karṇa	unattested		0					folded-miss
Badrakft	bhadrakṛt	53987	2	Badra + kft	bhadra + kṛt	attested	bhadrakṛt	0	bhadra kṛt	2	8	1	exact
Badramanda	bhadramanda	54023	2	Badra + manda	bhadra + manda	unattested		0					folded-miss
Badramfga	bhadramṛga	54030	2	Badra + mfga	bhadra + mṛga	unattested		0					folded-miss
BadramuKa	bhadramukha	54027	2	Badra + muKa	bhadra + mukha	attested	bhadramukha	0	bhadra mukha	2	36	1	exact
BadramuYja	bhadramuñja	54028	2	Badra + muYja	bhadra + muñja	unattested		0					folded-miss
Badramusta	bhadramusta	54029	2	Badra + musta	bhadra + musta	unattested		0					folded-miss
BadranAman	bhadranāman	54006	2	Badra + nAman	bhadra + nāman	unattested		0					folded-miss
BadraniDi	bhadranidhi	54008	2	Badra + niDi	bhadra + nidhi	unattested		0					folded-miss
BadrapAla	bhadrapāla	54013	2	Badra + pAla	bhadra + pāla	unattested		0					folded-miss
BadrapIWa	bhadrapīṭha	54015	2	Badra + pIWa	bhadra + pīṭha	unattested		0					folded-miss
Badrapada	bhadrapada	54009	2	Badra + pada	bhadra + pada	unattested		0					folded-miss
BadraparRA	bhadraparṇā	54010	2	Badra + parRa	bhadra + parṇa	unattested		0					folded-miss
Badrapura	bhadrapura	54014	2	Badra + pura	bhadra + pura	unattested		0					folded-miss
BadrarUpA	bhadrarūpā	54036	2	Badra + rUpa	bhadra + rūpa	unattested		0					folded-miss
BadraraTa	bhadraratha	54034	2	Badra + raTa	bhadra + ratha	unattested		0					folded-miss
BadrareRu	bhadrareṇu	54037	2	Badra + reRu	bhadra + reṇu	unattested		0					folded-miss
BadrasAra	bhadrasāra	54067	2	Badra + sAra	bhadra + sāra	unattested		0					folded-miss
Badrasena	bhadrasena	54069	2	Badra + senA	bhadra + senā	unattested		0					folded-miss
BadrasomA	bhadrasomā	54070	2	Badra + soma	bhadra + soma	unattested		0					folded-miss
BadratuNga	bhadratuṅga	54000	2	Badra + tuNga	bhadra + tuṅga	unattested		0					folded-miss
BadravAc	bhadravāc	54045	2	Badra + vAc	bhadra + vāc	prefix-evidence		1					folded-miss
Badravawa	bhadravaṭa	54039	2	Badra + vawa	bhadra + vaṭa	unattested		0					folded-miss
BadravrAta	bhadravrāta	54052	2	Badra + vrAta	bhadra + vrāta	prefix-evidence		1					folded-miss
BadrayAna	bhadrayāna	54032	2	Badra + yAna	bhadra + yāna	unattested		0					folded-miss
Badrayava	bhadrayava	54031	2	Badra + yava	bhadra + yava	unattested		0					folded-miss
Badrayoga	bhadrayoga	54033	2	Badra + yoga	bhadra + yoga	unattested		0					folded-miss
BadreSa	bhadreśa	54093	2	Badra + ISa	bhadra + īśa	unattested		0					folded-miss
BadrodanI	bhadrodanī	54096	2	Badra + odana	bhadra + odana	unattested		0					folded-miss
BagIraTa	bhagīratha	53822	2	Bagin + raTa	bhagin + ratha	prefix-evidence		4					folded-miss
BagaBakta	bhagabhakta	53783	2	Baga + Bakta	bhaga + bhakta	unattested		0					folded-miss
BagaMdara	bhagaṃdara	53781	2	Bagam + dara	bhagam + dara	unattested		0					folded-miss
BagaRa	bhagaṇa	53765	2	Ba + gaRa	bha + gaṇa	unattested		0					folded-miss
BagadA	bhagadā	53768	2	Baga + dA	bhaga + dā	unattested		0					folded-miss
BagadEvata	bhagadaivata	53771	2	Baga + dEvata	bhaga + daivata	unattested		0					folded-miss
Bagadatta	bhagadatta	53767	2	Baga + datta	bhaga + datta	prefix-evidence		1					folded-miss
Bagadeva	bhagadeva	53769	2	Baga + deva	bhaga + deva	unattested		0					folded-miss
Bagadevata	bhagadevata	53770	2	Baga + devatA	bhaga + devatā	unattested		0					folded-miss
Bagahan	bhagahan	53813	2	Baga + han	bhaga + han	unattested		0					folded-miss
Bagapura	bhagapura	53782	2	Baga + pura	bhaga + pura	unattested		0					folded-miss
BagavacCAstra	bhagavacchāstra	53786	2	Bagavant + SAstra	bhagavant + śāstra	unattested		0					folded-miss
BagavaddfSa	bhagavaddṛśa	53796	2	Bagavant + dfSa	bhagavant + dṛśa	unattested		0					folded-miss
Bagavaddruma	bhagavaddruma	53797	2	Bagavant + druma	bhagavant + druma	unattested		0					folded-miss
BagavadgItA	bhagavadgītā	53795	2	Bagavant + gItA	bhagavant + gītā	prefix-evidence		1					folded-miss
BagavadrAta	bhagavadrāta	80054	2	Bagavant + rAta	bhagavant + rāta	unattested		0					folded-miss
BagavatyaNga	bhagavatyaṅga	53792	2	BagavatI + aNga	bhagavatī + aṅga	unattested		0					folded-miss
BageSa	bhageśa	53824	2	Baga + ISa	bhaga + īśa	prefix-evidence		1					folded-miss
Bagnakrama	bhagnakrama	53828	2	Bagna + krama	bhagna + krama	unattested		0					folded-miss
BagnapfzWa	bhagnapṛṣṭha	53830	2	Bagna + pfzWa	bhagna + pṛṣṭha	unattested		0					folded-miss
BagnaprakramatA	bhagnaprakramatā	80061	2	Bagna + prakrama	bhagna + prakrama	unattested		0					folded-miss
BagnasaMDika	bhagnasaṃdhika	53832	2	Bagna + saMDi	bhagna + saṃdhi	unattested		0					folded-miss
Bagola	bhagola	53825	2	Ba + gola	bha + gola	unattested		0					folded-miss
BaktadAsa	bhaktadāsa	53700	2	Bakta + dAsa	bhakta + dāsa	unattested		0					folded-miss
Baktadveza	bhaktadveṣa	53701	2	Bakta + dveza	bhakta + dveṣa	unattested		0					folded-miss
BaktajA	bhaktajā	53698	2	Bakta + jA	bhakta + jā	unattested		0					folded-miss
BaktakAra	bhaktakāra	53696	2	Bakta + kAra	bhakta + kāra	unattested		0					folded-miss
BaktakaMsa	bhaktakaṃsa	53694	2	Bakta + kaMsa	bhakta + kaṃsa	unattested		0					folded-miss
BaktatUrya	bhaktatūrya	53699	2	Bakta + tUrya	bhakta + tūrya	unattested		0					folded-miss
BakzaMkAra	bhakṣaṃkāra	53746	2	Bakzam + kAra	bhakṣam + kāra	unattested		0					folded-miss
BakzaMkfta	bhakṣaṃkṛta	53747	2	Bakzam + kfta	bhakṣam + kṛta	unattested		0					folded-miss
BakzakAra	bhakṣakāra	53745	2	Bakza + kAra	bhakṣa + kāra	unattested		0					folded-miss
BakzapattrA	bhakṣapattrā	53751	2	Bakza + pattra	bhakṣa + pattra	unattested		0					folded-miss
BallapucCI	bhallapucchī	54254	2	Balla + pucCa	bhalla + puccha	unattested		0					folded-miss
Bapati	bhapati	54110	2	Ba + pati	bha + pati	unattested		0					folded-miss
BaraRizeRa	bharaṇiṣeṇa	54155	2	BaraRI + senA	bharaṇī + senā	unattested		0					folded-miss
BaradvAja	bharadvāja	54179	2	Barant + vAja	bharant + vāja	prefix-evidence		20					folded-miss
BarezujA	bhareṣujā	54200	2	Barezu + jA	bhareṣu + jā	unattested		0					folded-miss
BartfGnI	bhartṛghnī	54215	2	Bartar + GnI	bhartar + ghnī	unattested		0					folded-miss
Bartfhari	bhartṛhari	54226	2	Bartar + hari	bhartar + hari	unattested		0					folded-miss
BartfsTAna	bhartṛsthāna	54224	2	Bartar + sTAna	bhartar + sthāna	unattested		0					folded-miss
Bartfvrata	bhartṛvrata	54221	2	Bartar + vrata	bhartar + vrata	unattested		0					folded-miss
BartfyajYa	bhartṛyajña	54220	2	Bartar + yajYa	bhartar + yajña	unattested		0					folded-miss
BartsapattrikA	bhartsapattrikā	54231	2	Bartsa + pattra	bhartsa + pattra	unattested		0					folded-miss
BasmIkar	bhasmīkar	54384	2	Basman + kar	bhasman + kar	unattested		0					folded-miss
BasmaganDA	bhasmagandhā	54370	2	Basman + ganDa	bhasman + gandha	unattested		0					folded-miss
BasmagarBa	bhasmagarbha	54371	2	Basman + garBa	bhasman + garbha	unattested		0					folded-miss
BasmakAra	bhasmakāra	54367	2	Basman + kAra	bhasman + kāra	unattested		0					folded-miss
BasmakUwa	bhasmakūṭa	54368	2	Basman + kUwa	bhasman + kūṭa	attested	bhasmakūṭa	0	bhasman kūṭa	2	2	0	exact
Basmameha	bhasmameha	54376	2	Basman + meha	bhasman + meha	unattested		0					folded-miss
BasmarohA	bhasmarohā	54377	2	Basman + roha	bhasman + roha	unattested		0					folded-miss
BasmatUla	bhasmatūla	54374	2	Basman + tUla	bhasman + tūla	unattested		0					folded-miss
BavAdfS	bhavādṛś	54307	2	Bavant + dfS	bhavant + dṛś	unattested		0					folded-miss
BavAdfSa	bhavādṛśa	54308	2	Bavant + dfSa	bhavant + dṛśa	unattested		0					folded-miss
BavAdfkza	bhavādṛkṣa	54306	2	Bavant + dfkza	bhavant + dṛkṣa	unattested		0					folded-miss
BavAyanA	bhavāyanā	54318	2	Bava + ayana	bhava + ayana	unattested		0					folded-miss
BavaBUta	bhavabhūta	54296	2	Bava + BUta	bhava + bhūta	unattested		0					folded-miss
BavacCeda	bhavaccheda	54273	2	Bava + Ceda	bhava + cheda	unattested		0					folded-miss
BavadA	bhavadā	54275	2	Bava + dA	bhava + dā	prefix-evidence		9					folded-miss
BavadAru	bhavadāru	54276	2	Bava + dAru	bhava + dāru	unattested		0					folded-miss
Bavaddeva	bhavaddeva	54281	2	Bavant + deva	bhavant + deva	unattested		0					folded-miss
Bavadeva	bhavadeva	54278	2	Bava + deva	bhava + deva	unattested		0					folded-miss
BavadviDa	bhavadvidha	54282	2	Bavant + viDA	bhavant + vidhā	unattested		0					folded-miss
Bavaketu	bhavaketu	54268	2	Bava + ketu	bhava + ketu	unattested		0					folded-miss
BavanATa	bhavanātha	54288	2	Bava + nATa	bhava + nātha	unattested		0					folded-miss
BavanAga	bhavanāga	54287	2	Bava + nAga	bhava + nāga	unattested		0					folded-miss
Bavananda	bhavananda	54284	2	Bava + nanda	bhava + nanda	unattested		0					folded-miss
Bavarga	bhavarga	54300	2	Ba + varga	bha + varga	unattested		0					folded-miss
Bavarud	bhavarud	54299	2	Bava + rud	bhava + rud	unattested		0					folded-miss
BavatrAta	bhavatrāta	54274	2	Bava + trAta	bhava + trāta	unattested		0					folded-miss
BaveSa	bhaveśa	54341	2	Bava + ISa	bhava + īśa	prefix-evidence		1					folded-miss
BawArka	bhaṭārka	53890	2	Bawa + arka	bhaṭa + arka	unattested		0					folded-miss
BawwaSiva	bhaṭṭaśiva	53912	2	Bawwa + Siva	bhaṭṭa + śiva	unattested		0					folded-miss
Bawwamalla	bhaṭṭamalla	53908	2	Bawwa + malla	bhaṭṭa + malla	unattested		0					folded-miss
Bawwopama	bhaṭṭopama	53930	2	Bawwa + upamA	bhaṭṭa + upamā	unattested		0					folded-miss
BayApaha	bhayāpaha	54140	2	Baya + apaha	bhaya + apaha	unattested		0					folded-miss
BayaBrazwa	bhayabhraṣṭa	54133	2	Baya + Brazwa	bhaya + bhraṣṭa	unattested		0					folded-miss
BayaMkara	bhayaṃkara	54121	2	Bayam + kara	bhayam + kara	unattested		0					folded-miss
Bayada	bhayada	54126	2	Baya + da	bhaya + da	prefix-evidence		5					folded-miss
Bayadruta	bhayadruta	54128	2	Baya + druta	bhaya + druta	unattested		0					folded-miss
BayajAta	bhayajāta	54123	2	Baya + jAta	bhaya + jāta	unattested		0					folded-miss
Bayakara	bhayakara	54118	2	Baya + kara	bhaya + kara	attested	bhayakaraḥ	0	bhaya kara	2	4	1	folded
Bayakft	bhayakṛt	54120	2	Baya + kft	bhaya + kṛt	unattested		0					folded-miss
Bayaprada	bhayaprada	54130	2	Baya + prada	bhaya + prada	unattested		0					folded-miss
BayasTAna	bhayasthāna	54137	2	Baya + sTAna	bhaya + sthāna	prefix-evidence		2					folded-miss
BayasTa	bhayastha	54136	2	Baya + sTa	bhaya + stha	unattested		0					folded-miss
BayavyUha	bhayavyūha	54135	2	Baya + vyUha	bhaya + vyūha	unattested		0					folded-miss
Bayuj	bhayuj	54142	2	Ba + yuj	bha + yuj	unattested		0					folded-miss
BeSa	bheśa	55750	2	Ba + ISa	bha + īśa	unattested		0					folded-miss
Bedakara	bhedakara	55718	2	Beda + kara	bheda + kara	unattested		0					folded-miss
Bedakft	bhedakṛt	55720	2	Beda + kft	bheda + kṛt	unattested		0					folded-miss
Bedasaha	bhedasaha	55726	2	Beda + saha	bheda + saha	prefix-evidence		1					folded-miss
BekaBuj	bhekabhuj	55707	2	Beka + Buj	bheka + bhuj	unattested		0					folded-miss
BekaparRI	bhekaparṇī	55706	2	Beka + parRa	bheka + parṇa	unattested		0					folded-miss
Bena	bhena	55733	2	Ba + ina	bha + ina	unattested		0					folded-miss
Berotsa	bherotsa	55745	2	Bera + utsa	bhera + utsa	unattested		0					folded-miss
BfNgAhva	bhṛṅgāhva	55658	2	BfNga + AhvA	bhṛṅga + āhvā	unattested		0					folded-miss
BfNgAnandA	bhṛṅgānandā	55650	2	BfNga + Ananda	bhṛṅga + ānanda	unattested		0					folded-miss
BfNgAri	bhṛṅgāri	55655	2	BfNga + ari	bhṛṅga + ari	unattested		0					folded-miss
BfNgISa	bhṛṅgīśa	55664	2	BfNgin + ISa	bhṛṅgin + īśa	unattested		0					folded-miss
BfNgaja	bhṛṅgaja	55635	2	BfNga + ja	bhṛṅga + ja	prefix-evidence		4					folded-miss
BfNgamUlikA	bhṛṅgamūlikā	55639	2	BfNga + mUla	bhṛṅga + mūla	unattested		0					folded-miss
BfNgaparRikA	bhṛṅgaparṇikā	55636	2	BfNga + parRa	bhṛṅga + parṇa	unattested		0					folded-miss
BfNgarAja	bhṛṅgarāja	55642	2	BfNga + rAja	bhṛṅga + rāja	prefix-evidence		12					folded-miss
BfNgavfkza	bhṛṅgavṛkṣa	55647	2	BfNga + vfkza	bhṛṅga + vṛkṣa	unattested		0					folded-miss
BfSIBU	bhṛśībhū	55698	2	BfSa + BU	bhṛśa + bhū	unattested		0					folded-miss
Bfguja	bhṛguja	55615	2	Bfgu + ja	bhṛgu + ja	unattested		0					folded-miss
Bfguputra	bhṛguputra	55620	2	Bfgu + putra	bhṛgu + putra	attested	bhṛguputra	0	bhṛgu putra	2	2	1	exact
BfgusUnu	bhṛgusūnu	55627	2	Bfgu + sUnu	bhṛgu + sūnu	attested	bhṛgusūnuḥ	0	bhṛgu sūnu	2	2	1	folded
Bfgusuta	bhṛgusuta	55626	2	Bfgu + suta	bhṛgu + suta	prefix-evidence		1					folded-miss
BfgutuNga	bhṛgutuṅga	55617	2	Bfgu + tuNga	bhṛgu + tuṅga	unattested		0					folded-miss
BfmyaSva	bhṛmyaśva	55693	2	Bfmi + aSva	bhṛmi + aśva	unattested		0					folded-miss
BftiBuj	bhṛtibhuj	55679	2	Bfti + Buj	bhṛti + bhuj	unattested		0					folded-miss
BftyIBU	bhṛtyībhū	55686	2	Bftya + BU	bhṛtya + bhū	unattested		0					folded-miss
BfzwakAra	bhṛṣṭakāra	55700	2	Bfzwa + kAra	bhṛṣṭa + kāra	unattested		0					folded-miss
BikzAnna	bhikṣānna	54832	2	BikzA + anna	bhikṣā + anna	prefix-evidence		3					folded-miss
BikzusaMGa	bhikṣusaṃgha	54852	2	Bikzu + saMGa	bhikṣu + saṃgha	attested	bhikṣusaṁgha	0	bhikṣu saṁgha	2	4	1	folded
BillaBUzaRA	bhillabhūṣaṇā	54918	2	Billa + BUzaRa	bhilla + bhūṣaṇa	unattested		0					folded-miss
Billataru	bhillataru	54917	2	Billa + taru	bhilla + taru	unattested		0					folded-miss
BinnArTa	bhinnārtha	54908	2	Binna + arTa	bhinna + artha	unattested		0					folded-miss
BinnaBAgahara	bhinnabhāgahara	54895	2	Binna + BAgahara	bhinna + bhāgahara	unattested		0					folded-miss
BinnaGana	bhinnaghana	54890	2	Binna + Gana	bhinna + ghana	unattested		0					folded-miss
BinnadfS	bhinnadṛś	54893	2	Binna + dfS	bhinna + dṛś	unattested		0					folded-miss
BinnagAtrikA	bhinnagātrikā	54888	2	Binna + gAtra	bhinna + gātra	unattested		0					folded-miss
BinnagarBa	bhinnagarbha	54887	2	Binna + garBa	bhinna + garbha	unattested		0					folded-miss
BinnakUwa	bhinnakūṭa	54885	2	Binna + kUwa	bhinna + kūṭa	unattested		0					folded-miss
BinnakarRa	bhinnakarṇa	54884	2	Binna + karRa	bhinna + karṇa	unattested		0					folded-miss
Binnakrama	bhinnakrama	54886	2	Binna + krama	bhinna + krama	unattested		0					folded-miss
BinnaliNga	bhinnaliṅga	54898	2	Binna + liNga	bhinna + liṅga	unattested		0					folded-miss
Binnavarga	bhinnavarga	54900	2	Binna + varga	bhinna + varga	unattested		0					folded-miss
