headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast
omAtrA	omātrā	13811	2	oman + trA	oman + trā
oqrAKyA	oḍrākhyā	13788	2	oqra + AKyA	oḍra + ākhyā
ozWakarRaka	oṣṭhakarṇaka	13841	2	ozWa + karRa	oṣṭha + karṇa
ozWaroga	oṣṭharoga	13846	2	o + roga	o + roga
pAMsujAlika	pāṃsujālika	43942	2	pAMsu + jAla	pāṃsu + jāla
pAMsukUla	pāṃsukūla	43935	2	pAMsu + kUla	pāṃsu + kūla
pAMsukfta	pāṃsukṛta	43936	2	pAMsu + kfta	pāṃsu + kṛta
pARiMDaya	pāṇiṃdhaya	44144	2	pARim + Daya	pāṇim + dhaya
pARquBAva	pāṇḍubhāva	44198	2	pARqu + BU	pāṇḍu + bhū
pARqupattratA	pāṇḍupattratā	44194	2	pARqu + pattra	pāṇḍu + pattra
pARqurekzu	pāṇḍurekṣu	44209	2	pARqura + ikzu	pāṇḍura + ikṣu
pARqvAmaya	pāṇḍvāmaya	44223	2	pARqu + Asaya	pāṇḍu + āsaya
pARyAsya	pāṇyāsya	44226	2	pARi + Asya	pāṇi + āsya
pASAnta	pāśānta	44993	2	pASa + anta	pāśa + anta
pASaBft	pāśabhṛt	44986	2	pASa + Bft	pāśa + bhṛt
pASaDara	pāśadhara	44979	2	pASa + Dara	pāśa + dhara
pASivAwa	pāśivāṭa	44997	2	pASin + vAwa	pāśin + vāṭa
pAToBAj	pāthobhāj	44307	2	pATas + BAj	pāthas + bhāj
pAToDara	pāthodhara	44303	2	pATas + Dara	pāthas + dhara
pAToDi	pāthodhi	44304	2	pATas + Di	pāthas + dhi
pAToda	pāthoda	44302	2	pATas + da	pāthas + da
pAWaBU	pāṭhabhū	44099	2	pAWa + BU	pāṭha + bhū
pAWacCeda	pāṭhaccheda	44097	2	pAWa + Ceda	pāṭha + cheda
pAYcArTika	pāñcārthika	44049	2	paYcan + arTa	pañcan + artha
pAYcaBOtika	pāñcabhautika	44036	2	paYcan + BUta	pañcan + bhūta
pAYcaSabdika	pāñcaśabdika	44047	2	paYcan + Sabda	pañcan + śabda
pAYcagatika	pāñcagatika	44026	2	paYcan + gati	pañcan + gati
pAYcalohitika	pāñcalohitika	44042	2	paYcan + lohita	pañcan + lohita
pAYcamAhnika	pāñcamāhnika	44037	2	paYcama + ahan	pañcama + ahan
pAYcanApiti	pāñcanāpiti	44035	2	paYcan + nApita	pañcan + nāpita
pAYcavAja	pāñcavāja	44045	2	paYcan + vAja	pañcan + vāja
pAYcavarzika	pāñcavarṣika	44044	2	paYcan + varza	pañcan + varṣa
pAYcaviDya	pāñcavidhya	44046	2	paYcan + viDi	pañcan + vidhi
pAYcayajYika	pāñcayajñika	44039	2	paYcan + yajYa	pañcan + yajña
pAdANgada	pādāṅgada	44404	2	pAda + aNgada	pāda + aṅgada
pAdANguli	pādāṅguli	44405	2	pAda + aNguli	pāda + aṅguli
pAdANguzWa	pādāṅguṣṭha	44407	2	pAda + aNguzWa	pāda + aṅguṣṭha
pAdAgra	pādāgra	44402	2	pAda + agra	pāda + agra
pAdAkulaka	pādākulaka	44401	2	pAda + Akula	pāda + ākula
pAdAmbu	pādāmbu	44416	2	pAda + ambu	pāda + ambu
pAdAnta	pādānta	44413	2	pAda + anta	pāda + anta
pAdArDa	pādārdha	44420	2	pAda + arDa	pāda + ardha
pAdAvarta	pādāvarta	44424	2	pAda + Avarta	pāda + āvarta
pAdUkft	pādūkṛt	44437	2	pAdU + kft	pādū + kṛt
pAdaBAga	pādabhāga	44361	2	pAda + BAga	pāda + bhāga
pAdaBAj	pādabhāj	44362	2	pAda + BAj	pāda + bhāj
pAdaDAvanikA	pādadhāvanikā	44337	2	pAda + DAvana	pāda + dhāvana
pAdaGfta	pādaghṛta	44322	2	pAda + Gfta	pāda + ghṛta
pAdaSEla	pādaśaila	44392	2	pAda + SEla	pāda + śaila
pAdaSOca	pādaśauca	44393	2	pAda + SOca	pāda + śauca
pAdaSabda	pādaśabda	44386	2	pAda + Sabda	pāda + śabda
pAdaSeza	pādaśeṣa	44391	2	pAda + Seza	pāda + śeṣa
pAdabadDa	pādabaddha	44358	2	pAda + badDa	pāda + baddha
pAdabanDa	pādabandha	44359	2	pAda + banDa	pāda + bandha
pAdacAra	pādacāra	44325	2	pAda + cAra	pāda + cāra
pAdadAha	pādadāha	44336	2	pAda + dAha	pāda + dāha
pAdahInAt	pādahīnāt	44400	2	pAda + hIna	pāda + hīna
pAdaharza	pādaharṣa	44398	2	pAda + harza	pāda + harṣa
pAdajAha	pādajāha	44330	2	pAda + jAha	pāda + jāha
pAdaja	pādaja	44327	2	pAda + ja	pāda + ja
pAdajala	pādajala	44328	2	pAda + jala	pāda + jala
pAdakzepa	pādakṣepa	44317	2	pAda + kzepa	pāda + kṣepa
pAdalepa	pādalepa	44373	2	pAda + lepa	pāda + lepa
pAdamUla	pādamūla	44365	2	pAda + mUla	pāda + mūla
pAdanaKa	pādanakha	44338	2	pAda + naKa	pāda + nakha
pAdapASa	pādapāśa	44350	2	pAda + pASa	pāda + pāśa
pAdapIWa	pādapīṭha	44351	2	pAda + pIWa	pāda + pīṭha
pAdapa	pādapa	44343	2	pAda + pa	pāda + pa
pAdapa	pādapa	44344	2	pAda + pa	pāda + pa
pAdaparuhA	pādaparuhā	44348	2	pAdapa + ruhA	pādapa + ruhā
pAdaraTI	pādarathī	44371	2	pAda + raTa	pāda + ratha
pAdarakza	pādarakṣa	44367	2	pAda + rakza	pāda + rakṣa
pAdasPowa	pādasphoṭa	44396	2	pAda + sPowa	pāda + sphoṭa
pAdatala	pādatala	44331	2	pAda + tala	pāda + tala
pAdatrARa	pādatrāṇa	44334	2	pAda + trARa	pāda + trāṇa
pAdavezwanika	pādaveṣṭanika	44384	2	pAda + vezwana	pāda + veṣṭana
pAdavftta	pādavṛtta	44383	2	pAda + vftta	pāda + vṛtta
pAdodaka	pādodaka	44439	2	pAda + udaka	pāda + udaka
pAdodara	pādodara	44440	2	pAda + upara	pāda + upara
pAkAgAra	pākāgāra	43984	2	pAka + agAra	pāka + agāra
pAkAri	pākāri	43987	2	pAka + ari	pāka + ari
pAkAru	pākāru	43988	2	pAka + aru	pāka + aru
pAkaSAlA	pākaśālā	43975	2	pAka + SAlA	pāka + śālā
pAkaSaMsa	pākaśaṃsa	43974	2	pAka + SaMsa	pāka + śaṃsa
pAkaja	pākaja	43956	2	pAka + ja	pāka + ja
pAkapAtra	pākapātra	43961	2	pAka + pAtra	pāka + pātra
pAkasTAna	pākasthāna	43981	2	pAka + sTAna	pāka + sthāna
pAkayajYa	pākayajña	43966	2	pAka + yajYa	pāka + yajña
pAlIvrata	pālīvrata	44942	2	pAlI + vrata	pālī + vrata
pAlakAKyA	pālakākhyā	44907	2	pAlaka + AKyA	pālaka + ākhyā
pAlvalatIra	pālvalatīra	44950	2	palvala + tIra	palvala + tīra
pAmAri	pāmāri	44572	2	pAmA + ari	pāmā + ari
pAmaGna	pāmaghna	44565	2	pAman + Gna	pāman + ghna
pAmarodDArA	pāmaroddhārā	44569	2	pAmara + udDAra	pāmara + uddhāra
pAnIyASrA	pānīyāśrā	44484	2	pAnIya + aSra	pānīya + aśra
pAnaBU	pānabhū	44459	2	pAna + BU	pāna + bhū
pAnamada	pānamada	44462	2	pAna + mada	pāna + mada
pAnapAtra	pānapātra	44455	2	pAna + pAtra	pāna + pātra
pAnapa	pānapa	44454	2	pAna + pa	pāna + pa
pApAKya	pāpākhya	44548	2	pApa + AKyA	pāpa + ākhyā
pApANkuSA	pāpāṅkuśā	44549	2	pApa + aNkuSa	pāpa + aṅkuśa
pApAcAra	pāpācāra	44550	2	pApa + AcAra	pāpa + ācāra
pApAha	pāpāha	44557	2	pApa + aha	pāpa + aha
pApAnta	pāpānta	44552	2	pApa + anta	pāpa + anta
pApAtman	pāpātman	44551	2	pApa + Atman	pāpa + ātman
pApaDI	pāpadhī	44511	2	pApa + DI	pāpa + dhī
pApaGna	pāpaghna	44502	2	pApa + Gna	pāpa + ghna
pApaPala	pāpaphala	44519	2	pApa + Pala	pāpa + phala
pApaSIla	pāpaśīla	44540	2	pApa + SIla	pāpa + śīla
pApada	pāpada	44510	2	pApa + da	pāpa + da
pApagraha	pāpagraha	44501	2	pApa + graha	pāpa + graha
pApahan	pāpahan	44546	2	pApa + han	pāpa + han
pApahara	pāpahara	44547	2	pApa + hara	pāpa + hara
pApajIva	pāpajīva	44507	2	pApa + jIva	pāpa + jīva
pApakarmin	pāpakarmin	44495	2	pApa + karman	pāpa + karman
pApakft	pāpakṛt	44497	2	pApa + kft	pāpa + kṛt
pApakfta	pāpakṛta	44498	2	pApa + kfta	pāpa + kṛta
pApakzaya	pāpakṣaya	44500	2	pApa + kzaya	pāpa + kṣaya
pApaloka	pāpaloka	44531	2	pApa + loka	pāpa + loka
pApardDi	pāparddhi	44529	2	pApa + fdDi	pāpa + ṛddhi
pAparoga	pāparoga	44527	2	pApa + roga	pāpa + roga
pApasama	pāpasama	44544	2	pApa + samA	pāpa + samā
pApavAda	pāpavāda	44536	2	pApa + vAda	pāpa + vāda
pApavasyasa	pāpavasyasa	44535	2	pApa + vasyas	pāpa + vasyas
pArAvAra	pārāvāra	44691	2	pAra + avAra	pāra + avāra
pArAvatAkza	pārāvatākṣa	78507	2	pArAvata + akza	pārāvata + akṣa
pArAyaRa	pārāyaṇa	44678	2	pAra + ayana	pāra + ayana
pArSvAsIna	pārśvāsīna	44872	2	pArSva + AsIna	pārśva + āsīna
pArSvAsanna	pārśvāsanna	44871	2	pArSva + Asanna	pārśva + āsanna
pArSvAyAta	pārśvāyāta	44870	2	pArSva + AyAta	pārśva + āyāta
pArSvaBAga	pārśvabhāga	44856	2	pArSva + BAga	pārśva + bhāga
pArSvaSUla	pārśvaśūla	44864	2	pArSva + SUla	pārśva + śūla
pArSvaSaya	pārśvaśaya	44862	2	pArSva + Saya	pārśva + śaya
pArSvacara	pārśvacara	44845	2	pArSva + cara	pārśva + cara
pArSvada	pārśvada	44848	2	pArSva + da	pārśva + da
pArSvadeSa	pārśvadeśa	44850	2	pArSva + deSa	pārśva + deśa
pArSvaga	pārśvaga	44842	2	pArSva + ga	pārśva + ga
pArSvagata	pārśvagata	44843	2	pArSva + gata	pārśva + gata
pArSvanATa	pārśvanātha	44851	2	pArSva + nATa	pārśva + nātha
pArSvaruj	pārśvaruj	44857	2	pArSva + ruj	pārśva + ruj
pArSvasTa	pārśvastha	44867	2	pArSva + sTa	pārśva + stha
pArSvasTita	pārśvasthita	44868	2	pArSva + sTita	pārśva + sthita
pArTapura	pārthapura	44808	2	pArTa + pura	pārtha + pura
pAraDvaja	pāradhvaja	44634	2	pAra + Dvaja	pāra + dhvaja
pAracara	pāracara	44604	2	pAra + cara	pāra + cara
pAraga	pāraga	44598	2	pAra + ga	pāra + ga
pAragata	pāragata	44599	2	pAra + gata	pāra + gata
pAragati	pāragati	44600	2	pAra + gati	pāra + gati
pAragrAmika	pāragrāmika	44603	2	para + grAma	para + grāma
pArajAyika	pārajāyika	44606	2	para + jAyA	para + jāyā
pArakAma	pārakāma	44595	2	pAra + kAma	pāra + kāma
pAravargya	pāravargya	44656	2	para + varga	para + varga
pAriBadra	pāribhadra	44739	2	pari + Badra	pari + bhadra
pAriDvajika	pāridhvajika	44723	2	pari + Dvaja	pari + dhvaja
pAritaTyA	pāritathyā	44719	2	pari + taTya	pari + tathya
pArivatsa	pārivatsa	44754	2	pari + vatsa	pari + vatsa
pArvAyanAntIya	pārvāyanāntīya	44837	2	parvan + ayanAnta	parvan + ayanānta
pAtrIBU	pātrībhū	44285	2	pAtra + BU	pātra + bhū
pAtradeva	pātradeva	44271	2	pAtra + deva	pātra + deva
pAtrahasta	pātrahasta	44279	2	pAtra + hasta	pātra + hasta
pAtresamita	pātresamita	44290	2	pAtre + samita	pātre + samita
pAyuBeda	pāyubheda	44587	2	pAyu + Beda	pāyu + bheda
pElagarga	pailagarga	47343	2	pEla + garga	paila + garga
pIWaBU	pīṭhabhū	45462	2	pIWa + BU	pīṭha + bhū
pIWacakra	pīṭhacakra	45459	2	pIWa + cakra	pīṭha + cakra
pIWaga	pīṭhaga	45458	2	pIWa + ga	pīṭha + ga
pIWanyAsa	pīṭhanyāsa	45461	2	pIWa + nyAsa	pīṭha + nyāsa
pIWasarpa	pīṭhasarpa	45464	2	pIWa + sarpa	pīṭha + sarpa
pIlukuRa	pīlukuṇa	45582	2	pIlu + kuRa	pīlu + kuṇa
pIluparRI	pīluparṇī	45585	2	pIlu + parRa	pīlu + parṇa
pIlusAra	pīlusāra	45588	2	pIlu + sAra	pīlu + sāra
pIluvaha	pīluvaha	45587	2	pIlu + vaha	pīlu + vaha
pInanitambA	pīnanitambā	45558	2	pIna + nitamba	pīna + nitamba
pInoDnI	pīnodhnī	45562	2	pIna + UDan	pīna + ūdhan
pItANga	pītāṅga	45536	2	pIta + aNga	pīta + aṅga
pItAbDi	pītābdhi	45537	2	pIta + abDi	pīta + abdhi
pItAmbara	pītāmbara	45538	2	pIta + ambara	pīta + ambara
pItaPala	pītaphala	45506	2	pIta + Pala	pīta + phala
pItaSAla	pītaśāla	45528	2	pati + SAla	pati + śāla
pItabIjA	pītabījā	45509	2	pIta + bIja	pīta + bīja
pItadAru	pītadāru	45496	2	pIta + dAru	pīta + dāru
pItadru	pītadru	45498	2	pIta + dru	pīta + dru
pItadugDA	pītadugdhā	45497	2	pIta + dugDa	pīta + dugdha
pItaloha	pītaloha	45523	2	pIta + loha	pīta + loha
pItamuRqa	pītamuṇḍa	45514	2	pIta + muRqa	pīta + muṇḍa
pItanIla	pītanīla	45501	2	pIta + nIla	pīta + nīla
pItapAdA	pītapādā	45503	2	pIta + pAda	pīta + pāda
pItaparRI	pītaparṇī	45502	2	pIta + parRa	pīta + parṇa
pItapuzpa	pītapuṣpa	45504	2	pIta + puzpa	pīta + puṣpa
pItarAga	pītarāga	45519	2	pIta + rAga	pīta + rāga
pItarakta	pītarakta	45518	2	pIta + rakta	pīta + rakta
pItasAra	pītasāra	45529	2	pIta + sAra	pīta + sāra
pItatEla	pītataila	45495	2	pIta + tEla	pīta + taila
pItataRqulA	pītataṇḍulā	45492	2	pIta + taRqula	pīta + taṇḍula
pItavfkza	pītavṛkṣa	45527	2	pIta + vfkza	pīta + vṛkṣa
pIvarIkar	pīvarīkar	45595	2	pIvara + kar	pīvara + kar
pIvasPAka	pīvasphāka	45598	2	pIvas + sPAka	pīvas + sphāka
pIvoaSva	pīvoaśva	45604	2	pIvas + aSva	pīvas + aśva
pIvoanna	pīvoanna	45603	2	pIvas + anna	pīvas + anna
pOnaHpunika	paunaḥpunika	47472	2	punaH + punaH	punaḥ + punaḥ
pOtimAzIputra	pautimāṣīputra	47456	2	pOtimAzyA + putra	pautimāṣyā + putra
pOtrAdya	pautrādya	47465	2	pOtra + aGa	pautra + agha
pUgayajYa	pūgayajña	78839	2	pUga + yajYa	pūga + yajña
pUrBid	pūrbhid	46750	2	pur + Bid	pur + bhid
pUrBidya	pūrbhidya	46751	2	pur + Bidya	pur + bhidya
pUrRASA	pūrṇāśā	46729	2	pUrRa + ASA	pūrṇa + āśā
pUrRAmftA	pūrṇāmṛtā	46724	2	pUrRa + amftA	pūrṇa + amṛtā
pUrRArTa	pūrṇārtha	46727	2	pUrRa + arTa	pūrṇa + artha
pUrRAyata	pūrṇāyata	46725	2	pUrRa + bAyata	pūrṇa + bāyata
pUrRAyus	pūrṇāyus	46726	2	pUrRa + Ayus	pūrṇa + āyus
pUrRIkar	pūrṇīkar	46736	2	pUrRa + kar	pūrṇa + kar
pUrRakAma	pūrṇakāma	46691	2	pUrRa + kAma	pūrṇa + kāma
pUrRakuwa	pūrṇakuṭa	46693	2	pUrRa + kuwa	pūrṇa + kuṭa
pUrRendu	pūrṇendu	46737	2	pUrRa + indu	pūrṇa + indu
pUrRoda	pūrṇoda	78871	2	pUrRa + uda	pūrṇa + uda
pUrRodarA	pūrṇodarā	46740	2	pUrRa + udara	pūrṇa + udara
pUrdvAr	pūrdvār	46746	2	pur + dvAra	pur + dvāra
pUrdvAra	pūrdvāra	46747	2	pur + dvAra	pur + dvāra
pUrvANga	pūrvāṅga	78905	2	pUrva + aNga	pūrva + aṅga
pUrvAdi	pūrvādi	46883	2	pUrva + Adi	pūrva + ādi
pUrvAdri	pūrvādri	46884	2	pUrva + adri	pūrva + adri
pUrvAgni	pūrvāgni	46879	2	pUrva + agni	pūrva + agni
pUrvAhRa	pūrvāhṇa	46909	2	pUrva + ahna	pūrva + ahna
pUrvAnta	pūrvānta	46887	2	pUrva + anta	pūrva + anta
pUrvAparIBAva	pūrvāparībhāva	78907	2	pUrvApara + BU	pūrvāpara + bhū
pUrvApara	pūrvāpara	46888	2	pUrva + apara	pūrva + apara
pUrvApuz	pūrvāpuṣ	46891	2	pUrva + Ayus	pūrva + āyus
pUrvArDa	pūrvārdha	46902	2	pUrva + arDa	pūrva + ardha
pUrvArjita	pūrvārjita	46901	2	pUrva + arjita	pūrva + arjita
pUrvaBAga	pūrvabhāga	46833	2	pUrva + BAga	pūrva + bhāga
pUrvaBAj	pūrvabhāj	46834	2	pUrva + BAj	pūrva + bhāj
pUrvaBAva	pūrvabhāva	46836	2	pUrva + BAva	pūrva + bhāva
pUrvaBUta	pūrvabhūta	46839	2	pUrva + BUta	pūrva + bhūta
pUrvaSArada	pūrvaśārada	46864	2	pUrva + Sarad	pūrva + śarad
pUrvaSEla	pūrvaśaila	46866	2	pUrva + SEla	pūrva + śaila
pUrvaSIrza	pūrvaśīrṣa	46865	2	pUrva + SIrza	pūrva + śīrṣa
pUrvacit	pūrvacit	46774	2	pUrva + cit	pūrva + cit
pUrvacitti	pūrvacitti	46777	2	pUrva + citti	pūrva + citti
pUrvadeSa	pūrvadeśa	46801	2	pUrva + deSa	pūrva + deśa
pUrvadeha	pūrvadeha	46802	2	pUrva + deha	pūrva + deha
pUrvadeva	pūrvadeva	46798	2	pUrva + deva	pūrva + deva
pUrvadina	pūrvadina	46796	2	pUrva + dina	pūrva + dina
pUrvadizwa	pūrvadiṣṭa	46797	2	pUrva + dizwa	pūrva + diṣṭa
pUrvaga	pūrvaga	46769	2	pUrva + ga	pūrva + ga
pUrvagata	pūrvagata	46771	2	pUrva + gata	pūrva + gata
pUrvahoma	pūrvahoma	46878	2	pUrva + homa	pūrva + homa
pUrvajYAna	pūrvajñāna	46785	2	pUrva + jYAna	pūrva + jñāna
pUrvaja	pūrvaja	46778	2	pUrva + ja	pūrva + ja
pUrvajana	pūrvajana	46779	2	pUrva + jana	pūrva + jana
pUrvajina	pūrvajina	46784	2	pUrva + jina	pūrva + jina
pUrvakAla	pūrvakāla	46762	2	pUrva + kAla	pūrva + kāla
pUrvakft	pūrvakṛt	46765	2	pUrva + kft	pūrva + kṛt
pUrvakfta	pūrvakṛta	46766	2	pUrva + kfta	pūrva + kṛta
pUrvapA	pūrvapā	46816	2	pUrva + pA	pūrva + pā
pUrvapAda	pūrvapāda	46820	2	pUrva + pAda	pūrva + pāda
pUrvapAna	pūrvapāna	46821	2	pUrva + pAna	pūrva + pāna
pUrvapAyya	pūrvapāyya	46822	2	pUrva + pAyya	pūrva + pāyya
pUrvapUrva	pūrvapūrva	46827	2	pUrva + pUrva	pūrva + pūrva
pUrvapada	pūrvapada	46811	2	pUrva + pada	pūrva + pada
pUrvapakza	pūrvapakṣa	46807	2	pUrva + pakza	pūrva + pakṣa
pUrvapeya	pūrvapeya	46828	2	pUrva + peya	pūrva + peya
pUrvarAga	pūrvarāga	46846	2	pUrva + rAga	pūrva + rāga
pUrvarAtra	pūrvarātra	46847	2	pUrva + rAtra	pūrva + rātra
pUrvarUpa	pūrvarūpa	46848	2	pUrva + rUpa	pūrva + rūpa
pUrvaraNga	pūrvaraṅga	46845	2	pUrva + raNga	pūrva + raṅga
pUrvasAra	pūrvasāra	46873	2	pUrva + sAra	pūrva + sāra
pUrvasTa	pūrvastha	46876	2	pUrva + sTa	pūrva + stha
pUrvasU	pūrvasū	46875	2	pUrva + sU	pūrva + sū
pUrvasad	pūrvasad	46868	2	pUrva + sad	pūrva + sad
pUrvasakTa	pūrvasaktha	46867	2	pUrva + sakTi	pūrva + sakthi
pUrvasara	pūrvasara	46870	2	pUrva + sara	pūrva + sara
pUrvasasya	pūrvasasya	46871	2	pUrva + sasya	pūrva + sasya
pUrvavAda	pūrvavāda	46857	2	pUrva + vAda	pūrva + vāda
pUrvavArzika	pūrvavārṣika	46859	2	pUrva + varza	pūrva + varṣa
pUrvavah	pūrvavah	46856	2	pUrva + vah	pūrva + vah
pUrvavftta	pūrvavṛtta	46861	2	pUrva + vftta	pūrva + vṛtta
pUrvavid	pūrvavid	46860	2	pUrva + vid	pūrva + vid
pUrvayakza	pūrvayakṣa	46842	2	pUrva + yakza	pūrva + yakṣa
pUrvetara	pūrvetara	46921	2	pUrva + itara	pūrva + itara
pUryARa	pūryāṇa	46753	2	pur + yAna	pur + yāna
pUtaBft	pūtabhṛt	46606	2	pUta + Bft	pūta + bhṛt
pUtaPala	pūtaphala	46603	2	pUta + Pala	pūta + phala
pUtadakza	pūtadakṣa	46596	2	pUta + dakza	pūta + dakṣa
pUtadru	pūtadru	46598	2	pUta + dru	pūta + dru
pUtakratu	pūtakratu	46593	2	pUta + kratu	pūta + kratu
pUtatfRa	pūtatṛṇa	46595	2	pUta + tfRa	pūta + tṛṇa
pUtayavam	pūtayavam	46608	2	pUta + yava	pūta + yava
pUtikIwa	pūtikīṭa	46618	2	pU + kIwa	pū + kīṭa
pUtikuzmARqAy	pūtikuṣmāṇḍāy	78846	2	pUti + kuzmARqa	pūti + kuṣmāṇḍa
pUtkArI	pūtkārī	46648	2	pUt + kArI	pūt + kārī
pUtyaRqa	pūtyaṇḍa	46649	2	pUti + aRqa	pūti + aṇḍa
pUyAlasa	pūyālasa	46671	2	pUya + alasa	pūya + alasa
pUyAri	pūyāri	46670	2	pUya + ari	pūya + ari
pUyamAnayavam	pūyamānayavam	46667	2	pU + yava	pū + yava
pUyarakta	pūyarakta	46668	2	pUya + rakta	pūya + rakta
pUyavAha	pūyavāha	46669	2	pUya + vAha	pūya + vāha
pUyoda	pūyoda	46672	2	pUya + uda	pūya + uda
pUzAtmaja	pūṣātmaja	46946	2	pUzan + Atmaja	pūṣan + ātmaja
pUzaBAsA	pūṣabhāsā	46943	2	pUzan + BAs	pūṣan + bhās
pUzamitra	pūṣamitra	46944	2	pUzan + mitra	pūṣan + mitra
paNkacCid	paṅkacchid	41264	2	paNka + Cid	paṅka + chid
paNkagati	paṅkagati	41262	2	paNka + gati	paṅka + gati
paNkagrAha	paṅkagrāha	41263	2	paNka + grAha	paṅka + grāha
paNkaja	paṅkaja	41265	2	paNka + ja	paṅka + ja
paNkajit	paṅkajit	41270	2	paNka + jit	paṅka + jit
paNkakIra	paṅkakīra	41258	2	paNka + kIra	paṅka + kīra
paNkakrIqa	paṅkakrīḍa	41259	2	paNka + krIqa	paṅka + krīḍa
paNkavAsa	paṅkavāsa	41281	2	paNka + vAsa	paṅka + vāsa
paNkeSaya	paṅkeśaya	41290	2	paNke + Saya	paṅke + śaya
paNkeruha	paṅkeruha	41289	2	paNke + ruha	paṅke + ruha
paNktIkfta	paṅktīkṛta	41303	2	paNkti + kar	paṅkti + kar
paRANganA	paṇāṅganā	41738	2	paRa + aNganA	paṇa + aṅganā
paRAsTi	paṇāsthi	41741	2	paRa + asTi	paṇa + asthi
paRastrI	paṇastrī	41736	2	paRa + strI	paṇa + strī
paRqApUrva	paṇḍāpūrva	41752	2	paRqa + apUrva	paṇḍa + apūrva
paRyAjIva	paṇyājīva	41786	2	paRya + AjIva	paṇya + ājīva
paRyAjira	paṇyājira	41785	2	paRya + ajira	paṇya + ajira
paSUkar	paśūkar	43866	2	paSu + kar	paśu + kar
paScAccara	paścāccara	43869	2	paScAt + cara	paścāt + cara
paScAdBAga	paścādbhāga	43883	2	paScAt + BAga	paścāt + bhāga
paScAdakzam	paścādakṣam	43879	2	paScAd + akza	paścād + akṣa
paScAdukti	paścādukti	43881	2	paScAt + ukti	paścāt + ukti
paScAdvAta	paścādvāta	43884	2	paScAt + vAta	paścāt + vāta
paScAja	paścāja	78361	2	paScA + ja	paścā + ja
paScArDa	paścārdha	43888	2	paSca + arDa	paśca + ardha
paSuza	paśuṣa	43857	2	paSu + sa	paśu + sa
paSviz	paśviṣ	43905	2	paSu + iz	paśu + iṣ
paTAtiTi	pathātithi	41978	2	paTa + atiTi	patha + atithi
paTideya	pathideya	41984	2	pa + deya	pa + deya
paWimarda	paṭhimarda	45463	2	pIWa + marda	pīṭha + marda
paYcAKyAna	pañcākhyāna	41554	2	paYcan + AKyAna	pañcan + ākhyāna
paYcAMSa	pañcāṃśa	41552	2	paYcan + aMSa	pañcan + aṃśa
paYcANga	pañcāṅga	41558	2	paYcan + aNga	pañcan + aṅga
paYcANgika	pañcāṅgika	41561	2	paYcan + aNga	pañcan + aṅga
paYcANgula	pañcāṅgula	41563	2	paYcan + aNgula	pañcan + aṅgula
paYcANguri	pañcāṅguri	41562	2	paYcan + aNguri	pañcan + aṅguri
paYcASIti	pañcāśīti	41603	2	paYcan + aSIti	pañcan + aśīti
paYcASadBAga	pañcāśadbhāga	41600	2	paYcASat + BAga	pañcāśat + bhāga
paYcASat	pañcāśat	41595	2	paYcan + daSat	pañcan + daśat
paYcAgni	pañcāgni	41555	2	paYcan + agni	pañcan + agni
paYcAha	pañcāha	41606	2	paYcan + aha	pañcan + aha
paYcAja	pañcāja	41564	2	paYcan + Aja	pañcan + āja
paYcAkzara	pañcākṣara	41553	2	paYcan + akzara	pañcan + akṣara
paYcAmfta	pañcāmṛta	41573	2	paYcan + amfta	pañcan + amṛta
paYcAmla	pañcāmla	41575	2	paYcan + Amla	pañcan + āmla
paYcAnana	pañcānana	41567	2	paYcan + Anana	pañcan + ānana
paYcArTa	pañcārtha	77864	2	paYcan + arTa	pañcan + artha
paYcAsya	pañcāsya	41605	2	paYcan + Asya	pañcan + āsya
paYcAtapA	pañcātapā	41565	2	paYcan + Atapa	pañcan + ātapa
paYcAtmaka	pañcātmaka	41566	2	paYcan + Atman	pañcan + ātman
paYcAvasTa	pañcāvastha	41589	2	paYcan + avasTA	pañcan + avasthā
paYcAvatta	pañcāvatta	41585	2	paYcan + avatta	pañcan + avatta
paYcAvi	pañcāvi	41590	2	paYcan + avi	pañcan + avi
paYcAvika	pañcāvika	41591	2	paYcan + Avika	pañcan + āvika
paYcIkar	pañcīkar	41611	2	paYcan + kar	pañcan + kar
paYcOdana	pañcaudana	41616	2	paYcan + odana	pañcan + odana
paYcaBadra	pañcabhadra	41449	2	paYcan + Badra	pañcan + bhadra
paYcaBfNga	pañcabhṛṅga	41451	2	paYcan + BfNga	pañcan + bhṛṅga
paYcaKawva	pañcakhaṭva	41359	2	paYcan + KawvA	pañcan + khaṭvā
paYcaSAKa	pañcaśākha	41521	2	paYcan + SAKA	pañcan + śākhā
paYcaSAradIya	pañcaśāradīya	41522	2	paYcan + Sarad	pañcan + śarad
paYcaSEla	pañcaśaila	41528	2	paYcan + SEla	pañcan + śaila
paYcaSara	pañcaśara	41517	2	paYcan + Sara	pañcan + śara
paYcaSata	pañcaśata	41515	2	paYcan + Sata	pañcan + śata
paYcaSiKa	pañcaśikha	41523	2	paYcan + SiKA	pañcan + śikhā
paYcabARa	pañcabāṇa	41445	2	paYcan + bARa	pañcan + bāṇa
paYcabAhu	pañcabāhu	41446	2	paYcan + bAhu	pañcan + bāhu
paYcabrahma	pañcabrahma	41448	2	paYcan + brahman	pañcan + brahman
paYcacIra	pañcacīra	41375	2	paYcan + cIra	pañcan + cīra
